"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","E2F4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.333333333333334","1","6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=2); Literature--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=469); Enrichr--Queries(rank=813); GTEx--Coexpression(rank=991)","18","rank=1; score=14.69; p=2.0406e-15","rank=18; score=0.006734","rank=2; score=8.9013; direction=Repressed","rank=4; score=206.66; p=9.1345e-29; adjP=4.7499e-27","rank=12; score=3.3812; p=0.00041574","rank=1; score=7.8804; p=3.2645e-15; direction=Repressed"
"2","E2F1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","17.166666666666664","1","6","GTEx--Coexpression(rank=3); Enrichr--Queries(rank=4); ARCHS4--Coexpression(rank=13); ReMap--ChIP-seq(rank=24); ENCODE--ChIP-seq(rank=61); Literature--ChIP-seq(rank=91)","6","rank=8; score=6.2274; p=5.9234e-07","rank=6; score=0.001867","rank=69; score=3.3454; direction=Repressed","rank=2; score=79.084; p=1.2458e-09; adjP=5.8303e-07","rank=1; score=8.9045; p=1.2461e-09","rank=17; score=3.9867; p=6.6989e-05; direction=Repressed"
"3","TFDP1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","50.666666666666671","9","4","GTEx--Coexpression(rank=5); ARCHS4--Coexpression(rank=12); Enrichr--Queries(rank=33); ReMap--ChIP-seq(rank=82)","10","rank=17; score=4.7619; p=1.7301e-05","rank=10; score=0.003111","rank=54; score=3.7012; direction=Repressed","rank=38; score=157.53; p=5.8738e-05; adjP=0.0022908","rank=9; score=4.2311; p=5.8741e-05","rank=176; score=1.833; p=0.066801; direction=Repressed"
"4","TP53","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","72.500000000000000","2","5","Literature--ChIP-seq(rank=27); ARCHS4--Coexpression(rank=59); ReMap--ChIP-seq(rank=154); Enrichr--Queries(rank=568); GTEx--Coexpression(rank=799)","138","rank=2; score=8.1333; p=7.3576e-09","rank=138; score=0.03624","rank=78; score=3.1369; direction=Activated","rank=15; score=39.576; p=6.6833e-10; adjP=9.0105e-09","rank=5; score=6.0373; p=9.176e-07","rank=197; score=1.6978; p=0.089541; direction=Activated"
"5","STAT1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","73.833333333333329","45","6","ReMap--ChIP-seq(rank=20); GTEx--Coexpression(rank=27); ENCODE--ChIP-seq(rank=38); Literature--ChIP-seq(rank=125); ARCHS4--Coexpression(rank=189); Enrichr--Queries(rank=271)","58","rank=45; score=2.5304; p=0.0029486","rank=58; score=0.0168","rank=96; score=2.8299; direction=Activated","rank=100; score=16.564; p=4.0002e-06; adjP=1.936e-05","rank=63; score=1.6033; p=0.02493","rank=81; score=2.6656; p=0.0076844; direction=Activated"
"6","HIF1A","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","80.666666666666671","27","5","ARCHS4--Coexpression(rank=36); Literature--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=99); GTEx--Coexpression(rank=456); Enrichr--Queries(rank=578)","79","rank=27; score=3.9116; p=0.00012257","rank=79; score=0.02211","rank=88; score=2.951; direction=Activated","rank=120; score=16.052; p=0.00028411; adjP=0.00086845","rank=97; score=1.0298; p=0.093363","rank=73; score=2.7212; p=0.0065054; direction=Activated"
"7","FOXO1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","86.833333333333329","20","5","Literature--ChIP-seq(rank=39); ARCHS4--Coexpression(rank=41); ReMap--ChIP-seq(rank=131); Enrichr--Queries(rank=145); GTEx--Coexpression(rank=536)","93","rank=20; score=4.421; p=3.7932e-05","rank=93; score=0.02518","rank=75; score=3.2344; direction=Activated","rank=175; score=21.644; p=6.2592e-07; adjP=4.0739e-06","rank=48; score=1.8748; p=0.01334","rank=110; score=2.3087; p=0.020962; direction=Activated"
"8","TCF4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","97.500000000000000","22","5","Literature--ChIP-seq(rank=50); ARCHS4--Coexpression(rank=57); ReMap--ChIP-seq(rank=102); GTEx--Coexpression(rank=141); Enrichr--Queries(rank=199)","133","rank=22; score=4.3508; p=4.4586e-05","rank=133; score=0.03501","rank=35; score=4.4167; direction=Activated","rank=74; score=15.868; p=1.6073e-05; adjP=6.5595e-05","rank=120; score=0.79865; p=0.15898","rank=201; score=1.6827; p=0.092436; direction=Activated"
"9","FOXM1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","103.500000000000000","1","6","ENCODE--ChIP-seq(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ARCHS4--Coexpression(rank=5)","2","rank=16; score=4.8868; p=1.2977e-05","rank=2; score=0.0006223","rank=31; score=4.501; direction=Repressed","rank=1; score=1494.3; p=1.7417e-45; adjP=1.315e-42","rank=199; score=0.36526; p=0.43127","rank=372; score=0.9812; p=0.32649; direction=Repressed"
"10","MYCN","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","116.000000000000000","19","5","ReMap--ChIP-seq(rank=7); Literature--ChIP-seq(rank=64); Enrichr--Queries(rank=115); GTEx--Coexpression(rank=181); ARCHS4--Coexpression(rank=446)","84","rank=177; score=0.51559; p=0.30508","rank=84; score=0.02357","rank=226; score=0.61796; direction=Activated","rank=143; score=11.845; p=0.0050811; adjP=0.010898","rank=47; score=1.9088; p=0.012338","rank=19; score=3.9094; p=9.2512e-05; direction=Activated"
