"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ENRICHR","TRRUST","CollecTRI"
"1","ATF3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.33333333333333","5","6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=3); GTEx--Coexpression(rank=3); Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=51); ENCODE--ChIP-seq(rank=77)","1","rank=12; score=90.501; p=5.8292e-07; adjP=0.00013563","rank=41; score=1.1047; p=0.07858","rank=5; score=4.3443; p=1.3971e-05; direction=Activated"
"2","FOSL1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.66666666666667","4","5","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=10); Enrichr--Queries(rank=84); ARCHS4--Coexpression(rank=137); GTEx--Coexpression(rank=168)","130","rank=16; score=398.2; p=1.4036e-05; adjP=0.0016328","rank=4; score=3.043; p=0.00090583","rank=39; score=2.534; p=0.011277; direction=Activated"
"3","PPARG","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","23.00000000000000","2","5","ReMap--ChIP-seq(rank=18); Literature--ChIP-seq(rank=24); Enrichr--Queries(rank=52); GTEx--Coexpression(rank=68); ARCHS4--Coexpression(rank=118)","144","rank=2; score=51.202; p=0.0029496; adjP=0.034884","rank=10; score=2.3307; p=0.0046696","rank=57; score=2.2717; p=0.023106; direction=Activated"
"4","NFKB1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","26.33333333333334","1","4","ARCHS4--Coexpression(rank=98); Enrichr--Queries(rank=246); ReMap--ChIP-seq(rank=265); GTEx--Coexpression(rank=838)","226","rank=4; score=68.399; p=2.4924e-05; adjP=0.0031653","rank=1; score=4.6034; p=2.4925e-05","rank=74; score=2.1081; p=0.035019; direction=Activated"
"5","ETV4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","27.66666666666666","11","4","ReMap--ChIP-seq(rank=142); Enrichr--Queries(rank=232); ARCHS4--Coexpression(rank=814); GTEx--Coexpression(rank=1422)","575","rank=60; score=103.19; p=0.0055666; adjP=0.039276","rank=11; score=2.2544; p=0.0055667","rank=12; score=3.5843; p=0.00033803; direction=Activated"
"6","STAT1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","28.66666666666666","2","6","ENCODE--ChIP-seq(rank=31); Literature--ChIP-seq(rank=74); ReMap--ChIP-seq(rank=91); ARCHS4--Coexpression(rank=219); Enrichr--Queries(rank=476); GTEx--Coexpression(rank=1079)","470","rank=71; score=34.839; p=0.0091029; adjP=0.054671","rank=13; score=2.0408; p=0.009103","rank=2; score=4.9303; p=8.2104e-07; direction=Activated"
"7","CEBPB","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","32.00000000000000","8","6","ENCODE--ChIP-seq(rank=12); Enrichr--Queries(rank=39); Literature--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=84); ARCHS4--Coexpression(rank=784); GTEx--Coexpression(rank=857)","105","rank=43; score=59.441; p=0.0035697; adjP=0.032828","rank=8; score=2.4474; p=0.0035698","rank=45; score=2.4825; p=0.013047; direction=Activated"
"8","FOSL2","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","34.33333333333334","7","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=14); Enrichr--Queries(rank=19); ARCHS4--Coexpression(rank=352); GTEx--Coexpression(rank=374)","52","rank=7; score=49.192; p=0.00028249; adjP=0.021273","rank=38; score=1.1316; p=0.073853","rank=58; score=2.2622; p=0.023682; direction=Activated"
"9","SMAD3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","36.33333333333334","19","5","ReMap--ChIP-seq(rank=5); Literature--ChIP-seq(rank=8); Enrichr--Queries(rank=219); GTEx--Coexpression(rank=715); ARCHS4--Coexpression(rank=1201)","66","rank=32; score=29.987; p=0.00013592; adjP=0.0078506","rank=58; score=0.83362; p=0.14668","rank=19; score=3.2287; p=0.0012435; direction=Activated"
"10","ATF4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.66666666666666","14","4","GTEx--Coexpression(rank=80); ReMap--ChIP-seq(rank=123); ARCHS4--Coexpression(rank=860); Enrichr--Queries(rank=916)","195","rank=82; score=51.622; p=0.013735; adjP=0.062299","rank=17; score=1.8622; p=0.013735","rank=14; score=3.5742; p=0.00035129; direction=Activated"
