"TF","HVL_ALL"
"KLF13","0.87282681686459873"
"KLF3","0.64767900105599541"
"KLF4","0.83492931838017082"
"KLF5","1.38342354916091392"
"KLF6","1.05125058890074419"
"KLF9","2.08936685451183024"
"KMT2A","-0.28296972152644784"
"LEF1","-0.72383306674176351"
"LHX2","1.11174711129954296"
"LYL1","2.88957172866236256"
"MAF","0.37309381589171037"
"MAFB","2.89420654031911306"
"MAFF","1.04495395372812960"
"MAFG","2.59090412694561545"
"MAFK","2.69115070285057101"
"MAX","1.16292960974274706"
"MAZ","-1.34718177670957284"
"MBD1","2.28523705870030680"
"MBD2","2.04870874588997021"
"MEF2A","2.98149985550539842"
"MEF2B","0.43764324604556598"
"MEF2C","2.09425834391263832"
"MEIS1","2.53567524714337722"
"MEIS2","1.76513814999746010"
"MITF","1.10482339107341310"
"MNT","0.77347575376573374"
"MXI1","-0.19871423305335872"
"MYB","-1.37931716946825156"
"MYBL2","-1.91011848644108184"
"MYC","-4.93034073020288233"
"MYCN","-2.90972430964905326"
"MYOD1","1.91750569849675112"
"NANOG","2.60536122906627332"
"NCOA1","2.79776819166655555"
"NCOA2","3.22903995002410138"
"NCOA3","0.76104927403069400"
"NEUROD1","1.27215195106411971"
"NFATC1","1.38037763997734664"
"NFE2","3.05618645674433687"
"NFE2L1","2.17560517328693681"
"NFE2L2","1.89856921443949123"
"NFIC","-0.72605428021779073"
"NFKB1","2.29074048152674292"
"NFKB2","-0.24468967585022855"
"NFYA","-2.09565891017592953"
"NFYB","-2.58021812691662555"
"NR1H2","1.29986550686469782"
"NR1H3","2.13742244356972000"
"NR2C2","-2.28669573931350145"
"NR2F1","2.61288132410003415"
"NR2F6","0.16972186560113103"
"NR3C1","0.36231439087839595"
"NR4A1","2.08450855471367680"
"NR5A2","0.26610886506602993"
"NRF1","-0.79614854310717997"
"ONECUT1","1.41359406411105670"
"OTX2","3.10700234190807789"
"PAX5","0.45041463948725791"
"PAX6","-0.20100510914272393"
"PBX2","2.01057110827204344"
"PBX3","3.82478937469953006"
"PDX1","3.10570332629265300"
"PGR","-0.53694718023487331"
"PKNOX1","1.24754846600970626"
"POU2F1","1.45089384163688639"
"POU4F2","2.37604916713345160"
"POU5F1","2.63059316558880596"
"PPARA","1.80990892607338028"
"PPARG","0.13824648867524073"
"PRDM1","2.03127561144549018"
"PRDM14","2.76921858065383519"
"PROX1","2.52123876583366302"
"RARA","3.09812460025233083"
"RBPJ","2.49799053015632033"
"REL","0.87373480517503732"
"RELA","2.07726350789750303"
"RELB","1.02040956330868471"
"REST","-1.63887177523259875"
"RFX1","2.39517542721472054"
"RFX2","1.95028385990828035"
"RFX5","1.33148570627525253"
"RUNX1","1.60346234066901872"
"RUNX2","2.55571770535463560"
"RUNX3","0.53321588976884127"
"RXRA","0.76960001154008240"
"SIX2","3.64479692586231785"
"SIX5","-0.44470332960570119"
"SMAD1","0.56990867159312852"
"SMAD3","2.02610316657402478"
"SMAD4","1.50509690941782104"
"SMAD5","-2.88538513877754355"
"SNAI2","-0.64924176577886294"
"SNAPC4","-1.98200932958477138"
"SOX10","0.96963245956216304"
"SOX11","1.26027419920296024"
"SOX13","0.92742924998910159"
"SOX6","1.24906689024097162"
"SOX9","0.05545441200184620"
"SP1","-1.18732650077905522"
"SP2","-2.42553900239885811"
"SP3","1.76658135118458159"
"SP4","-0.59111531549007257"
"SPI1","1.79883192413240423"
"SPIB","0.52172355668906989"
"SREBF1","-0.10249724700691026"
"SREBF2","-1.34655961524152024"
"SRF","-0.61463401782999716"
"STAT1","1.91584943242883110"
"STAT2","0.87985723233622448"
"STAT3","0.13438830661940623"
"STAT4","0.55805651816169077"
"STAT5A","0.17564678455312938"
"STAT5B","0.97622121150555030"
"STAT6","-0.26078080184893032"
"TAL1","2.53556478657970796"
"TBP","0.54031277072745576"
"TBX21","1.39015035986841484"
"TCF12","3.58149709152597362"
"TCF3","-1.60833110851329808"
"TCF4","1.58797326962014451"
"TCF7","-0.33867676266001723"
"TCF7L2","0.11204311111043871"
"TEAD1","3.49533996286697768"
"TEAD2","1.18292733308701536"
"TEAD4","4.23158322358606043"
"TFAP2A","0.76918871496631969"
"TFAP2C","0.72124477088598782"
"TFAP4","1.69115820709233589"
"TFDP1","-4.84506152687391811"
"TGIF2","0.90006592373892647"
"THAP1","0.50567518600595396"
"THAP11","2.57320357156042290"
"TP53","2.83034827735814964"
"TP63","1.16627516539646514"
"TP73","1.10371199563102551"
"TWIST1","0.21351583461620346"
"USF1","-0.13327286998099422"
"USF2","0.61133076004550591"
"VDR","0.80618150895851814"
"WT1","-0.52783094351875515"
"XBP1","0.17101198746985377"
"YY1","-1.80936164890770756"
"ZBED1","-1.12237763817455005"
"ZBTB11","-1.17778724989509165"
"ZBTB33","-2.08645082233945267"
"ZBTB7A","-1.20235415956915670"
"ZEB1","0.19499506319226284"
"ZEB2","-1.47012030352933798"
"ZFX","-5.17280088271281002"
"ZKSCAN1","1.36879190383978844"
"ZNF143","0.88574963126705164"
"ZNF217","1.14695511426540708"
"ZNF24","-0.45858328595715836"
"ZNF263","-4.78153024446640185"
"ZNF274","-0.55964999365162937"
"ZNF384","0.01347314944214526"
"ZNF592","-0.04814578379725539"
"ZNF639","2.50945007107257645"
"ZNF740","-1.10475194008931510"
