"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","ATF4","SW948","8.0554056349746848","0.000000008802263495726996","ATF4","1","trrust","1","8.0554056349746848","0.000000008802263495726996",NA,"","4","ReMap--ChIP-seq(rank=84); GTEx--Coexpression(rank=739); Enrichr--Queries(rank=1006); ARCHS4--Coexpression(rank=1492)","893","0.28280000000000000","ReMap ChIP-seq,0.2828"
"ora","RELA","SW948","7.4646877618933747","0.000000034301430970411252","RELA","2","trrust","2","7.4646877618933747","0.000000034301430970411252",NA,"","6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=48); GTEx--Coexpression(rank=476); Enrichr--Queries(rank=568); ARCHS4--Coexpression(rank=1122)","165","0.04268000000000000","Literature ChIP-seq,0.04268"
"ora","NFKB1","SW948","7.4133950750450595","0.000000038601566118744223","NFKB1","3","trrust","3","7.4133950750450595","0.000000038601566118744223",NA,"","4","ARCHS4--Coexpression(rank=16); ReMap--ChIP-seq(rank=229); Enrichr--Queries(rank=244); GTEx--Coexpression(rank=1185)","36","0.00982800000000000","ARCHS4 Coexpression,0.009828"
"ora","NR1H3","SW948","4.2422759915932637","0.000057243213810948296726","NR1H3","4","trrust","4","4.2422759915932637","0.000057243213810948296726",NA,"","5","Literature--ChIP-seq(rank=33); GTEx--Coexpression(rank=152); ReMap--ChIP-seq(rank=223); Enrichr--Queries(rank=250); ARCHS4--Coexpression(rank=486)","352","0.09458999999999999","GTEx Coexpression,0.09459"
"ora","ETS1","SW948","4.0416204629379218","0.000090861423617668364994","ETS1","5","trrust","5","4.0416204629379218","0.000090861423617668364994",NA,"","6","ENCODE--ChIP-seq(rank=22); ReMap--ChIP-seq(rank=78); ARCHS4--Coexpression(rank=93); Literature--ChIP-seq(rank=147); GTEx--Coexpression(rank=151); Enrichr--Queries(rank=194)","211","0.05713000000000000","ARCHS4 Coexpression,0.05713"
"ora","ERG","SW948","3.9590253880109616","0.000109894159556588144979","ERG","6","trrust","6","3.9590253880109616","0.000109894159556588144979",NA,"","5","GTEx--Coexpression(rank=89); Literature--ChIP-seq(rank=135); ReMap--ChIP-seq(rank=275); Enrichr--Queries(rank=288); ARCHS4--Coexpression(rank=412)","204","0.05538000000000000","GTEx Coexpression,0.05538"
"ora","SP3","SW948","3.6662142373820639","0.000215668025675687564675","SP3","7","trrust","7","3.6662142373820639","0.000215668025675687564675",NA,"","3","GTEx--Coexpression(rank=368); ARCHS4--Coexpression(rank=935); Enrichr--Queries(rank=1202)","756","0.22900000000000001","GTEx Coexpression,0.229"
"ora","CDX2","SW948","3.5942852265395686","0.000254515814962288054735","CDX2","8","trrust","8","3.5942852265395686","0.000254515814962288054735",NA,"","5","Literature--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=100); ARCHS4--Coexpression(rank=101); GTEx--Coexpression(rank=271); Enrichr--Queries(rank=876)","233","0.06204000000000000","ARCHS4 Coexpression,0.06204"
"ora","DDIT3","SW948","3.5780415190136496","0.000264215615231360367518","DDIT3","9","trrust","9","3.5780415190136496","0.000264215615231360367518",NA,"","3","Enrichr--Queries(rank=3); ARCHS4--Coexpression(rank=5); GTEx--Coexpression(rank=7)","8","0.00213700000000000","Enrichr Queries,0.002137"
"ora","HDAC1","SW948","3.5294863402126095","0.000295470182073069012260","HDAC1","10","trrust","10","3.5294863402126095","0.000295470182073069012260",NA,"","0","",NA,NA,NA
