"Input_Type","TF_Analysis_Name","Method","Method_Label","Final_TF_Count","Final_Result_File"
"DEG","ALL","dorothea","DoRothEA","271","results/ngs/GSE114012/TF_summary/deg/ALL/method_final/dorothea/dorothea_deg_final_result.csv"
"DEG","ALL","chea3","ChEA3","1632","results/ngs/GSE114012/TF_summary/deg/ALL/method_final/chea3/chea3_deg_Integrated--topRank.csv"
"DEG","ALL","viper","VIPER","264","results/ngs/GSE114012/TF_summary/deg/ALL/method_final/viper/viper_deg_final_result.csv"
"DEG","ALL","enrichr","ENRICHR","439","results/ngs/GSE114012/TF_summary/deg/ALL/method_final/enrichr/enrichr_deg_Integrated--topRank.csv"
"DEG","ALL","trrust","TRRUST","329","results/ngs/GSE114012/TF_summary/deg/ALL/method_final/trrust/trrust_deg_final_result.csv"
"DEG","ALL","collectri","CollecTRI","661","results/ngs/GSE114012/TF_summary/deg/ALL/method_final/collectri/collectri_deg_final_result.csv"
