"GeneID","Symbol","Ensembl","Entrez","Target_Gene","Target_Feature_ID","Correlation_Method","Correlation","P.Value","adj.P.Val","Samples_Used"
"ENSG00000125740.13","FOSB","ENSG00000125740.13","2354","ATF3","ENSG00000162772.16","spearman","0.7456486013406951","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000006829822500286364","0.00000000000000000000000000000000000000000000000000000000000000000000000000001376823917832728","455"
"ENSG00000123358.19","NR4A1","ENSG00000123358.19","3164","ATF3","ENSG00000162772.16","spearman","0.6992832810593069","0.0000000000000000000000000000000000000000000000000000000000000000000485173504248313333084086172158","0.00000000000000000000000000000000000000000000000000000000000000048903063360708743258175174896","455"
"ENSG00000275993.2","CH507-42P11.8","ENSG00000275993.2","102724428","ATF3","ENSG00000162772.16","spearman","0.6865529207634471","0.0000000000000000000000000000000000000000000000000000000000000001077964939458423043576638568001291","0.00000000000000000000000000000000000000000000000000000000000072435650715141167884552365461031","455"
"ENSG00000113070.7","HBEGF","ENSG00000113070.7","1839","ATF3","ENSG00000162772.16","spearman","0.6803242433430238","0.0000000000000000000000000000000000000000000000000000000000000040561837565217578505157484729208304","0.00000000000000000000000000000000000000000000000000000000002044215208693053039624870056426606","455"
"ENSG00000142178.7","SIK1","ENSG00000142178.7","150094","ATF3","ENSG00000162772.16","spearman","0.6770368398121702","0.0000000000000000000000000000000000000000000000000000000000000265441754097289952261523353915314615","0.00000000000000000000000000000000000000000000000000000000010702080641694536335697367420999655","455"
"ENSG00000153234.13","NR4A2","ENSG00000153234.13","4929","ATF3","ENSG00000162772.16","spearman","0.6610766580972933","0.0000000000000000000000000000000000000000000000000000000001731510508516323107556799437990030044341","0.00000000000000000000000000000000000000000000000000000058175867235300930032347928502878071511","455"
"ENSG00000120129.5","DUSP1","ENSG00000120129.5","1843","ATF3","ENSG00000162772.16","spearman","0.6444002670179345","0.0000000000000000000000000000000000000000000000000000009585884651275998476715758558940780644091639","0.00000000000000000000000000000000000000000000000000276059783835818342972805546101390083275056","455"
"ENSG00000144655.14","CSRNP1","ENSG00000144655.14","64651","ATF3","ENSG00000162772.16","spearman","0.6379785876076161","0.0000000000000000000000000000000000000000000000000000229925361641045353954210540828762341980894667","0.00000000000000000000000000000000000000000000000005793831706652291649408204565433588371635780","455"
"ENSG00000128016.5","ZFP36","ENSG00000128016.5","7538","ATF3","ENSG00000162772.16","spearman","0.6303064081756407","0.0000000000000000000000000000000000000000000000000009286256861433741506635913747012726863366775768","0.00000000000000000000000000000000000000000000000208001835632936417091536534827051141984633457","455"
"ENSG00000179388.8","EGR3","ENSG00000179388.8","1960","ATF3","ENSG00000162772.16","spearman","0.6254200818888971","0.0000000000000000000000000000000000000000000000000092799667040363379113945496177817443162375170339","0.00000000000000000000000000000000000000000000001870748487866685550810631116733168359255761921","455"
"ENSG00000119508.17","NR4A3","ENSG00000119508.17","8013","ATF3","ENSG00000162772.16","spearman","0.6213019417401519","0.0000000000000000000000000000000000000000000000000625748183989022843791022400881005877432981471231","0.00000000000000000000000000000000000000000000011467688764577010818490981667413710662514403688","455"
"ENSG00000067082.14","KLF6","ENSG00000067082.14","1316","ATF3","ENSG00000162772.16","spearman","0.6146866233696746","0.0000000000000000000000000000000000000000000000012656637235560842720032826583897423628184246779430","0.00000000000000000000000000000000000000000000200430336384403686414206980508226922633238323087","455"
"ENSG00000170345.9","FOS","ENSG00000170345.9","2353","ATF3","ENSG00000162772.16","spearman","0.6146398697523205","0.0000000000000000000000000000000000000000000000012925216394648782730705220587181052276364439301487","0.00000000000000000000000000000000000000000000200430336384403686414206980508226922633238323087","455"
"ENSG00000176907.4","C8orf4","ENSG00000176907.4","56892","ATF3","ENSG00000162772.16","spearman","0.6063800215550738","0.0000000000000000000000000000000000000000000000499907306840984234676451098943741224210199977133818","0.00000000000000000000000000000000000000000007198308141862428761381107995624633586218619557445","455"
"ENSG00000143384.12","MCL1","ENSG00000143384.12","4170","ATF3","ENSG00000162772.16","spearman","0.5919866592947975","0.0000000000000000000000000000000000000000000227305866029725780220968493823954565705736342620106205","0.00000000000000000000000000000000000000003054839302195494845716636469254491209599378414608009","455"
"ENSG00000120738.7","EGR1","ENSG00000120738.7","1958","ATF3","ENSG00000162772.16","spearman","0.5865903746149516","0.0000000000000000000000000000000000000000002084483116801697491715468038742957724192957522192788021","0.00000000000000000000000000000000000000026263184469753388275851405744356124764721891674883749","455"
"ENSG00000173334.3","TRIB1","ENSG00000173334.3","10221","ATF3","ENSG00000162772.16","spearman","0.5693897570085837","0.0000000000000000000000000000000000000001859560018680207430408684071197156196343757806736161499390","0.00000000000000000000000000000000000022051100245043704064074235876512851291891747282298241834","455"
"ENSG00000134107.4","BHLHE40","ENSG00000134107.4","8553","ATF3","ENSG00000162772.16","spearman","0.5613899200729714","0.0000000000000000000000000000000000000038323661908596196072358141469894739514106593687189884635693","0.00000000000000000000000000000000000429203722452994794857297594757237087683718916785910279882","455"
"ENSG00000087074.7","PPP1R15A","ENSG00000087074.7","23645","ATF3","ENSG00000162772.16","spearman","0.5564158192838925","0.0000000000000000000000000000000000000241368470243326992558363291898095976673131463659621459736909","0.00000000000000000000000000000000002560919469281699408271038322554903063017101277865869234860","455"
"ENSG00000116285.12","ERRFI1","ENSG00000116285.12","54206","ATF3","ENSG00000162772.16","spearman","0.5112873678605189","0.0000000000000000000000000000001135192840320590196105259021920039052757940343329539570269755007179","0.00000000000000000000000000011442176234011389402750824732234381882035598476527655418381405230","455"
"ENSG00000159388.5","BTG2","ENSG00000159388.5","7832","ATF3","ENSG00000162772.16","spearman","0.5059458626233493","0.0000000000000000000000000000006033497300649655184916480470038869243757974272206679078758556801606","0.00000000000000000000000000057918700992283997707411783590875546293739779677058391960716434286","455"
"ENSG00000185022.11","MAFF","ENSG00000185022.11","23764","ATF3","ENSG00000162772.16","spearman","0.4982445099532974","0.0000000000000000000000000000063725498637821678510210155780692523871764354434523005214585444893876","0.00000000000000000000000000583928330472657872248959955524515215534909559267978565855940244827","455"
"ENSG00000090104.11","RGS1","ENSG00000090104.11","5996","ATF3","ENSG00000162772.16","spearman","0.4911585979520132","0.0000000000000000000000000000529113909009114871793143891143019387812022920284299444919679425959612","0.00000000000000000000000004637568387702063896431358838627832706417244670397718552730028030023","455"
"ENSG00000137331.11","IER3","ENSG00000137331.11","8870","ATF3","ENSG00000162772.16","spearman","0.4883703243197794","0.0000000000000000000000000001200660094087837349809019626999850483981148135799013400071078966635402","0.00000000000000000000000010085044515298631358173714202373586204019002918224141381216528581084","455"
"ENSG00000138166.5","DUSP5","ENSG00000138166.5","1847","ATF3","ENSG00000162772.16","spearman","0.4879030429343437","0.0000000000000000000000000001376387303919856079637369278811298685178870750782413746121234055793409","0.00000000000000000000000011098636663888152682647594666648682740747034628863397432313847828633","455"
"ENSG00000167565.12","SERTAD3","ENSG00000167565.12","29946","ATF3","ENSG00000162772.16","spearman","0.4859500921059002","0.0000000000000000000000000002430405359916475409644554056360613437962928410987026340665719161022577","0.00000000000000000000000018746794545702015396141962060578832507882970563039416266355714279308","455"
"ENSG00000115963.13","RND3","ENSG00000115963.13","390","ATF3","ENSG00000162772.16","spearman","0.4858378579454397","0.0000000000000000000000000002510855958797333088259039311999631480100819377909998131562101063077280","0.00000000000000000000000018746794545702015396141962060578832507882970563039416266355714279308","455"
"ENSG00000171223.5","JUNB","ENSG00000171223.5","3726","ATF3","ENSG00000162772.16","spearman","0.4832484464295269","0.0000000000000000000000000005304895730773526394237470785328222554388413679303712150359794811772994","0.00000000000000000000000038193354655951252403824325966080950840989962379140859873992525585183","455"
"ENSG00000142871.16","CYR61","ENSG00000142871.16","3491","ATF3","ENSG00000162772.16","spearman","0.4787101606948581","0.0000000000000000000000000019381608633198657738371614816373973522444347173453395036950108988765861","0.00000000000000000000000134728913254017857022172312304474796702900097002020887386359019233153","455"
"ENSG00000163659.12","TIPARP","ENSG00000163659.12","25976","ATF3","ENSG00000162772.16","spearman","0.4702352713365929","0.0000000000000000000000000206996776734849450390154917584367990791781256712735796535744532191706266","0.00000000000000000000001390949340732610138811354450454845377500275236583715280270858480164697","455"
"ENSG00000173846.12","PLK3","ENSG00000173846.12","1263","ATF3","ENSG00000162772.16","spearman","0.4685680653684364","0.0000000000000000000000000327303556990136546304037940230217725140386251327740591531478405395126641","0.00000000000000000000002128423356569084641905037474872451620822664045130114308259399922250432","455"
"ENSG00000164949.7","GEM","ENSG00000164949.7","2669","ATF3","ENSG00000162772.16","spearman","0.4621690620995049","0.0000000000000000000000001856213610651754667097766610346903147065127736310192878298774011967689837","0.00000000000000000000011693565680352726799624724240584524264103685615843379429760378121483377","455"
"ENSG00000184557.4","SOCS3","ENSG00000184557.4","9021","ATF3","ENSG00000162772.16","spearman","0.4611362785139739","0.0000000000000000000000002447862123201183671500944363957373794287520001811219085414791844063867737","0.00000000000000000000014953470467155351460477972979363731500031931542279709129760530833541665","455"
"ENSG00000075426.11","FOSL2","ENSG00000075426.11","2355","ATF3","ENSG00000162772.16","spearman","0.4567002902036521","0.0000000000000000000000007948092766419049202889574500310123566657749989207535788121636690425203531","0.00000000000000000000047125177081835761738575480386761748699606230698232431125700714336090869","455"
"ENSG00000169508.6","GPR183","ENSG00000169508.6","1880","ATF3","ENSG00000162772.16","spearman","0.4516982901170242","0.0000000000000000000000029382694014241761861117708982525399449822431530126190464039694755747633703","0.00000000000000000000169235922466599898981549608302836791716112818546603860413515829641539767","455"
"ENSG00000059728.10","MXD1","ENSG00000059728.10","4084","ATF3","ENSG00000162772.16","spearman","0.4508151945434579","0.0000000000000000000000036929249628691752690167964881541308904074113131469373684192102221500453307","0.00000000000000000000206793539795776922528877067209212986527882770850773842732234220065379304","455"
"ENSG00000160888.6","IER2","ENSG00000160888.6","9592","ATF3","ENSG00000162772.16","spearman","0.4505433356349192","0.0000000000000000000000039616398446535831911708496251553548422659073731667461407555922586233576599","0.00000000000000000000215845128725328593741003857722823856055609944892551510747889104147034800","455"
"ENSG00000116741.7","RGS2","ENSG00000116741.7","5997","ATF3","ENSG00000162772.16","spearman","0.4492422601743260","0.0000000000000000000000055396987240974319808852340226986443834119899346078168495922727180419409265","0.00000000000000000000293881017313368783483692957974546011590593788600726302514187446290883088","455"
"ENSG00000148339.12","SLC25A25","ENSG00000148339.12","114789","ATF3","ENSG00000162772.16","spearman","0.4392743125179944","0.0000000000000000000000689458020307807281894906759319648573742915626720353408868422612210125066667","0.00000000000000000003563790828560278713475356059465429617649637667222167378925506975306802815","455"
"ENSG00000141682.11","PMAIP1","ENSG00000141682.11","5366","ATF3","ENSG00000162772.16","spearman","0.4352817829052468","0.0000000000000000000001849527292458558187965696547735537871994521598513893816578866971522820961127","0.00000000000000000009321155172168019641781546195755381364216527234019518048484254091334832992","455"
"ENSG00000100906.10","NFKBIA","ENSG00000100906.10","4792","ATF3","ENSG00000162772.16","spearman","0.4304102343286206","0.0000000000000000000006057986547386328145397464270428712231764231492083624318968669911211755163549","0.00000000000000000029786085563112434334368738705612922812586668449504913574327202852032314695","455"
"ENSG00000118503.14","TNFAIP3","ENSG00000118503.14","7128","ATF3","ENSG00000162772.16","spearman","0.4282624979935437","0.0000000000000000000010159159963384811639759665157216082334663338944759236925137902557425562122262","0.00000000000000000048761548976636762319214782894838646334860166812585208218067123198125045747","455"
"ENSG00000057657.15","PRDM1","ENSG00000057657.15","639","ATF3","ENSG00000162772.16","spearman","0.4271430864521520","0.0000000000000000000013281548486312097479072506782164337761964623777883753913593451595476224724734","0.00000000000000000062265752543154786091137974175851486779328699143733964575797568130610670778","455"
"ENSG00000122877.15","EGR2","ENSG00000122877.15","1959","ATF3","ENSG00000162772.16","spearman","0.4257087568123969","0.0000000000000000000018696059789882446698064504528416863403016197943468703615219062008634409721708","0.00000000000000000085657697569145515282036950889797062219346761084389548640549705282865033951","455"
"ENSG00000159200.17","RCAN1","ENSG00000159200.17","1827","ATF3","ENSG00000162772.16","spearman","0.4218753423715167","0.0000000000000000000046255979557776231931067185828004402396851776616065915514238587880058162227215","0.00000000000000000207216509312269118672211248677209230051650379684960012055539024800054903608","455"
"ENSG00000143507.17","DUSP10","ENSG00000143507.17","11221","ATF3","ENSG00000162772.16","spearman","0.4191037573601914","0.0000000000000000000088407695517285893833161068938370498477226817004849739685314741199917420999554","0.00000000000000000387437116072383996578939867487157743698225490972366150121963812580361263826","455"
"ENSG00000165030.3","NFIL3","ENSG00000165030.3","4783","ATF3","ENSG00000162772.16","spearman","0.4187503662579016","0.0000000000000000000095978285119449008110649374274378433789871147874569748067747482211942156027362","0.00000000000000000411665159515526086083362897394862192835625277635746080417966652476025046781","455"
"ENSG00000118515.11","SGK1","ENSG00000118515.11","6446","ATF3","ENSG00000162772.16","spearman","0.4179665106514168","0.0000000000000000000115125272833620123973171446085231759346188139475744773466015652418903414400120","0.00000000000000000483502161469364216692860518162730893281659033046035976732834882341194315813","455"
"ENSG00000177606.6","JUN","ENSG00000177606.6","3725","ATF3","ENSG00000162772.16","spearman","0.4164881026694150","0.0000000000000000000162032755815389186134433150607312695864656551617352195512021528767121480996138","0.00000000000000000666615984588251166170542504699231042465783818399540847088324824198934948072","455"
"ENSG00000119138.4","KLF9","ENSG00000119138.4","687","ATF3","ENSG00000162772.16","spearman","0.4127731646975792","0.0000000000000000000379622414185652734010930755496888291210859276725421245207020559675470394722652","0.00000000000000001530561649513714869087489909920232526309925557010845065253334951194119639695","455"
"ENSG00000255112.2","CHMP1B","ENSG00000255112.2","57132","ATF3","ENSG00000162772.16","spearman","0.4125502251052912","0.0000000000000000000399387824406738467149597205024645758302031410313302729406248481325292232213542","0.00000000000000001578678265140282556479821471792985014012442821504725309900152296904707327485","455"
"ENSG00000111859.16","NEDD9","ENSG00000111859.16","4739","ATF3","ENSG00000162772.16","spearman","0.4111793377037987","0.0000000000000000000545227718536812813194869812500646084537170959273000845398543523501189156377222","0.00000000000000002113701072689155683839233335329335382589269636585248973714712406035687308758","455"
"ENSG00000115520.8","COQ10B","ENSG00000115520.8","80219","ATF3","ENSG00000162772.16","spearman","0.4068636093792597","0.0000000000000000001439143369347036785826380832932662972631850994021862817119628008555309861549176","0.00000000000000005473903996729606731323276489316872949752597232362348600442913948427303694189","455"
"ENSG00000130164.13","LDLR","ENSG00000130164.13","3949","ATF3","ENSG00000162772.16","spearman","0.4041576323050934","0.0000000000000000002625986788696268955362020425945733584488127688692657912480910020747160160681233","0.00000000000000009803197717282978933414821593128244102440728993891685960626602991396794095635","455"
"ENSG00000136826.14","KLF4","ENSG00000136826.14","9314","ATF3","ENSG00000162772.16","spearman","0.4005593872855640","0.0000000000000000005793321439967360516610003198624097597517459703084469029021885688734982977621257","0.00000000000000021234103074236729437944214003386395407483387795695428668096838009660132229328","455"
"ENSG00000163435.15","ELF3","ENSG00000163435.15","1999","ATF3","ENSG00000162772.16","spearman","0.3975108476035905","0.0000000000000000011241068328190879429082981938220299582039644059131282445573862815990651142783463","0.00000000000000039981128695612502314626516558238187131297462339335480052682214591186493635178","455"
"ENSG00000148841.15","ITPRIP","ENSG00000148841.15","85450","ATF3","ENSG00000162772.16","spearman","0.3974847318227795","0.0000000000000000011304748924301367042847768643550782397527086249057991229616249029277241788804531","0.00000000000000039981128695612502314626516558238187131297462339335480052682214591186493635178","455"
"ENSG00000130522.5","JUND","ENSG00000130522.5","3727","ATF3","ENSG00000162772.16","spearman","0.3949437300469065","0.0000000000000000019540101822002364734842755935761259149124965633876694140469432170448271790519357","0.00000000000000067245600407148390783540875840467624818739243459236876176987607323098927736282","455"
"ENSG00000059804.15","SLC2A3","ENSG00000059804.15","6515","ATF3","ENSG00000162772.16","spearman","0.3949102254110369","0.0000000000000000019680988263414630774167770400116594076957164274703764722529442110499076079577208","0.00000000000000067245600407148390783540875840467624818739243459236876176987607323098927736282","455"
"ENSG00000179094.15","PER1","ENSG00000179094.15","5187","ATF3","ENSG00000162772.16","spearman","0.3906057077631388","0.0000000000000000049198808305411053604187150931936950418708690386203601779824268191987357567995787","0.00000000000000165299796104796918383878907577016537756037380633988842504322747117839753627777","455"
"ENSG00000111912.19","NCOA7","ENSG00000111912.19","135112","ATF3","ENSG00000162772.16","spearman","0.3903557606316707","0.0000000000000000051865758074611133801051882387575544388210043839873997911782410596970294136554003","0.00000000000000171403576561653415623310946637507073783344947130041768801334001182112842798233","455"
"ENSG00000143333.6","RGS16","ENSG00000143333.6","6004","ATF3","ENSG00000162772.16","spearman","0.3901724405897835","0.0000000000000000053911714867091685339771659841459498911186862135798934791974801328251487575471401","0.00000000000000175291332258984071913011615180938355938687340900006272903510762262158095836639","455"
"ENSG00000095794.19","CREM","ENSG00000095794.19","1390","ATF3","ENSG00000162772.16","spearman","0.3889712420665353","0.0000000000000000069425747641274217767396497909721625651826765516193284977219946085824631154537201","0.00000000000000222151372492134445575499257823343255346341257316922224163135979324579238891602","455"
"ENSG00000143878.9","RHOB","ENSG00000143878.9","388","ATF3","ENSG00000162772.16","spearman","0.3861236028057266","0.0000000000000000125925380359686196403223502425728206186524432425976466332073755438614170998334885","0.00000000000000396645272292330305289347537393054756509557477739402742145102820359170436859131","455"
"ENSG00000073756.11","PTGS2","ENSG00000073756.11","5743","ATF3","ENSG00000162772.16","spearman","0.3851406302948153","0.0000000000000000154451740515355176153867936680875719883285254442834358301617214692669222131371498","0.00000000000000479014251853699169148848416649226308029426747714385470544584677554666996002197","455"
"ENSG00000158050.4","DUSP2","ENSG00000158050.4","1844","ATF3","ENSG00000162772.16","spearman","0.3780492403492635","0.0000000000000000660317468661487007405329785100619992668501573871223109257755368162179365754127502","0.00000000000002016869674355593442960522572572852248294237795245287259149336023256182670593262","455"
