"Dataset","Cancer","Analysis_Name","Analysis_Type","Target_Gene","Target_Feature_ID","Target_Symbol","Target_Entrez","Target_Candidate_Features","Sample_Filter","Samples_Used","Expression_Assay","Expression_Log2_Transformed","Correlation_Method","P_Value_Method","Gene_Biotype_Filter","Protein_Coding_Genes_Input","Ranked_Genes","Positive_Significant_Genes","Negative_Significant_Genes","Total_Significant_Genes","P_Value_Column","P_Value_Cutoff","Correlation_Cutoff","Exclude_Target_Gene_From_Ranking","SE_RDS_File","All_Genes_File","Significant_Genes_File","Top_Positive_Genes_File","Top_Negative_Genes_File","Target_Sample_Expression_File"
"TCGA","COAD","COAD_01A_ATF3_spearman_correlation","target_gene_correlation","ATF3","ENSG00000162772.16","ATF3","467","1","group_detail in tumor_primary_01a","455","tpm",TRUE,"spearman","large-sample t approximation from correlation coefficient","protein_coding","22926","20159","153","0","153","P.Value","0.05","0.3",TRUE,"/Users/solomon/Projects/CRLM_dormancy/data/TCGA/COAD/data_prepare/COAD_se_raw.rds","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/Correlation/COAD_01A_ATF3_spearman_correlation_all_genes.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/Correlation/COAD_01A_ATF3_spearman_correlation_significant_genes.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/Correlation/COAD_01A_ATF3_spearman_correlation_top_positive_genes.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/Correlation/COAD_01A_ATF3_spearman_correlation_top_negative_genes.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/local_tcga/ATF3_correlation/tables/Correlation/COAD_01A_ATF3_spearman_correlation_target_gene_sample_expression.csv"
