"Cancer","Target_Gene","Target_Feature_ID","Sample_ID","Patient_ID","Expression_Assay","Expression_Log2_Transformed","Target_Expression_Value","Median_Cutoff","Median_Group_For_GSEA_Heatmap"
"COAD","ATF3","ENSG00000162772.16","TCGA-D5-6930-01A","TCGA-D5-6930","tpm",TRUE,"5.292607934369271","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3844-01A","TCGA-AA-3844","tpm",TRUE,"3.780562346808286","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-DM-A28G-01A","TCGA-DM-A28G","tpm",TRUE,"2.936507774625806","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-NH-A6GA-01A","TCGA-NH-A6GA","tpm",TRUE,"4.179418599771981","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CK-4951-01A","TCGA-CK-4951","tpm",TRUE,"4.113765316272550","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-4750-01A","TCGA-CM-4750","tpm",TRUE,"4.678242679999074","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-5863-01A","TCGA-CM-5863","tpm",TRUE,"4.469579892138545","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-6674-01A","TCGA-CM-6674","tpm",TRUE,"4.124743117510856","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3663-01A","TCGA-AA-3663","tpm",TRUE,"5.710221715321095","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-3L-AA1B-01A","TCGA-3L-AA1B","tpm",TRUE,"3.257247615016675","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3994-01A","TCGA-AA-3994","tpm",TRUE,"6.669115664789432","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-G4-6586-01A","TCGA-G4-6586","tpm",TRUE,"2.833821843022450","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-5862-01A","TCGA-CM-5862","tpm",TRUE,"3.462086125677250","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3976-01A","TCGA-AA-3976","tpm",TRUE,"3.685923060215281","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-DM-A28E-01A","TCGA-DM-A28E","tpm",TRUE,"4.782476676578066","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A01P-01A","TCGA-AA-A01P","tpm",TRUE,"3.233413261935293","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-G4-6304-01A","TCGA-G4-6304","tpm",TRUE,"2.799769720901971","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-2671-01A","TCGA-A6-2671","tpm",TRUE,"3.874584581306605","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-NH-A8F8-01A","TCGA-NH-A8F8","tpm",TRUE,"3.423522222243516","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-F4-6703-01A","TCGA-F4-6703","tpm",TRUE,"4.031162857923228","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-6650-01A","TCGA-A6-6650","tpm",TRUE,"4.412890432015360","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-D5-6926-01A","TCGA-D5-6926","tpm",TRUE,"3.906429806622245","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3562-01A","TCGA-AA-3562","tpm",TRUE,"3.599418522377537","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3496-01A","TCGA-AA-3496","tpm",TRUE,"3.554901929607840","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-6171-01A","TCGA-CM-6171","tpm",TRUE,"2.620010668325508","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-F4-6856-01A","TCGA-F4-6856","tpm",TRUE,"2.397603373404900","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3710-01A","TCGA-AA-3710","tpm",TRUE,"3.867387681935019","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-DM-A282-01A","TCGA-DM-A282","tpm",TRUE,"4.507205441941969","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-5656-01A","TCGA-A6-5656","tpm",TRUE,"4.482584409944030","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CK-6746-01A","TCGA-CK-6746","tpm",TRUE,"3.873672810325464","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-2685-01A","TCGA-A6-2685","tpm",TRUE,"5.657497902363308","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-6138-01A","TCGA-A6-6138","tpm",TRUE,"4.389719951284337","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-D5-6923-01A","TCGA-D5-6923","tpm",TRUE,"4.236274516220972","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CA-5796-01A","TCGA-CA-5796","tpm",TRUE,"3.801088844977885","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-RU-A8FL-01A","TCGA-RU-A8FL","tpm",TRUE,"4.098085291662697","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3818-01A","TCGA-AA-3818","tpm",TRUE,"4.329600641305110","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3529-01A","TCGA-AA-3529","tpm",TRUE,"4.107826030128618","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AD-6964-01A","TCGA-AD-6964","tpm",TRUE,"3.213610428143342","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3982-01A","TCGA-AA-3982","tpm",TRUE,"3.092432820255755","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AZ-5407-01A","TCGA-AZ-5407","tpm",TRUE,"5.160025301229683","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3980-01A","TCGA-AA-3980","tpm",TRUE,"4.413893540167599","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-F4-6460-01A","TCGA-F4-6460","tpm",TRUE,"4.281786410230121","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3877-01A","TCGA-AA-3877","tpm",TRUE,"3.840557232106501","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A00N-01A","TCGA-AA-A00N","tpm",TRUE,"3.484355110053839","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3673-01A","TCGA-AA-3673","tpm",TRUE,"3.908831152385901","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3866-01A","TCGA-AA-3866","tpm",TRUE,"4.064063678797196","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AY-6386-01A","TCGA-AY-6386","tpm",TRUE,"4.507899710532321","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-6137-01A","TCGA-A6-6137","tpm",TRUE,"4.467196162149993","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3970-01A","TCGA-AA-3970","tpm",TRUE,"4.678132686615135","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A01X-01A","TCGA-AA-A01X","tpm",TRUE,"2.528104107245404","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-D5-6529-01A","TCGA-D5-6529","tpm",TRUE,"4.167370790658577","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A03F-01A","TCGA-AA-A03F","tpm",TRUE,"3.272401021939773","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A01R-01A","TCGA-AA-A01R","tpm",TRUE,"3.610643853587482","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A02H-01A","TCGA-AA-A02H","tpm",TRUE,"4.412666922592960","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A00E-01A","TCGA-AA-A00E","tpm",TRUE,"4.193560874675208","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CK-6751-01A","TCGA-CK-6751","tpm",TRUE,"5.901686604090200","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AU-6004-01A","TCGA-AU-6004","tpm",TRUE,"3.582595731581365","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-DM-A1D9-01A","TCGA-DM-A1D9","tpm",TRUE,"5.794745206899314","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-A566-01A","TCGA-A6-A566","tpm",TRUE,"4.258218928039046","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AD-6963-01A","TCGA-AD-6963","tpm",TRUE,"4.037717168857273","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3519-01A","TCGA-AA-3519","tpm",TRUE,"5.144906982728607","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AD-6890-01A","TCGA-AD-6890","tpm",TRUE,"4.741090517286703","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-G4-6317-01A","TCGA-G4-6317","tpm",TRUE,"4.599471052517518","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3875-01A","TCGA-AA-3875","tpm",TRUE,"4.941370212243800","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3947-01A","TCGA-AA-3947","tpm",TRUE,"4.724760822502200","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A01S-01A","TCGA-AA-A01S","tpm",TRUE,"2.954541972718496","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A01D-01A","TCGA-AA-A01D","tpm",TRUE,"5.479029466345977","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-5M-AAT6-01A","TCGA-5M-AAT6","tpm",TRUE,"3.848101634943541","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-2682-01A","TCGA-A6-2682","tpm",TRUE,"5.522446590992755","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-6142-01A","TCGA-A6-6142","tpm",TRUE,"4.510130429486005","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A00K-01A","TCGA-AA-A00K","tpm",TRUE,"4.201327911001096","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3848-01A","TCGA-AA-3848","tpm",TRUE,"2.740115571817964","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3984-01A","TCGA-AA-3984","tpm",TRUE,"6.165280729689370","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-DM-A1D6-01A","TCGA-DM-A1D6","tpm",TRUE,"3.270949394771439","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3821-01A","TCGA-AA-3821","tpm",TRUE,"4.168758769730457","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-6676-01A","TCGA-CM-6676","tpm",TRUE,"5.267375073444742","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3544-01A","TCGA-AA-3544","tpm",TRUE,"3.774707287705272","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3543-01A","TCGA-AA-3543","tpm",TRUE,"3.858708693909823","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-5667-01A","TCGA-A6-5667","tpm",TRUE,"4.131464898260934","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3492-01A","TCGA-AA-3492","tpm",TRUE,"3.501694292401821","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-DM-A28H-01A","TCGA-DM-A28H","tpm",TRUE,"3.091829857889580","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-G4-6320-01A","TCGA-G4-6320","tpm",TRUE,"4.175342465425424","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-6780-01A","TCGA-A6-6780","tpm",TRUE,"3.162618696716336","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-CK-6747-01A","TCGA-CK-6747","tpm",TRUE,"4.726226838796568","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-5659-01A","TCGA-A6-5659","tpm",TRUE,"4.559668922071002","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CA-6718-01A","TCGA-CA-6718","tpm",TRUE,"4.268627365839767","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-QG-A5YW-01A","TCGA-QG-A5YW","tpm",TRUE,"4.723402123256783","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-F4-6809-01A","TCGA-F4-6809","tpm",TRUE,"5.355063875809323","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CA-5255-01A","TCGA-CA-5255","tpm",TRUE,"5.456177796432765","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3549-01A","TCGA-AA-3549","tpm",TRUE,"4.652022758337817","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-6675-01A","TCGA-CM-6675","tpm",TRUE,"5.584208683356718","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-F4-6855-01A","TCGA-F4-6855","tpm",TRUE,"5.378283819438132","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3950-01A","TCGA-AA-3950","tpm",TRUE,"3.602204619457453","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3692-01A","TCGA-AA-3692","tpm",TRUE,"7.106624090598920","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-6163-01A","TCGA-CM-6163","tpm",TRUE,"2.759304756504262","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-NH-A5IV-01A","TCGA-NH-A5IV","tpm",TRUE,"4.276535340748519","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AD-A5EJ-01A","TCGA-AD-A5EJ","tpm",TRUE,"3.839155466415150","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-D5-5541-01A","TCGA-D5-5541","tpm",TRUE,"3.966947864383397","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3662-01A","TCGA-AA-3662","tpm",TRUE,"3.850183044365600","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3510-01A","TCGA-AA-3510","tpm",TRUE,"5.412323618111317","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AU-3779-01A","TCGA-AU-3779","tpm",TRUE,"4.435080472232680","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-G4-6297-01A","TCGA-G4-6297","tpm",TRUE,"5.701753373347273","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A00A-01A","TCGA-AA-A00A","tpm",TRUE,"3.593720564777875","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3532-01A","TCGA-AA-3532","tpm",TRUE,"3.792895016532642","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-G4-6311-01A","TCGA-G4-6311","tpm",TRUE,"5.985531039861459","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AZ-6606-01A","TCGA-AZ-6606","tpm",TRUE,"4.688965643256548","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3869-01A","TCGA-AA-3869","tpm",TRUE,"3.180253716315332","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3975-01A","TCGA-AA-3975","tpm",TRUE,"3.794103611843532","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3846-01A","TCGA-AA-3846","tpm",TRUE,"6.355046455762949","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3555-01A","TCGA-AA-3555","tpm",TRUE,"4.506385647602519","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CA-6716-01A","TCGA-CA-6716","tpm",TRUE,"3.671057953537613","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3516-01A","TCGA-AA-3516","tpm",TRUE,"5.080381103115556","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3688-01A","TCGA-AA-3688","tpm",TRUE,"2.896618510227693","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3525-01A","TCGA-AA-3525","tpm",TRUE,"3.251377053523058","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A02F-01A","TCGA-AA-A02F","tpm",TRUE,"4.454622281109208","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-5M-AATA-01A","TCGA-5M-AATA","tpm",TRUE,"4.302810074322728","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AY-4071-01A","TCGA-AY-4071","tpm",TRUE,"4.882613417197636","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-6654-01A","TCGA-A6-6654","tpm",TRUE,"6.189098774889930","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-D5-5540-01A","TCGA-D5-5540","tpm",TRUE,"3.766493031235818","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-2686-01A","TCGA-A6-2686","tpm",TRUE,"4.464822659314022","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-5341-01A","TCGA-CM-5341","tpm",TRUE,"4.159031603748504","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-G4-6625-01A","TCGA-G4-6625","tpm",TRUE,"4.996596016461178","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AZ-4308-01A","TCGA-AZ-4308","tpm",TRUE,"2.400882421746224","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3531-01A","TCGA-AA-3531","tpm",TRUE,"3.314419217772386","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-CA-6719-01A","TCGA-CA-6719","tpm",TRUE,"4.692997207405535","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-DM-A1HB-01A","TCGA-DM-A1HB","tpm",TRUE,"3.735121723858942","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A01Q-01A","TCGA-AA-A01Q","tpm",TRUE,"4.547045100656250","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-2683-01A","TCGA-A6-2683","tpm",TRUE,"2.369165817388498","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3955-01A","TCGA-AA-3955","tpm",TRUE,"3.428868774052370","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3542-01A","TCGA-AA-3542","tpm",TRUE,"1.729937734776671","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-CK-5916-01A","TCGA-CK-5916","tpm",TRUE,"2.687918584415922","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AZ-6598-01A","TCGA-AZ-6598","tpm",TRUE,"3.817203336028830","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3819-01A","TCGA-AA-3819","tpm",TRUE,"3.334129741805836","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-4744-01A","TCGA-CM-4744","tpm",TRUE,"4.732067830491028","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-DM-A28A-01A","TCGA-DM-A28A","tpm",TRUE,"4.387248818734174","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3854-01A","TCGA-AA-3854","tpm",TRUE,"3.428231719731324","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-D5-6931-01A","TCGA-D5-6931","tpm",TRUE,"4.080685335879513","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-QG-A5YX-01A","TCGA-QG-A5YX","tpm",TRUE,"4.570863368460228","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-D5-6928-01A","TCGA-D5-6928","tpm",TRUE,"5.017961787519204","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A022-01A","TCGA-AA-A022","tpm",TRUE,"4.853827412340594","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-D5-7000-01A","TCGA-D5-7000","tpm",TRUE,"3.862272936654889","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-G4-6299-01A","TCGA-G4-6299","tpm",TRUE,"4.571151067305886","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-2672-01A","TCGA-A6-2672","tpm",TRUE,"5.280758064015943","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-5M-AAT5-01A","TCGA-5M-AAT5","tpm",TRUE,"7.442663087375727","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-6141-01A","TCGA-A6-6141","tpm",TRUE,"2.477630648629709","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AY-6196-01A","TCGA-AY-6196","tpm",TRUE,"5.374275776090301","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3972-01A","TCGA-AA-3972","tpm",TRUE,"2.764243512740357","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-5860-01A","TCGA-CM-5860","tpm",TRUE,"5.209771724140115","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AZ-4684-01A","TCGA-AZ-4684","tpm",TRUE,"5.209673283226961","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-G4-6322-01A","TCGA-G4-6322","tpm",TRUE,"7.527076316010553","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3858-01A","TCGA-AA-3858","tpm",TRUE,"3.139719905059956","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-QG-A5Z2-01A","TCGA-QG-A5Z2","tpm",TRUE,"5.628923861336507","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-2680-01A","TCGA-A6-2680","tpm",TRUE,"4.375982799004924","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-F4-6461-01A","TCGA-F4-6461","tpm",TRUE,"4.513528986772132","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-5344-01A","TCGA-CM-5344","tpm",TRUE,"3.516674476635072","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-6781-01A","TCGA-A6-6781","tpm",TRUE,"5.018839007307234","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-6167-01A","TCGA-CM-6167","tpm",TRUE,"4.043922102045246","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3930-01A","TCGA-AA-3930","tpm",TRUE,"4.158144778760088","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-NH-A50U-01A","TCGA-NH-A50U","tpm",TRUE,"3.696258375923871","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-G4-6293-01A","TCGA-G4-6293","tpm",TRUE,"3.750729249472732","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-DM-A1D4-01A","TCGA-DM-A1D4","tpm",TRUE,"4.829641856368511","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-6653-01A","TCGA-A6-6653","tpm",TRUE,"5.207512931621846","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3552-01A","TCGA-AA-3552","tpm",TRUE,"3.467345431707397","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-A567-01A","TCGA-A6-A567","tpm",TRUE,"2.963143162645492","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3851-01A","TCGA-AA-3851","tpm",TRUE,"4.065450274964270","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-6679-01A","TCGA-CM-6679","tpm",TRUE,"3.924176589861062","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AZ-6605-01A","TCGA-AZ-6605","tpm",TRUE,"4.020656434379116","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3684-01A","TCGA-AA-3684","tpm",TRUE,"4.201574625359485","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CA-5256-01A","TCGA-CA-5256","tpm",TRUE,"3.890648864537013","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AD-6888-01A","TCGA-AD-6888","tpm",TRUE,"4.470985924823352","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3973-01A","TCGA-AA-3973","tpm",TRUE,"2.560592281151943","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3872-01A","TCGA-AA-3872","tpm",TRUE,"5.219846680020543","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-F4-6459-01A","TCGA-F4-6459","tpm",TRUE,"4.805519625506134","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AM-5821-01A","TCGA-AM-5821","tpm",TRUE,"4.447370332772601","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-3812-01A","TCGA-AA-3812","tpm",TRUE,"3.901177898450799","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AZ-6608-01A","TCGA-AZ-6608","tpm",TRUE,"3.396200949598717","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-WS-AB45-01A","TCGA-WS-AB45","tpm",TRUE,"5.640482765039796","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AZ-6599-01A","TCGA-AZ-6599","tpm",TRUE,"7.040121241893121","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-CM-6161-01A","TCGA-CM-6161","tpm",TRUE,"4.573064721211397","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-A6-3808-01A","TCGA-A6-3808","tpm",TRUE,"6.838052057579422","4.167970022842355","High"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A00L-01A","TCGA-AA-A00L","tpm",TRUE,"3.881648204458427","4.167970022842355","Low"
"COAD","ATF3","ENSG00000162772.16","TCGA-AA-A02O-01A","TCGA-AA-A02O","tpm",TRUE,"3.040601574555279","4.167970022842355","Low"
