"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","E2F1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.20000000000000","6","6","Literature--ChIP-seq(rank=43); ENCODE--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=113); Enrichr--Queries(rank=506); GTEx--Coexpression(rank=550); ARCHS4--Coexpression(rank=564)","965","rank=59; score=0; p=1","rank=6; score=3.2071; direction=Repressed","rank=58; score=2.5687; p=0.35504; adjP=0.67066","rank=67; score=0; p=1","rank=16; score=2.1736; p=0.029732; direction=Repressed"
"2","E2F4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","43.20000000000000","1","6","ENCODE--ChIP-seq(rank=16); Literature--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=137); Enrichr--Queries(rank=292); GTEx--Coexpression(rank=1405)","369","rank=62; score=0; p=1","rank=1; score=5.4811; direction=Repressed","rank=83; score=2.9992; p=0.26389; adjP=0.67066","rank=69; score=0; p=1","rank=1; score=5.3654; p=8.0754e-08; direction=Repressed"
"3","FOXM1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","45.40000000000000","6","6","ENCODE--ChIP-seq(rank=20); Literature--ChIP-seq(rank=22); ReMap--ChIP-seq(rank=101); ARCHS4--Coexpression(rank=240); Enrichr--Queries(rank=501); GTEx--Coexpression(rank=759)","563","rank=6; score=1.7728; p=0.016874","rank=10; score=2.774; direction=Repressed","rank=57; score=5.1198; p=0.18693; adjP=0.67066","rank=98; score=0; p=1","rank=56; score=1.7516; p=0.079838; direction=Repressed"
"4","CUX1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","50.40000000000000","3","6","ENCODE--ChIP-seq(rank=54); Literature--ChIP-seq(rank=77); ReMap--ChIP-seq(rank=195); Enrichr--Queries(rank=310); ARCHS4--Coexpression(rank=404); GTEx--Coexpression(rank=667)","850","rank=57; score=0; p=1","rank=39; score=1.6313; direction=Repressed","rank=19; score=1751.9; p=0.0039936; adjP=0.015783","rank=3; score=2.3986; p=0.0039937","rank=134; score=1.342; p=0.17958; direction=Repressed"
"5","NFYA","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","63.00000000000000","14","5","ReMap--ChIP-seq(rank=39); ENCODE--ChIP-seq(rank=58); GTEx--Coexpression(rank=403); ARCHS4--Coexpression(rank=527); Enrichr--Queries(rank=733)","551","rank=161; score=0; p=1","rank=42; score=1.5853; direction=Repressed","rank=77; score=538.34; p=0.0099572; adjP=0.017199","rank=14; score=2.0019; p=0.0099574","rank=21; score=2.0966; p=0.036031; direction=Repressed"
"6","TP53","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","64.20000000000000","2","5","Literature--ChIP-seq(rank=13); Enrichr--Queries(rank=38); GTEx--Coexpression(rank=45); ReMap--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=503)","134","rank=25; score=0.93059; p=0.11733","rank=241; score=0.12111; direction=Repressed","rank=30; score=34.296; p=0.079056; adjP=0.082623","rank=23; score=1.1021; p=0.079057","rank=2; score=4.8678; p=1.1288e-06; direction=Repressed"
"7","ATF4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","66.40000000000001","35","4","GTEx--Coexpression(rank=44); ARCHS4--Coexpression(rank=211); ReMap--ChIP-seq(rank=264); Enrichr--Queries(rank=557)","135","rank=35; score=0; p=1","rank=136; score=0.79385; direction=Activated","rank=47; score=932.06; p=0.0064824; adjP=0.015783","rank=39; score=0; p=1","rank=75; score=1.6089; p=0.10763; direction=Repressed"
"8","NR4A1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","68.40000000000001","8","4","ReMap--ChIP-seq(rank=93); Enrichr--Queries(rank=640); ARCHS4--Coexpression(rank=1064); GTEx--Coexpression(rank=1292)","1087","rank=8; score=1.6818; p=0.020807","rank=72; score=1.1793; direction=Activated","rank=64; score=776.21; p=0.0074763; adjP=0.015783","rank=12; score=2.1263; p=0.0074764","rank=186; score=1.1024; p=0.2703; direction=Repressed"
"9","ETS1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","68.40000000000001","20","6","ENCODE--ChIP-seq(rank=39); ARCHS4--Coexpression(rank=62); ReMap--ChIP-seq(rank=85); Literature--ChIP-seq(rank=102); Enrichr--Queries(rank=641); GTEx--Coexpression(rank=859)","183","rank=20; score=1.1537; p=0.070195","rank=75; score=1.1608; direction=Repressed","rank=132; score=6.3225; p=0.15064; adjP=0.67066","rank=83; score=0; p=1","rank=32; score=1.9417; p=0.05217; direction=Repressed"
"10","AR","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","70.40000000000001","27","5","Literature--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=193); Enrichr--Queries(rank=1146); GTEx--Coexpression(rank=1340); ARCHS4--Coexpression(rank=1443)","582","rank=27; score=0; p=1","rank=189; score=0.45735; direction=Activated","rank=53; score=27.739; p=0.033835; adjP=0.61414","rank=31; score=0; p=1","rank=52; score=1.7971; p=0.072316; direction=Repressed"
