term_id	term_name	p_value	term_size	intersection_size	intersection
BIOCARTA_RAB_PATHWAY	BIOCARTA_RAB_PATHWAY	0.0011427810746738	12	8	RAB9A,RAB6A,RAB5A,RAB1A,RAB8A,RAB6C,RAB27A,RAB4A
BIOCARTA_RANKL_PATHWAY	BIOCARTA_RANKL_PATHWAY	0.0012850952944368	13	3	FOS,TRAF6,FOSL2
BIOCARTA_NO2IL12_PATHWAY	BIOCARTA_NO2IL12_PATHWAY	0.0009099369649551	14	11	CD247,STAT4,CD3D,CD2,CD3E,IL12RB2,CCR5,TYK2,CD3G,IL12RB1,CXCR3
BIOCARTA_TSP1_PATHWAY	BIOCARTA_TSP1_PATHWAY	0.0025609136208207	7	5	FOS,MAPK14,JUN,CASP3,FYN
BIOCARTA_NPC_PATHWAY	BIOCARTA_NPC_PATHWAY	0.001184598801683	11	8	NUP153,KPNB1,NUP62,KPNA2,RAN,NUP214,NUP210,RCC1
BIOCARTA_SET_PATHWAY	BIOCARTA_SET_PATHWAY	0.0014851287339273	10	8	GZMA,HMGB2,ANP32A,PRF1,DFFB,DFFA,APEX1,GZMB
BIOCARTA_RANMS_PATHWAY	BIOCARTA_RANMS_PATHWAY	0.0017966895644697	10	8	KPNB1,KPNA2,RAN,KIF15,TPX2,RANBP1,AURKA,RCC1
BIOCARTA_MCM_PATHWAY	BIOCARTA_MCM_PATHWAY	0.0042544743627729	18	11	CCNE1,CDT1,MCM6,MCM2,CDK2,ORC6,MCM7,CDC6,ORC1,MCM4,MCM5
BIOCARTA_TOLL_PATHWAY	BIOCARTA_TOLL_PATHWAY	0.002547674745264	23	8	FOS,MAP3K7,MAPK14,JUN,TRAF6,MAP2K3,MAP2K4,NFKBIA
BIOCARTA_DSP_PATHWAY	BIOCARTA_DSP_PATHWAY	0.0045959781202965	9	4	DUSP1,DUSP6,MAPK14,DUSP4
BIOCARTA_S1P_PATHWAY	BIOCARTA_S1P_PATHWAY	0.0057970313396568	8	3	LDLR,MBTPS1,HMGCS1
BIOCARTA_TCYTOTOXIC_PATHWAY	BIOCARTA_TCYTOTOXIC_PATHWAY	0.0119126483822412	12	9	CD247,CD3D,THY1,CD2,CD3E,ITGAL,CD8A,CD3G,CD28
BIOCARTA_PRION_PATHWAY	BIOCARTA_PRION_PATHWAY	0.0074071875084313	10	7	DNAJB1,NFE2L2,LAMC1,HSPA5,PRNP,LAMA1,DNAJB6
BIOCARTA_CTLA4_PATHWAY	BIOCARTA_CTLA4_PATHWAY	0.0094963856283943	19	9	CD247,CD3D,CD3E,CD3G,ICOSLG,ITK,ICOS,CTLA4,CD28
BIOCARTA_ECM_PATHWAY	BIOCARTA_ECM_PATHWAY	0.0119389785994931	18	10	SHC1,GSN,ITGB1,PIK3R1,PFN1,ROCK1,DIAPH1,FYN,ARHGAP5,RHOA
