"Plot_Category","Analysis_Name","Display_Name","GeneSet_Name","GSEA_Terms","Terms_Plotted","Positive_NES","Negative_NES","PDF_Width","PDF_Height","CSV_File","PDF_File","PNG_File"
"ATF3_high_low_DE","Normal_colon","Normal_colon","CP_KEGG_LEGACY","68","20","58","10","15.170000000000000","10.390000000000001","results/ngs/GSE50760/tables/ATF3_function/Normal_colon/ATF3_high_low_DE/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/CP_KEGG_LEGACY/png/dotplot.png"
"ATF3_high_low_DE","Normal_colon","Normal_colon","CP_KEGG_MEDICUS","101","20","77","24","20.260000000000002","15.490000000000000","results/ngs/GSE50760/tables/ATF3_function/Normal_colon/ATF3_high_low_DE/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/CP_KEGG_MEDICUS/png/dotplot.png"
"ATF3_high_low_DE","Normal_colon","Normal_colon","CP_REACTOME","499","20","384","114","16.180000000000000","11.410000000000000","results/ngs/GSE50760/tables/ATF3_function/Normal_colon/ATF3_high_low_DE/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/CP_REACTOME/png/dotplot.png"
"ATF3_high_low_DE","Normal_colon","Normal_colon","CP_WIKIPATHWAYS","264","20","215","49","16.180000000000000","11.410000000000000","results/ngs/GSE50760/tables/ATF3_function/Normal_colon/ATF3_high_low_DE/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/CP_WIKIPATHWAYS/png/dotplot.png"
"ATF3_high_low_DE","Normal_colon","Normal_colon","GO_BP","1732","20","1061","664","16.180000000000000","11.410000000000000","results/ngs/GSE50760/tables/ATF3_function/Normal_colon/ATF3_high_low_DE/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/GO_BP/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/GO_BP/png/dotplot.png"
"ATF3_high_low_DE","Normal_colon","Normal_colon","GO_CC","244","20","114","128","14.690000000000000","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Normal_colon/ATF3_high_low_DE/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/GO_CC/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/GO_CC/png/dotplot.png"
"ATF3_high_low_DE","Normal_colon","Normal_colon","GO_MF","298","20","155","136","15.850000000000000","11.070000000000000","results/ngs/GSE50760/tables/ATF3_function/Normal_colon/ATF3_high_low_DE/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/GO_MF/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/GO_MF/png/dotplot.png"
"ATF3_high_low_DE","Normal_colon","Normal_colon","hallmark","36","16","30","6","12.369999999999999","8.130000000000001","results/ngs/GSE50760/tables/ATF3_function/Normal_colon/ATF3_high_low_DE/GSEA/hallmark/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/hallmark/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/hallmark/png/dotplot.png"
"ATF3_high_low_DE","Normal_colon","Normal_colon","HPO","1182","20","425","756","15.510000000000000","10.730000000000000","results/ngs/GSE50760/tables/ATF3_function/Normal_colon/ATF3_high_low_DE/GSEA/HPO/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/HPO/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/HPO/png/dotplot.png"
"ATF3_high_low_DE","Normal_colon","Normal_colon","IMMUNESIGDB","2285","20","2082","203","17.890000000000001","13.109999999999999","results/ngs/GSE50760/tables/ATF3_function/Normal_colon/ATF3_high_low_DE/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/IMMUNESIGDB/png/dotplot.png"
"ATF3_high_low_DE","Normal_colon","Normal_colon","TFT_GTRD","39","20","26","10","15.170000000000000","10.390000000000001","results/ngs/GSE50760/tables/ATF3_function/Normal_colon/ATF3_high_low_DE/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/TFT_GTRD/png/dotplot.png"
"ATF3_high_low_DE","Normal_colon","Normal_colon","TFT_TFT_LEGACY","226","20","37","189","13.609999999999999","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Normal_colon/ATF3_high_low_DE/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Normal_colon/TFT_TFT_LEGACY/png/dotplot.png"
"ATF3_high_low_DE","Primary_tumor","Primary_tumor","C6","52","20","37","15","13.930000000000000","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/ATF3_high_low_DE/GSEA/C6/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/C6/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/C6/png/dotplot.png"
"ATF3_high_low_DE","Primary_tumor","Primary_tumor","CP_BIOCARTA","39","20","29","10","13.699999999999999","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/ATF3_high_low_DE/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/CP_BIOCARTA/png/dotplot.png"
"ATF3_high_low_DE","Primary_tumor","Primary_tumor","CP_KEGG_LEGACY","54","20","16","38","14.600000000000000","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/ATF3_high_low_DE/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/CP_KEGG_LEGACY/png/dotplot.png"
"ATF3_high_low_DE","Primary_tumor","Primary_tumor","CP_KEGG_MEDICUS","127","20","47","80","20.600000000000001","15.830000000000000","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/ATF3_high_low_DE/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/CP_KEGG_MEDICUS/png/dotplot.png"
"ATF3_high_low_DE","Primary_tumor","Primary_tumor","CP_REACTOME","371","20","215","156","15.850000000000000","11.070000000000000","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/ATF3_high_low_DE/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/CP_REACTOME/png/dotplot.png"
"ATF3_high_low_DE","Primary_tumor","Primary_tumor","CP_WIKIPATHWAYS","172","20","97","75","15.850000000000000","11.070000000000000","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/ATF3_high_low_DE/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/CP_WIKIPATHWAYS/png/dotplot.png"
"ATF3_high_low_DE","Primary_tumor","Primary_tumor","GO_BP","1228","20","749","471","15.510000000000000","10.730000000000000","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/ATF3_high_low_DE/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/GO_BP/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/GO_BP/png/dotplot.png"
"ATF3_high_low_DE","Primary_tumor","Primary_tumor","GO_CC","260","20","142","115","14.830000000000000","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/ATF3_high_low_DE/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/GO_CC/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/GO_CC/png/dotplot.png"
"ATF3_high_low_DE","Primary_tumor","Primary_tumor","GO_MF","290","20","135","150","16.520000000000000","11.750000000000000","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/ATF3_high_low_DE/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/GO_MF/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/GO_MF/png/dotplot.png"
"ATF3_high_low_DE","Primary_tumor","Primary_tumor","hallmark","22","20","11","11","14.289999999999999","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/ATF3_high_low_DE/GSEA/hallmark/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/hallmark/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/hallmark/png/dotplot.png"
"ATF3_high_low_DE","Primary_tumor","Primary_tumor","HPO","1044","20","731","311","14.690000000000000","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/ATF3_high_low_DE/GSEA/HPO/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/HPO/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/HPO/png/dotplot.png"
"ATF3_high_low_DE","Primary_tumor","Primary_tumor","IMMUNESIGDB","939","20","627","312","18.570000000000000","13.789999999999999","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/ATF3_high_low_DE/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/IMMUNESIGDB/png/dotplot.png"
"ATF3_high_low_DE","Primary_tumor","Primary_tumor","TFT_GTRD","41","20","23","15","13.660000000000000","10.050000000000001","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/ATF3_high_low_DE/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/TFT_GTRD/png/dotplot.png"
"ATF3_high_low_DE","Primary_tumor","Primary_tumor","TFT_TFT_LEGACY","205","18","197","8","12.699999999999999","9.090000000000000","results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/ATF3_high_low_DE/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/ATF3_high_low_DE/Primary_tumor/TFT_TFT_LEGACY/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal","C6","63","20","42","21","14.109999999999999","10.050000000000001","results/ngs/GSE50760/tables/Liver_metastasis_vs_normal/GSEA/C6/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/C6/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/C6/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal","CP_BIOCARTA","66","20","39","27","13.699999999999999","10.050000000000001","results/ngs/GSE50760/tables/Liver_metastasis_vs_normal/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/CP_BIOCARTA/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal","CP_KEGG_LEGACY","78","20","41","37","14.560000000000000","10.050000000000001","results/ngs/GSE50760/tables/Liver_metastasis_vs_normal/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/CP_KEGG_LEGACY/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal","CP_KEGG_MEDICUS","175","20","87","88","20.600000000000001","15.830000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_normal/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/CP_KEGG_MEDICUS/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal","CP_REACTOME","649","20","483","166","15.850000000000000","11.070000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_normal/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/CP_REACTOME/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal","CP_WIKIPATHWAYS","268","20","198","70","15.510000000000000","10.730000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_normal/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/CP_WIKIPATHWAYS/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal","GO_BP","1667","20","983","681","15.510000000000000","10.730000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_normal/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/GO_BP/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/GO_BP/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal","GO_CC","368","20","231","136","14.560000000000000","10.050000000000001","results/ngs/GSE50760/tables/Liver_metastasis_vs_normal/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/GO_CC/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/GO_CC/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal","GO_MF","446","20","276","166","16.520000000000000","11.750000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_normal/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/GO_MF/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/GO_MF/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal","hallmark","24","15","19","5","11.890000000000001","7.650000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_normal/GSEA/hallmark/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/hallmark/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/hallmark/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal","HPO","876","20","682","194","16.520000000000000","11.750000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_normal/GSEA/HPO/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/HPO/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/HPO/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal","IMMUNESIGDB","1566","20","1184","382","19.590000000000000","14.810000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_normal/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/IMMUNESIGDB/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal","TFT_GTRD","55","19","43","9","13.270000000000000","9.570000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_normal/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/TFT_GTRD/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_normal","Liver_metastasis_vs_normal","TFT_TFT_LEGACY","197","20","51","146","13.699999999999999","10.050000000000001","results/ngs/GSE50760/tables/Liver_metastasis_vs_normal/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_normal/TFT_TFT_LEGACY/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary","C6","59","20","48","11","13.699999999999999","10.050000000000001","results/ngs/GSE50760/tables/Liver_metastasis_vs_primary/GSEA/C6/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/C6/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/C6/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary","CP_BIOCARTA","31","20","21","10","13.699999999999999","10.050000000000001","results/ngs/GSE50760/tables/Liver_metastasis_vs_primary/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/CP_BIOCARTA/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary","CP_KEGG_LEGACY","79","20","57","22","14.779999999999999","10.050000000000001","results/ngs/GSE50760/tables/Liver_metastasis_vs_primary/GSEA/CP_KEGG_LEGACY/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/CP_KEGG_LEGACY/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/CP_KEGG_LEGACY/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary","CP_KEGG_MEDICUS","75","20","46","29","20.260000000000002","15.490000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_primary/GSEA/CP_KEGG_MEDICUS/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/CP_KEGG_MEDICUS/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/CP_KEGG_MEDICUS/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary","CP_REACTOME","468","20","306","162","15.850000000000000","11.070000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_primary/GSEA/CP_REACTOME/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/CP_REACTOME/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/CP_REACTOME/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary","CP_WIKIPATHWAYS","263","20","198","65","16.520000000000000","11.750000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_primary/GSEA/CP_WIKIPATHWAYS/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/CP_WIKIPATHWAYS/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/CP_WIKIPATHWAYS/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary","GO_BP","1766","20","1075","688","15.170000000000000","10.390000000000001","results/ngs/GSE50760/tables/Liver_metastasis_vs_primary/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/GO_BP/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/GO_BP/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary","GO_CC","208","20","90","117","14.830000000000000","10.050000000000001","results/ngs/GSE50760/tables/Liver_metastasis_vs_primary/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/GO_CC/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/GO_CC/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary","GO_MF","400","20","286","109","17.550000000000001","12.770000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_primary/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/GO_MF/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/GO_MF/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary","hallmark","29","15","24","5","11.890000000000001","7.650000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_primary/GSEA/hallmark/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/hallmark/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/hallmark/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary","HPO","793","20","548","245","16.859999999999999","12.090000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_primary/GSEA/HPO/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/HPO/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/HPO/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary","IMMUNESIGDB","963","20","894","69","18.230000000000000","13.449999999999999","results/ngs/GSE50760/tables/Liver_metastasis_vs_primary/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/IMMUNESIGDB/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary","TFT_GTRD","15","12","7","5","9.900000000000000","6.210000000000000","results/ngs/GSE50760/tables/Liver_metastasis_vs_primary/GSEA/TFT_GTRD/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/TFT_GTRD/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/TFT_GTRD/png/dotplot.png"
"Main_DE","Liver_metastasis_vs_primary","Liver_metastasis_vs_primary","TFT_TFT_LEGACY","200","20","24","176","13.660000000000000","10.050000000000001","results/ngs/GSE50760/tables/Liver_metastasis_vs_primary/GSEA/TFT_TFT_LEGACY/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/TFT_TFT_LEGACY/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Liver_metastasis_vs_primary/TFT_TFT_LEGACY/png/dotplot.png"
"Main_DE","Primary_tumor_vs_normal","Primary_tumor_vs_normal","C6","72","20","39","33","14.109999999999999","10.050000000000001","results/ngs/GSE50760/tables/Primary_tumor_vs_normal/GSEA/C6/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Primary_tumor_vs_normal/C6/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Primary_tumor_vs_normal/C6/png/dotplot.png"
"Main_DE","Primary_tumor_vs_normal","Primary_tumor_vs_normal","CP_BIOCARTA","71","20","30","41","13.699999999999999","10.050000000000001","results/ngs/GSE50760/tables/Primary_tumor_vs_normal/GSEA/CP_BIOCARTA/gsea_result.csv","results/ngs/GSE50760/plots/GSEA/Main_DE/Primary_tumor_vs_normal/CP_BIOCARTA/pdf/dotplot.pdf","results/ngs/GSE50760/plots/GSEA/Main_DE/Primary_tumor_vs_normal/CP_BIOCARTA/png/dotplot.png"
