"TF","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"E2F4","E2F4 HeLa-S3 hg19","231/1173","0.00000000000000000000000000005391724822897228","0.00000000000000000000000004399647455484138","0","0","2.5596446896936018","166.607534854440245908336","LRR1;NUDT1;SMC3;MKI67;SMC4;CDC20;TIAL1;MTBP;SNRPD1;FDXR;RTTN;FBXO5;FBXO8;GTSE1;TMPO;ESCO2;WDR76;DEPDC1B;NEIL3;DDX39A;THAP8;DNA2;KIF20B;PRR11;ASF1B;CDCA3;CDCA4;CDCA5;SHMT1;FBF1;CDCA7;NCAPG;CDCA8;SKA3;NCAPH;SKA1;ANAPC11;SKA2;BRIP1;BLOC1S1;FIGNL1;SFN;BARD1;NCAPH2;XRCC2;XRCC3;PLK1;CDC6;ZWINT;FAM111B;NET1;ANLN;POLA2;ANP32B;DZIP3;APOBEC3B;FEN1;SUV39H1;NCAPG2;JRKL;KIF11;KIF15;AKAP11;NUF2;PBK;PHGDH;TK1;ZNF367;DLGAP5;CEP55;LIN52;COX8A;RMI2;CACYBP;KIF23;KIF22;COMMD4;DDB2;GCHFR;RAD51D;DEPDC1;KIF2C;DTYMK;PRIM1;TYMS;CENPA;APOLD1;NEURL1B;TCOF1;EXOSC8;USP1;RAD54L;RIBC1;GINS1;LRRC26;RANBP1;GINS2;CENPW;CDKN2A;GINS3;ATAD2;MZT1;TFAP4;ZNFX1;CENPH;CCNG2;CENPK;HNRNPA2B1;CENPM;CENPN;NCAPD2;TRIP13;CENPQ;SPC24;TOMM5;CDKN3;MAD2L1;SPC25;ERCC6L;DSCC1;GMNN;TUSC1;CEP120;BUB1B;HR;YEATS4;RGS5;FBL;NUSAP1;OIP5;HADH;ZNF441;VRK1;CDC25A;SLC9A5;MSH2;CCNE2;SRSF2;SNRPG;PPIH;PPIA;FKBP3;SNRPA;SNRPB;BLM;PFKFB4;SHC1;TROAP;SLC1A5;RASAL2;RAD51AP1;EBP;ORC6;ORC1;LPXN;CLSPN;MPDU1;FDPS;FUS;UBE2C;ALYREF;NDC80;SMAD7;KIF18B;DIAPH3;NASP;UBE2S;TMEM116;UBE2T;KIF4A;CYCS;MXD3;ARHGAP11A;TNFAIP8;MCM7;HMGB2;MCM10;HMGB1;FOXM1;LMNB1;CKS1B;EXO1;MYBL2;MYBL1;RFC5;RBM14;RFC3;HMGCS1;RFC2;RAD23A;MASTL;DCK;CCNA2;LMBRD2;RBL1;MCM3;BIRC5;MCM4;ITGB3BP;MCM2;PRPS1;UHRF1;SRSF1;IER5L;TTK;PPM1D;AURKB;HDAC6;AURKA;CDC45;HAUS8;POLD1;TRA2B;E2F1;RBBP8;E2F2;PTK2B;BUB1;E2F7;DUT;RRM2;SPAG5;MND1;SHCBP1;POLE4;PC;RAD51;PRC1;POLE2;APLF;RAN"
"E2F4","E2F4 MEL cell line mm9","116/549","0.00000000000000003146376434291504015000915015","0.00000000000001283721585190933519791237543","0","0","2.6911541180281517","102.257653720717343048818","LRR1;DSCC1;SNRPD1;SESN1;MAGOH;NUSAP1;OIP5;FBXO5;TMPO;ESCO2;WDR76;CDC25A;NEIL3;SLC9A5;MSH2;CCNE2;MAP1A;SRSF2;SRSF3;ERH;DNA2;SRSF7;FKBP3;PPIA;CDCA5;SHMT1;CDCA7;PMF1;NCAPH;SKA1;ANAPC11;RAD51AP1;BRIP1;ORC1;FIGNL1;CLSPN;BARD1;XRCC2;ALYREF;CDC6;CORO2A;BTBD8;NDC80;POLA2;NASP;HNRNPD;MXD3;FEN1;NXT1;MCM7;NCAPG2;HMGB2;KIF11;CHTF18;DNPH1;KIF15;LMNB1;RBM3;EXO1;PBK;MYBL2;TK1;POLH;LIN52;COX8A;RMI2;RFC3;RFC2;CCNA2;RBL1;MCM3;BIRC5;MCM4;MCM5;KIF2C;MCM6;MNS1;ITGB3BP;MCM2;PRPS1;DTYMK;PCNA;UHRF1;PRIM1;SRSF1;TTK;U2AF1;TYMS;AURKB;CDC45;POLD1;TRA2B;TRA2A;E2F1;E2F2;RAD54L;RIBC1;E2F7;GINS1;RANBP1;GINS2;PPIL1;DUT;RRM2;GINS3;ATAD2;SHCBP1;PDP1;RAD51;CENPH;PRC1;POLE2;CENPK;NCAPD2;RHEBL1;CENPQ"
"FOXM1","FOXM1 ECC-1 hg19","116/578","0.00000000000000165963188199808051119664277069","0.00000000000045141987190347788957915597097","0","0","2.5180940581281295","85.696231690966982341706","YEATS4;SMC3;MKI67;SMC4;CDC20;RGS5;PTTG1;SNRPD1;NUSAP1;OIP5;FBXO5;SLC25A45;GTSE1;TMPO;KCNK15;ATAD3A;THOC6;NEIL3;TXNIP;TAGLN2;KIF20B;PRR11;ASF1B;TROAP;NCAPG;CDCA8;TGFA;PIK3R3;HMMR;SKA3;NCAPH;SKA2;CCNB2;CCNB1;BLOC1S1;CEP70;GAS2L1;FAM83D;FDFT1;UBE2C;PLK1;NDC80;ANLN;KIF18B;DIAPH3;UBE2S;UBE2T;KIF4A;NMU;MDM2;PLXNB2;DZIP3;MXD3;HMGB2;KIF11;SLC7A11;KIF15;LMNB1;AKAP11;NUF2;PBK;TK1;LBR;MYBL1;CEP55;DLGAP5;COX8A;RFC3;ANXA1;MYOF;ARHGEF19;KIF23;ETV4;DUSP6;ENAH;CCNA2;ACTA2;SFPQ;DEPDC1;BIRC5;KIF2C;RAPGEF3;DTYMK;MEGF6;UHRF1;TTK;CENPA;APOLD1;AURKB;LRP6;AURKA;NEURL1B;USP1;E2F2;HES1;EPS8L2;BUB1;ATF7IP;RRM2;SPAG5;ATAD2;HSPE1;MZT1;PRC1;CCNG2;HNRNPA2B1;TACC3;FAS;NUP35;CENPN;NCAPD2;TAF5;RHEBL1;CDKN3;MAD2L1;TJP2"
"E2F4","E2F4 CH12.LX mm9","268/2000","0.00000000038749061580620638568779169401098180","0.00000007904808562446613142483579179595199","0","0","1.5762906973906878","34.160315066825390317717","TFRC;LRR1;CISD1;IPP;SMC3;MKI67;SMC4;IFIT2;CDC20;TIAL1;SNRPD1;ZMIZ1;LIPH;MAGOH;MYB;FDXR;RTTN;GTSE1;IFRD2;ESCO2;GCAT;DEPDC1B;NEIL3;BTD;EWSR1;MAP1A;DNA2;KIF20B;DUS3L;PRR11;ASF1B;PARPBP;CDCA4;CDCA5;SHMT1;CDCA7;CDCA8;NCAPG;NCAPH;SKA1;ANAPC11;SKA2;BRIP1;FIGNL1;CEP70;FDFT1;BARD1;EGR2;TMEM86A;XRCC2;PLK1;XRCC3;CDC6;MRPL24;NET1;AIMP2;HNRNPM;POLA2;HNRNPD;TNFSF9;DZIP3;DAZAP1;FEN1;NCAPG2;TECR;ADK;KIF11;KIF15;PBK;REV3L;PHGDH;TK1;JAK3;DLGAP5;CEP55;LIN52;COX8A;RMI2;NUDC;SSR3;KIF23;KIF22;PSMA1;KIFC1;KIF2C;SLC29A2;CDC123;DTYMK;PCNA;SSNA1;PRIM1;MRPS34;ABRACL;STX11;CNPY4;SERTAD2;USP1;RAD54L;RIBC1;GINS1;GINS2;RANBP1;MBD5;CENPW;STAT1;GINS3;ATAD2;ADAT3;MZT1;PDP1;TFAP4;CMSS1;CENPH;FABP5;CCNG2;RPA3;TACC3;CENPM;CENPN;NCAPD2;TRIP13;CENPQ;CRAT;SPC24;CDKN3;MAD2L1;SPC25;ERCC6L;ATP8A1;DSCC1;GMNN;CEP120;NRM;BUB1B;YEATS4;PAIP2B;HMGN5;RUVBL2;OIP5;TLE4;RALGAPA2;VRK1;CDC25A;THOC6;SLC9A5;MSH2;TEX9;ERH;SNRPC;SRSF7;SNRPB;BLM;PFKFB4;ENY2;SHC1;TROAP;ITPR1;HMMR;HSPBP1;PMF1;ACAT2;RAD51AP1;CCNB2;ORC6;GRK5;ORC1;AMDHD1;PSAP;CLSPN;MPDU1;FDPS;OSBPL7;FUS;POLR3GL;CCDC14;ALYREF;BTBD8;NDC80;NR4A2;LSM6;KIF18B;UBE2T;UVSSA;UBE2N;MDM2;BCL2L1;KCNK5;ARHGAP11A;NXT1;MCM7;HMGB2;MCM10;ZC3H6;HMGB1;FOXM1;CHTF18;LMNB1;CKS1B;RBM3;EXO1;NUP62;IDH3B;TMEM109;MYBL2;MDP1;LBR;POLH;RFC5;KLF10;RFC3;RBM14;TTC32;RFC2;MASTL;DCK;ARL4C;CCNA2;SFPQ;RBL1;NSMCE4A;LMBRD2;MCM3;MCM4;BIRC5;MCM5;SNRPA1;MCM6;MTFR2;MNS1;ITGB3BP;PRPS1;NDUFB8;UHRF1;CDNF;SRSF1;U2AF1;TTK;AURKB;AURKA;CDC45;HIRIP3;HAUS8;POLD1;TRA2B;TRA2A;E2F1;E2F2;DNAJB9;BUB1;E2F7;MDH1B;HNRNPA3;PPIL1;DUT;SPAG5;PCDHGC4;PDAP1;MND1;SHCBP1;POLE4;RPIA;RAD51;PRC1;POLE2;APLF;SNRNP48;RHEBL1;ASB1"
"FOXM1","FOXM1 MCF-7 hg19","41/168","0.00000000818484278332906614428313038468384977","0.00000133576634223930339887063782622345087","0","0","3.1643422023227488","58.923158666672620142890","TROAP;HMGB2;PIK3R3;KIF11;MKI67;CENPA;NCAPH;APOLD1;SKA2;LMNB1;CDC20;EPS8;RGS5;CCNB2;NEURL1B;CCNB1;PTTG1;C1QTNF6;NUF2;HES1;FBXO5;ACAD11;FAM83D;GTSE1;ATF7IP;UBE2C;PLK1;GREB1;KIF23;PDZK1;MZT1;CCNA2;KIF18B;UBE2S;PRC1;UBE2T;HNRNPA2B1;NEK10;PRR11;MXD3;CDKN3"
"E2F1","E2F1 HeLa-S3 hg19","258/2000","0.00000003158169554175475222715014137452038678","0.00000429511059367864656759021524390362856","0","0","1.4985288788631557","25.880624934422041150128","LRR1;NUDT1;IPP;SMC3;ENO2;SMC4;TIAL1;MT2A;ALCAM;MYB;STMN1;RTTN;CHAC1;GTSE1;PRKACB;ZNF18;ACOT7;IFRD2;FIBCD1;TALDO1;ESCO2;WDR76;NISCH;DEPDC1B;DDX39A;THAP8;TCEANC2;CCNO;ZNF397;CDCA4;SHMT1;FBF1;SDC3;CDCA7;PDGFA;TGFA;NCAPG;MST1R;SKA3;SLC5A3;NCAPH;ANAPC11;FIGNL1;N4BP2;BARD1;NCAPH2;INCA1;XRCC3;ABCA7;CDC6;ZWINT;SQLE;ANLN;FAT1;HNRNPD;PSMG1;DHRS12;DHRS13;FEN1;SUV39H1;NCAPG2;TECR;PIGZ;PTPRJ;ADM;JRKL;PRSS23;KIF15;SLC22A15;HEY1;SMPD1;PBK;REV3L;C16ORF74;CEP55;EMP2;MRPL48;COMMD4;APRT;CDC20B;GCHFR;RAD51D;PSMA1;PITPNM3;KIF2C;GRAMD1C;KANK2;DTYMK;FH;SLC20A1;PRIM1;PTGS2;PSMA7;STX11;NEURL1B;C16ORF95;CNPY4;SERTAD2;GPC1;EXOSC8;RAD54L;NT5M;GINS1;UBL4A;GINS2;RANBP1;GINS3;ATAD2;MBD2;SORBS1;ZNF79;SGSM1;ZNFX1;TTLL1;CENPK;TTC3;PCYOX1L;TRIP13;YPEL3;MEGF9;TJP2;CEP19;SPPL2B;DSCC1;CEP120;YEATS4;IL1RAP;TM7SF3;NRBP2;MACROD1;NUSAP1;OIP5;HADH;MAP3K5;RALGAPA2;KCTD3;ATAD3B;ATAD3A;CDC25A;THOC6;DISP1;MSH2;FRMD8;TEX9;SRSF2;SNRPG;SRSF3;PPIA;SNRPA;SNRPB;ABCG2;IDI1;BLM;FAM114A1;EBP;BCL2L11;YBEY;AMDHD1;GRK4;ZMAT3;CLSPN;SKIL;MPDU1;CRTAP;CCDC14;ALYREF;RARRES1;SRD5A3;B3GALT6;DHCR24;NDC80;NR4A2;LSM7;KIF18B;CCPG1;UBE2S;UBE2T;DMXL2;NOXA1;RFXAP;UBE2N;AAK1;MDM2;KCNK5;DYRK3;TNFAIP8;ITGB4;CHD9;TSEN15;GTDC1;ZC3H6;CHD2;TTC28;MRPL3;KIAA1549;EXO1;SUMO3;PSD3;MYBL2;MYBL1;POLH;ILKAP;DSP;RFC3;RBM14;RFC2;TBC1D8;ARAP2;RAD23A;DCK;HAUS1;RBL1;NSMCE4A;LMBRD2;NDUFS6;MCM3;PFDN2;SLC25A10;MCM6;ITGB3BP;BCAT2;MCM2;BIRC3;UHRF1;SRSF1;DENND3;PPM1D;WNT11;HAUS8;HECTD2;CLMN;POLD1;POLD2;TRA2A;E2F1;E2F2;PTK2B;DNAJB9;MAL2;HES1;ASCC3;ZNF862;E2F7;ATF7IP;HNRNPA3;SLC12A4;RRM2;SPAG5;DONSON;MND1;HSPE1;POLE4;SBK1;RAD51;PRC1;POLE2;EIF3J;RHEBL1"
"IRF3","IRF3 GM12878 hg19","247/2000","0.00000225232750956754401291059174139430609785","0.00022973740597588950202237456643672430801","0","0","1.4150640969556134","18.400851682968529132722","SLC46A3;ZMYND8;SMC3;ACTB;CDC20;NSDHL;ZSCAN30;FBXO5;CHAC1;GTSE1;TMPO;CDON;ARRDC4;TSPYL2;PRKAB2;IFRD2;ENTPD7;RNASE4;ESCO2;GCAT;DEPDC1B;BTD;DDX39A;THAP8;EWSR1;DDIT4;TXNIP;PRR11;ZNF397;DCUN1D5;FICD;ANP32A;TMEM63C;CDCA5;SHMT1;CDCA7;CDCA8;MTMR9;PIK3R3;OAZ1;TTBK2;SKA2;BRIP1;PNPO;FDFT1;BBS1;PLK1;XRCC3;ABCA7;CDC6;ZWINT;FAM111B;AIMP2;GNPTG;SQLE;ANLN;GOLGB1;SUV39H1;ATF7IP2;TECR;ZNF44;EFCAB6;TRIM5;TCP11L2;TK1;ZNF367;HRAS;DLGAP5;RALGPS1;COX8A;CCT2;RMI2;NUDC;BTN3A1;SSR3;CACYBP;ELOVL6;KIF23;BTN3A3;KIF22;UCHL3;PSMA3;RPUSD3;DEPDC1;KIF2C;GLCCI1;SF3B4;CDC123;DTYMK;FH;PCNA;SLC43A2;SNX32;TMEM160;CENPA;AMN1;EXOSC5;C16ORF95;CNPY4;PSMB3;DZANK1;RAD54L;ZNF226;ZNF586;LMLN;GINS2;CD74;STAT2;GINS4;MZT1;CENPK;NEK10;TACC3;PCYOX1L;NCAPD2;CENPQ;FRYL;SPC24;TOMM5;CDKN3;YPEL2;MEGF9;ANKRD39;CLSTN3;PAIP2B;CFL1;SESN2;NUSAP1;OIP5;ZNF441;TLE4;SEMA6C;VRK1;ATAD3B;ATAD3A;MSH2;SRSF2;SNRPG;PPIH;SNRPF;PPIA;FKBP3;ZNF554;SNRPA;IDI1;BLM;CALCRL;SHC1;TROAP;HMMR;SLC1A5;PMF1;DNAJC28;RAD51AP1;CCNB2;CCNB1;EBP;MED30;LPXN;TNFRSF14;CLSPN;NLRP1;FAM83D;ACBD7;FDPS;FUS;UBE2C;POLR3GL;CCDC137;TCEANC;DHCR24;NR4A2;COQ3;DIAPH3;KIF18B;TMEM116;UBE2T;CYCS;TPP1;MAN2B1;REEP6;DHCR7;MXD3;SWSAP1;NXT1;CEP164;HMGB2;MCM10;ZC3H6;YBX1;HMGB1;CHD2;CKS1B;MRPL4;DUSP10;GM2A;PDE4A;MDP1;LBR;METTL17;KLF10;RBM14;HMGCS1;KSR1;TRAF2;GPCPD1;CCNA2;SFPQ;LMBRD2;TMEM217;MCM3;MCM5;MCM6;MNS1;IRF9;SLFN5;KDM3A;MVK;IER5L;PMF1-BGLAP;TTK;HDAC6;AURKB;AURKA;HAUS8;TRA2B;POLD2;E2F1;PTK2B;DNAJB9;HES1;ZNF862;BUB1;E2F7;PPIL1;RRM2;SPAG5;MMAB;NICN1;CYP51A1;LCA5;FBXL13;SHCBP1;PC;PRC1;POLE2;POLR3K"
"HA-E2F1","HA-E2F1 HeLa-S3 hg19","247/2000","0.00000225232750956754401291059174139430609785","0.00022973740597588950202237456643672430801","0","0","1.4150640969556134","18.400851682968529132722","NUDT1;IPP;MYLK;TIAL1;ZDBF2;MT2A;MYB;STMN1;KIF21B;GTSE1;PRKACB;PAQR8;TSPYL2;ZNF18;GABARAPL1;WSB2;IFRD2;DAPK2;FIBCD1;TALDO1;ESCO2;WDR76;NISCH;DEPDC1B;DDX39A;DNA2;CCNO;ZNF397;CDCA4;EPAS1;SHMT1;FBF1;SDC3;ENDOD1;TGFA;NCAPG;MST1R;SKA3;PPL;SLC5A3;ANAPC11;HMOX1;SLC19A1;BARD1;CDK19;NCAPH2;XRCC3;ABCA7;CDC6;ZWINT;NET1;SQLE;FAT1;HNRNPD;PSMG1;DAZAP1;SUV39H1;NCAPG2;TECR;PCSK9;ADM;JRKL;KIF11;PHF7;PRSS23;SLC22A15;MED10;TMSB4X;SH3PXD2B;PBK;REV3L;C16ORF74;CEP55;MRPS26;TET2;UCHL3;CDYL2;COMMD4;TOX2;SLC29A2;GRAMD1C;KANK2;SLC20A1;PRIM1;PTGS2;STX11;FSTL3;NEURL1B;C16ORF95;SERTAD2;RAD54L;NT5M;ZSWIM5;CCT5;GINS1;UBL4A;GINS2;RANBP1;ATAD2;SORBS1;ZNF79;SGSM1;TTC9;ZNFX1;TTLL1;CENPK;TTC3;TACC3;PCYOX1L;YPEL3;TMEM229B;MEGF9;TJP2;SPPL2B;DSCC1;TM7SF3;NRBP2;CFL2;MACROD1;NUSAP1;OIP5;TMEM38A;RALGAPA2;SLC30A4;KCTD3;ATAD3B;CDC25A;THOC7;THOC6;DISP1;CLIP2;MSH2;FRMD8;TEX9;GPRIN1;SRSF2;SRSF3;GOLGA8A;SNRPA;ABCG2;IDI1;BLM;H6PD;FAM114A1;TCF7;FBLN5;EBP;ORC6;BCL2L11;YBEY;GRK4;ZMAT3;EIF4EBP1;CLSPN;MPDU1;SMURF2;CCDC14;B3GALT6;DHCR24;IGF2R;NR4A2;LSM7;EFNA2;KIF18B;NR4A3;UBE2S;P4HA2;DMXL1;KIF4A;DMXL2;BCL3;RFXAP;AAK1;MDM2;SP5;PLXNB2;KCNK5;DYRK3;ITGB4;CHD9;TSEN15;HMGB2;MCM10;GTDC1;LAMC1;PKD1;TTC28;KIAA1549;EXO1;SUMO3;CYP4V2;PSD3;MYBL1;RHBDF1;RFC3;RBM14;TGIF2;CAMK1D;RFC2;ACTR5;TBC1D8;ARAP2;TRAF2;GPCPD1;LMBRD2;C1ORF159;NDUFS6;MCM3;PFDN2;SNRPA1;MCM6;ITGB3BP;BCAT2;MCM2;BIRC3;LAMA5;U2AF1;DENND3;PPM1D;AURKA;CDC45;WNT11;HECTD2;CLMN;POLD1;POLD2;TRA2A;DNAJB9;MAL2;EPS8L2;ASCC3;CTNNAL1;FNIP2;E2F7;ATF7IP;RRM2;AHNAK2;DONSON;POLE4;PC;SBK1;RAD51;PRC1;POLE2;EIF3J;RHEBL1;RAN"
"NFYB","NFYB K562 hg19","241/2000","0.00001784489793916276020153098558207460655467","0.00161793741315075694300884556753317156108","0","0","1.3704316327764581","14.984015684253703781792","SLC46A3;VIPR1;ABAT;ACTB;CDC20;STMN1;KIF21B;TMPO;ACOT7;KRT8;TALDO1;ESCO2;HPCAL4;GCAT;CYP39A1;DEPDC1B;ARC;BTD;DDX39A;DAAM1;THAP8;KATNAL2;PPP1R3B;DDIT4;TMEM126A;TXNIP;KIF20B;TRIB2;PRR11;ZNF397;DCUN1D5;EPHA10;FICD;ANP32A;INTU;CDCA4;CDCA5;SHMT1;CDCA8;PIK3R3;STC1;TTBK2;ANAPC11;SKA2;BRIP1;CEP70;LDHD;PNPO;ST3GAL5;RIMKLA;FDFT1;BBS1;PLK1;XRCC3;MTHFR;CDC6;ELL2;ZWINT;TMEM198;FAM111B;NET1;HNRNPM;GOLGB1;APOBEC3B;MRS2;ZNF491;ATF7IP2;ZNF44;EFCAB6;KIF11;SLC7A11;TRIM5;TK1;DLGAP5;CEP55;RALGPS1;CCT2;RMI2;NUDC;ANXA1;BTN3A1;SLC2A12;KIF23;KIF22;PSMA3;RPUSD3;DEPDC1;TLCD2;GLCCI1;EEF1E1;DNASE1L1;FH;SLC20A1;IFI6;CENPA;C16ORF95;PSMB3;RAD54L;ZNF226;ZNF586;GINS1;GINS2;CD74;C11ORF65;STAT1;DMRT2;STAT2;GINS4;PDP1;BOP1;CENPK;NEK10;TACC3;PCYOX1L;CENPQ;FRYL;YPEL2;MEGF9;SPC25;ANKRD39;ERCC6L;MSMO1;PAIP2B;DEPTOR;PTTG1;CFL1;HADH;ENPP5;ZNF441;USP2;VRK1;RUNDC3A;SPOCD1;MSH2;FRMD8;MAK;SRSF2;SNRPG;SRSF3;SNRPF;ZNF433;FKBP3;SNRPA;PFKFB2;IDI1;CUL7;ENY2;TROAP;HMMR;PMF1;PLCXD2;MTM1;RAD51AP1;CCNB2;EBP;BCL2L11;MED30;PSAP;ZNF548;SRGAP3;TPPP;CLSPN;FAM83D;ACBD7;FDPS;CCDC12;UBE2C;CCDC14;TCEANC;DHCR24;KLHL24;INHBE;NR4A2;DIAPH3;LSM6;KIF18B;NR4A3;MAN2B2;UBE2T;KIF4A;PLXNB3;CYCS;MAN2B1;DHCR7;ARHGAP11A;SWSAP1;DBI;MCM10;HMGB1;CHD2;CHTF18;CKS1B;RBM3;MRPL4;MRPL2;GM2A;TMEM104;SUMO3;HYDIN;MAN1A1;ILKAP;RBM14;GPCPD1;MCM5;SLC25A10;MCM6;MNS1;PRPS1;SLFN5;KDM3A;UHRF1;DNAH6;NDUFB2;PMF1-BGLAP;U2AF1;TTK;PPM1D;AURKC;AURKB;AURKA;POLD2;TP53INP1;E2F2;PTK2B;BUB1;SMNDC1;E2F7;PPIL1;RRM2;TMEM30A;SPAG5;MMAB;CYP51A1;ATP2B4;FOXJ1;SHCBP1;PNRC1;PRC1;TLL2;SNRNP48;POLR3K"
"E2F4","E2F4 K562 hg19","237/2000","0.00006401938000324578718208679006806960387621","0.00522398140826485588711358687419306079391","0","0","1.3410207102638241","12.949331418315917829887","IPO13;AHCYL2;NUDT1;SMC4;TIAL1;NSDHL;ZMIZ1;MAGOH;ZNF846;ATXN7L1;PRKAB2;ACOT7;UNC5B;IFRD2;FIBCD1;TALDO1;MAPK8IP3;WDR76;GCAT;NISCH;DEPDC1B;BTD;DDX39A;CCDC86;DNA2;TRIB2;ZNF397;FICD;CDCA5;SHMT1;NCAPG;PIK3R3;SKA3;OAZ1;SLC5A3;SKA1;TTBK2;ANAPC11;MRPL11;EPB41L5;NTHL1;FIGNL1;ST3GAL5;FDFT1;BARD1;CDK19;PLK1;XRCC3;ABCA7;CDC6;MRPL24;NET1;AIMP2;GNPTG;HNRNPM;POLA2;NMU;PEMT;PSMG1;DZIP3;NCAPG2;TECR;ADK;KIF15;MCEE;AKAP11;TMSB4X;NUF2;PBK;REV3L;TK1;ZNF367;DLGAP5;CEP55;LIN52;COX8A;RMI2;MRPS26;MANBA;SSR3;SYP;PGM2L1;COMMD4;NME1;RAD51D;GAN;HEATR5B;DEPDC1;KIF2C;KANK2;SLC43A2;SLC20A1;MRPS34;PROCA1;CENPA;CNPY4;SERTAD2;UBN2;EXOSC9;MICALL2;RAD54L;NT5M;CCT5;GINS1;MBD5;CENPW;STAT1;GDF15;STAT2;ATAD2;GINS4;ZNF79;MYO9A;ADAT3;TTLL7;TFAP4;TTC3;PCYOX1L;TRIP13;CENPQ;SPC24;TOMM5;CDKN3;SPC25;ERCC6L;SPPL2B;DSCC1;NRM;TM7SF3;SESN2;ANKRD31;NUSAP1;OIP5;MAP3K6;DIMT1;USP2;CDC25A;THOC6;RBX1;EBNA1BP2;MSH2;FRMD8;MRTO4;SNRPG;PPIH;SNRPE;SNRPF;ZNF554;SNRPA;PFKFB2;IDI1;PMEL;BLM;ENY2;H6PD;NDUFB10;SHC1;RAD51AP1;EBP;ORC1;PSAP;CCDC12;CAV2;CCDC137;CEP350;B3GALT6;DHCR24;NDC80;NR4A2;MLXIPL;LSM7;DIAPH3;UBE2T;DMXL2;NOXA1;AAK1;MDM2;MXD3;KCNK5;DYRK3;TNFAIP8;NXT1;TSEN15;APIP;DBI;GTDC1;FOXM1;CHTF18;AFF4;MRPL2;GM2A;TMEM104;EXO1;SUMO3;PDE4A;MYBL1;RBM14;RFC2;ACTR5;RAD23A;TRAF2;DCK;NSMCE4A;LMBRD2;C1ORF159;NDUFS6;MCM3;MCM5;SLC25A10;MNS1;ITGB3BP;BCAT2;MCM2;PRPS1;KDM3A;SRSF1;PPM1H;IER5L;TTK;AURKB;TBRG4;PUF60;POLD1;POLD2;ASCC3;FNIP2;E2F7;ATF7IP;HNRNPA3;SLC12A4;CYP51A1;RPIA;PC;PRC1;EIF3J;SSBP1;OTUD3"
