Data_Type,Dataset_ID,Plot_Category,Analysis_Name,GeneSet_Name,GSEA_Result_File,GMT_File,PathwayDenester_Input_File,PathwayDenester_Official_File,PathwayDenester_Result_File,Stdout_File,Stderr_File,PValue_Threshold,To_Test_Threshold,Top_N,Input_GSEA_Terms,Prepared_Terms,Evaluated_Terms,Kept_Terms,Excluded_Terms,Reciprocal_Terms,Excluded_Percent,Status,Error_Message
ngs,GSE50760,ATF3_correlation,Liver_metastasis,IMMUNESIGDB,results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/GSEA/IMMUNESIGDB/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/IMMUNESIGDB.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/IMMUNESIGDB/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/IMMUNESIGDB/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/IMMUNESIGDB/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/IMMUNESIGDB/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/IMMUNESIGDB/pathway_denester_stderr.log,0.05,0.5,20,1761,1761,1761,1733,28,1681,1.59,OK,
ngs,GSE50760,ATF3_correlation,Liver_metastasis,TFT_GTRD,results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/GSEA/TFT_GTRD/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/TFT_GTRD.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_GTRD/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_GTRD/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_GTRD/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_GTRD/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_GTRD/pathway_denester_stderr.log,0.05,0.5,20,70,67,67,67,0,63,0.0,OK,
ngs,GSE50760,ATF3_correlation,Liver_metastasis,TFT_TFT_LEGACY,results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/GSEA/TFT_TFT_LEGACY/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/TFT_TFT_LEGACY.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_TFT_LEGACY/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_TFT_LEGACY/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_TFT_LEGACY/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_TFT_LEGACY/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/TFT_TFT_LEGACY/pathway_denester_stderr.log,0.05,0.5,20,256,256,256,246,10,227,3.9062,OK,
ngs,GSE50760,ATF3_correlation,Liver_metastasis,hallmark,results/ngs/GSE50760/tables/ATF3_function/Liver_metastasis/GSEA/hallmark/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/hallmark.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/hallmark/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/hallmark/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/hallmark/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/hallmark/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Liver_metastasis/hallmark/pathway_denester_stderr.log,0.05,0.5,20,30,30,30,30,0,30,0.0,OK,
ngs,GSE50760,ATF3_correlation,Normal_colon,C6,results/ngs/GSE50760/tables/ATF3_function/Normal_colon/GSEA/C6/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/C6.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/C6/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/C6/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/C6/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/C6/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/C6/pathway_denester_stderr.log,0.05,0.5,20,61,34,34,33,1,31,2.9412,OK,
ngs,GSE50760,ATF3_correlation,Normal_colon,CP_BIOCARTA,results/ngs/GSE50760/tables/ATF3_function/Normal_colon/GSEA/CP_BIOCARTA/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_BIOCARTA.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_BIOCARTA/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_BIOCARTA/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_BIOCARTA/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_BIOCARTA/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_BIOCARTA/pathway_denester_stderr.log,0.05,0.5,20,68,68,68,62,6,42,8.8235,OK,
ngs,GSE50760,ATF3_correlation,Normal_colon,CP_KEGG_LEGACY,results/ngs/GSE50760/tables/ATF3_function/Normal_colon/GSEA/CP_KEGG_LEGACY/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_KEGG_LEGACY.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_LEGACY/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_LEGACY/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_LEGACY/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_LEGACY/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_LEGACY/pathway_denester_stderr.log,0.05,0.5,20,67,63,63,53,10,46,15.873,OK,
ngs,GSE50760,ATF3_correlation,Normal_colon,CP_KEGG_MEDICUS,results/ngs/GSE50760/tables/ATF3_function/Normal_colon/GSEA/CP_KEGG_MEDICUS/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_KEGG_MEDICUS.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_MEDICUS/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_MEDICUS/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_MEDICUS/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_MEDICUS/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_KEGG_MEDICUS/pathway_denester_stderr.log,0.05,0.5,20,114,114,112,105,7,59,6.25,OK,
ngs,GSE50760,ATF3_correlation,Normal_colon,CP_REACTOME,results/ngs/GSE50760/tables/ATF3_function/Normal_colon/GSEA/CP_REACTOME/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_REACTOME.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_REACTOME/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_REACTOME/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_REACTOME/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_REACTOME/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_REACTOME/pathway_denester_stderr.log,0.05,0.5,20,404,370,370,284,86,196,23.2432,OK,
ngs,GSE50760,ATF3_correlation,Normal_colon,CP_WIKIPATHWAYS,results/ngs/GSE50760/tables/ATF3_function/Normal_colon/GSEA/CP_WIKIPATHWAYS/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/CP_WIKIPATHWAYS.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_WIKIPATHWAYS/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_WIKIPATHWAYS/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_WIKIPATHWAYS/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_WIKIPATHWAYS/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/CP_WIKIPATHWAYS/pathway_denester_stderr.log,0.05,0.5,20,252,244,244,223,21,161,8.6066,OK,
ngs,GSE50760,ATF3_correlation,Normal_colon,GO_BP,results/ngs/GSE50760/tables/ATF3_function/Normal_colon/GSEA/GO_BP/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/GO_BP.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_BP/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_BP/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_BP/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_BP/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_BP/pathway_denester_stderr.log,0.05,0.5,20,1549,1389,1389,1126,263,688,18.9345,OK,
ngs,GSE50760,ATF3_correlation,Normal_colon,GO_CC,results/ngs/GSE50760/tables/ATF3_function/Normal_colon/GSEA/GO_CC/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/GO_CC.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_CC/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_CC/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_CC/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_CC/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_CC/pathway_denester_stderr.log,0.05,0.5,20,206,195,194,172,22,127,11.3402,OK,
ngs,GSE50760,ATF3_correlation,Normal_colon,GO_MF,results/ngs/GSE50760/tables/ATF3_function/Normal_colon/GSEA/GO_MF/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/GO_MF.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_MF/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_MF/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_MF/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_MF/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/GO_MF/pathway_denester_stderr.log,0.05,0.5,20,268,261,260,236,24,178,9.2308,OK,
ngs,GSE50760,ATF3_correlation,Normal_colon,HPO,results/ngs/GSE50760/tables/ATF3_function/Normal_colon/GSEA/HPO/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/HPO.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/HPO/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/HPO/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/HPO/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/HPO/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/HPO/pathway_denester_stderr.log,0.05,0.5,20,1396,1359,1358,942,416,494,30.6333,OK,
ngs,GSE50760,ATF3_correlation,Normal_colon,IMMUNESIGDB,results/ngs/GSE50760/tables/ATF3_function/Normal_colon/GSEA/IMMUNESIGDB/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/IMMUNESIGDB.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/IMMUNESIGDB/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/IMMUNESIGDB/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/IMMUNESIGDB/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/IMMUNESIGDB/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/IMMUNESIGDB/pathway_denester_stderr.log,0.05,0.5,20,1620,390,390,387,3,384,0.7692,OK,
ngs,GSE50760,ATF3_correlation,Normal_colon,TFT_GTRD,results/ngs/GSE50760/tables/ATF3_function/Normal_colon/GSEA/TFT_GTRD/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/TFT_GTRD.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/TFT_GTRD/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/TFT_GTRD/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/TFT_GTRD/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/TFT_GTRD/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/TFT_GTRD/pathway_denester_stderr.log,0.05,0.5,20,54,44,43,42,1,42,2.3256,OK,
ngs,GSE50760,ATF3_correlation,Normal_colon,TFT_TFT_LEGACY,results/ngs/GSE50760/tables/ATF3_function/Normal_colon/GSEA/TFT_TFT_LEGACY/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/TFT_TFT_LEGACY.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/TFT_TFT_LEGACY/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/TFT_TFT_LEGACY/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/TFT_TFT_LEGACY/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/TFT_TFT_LEGACY/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/TFT_TFT_LEGACY/pathway_denester_stderr.log,0.05,0.5,20,204,197,197,192,5,180,2.5381,OK,
ngs,GSE50760,ATF3_correlation,Normal_colon,hallmark,results/ngs/GSE50760/tables/ATF3_function/Normal_colon/GSEA/hallmark/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/hallmark.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/hallmark/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/hallmark/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/hallmark/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/hallmark/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Normal_colon/hallmark/pathway_denester_stderr.log,0.05,0.5,20,26,12,12,12,0,12,0.0,OK,
ngs,GSE50760,ATF3_correlation,Primary_tumor,C6,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/C6/gsea_result.csv,data/reference/pathway_denester/msigdb_symbol_gmt/C6.gmt,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Primary_tumor/C6/pathway_denester_input.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Primary_tumor/C6/pathway_denester_official.tsv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Primary_tumor/C6/pathway_denester_result.csv,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Primary_tumor/C6/pathway_denester_stdout.log,results/ngs/GSE50760/tables/PathwayDenester/ATF3_correlation/Primary_tumor/C6/pathway_denester_stderr.log,0.05,0.5,20,33,33,33,33,0,30,0.0,OK,
