"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","TRRUST"
"1","IRF8","ChEA3;ENRICHR;TRRUST","4","ChEA3;ENRICHR;TRRUST;CollecTRI","21.00000000000000","6","4","Literature--ChIP-seq(rank=1); Enrichr--Queries(rank=325); ARCHS4--Coexpression(rank=381); GTEx--Coexpression(rank=407)","24","rank=24; score=0.006098","rank=6; score=18.889; p=0.0010746; adjP=0.26889","rank=33; score=0.91909; p=0.12048"
"2","SP1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.66666666666666","7","5","ReMap--ChIP-seq(rank=4); ENCODE--ChIP-seq(rank=48); ARCHS4--Coexpression(rank=792); GTEx--Coexpression(rank=1046); Enrichr--Queries(rank=1222)","55","rank=55; score=0.01347","rank=57; score=7.9228; p=0.022355; adjP=0.24591","rank=7; score=1.6506; p=0.022356"
"3","CDX2","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","47.00000000000000","12","5","Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=121); Enrichr--Queries(rank=182); ReMap--ChIP-seq(rank=183); GTEx--Coexpression(rank=377)","104","rank=104; score=0.02439","rank=25; score=16.814; p=0.0095927; adjP=0.26889","rank=12; score=1.2764; p=0.052922"
"4","NR2F2","ChEA3;ENRICHR;TRRUST","5","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI","49.00000000000000","8","5","ENCODE--ChIP-seq(rank=26); ARCHS4--Coexpression(rank=44); ReMap--ChIP-seq(rank=236); Enrichr--Queries(rank=351); GTEx--Coexpression(rank=1283)","117","rank=117; score=0.02703","rank=8; score=36.293; p=0.026571; adjP=0.26889","rank=22; score=1.1055; p=0.07844"
"5","SPI1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","59.00000000000000","18","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=42); ReMap--ChIP-seq(rank=99); Enrichr--Queries(rank=621); GTEx--Coexpression(rank=686); ARCHS4--Coexpression(rank=798)","78","rank=78; score=0.01829","rank=18; score=8.6525; p=0.0083554; adjP=0.53998","rank=81; score=0.28782; p=0.51544"
"6","JUND","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","70.00000000000000","32","6","ENCODE--ChIP-seq(rank=3); Literature--ChIP-seq(rank=77); ReMap--ChIP-seq(rank=101); ARCHS4--Coexpression(rank=927); Enrichr--Queries(rank=1159); GTEx--Coexpression(rank=1280)","109","rank=109; score=0.02542","rank=32; score=3.4658; p=0.14939; adjP=0.39736","rank=69; score=0.48454; p=0.32769"
"7","HSF1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","71.33333333333333","5","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=115); Literature--ChIP-seq(rank=120); GTEx--Coexpression(rank=1027); ARCHS4--Coexpression(rank=1557)","35","rank=35; score=0.008475","rank=5; score=19.564; p=0.0025861; adjP=0.99999","rank=174; score=0; p=1"
"8","FOSL1","ChEA3;ENRICHR;TRRUST","5","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI","72.33333333333333","13","5","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=146); Enrichr--Queries(rank=724); ARCHS4--Coexpression(rank=930); GTEx--Coexpression(rank=931)","71","rank=71; score=0.01695","rank=13; score=5.2889; p=0.088091; adjP=0.99999","rank=133; score=0; p=1"
"9","TP53","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","73.00000000000000","4","5","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=111); Enrichr--Queries(rank=995); GTEx--Coexpression(rank=1247); ARCHS4--Coexpression(rank=1436)","131","rank=131; score=0.03049","rank=4; score=11.109; p=0.012461; adjP=0.58466","rank=84; score=0.24453; p=0.56947"
"10","ESR1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","75.00000000000000","18","6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=177); Enrichr--Queries(rank=231); GTEx--Coexpression(rank=497); ARCHS4--Coexpression(rank=1192)","181","rank=181; score=0.04268","rank=26; score=10.035; p=0.058464; adjP=0.26889","rank=18; score=1.2331; p=0.058464"
