Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
GOCC_PRERIBOSOME	GOCC_PRERIBOSOME	1.00e-10	86	0.8113	0	0	1	0	keep	itself		True	NOP56,MRTO4,BYSL,NGDN,LTV1,FSAF1,PES1,RRP1,EBNA1BP2,FBL,PNO1,KRI1,NOP58,RRP15,IMP4,WDR43,RRS1,RRP36,IMP3,ZNF622
GOCC_SMALL_SUBUNIT_PROCESSOME	GOCC_SMALL_SUBUNIT_PROCESSOME	1.00e-10	60	0.8108	0	0	1	0	keep	itself		True	NOP56,NGDN,FSAF1,FBL,PNO1,NOP58,IMP4,WDR43,IMP3,RPS19BP1,DNTTIP2,UTP11,RCL1,RPS17,RRP9,WDR75,RPS27,UTP25,WDR46,RPS24
GOCC_ORGANELLAR_RIBOSOME	GOCC_ORGANELLAR_RIBOSOME	1.00e-10	67	0.7976	0	0	1	0	keep	itself		True	MRPL20,MRPL51,MRPL32,MRPL15,MRPS11,MRPL16,MRPL36,MRPS6,MRPL27,MRPL37,MRPL39,AURKAIP1,MRPS25,MTG2,MRPS15,MRPL13,MRPS33,MRPL9,MRPL24,MRPS23
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	1.00e-10	41	0.7069	0	0	1	0	keep	itself		True	RPL41,RPL36AL,RPL37,RPL36,RPL36A,RPL11,RPL26L1,RPL24,RPL38,RPL27A,RPL35,RPL8,RPL6,RPL18,RPL19,RPL9,RPL27,RPL21,RPL23,UBA52
GOCC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_LARGE_RIBOSOMAL_SUBUNIT	1.00e-10	81	0.7232	52	39	0.3536	0.9556	keep	GOCC_ORGANELLAR_RIBOSOME	GOCC_ORGANELLAR_RIBOSOME	False	MRPL20,MRPL51,MRPL32,MRPL15,RPL41,RPL36AL,MRPL16,MRPL36,MRPL27,MRPL37,MRPL39,RPL37,MRPL13,MRPL9,RPL36,NPM1,MRPL24,MRPL38,RPL36A,RPL11
GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	1.00e-10	38	0.7308	0	0	1	0	keep	itself		True	MRPL20,MRPL51,MRPL32,MRPL15,MRPL16,MRPL36,MRPL27,MRPL37,MRPL39,MRPL13,MRPL9,MRPL24,MRPL38,MRPL17,MRPL14,MRPL40,MRPL35,MRPL11,MRPL4,MRPL33
GOCC_RIBOSOMAL_SUBUNIT	GOCC_RIBOSOMAL_SUBUNIT	1.00e-10	127	0.694	112	81	0.1805	1	keep	GOCC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_LARGE_RIBOSOMAL_SUBUNIT	False	MRPL20,MRPL51,MRPL32,MRPL15,RPL41,RPL36AL,MRPS11,RPS26,MRPL16,MRPL36,MRPS6,MRPL27,FAU,MRPL37,MRPL39,AURKAIP1,MRPS25,RPL37,MRPS15,MRPL13
GOCC_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SMALL_RIBOSOMAL_SUBUNIT	1.00e-10	51	0.6892	0	0	1	0	keep	itself		True	MRPS11,RPS26,MRPS6,FAU,AURKAIP1,MRPS25,MRPS15,MRPS33,NPM1,MRPS23,MRPS34,RPS17,RPS10,MRPS21,RPS27,CHCHD1,RPS20,MRPS7,RPS24,RPS15A
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	1.00e-10	117	0.6429	82	65	1.01e-04	1	exclude	GOCC_ORGANELLAR_RIBOSOME	GOCC_ORGANELLAR_RIBOSOME	False	MRPL20,MRPL51,MRPL32,MRPL15,PPIF,MRPS11,TIMM8B,TIMM21,TIMM23,MRPL16,MRPL36,MRPS6,MRPL27,TOMM40,MRPL37,MRPL39,AURKAIP1,MRPS25,MRPS15,ECSIT
GOCC_RIBOSOME	GOCC_RIBOSOME	1.00e-10	137	0.5805	84	62	1.88e-04	1	exclude	GOCC_ORGANELLAR_RIBOSOME	GOCC_ORGANELLAR_RIBOSOME	False	MRPL20,APEX1,MRPL51,MRPL32,MRPL15,RPL41,RPL36AL,MRPS11,RPS26,MRPL16,MRPL36,MRPS6,MRPL27,FAU,MRPL37,MRPL39,AURKAIP1,MRPS25,MTG2,RPL37
