"sig_names","p.value","statistic","p.adj","log10pvalue","stars","Method_Source","p.value.label","p.adj.label","Significance","Adjusted_Significance"
"StromalScore_estimate","0.00000000000000000000000000000000000000000003532586916852409","0.4605088285707643","0.0000000000000000000000000000000000000000001413034766740964","43.45190714383326","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"ESTIMATEScore_estimate","0.00000000000095120395713159428170708908624929268840059171097","0.2460818846456563","0.0000000000012682719428421255743105242906130421275991138064","12.02172635166434","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TumorPurity_estimate","0.00000000000095120395713159428170708908624929268840059171097","-0.2460818846456563","0.0000000000012682719428421255743105242906130421275991138064","12.02172635166434","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"ImmuneScore_estimate","0.00132519969048429994001869758335487858857959508895874023438","-0.1120688951143862","0.0013251996904842999400186975833548785885795950889587402344","2.87771867422456","**","IOBR::batch_cor","0.001","0.001","**","**"
