"Input_Type","TF_Analysis_Name","Intersection_Name","Required_Methods","Number_Of_Methods","Intersected_TF_Count","Reported_Top_N","Result_File","Summary_File"
"INTERSECT","SW948_RKO","ALL_6_METHODS","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","139","10","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/ALL_6_METHODS/candidates/top10_tf_candidates.csv","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/ALL_6_METHODS/summary/summary.csv"
"INTERSECT","SW948_RKO","WITHOUT_CHEA3","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","5","139","10","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/WITHOUT_CHEA3/candidates/top10_tf_candidates.csv","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/WITHOUT_CHEA3/summary/summary.csv"
"INTERSECT","SW948_RKO","DOROTHEA_CHEA3_VIPER","DoRothEA;ChEA3;VIPER","3","263","10","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/DOROTHEA_CHEA3_VIPER/candidates/top10_tf_candidates.csv","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/DOROTHEA_CHEA3_VIPER/summary/summary.csv"
"INTERSECT","SW948_RKO","ENRICHR_TRRUST_COLLECTRI","ENRICHR;TRRUST;CollecTRI","3","198","10","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/ENRICHR_TRRUST_COLLECTRI/candidates/top10_tf_candidates.csv","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/ENRICHR_TRRUST_COLLECTRI/summary/summary.csv"
"INTERSECT","SW948_RKO","ACTIVITY_METHODS_VIPER_COLLECTRI","VIPER;CollecTRI","2","235","10","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/ACTIVITY_METHODS_VIPER_COLLECTRI/candidates/top10_tf_candidates.csv","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/ACTIVITY_METHODS_VIPER_COLLECTRI/summary/summary.csv"
"INTERSECT","SW948_RKO","ORA_METHODS_DOROTHEA_TRRUST","DoRothEA;TRRUST","2","174","10","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/ORA_METHODS_DOROTHEA_TRRUST/candidates/top10_tf_candidates.csv","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/ORA_METHODS_DOROTHEA_TRRUST/summary/summary.csv"
"INTERSECT","SW948_RKO","API_METHODS_CHEA3_ENRICHR","ChEA3;ENRICHR","2","270","10","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/API_METHODS_CHEA3_ENRICHR/candidates/top10_tf_candidates.csv","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/API_METHODS_CHEA3_ENRICHR/summary/summary.csv"
"INTERSECT","SW948_RKO","SIGNED_NETWORK_DOROTHEA_VIPER_COLLECTRI","DoRothEA;VIPER;CollecTRI","3","235","10","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/SIGNED_NETWORK_DOROTHEA_VIPER_COLLECTRI/candidates/top10_tf_candidates.csv","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/SIGNED_NETWORK_DOROTHEA_VIPER_COLLECTRI/summary/summary.csv"
"INTERSECT","SW948_RKO","LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST","DoRothEA;ChEA3;ENRICHR;TRRUST","4","145","10","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST/candidates/top10_tf_candidates.csv","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST/summary/summary.csv"
"INTERSECT","SW948_RKO","CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST","ChEA3;ENRICHR;TRRUST","3","175","10","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST/candidates/top10_tf_candidates.csv","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST/summary/summary.csv"
"INTERSECT","SW948_RKO","BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI","ChEA3;ENRICHR;CollecTRI","3","239","10","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI/candidates/top10_tf_candidates.csv","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI/summary/summary.csv"
"INTERSECT","SW948_RKO","CURATED_REGULON_NETWORK_DOROTHEA_TRRUST_COLLECTRI","DoRothEA;TRRUST;CollecTRI","3","171","10","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/CURATED_REGULON_NETWORK_DOROTHEA_TRRUST_COLLECTRI/candidates/top10_tf_candidates.csv","results/ngs/GSE114012/TF_summary/intersect/SW948_RKO/intersections/CURATED_REGULON_NETWORK_DOROTHEA_TRRUST_COLLECTRI/summary/summary.csv"
