"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"SREBF1","4.3848137006429999118","-4.3848137006429999118","0.00001160850838410046","MVL_HUB098=-4.385","Repressed","1","collectri","1","4.3848137006429999118",NA,"6","ENCODE--ChIP-seq(rank=81); Literature--ChIP-seq(rank=131); ReMap--ChIP-seq(rank=290); GTEx--Coexpression(rank=852); Enrichr--Queries(rank=1051); ARCHS4--Coexpression(rank=1577)","1319","0.530200000000000005","GTEx Coexpression,0.5302"
"SREBF2","3.9121698220365117571","-3.9121698220365117571","0.00009147055068657452","MVL_HUB098=-3.912","Repressed","2","collectri","2","3.9121698220365117571",NA,"6","ENCODE--ChIP-seq(rank=104); Literature--ChIP-seq(rank=152); ReMap--ChIP-seq(rank=204); GTEx--Coexpression(rank=782); Enrichr--Queries(rank=977); ARCHS4--Coexpression(rank=1622)","1264","0.486599999999999977","GTEx Coexpression,0.4866"
"E2F6","3.5482677294514917143","3.5482677294514917143","0.00038777384180372910","MVL_HUB098=3.548","Activated","3","collectri","3","3.5482677294514917143",NA,"5","ENCODE--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=108); Enrichr--Queries(rank=834); ARCHS4--Coexpression(rank=1128); GTEx--Coexpression(rank=1413)","1063","0.363599999999999979","ReMap ChIP-seq,0.3636"
"PRDM2","3.5459554621877895642","-3.5459554621877895642","0.00039119231737573317","MVL_HUB098=-3.546","Repressed","4","collectri","4","3.5459554621877895642",NA,"3","GTEx--Coexpression(rank=771); ARCHS4--Coexpression(rank=882); Enrichr--Queries(rank=911)","1250","0.479800000000000004","GTEx Coexpression,0.4798"
"RBPJ","3.4803233963646520444","-3.4803233963646520444","0.00050080887239688503","MVL_HUB098=-3.48","Repressed","5","collectri","5","3.4803233963646520444",NA,"5","Literature--ChIP-seq(rank=134); ReMap--ChIP-seq(rank=253); Enrichr--Queries(rank=655); GTEx--Coexpression(rank=715); ARCHS4--Coexpression(rank=942)","1196","0.444900000000000018","GTEx Coexpression,0.4449"
"NKX2-1","3.4466875758469472935","-3.4466875758469472935","0.00056750445020158525","MVL_HUB098=-3.447","Repressed","6","collectri","6","3.4466875758469472935",NA,"0","",NA,NA,NA
"IRF9","3.4188697433717063490","3.4188697433717063490","0.00062881820505179180","MVL_HUB098=3.419","Activated","7","collectri","7","3.4188697433717063490",NA,"4","ReMap--ChIP-seq(rank=239); Enrichr--Queries(rank=868); ARCHS4--Coexpression(rank=1016); GTEx--Coexpression(rank=1312)","1425","0.618199999999999972","Enrichr Queries,0.6182"
"TEAD4","3.4130328998108212524","3.4130328998108212524","0.00064244185868400259","MVL_HUB098=3.413","Activated","8","collectri","8","3.4130328998108212524",NA,"6","ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=35); Literature--ChIP-seq(rank=37); Enrichr--Queries(rank=272); ARCHS4--Coexpression(rank=1173); GTEx--Coexpression(rank=1468)","441","0.117800000000000002","ReMap ChIP-seq,0.1178"
"MEOX1","3.3514460476389911214","-3.3514460476389911214","0.00080390701869391379","MVL_HUB098=-3.351","Repressed","9","collectri","9","3.3514460476389911214",NA,"3","GTEx--Coexpression(rank=259); Enrichr--Queries(rank=343); ARCHS4--Coexpression(rank=514)","571","0.161200000000000010","GTEx Coexpression,0.1612"
"PAX5","3.3506487256436807698","-3.3506487256436807698","0.00080622502677451429","MVL_HUB098=-3.351","Repressed","10","collectri","10","3.3506487256436807698",NA,"5","ENCODE--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=261); ARCHS4--Coexpression(rank=628); GTEx--Coexpression(rank=659); Enrichr--Queries(rank=722)","1104","0.385699999999999987","ARCHS4 Coexpression,0.3857"
