term_id	term_name	p_value	term_size	intersection_size	intersection
GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	1e-10	179	83	AREG,PPP1R15A,OTUD1,DUSP1,DUSP5,IER3,EGR1,PLAUR,MAFF,JUN,ERRFI1,RND1,SOCS3,ADTRP,CCL4,BCL2A1,CSRNP1,EREG,PLK3,C11orf96,PTGS2,DUSP2,IL1B,CXCL8,AQP9,PTP4A1,PMAIP1,GADD45B,RASGEF1B,PHLDA2,OSM,E2F7,P2RX4,GK,FOSL1,IL2RA,TNIP3,SLAMF7,RHOH,EDN1,PLEKHF2,CDK1,TNFSF9,FJX1,PELI1,IL15RA,NFKBIZ,ARL5B,DYRK3,IL1A,PPP1R15B,PIM2,TNFAIP3,CASP5,STAT4,GJB2,TNFAIP6,ETS2,GADD45A,GCH1,CD83,GPR84,BIRC3,PLEK,NFKBIA,CXCL3,SGPP2,MFSD2A,YRDC,IL20,CCRL2,PLD1,IL12B,RIPK2,NFKBID,SFMBT2,LAMB3,ZC3H12A,CXCL2,IL10,PIM3,DNAJB4,IL18
GSE29618_BCELL_VS_PDC_UP	GSE29618_BCELL_VS_PDC_UP	1e-10	192	91	NR4A2,DUSP1,EGR1,IER2,IRS2,CD24,JUN,BCL2A1,RHOB,KLF2,EZR,JUNB,CD69,PARP12,CD72,TSC22D3,PTP4A1,PMAIP1,CD55,PDLIM1,CD19,IL24,ISG20,RHOH,PAX5,CKAP2,ABCB4,PLEKHF2,PKIG,POU2AF1,SLC2A3,SYNPO,P2RX5,ARHGDIB,IGKV1D-13,MS4A1,PELI1,RAB30,CLEC2D,IGKV3-20,IGKC,BTG1,PTPRC,CEMIP2,PDK1,FCER2,HIF1A,CD37,CD22,IGHD,P2RY10,FCRL2,RRAS2,HLA-F,ADAM28,BANK1,CD83,LAPTM5,ARHGAP25,RESF1,BIRC3,AIM2,CD48,NFKBIA,KCNA3,SP140,SP140L,PLAAT4,KDM7A,CR1,LIMD2,MYC,STAP1,SIPA1L3,ELF1,HMGB2,FCMR,MARCKS,MMD,SP100,BACE2,FAM111A,HLA-DOB,PPP1CC,ZFP36L1,IL4R,CD79A,CCR6,CD79B,SLC35F2,PLCG2
GSE14000_UNSTIM_VS_4H_LPS_DC_DN	GSE14000_UNSTIM_VS_4H_LPS_DC_DN	1e-10	192	83	ATF3,DUSP5,EPSTI1,KMO,OAS1,OASL,IFI27,CCL4,BCL2A1,IFITM1,NT5C3A,OAS2,IRF7,CMPK2,CASP7,IL1B,TTC39B,SLC41A2,OAS3,IL7,NAMPT,PMAIP1,CCL1,PSMB9,USP18,NR4A3,NCOA7,IFI44L,BST2,ETV7,ISG20,SLAMF7,ISG15,FSD1L,PARP9,GBP5,CCL5,GBP1,PTGER4,IFI6,IRF9,SLC31A2,CD80,BTG2,UBE2L6,NFKBIZ,MELK,KYNU,MICB,IRF1,NABP1,MX2,DTX3L,IFI44,IFIT3,GBP2,IL15,APOL6,NLRC5,TNFAIP6,IFI35,EPOP,LILRB1,COQ10B,MIER1,ZC3H12C,GCH1,TFEC,RUNX3,PLEK,IFIH1,NFKBIA,SGPP2,MT2A,GPD2,IDO1,XAF1,CXCL11,STAP1,RIGI,TDRD7,HERC5,PARP14
GSE14415_INDUCED_VS_NATURAL_TREG_DN	GSE14415_INDUCED_VS_NATURAL_TREG_DN	1e-10	180	75	EPSTI1,ACAA2,PLAC8,IFITM1,GINS1,TPX2,SHCBP1,EXO1,GPR55,BST2,CDC45,CEP55,IL1RL2,GDA,HASPIN,TRIP13,EZH2,BIRC5,RAD51,RAD54L,MPO,SPC24,CDK1,MKI67,KIF4A,CENPN,KIF11,PLK1,BUB1,CENPA,MELK,KNL1,LMNB1,CENPF,ASF1B,CLSPN,DEPDC1B,NUF2,PTGR1,CKAP2L,FPR1,TOP2A,CKS1B,KIF15,TACC3,PLA2G7,HSPD1,KIF14,ARHGAP11A,DLGAP5,ASPM,HMMR,PLK4,CENPH,CCNA2,CORO1A,ERAP1,IGF2BP3,CCNB2,SKAP2,BRCA1,LGALS3,KPNA2,KIF2C,CDC25C,CDCA3,PBK,KIF23,HMGN2,SGO1,TTK,HADH,MT2A,WDHD1,NCAPG
GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_DN	GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_DN	1e-10	192	97	OAS1,OASL,IFI27,RGS1,IFITM1,HLA-DQA1,OAS2,PLSCR1,IRF7,PARP12,CASP7,IFNG,OAS3,IL7,PMAIP1,MX1,NMI,CASP1,RNASE2,PSMB9,USP18,BRINP3,PTTG1,IFI44L,ISG20,LAG3,ISG15,LIPC,TAP1,ME2,GBP1,CREM,DDX60,PTPN22,FCGR3B,IFI6,KIF4A,CXCL13,UBE2L6,CENPI,MX2,STAT1,TULP4,IGKC,CENPE,MT1H,IFI44,IFIT3,PLA2G7,MT1F,APOL1,CEACAM1,SAT1,FAR2,IFI30,IFI35,DDC,TLR3,GADD45A,PSME2,RAB11FIP1,GCH1,TFEC,PMCH,PSME1,AIM2,CDCA3,IFIH1,UBC,HLA-B,MT2A,TAPBP,H2BC12,XAF1,HERC5,RALA,ARG2,TRAFD1,MMD,SP100,SAMD9,MYD88,FABP5,KIAA0513,ADGRG6,PHF11,LAP3,IL12RB2,LAMP2,KIF18B,CAPN2,EIF2AK2,CCR1,VRK2,TRIM22,REC8,MT1X
GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP	GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP	1e-10	191	78	SYTL3,OAS1,OASL,GBP6,CCL13,CLCA4,KLRK1,FCGR3A,ETNK1,OAS2,CD69,IRF7,CMPK2,PARP12,OLFM4,OAS3,TDO2,MX1,SLC17A1,NMI,CALHM6,PSMB9,PSMB10,USP18,C2,IFI44L,OTUD7A,PSMB8,ISG20,UPP1,ISG15,PARP9,B2M,KCNJ1,TAP1,THEMIS2,OXGR1,IRF9,CFI,ZBP1,CH25H,CXCL10,UBE2L6,GBP4,DACH1,IRF1,MX2,DTX3L,TXNDC8,STAT1,SGK2,IFI44,IFIT3,GBP2,FPR1,GBP7,IL15,FCGR1A,IFI35,TLR3,BMP5,GCH1,UGT2A3,PSME1,IFIH1,CXCL9,GZMB,IDO1,XAF1,CXCL11,LY6E,MPEG1,RIGI,TRIM34,PARP14,APOBEC3B,SFMBT2,SLFN5
GSE25123_CTRL_VS_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_UP	GSE25123_CTRL_VS_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_UP	1e-10	192	67	AREG,SIK1,PHLDA1,OPN3,PLAUR,DHRS9,BCL2A1,PLAC8,PPARG,PLIN2,SLC16A6,STK17B,EREG,CLEC4E,DUSP2,IL1B,CD72,CD244,AQP9,NAMPT,OSM,DUSP10,MCEMP1,HCAR3,VEGFA,GK,TNIP3,CD52,TREM1,SLAMF7,UPP1,CYTIP,TAGLN2,PTGER2,MMP12,SDS,GK3,PRKCH,FA2H,DYRK3,KBTBD11,CSTA,TNFAIP3,CSTB,FCRLB,ELF4,S100A12,LYZ,OLIG1,MXD1,LRG1,BIRC3,ADA,SLC25A37,CD48,CXCL3,PFKFB3,CCDC88C,LIMD2,CCRL2,SELL,TNFRSF10B,RASSF5,GGT1,SIRPB1,RIPK2,GPR183
GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_DN	GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_DN	1e-10	157	58	AREG,PHLDA1,NR4A1,MAFF,IER2,PLIN2,NDRG1,IRF7,PARP12,NAMPT,CXCR4,HELLS,EXO1,CD38,KIF18A,BATF,BST2,PLXDC2,ISG20,CD160,CPT1A,CDC14A,DUSP16,MPO,PDCD1,SPC24,ORC1,CXCL10,CTLA4,XCL1,ARRDC4,IFI44,IFIT3,HIF1A,FPR1,OCIAD2,IFI30,RNF125,ETS2,ZC3H12C,SULT2B1,PLK4,STX11,MXD1,TNFRSF18,TFEC,FANCC,SKAP2,BRCA1,BIRC3,SHMT1,PBK,HIPK2,MT2A,RGS16,MFSD2A,NINJ2,CCRL2
GSE34156_UNTREATED_VS_6H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN	GSE34156_UNTREATED_VS_6H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN	1e-10	159	60	OASL,RIPK4,TMEM229B,CXCR3,ETNK1,OAS2,IRF7,PARP12,CD72,OAS3,MX1,NMI,PSMB9,USP18,CHEK2,GBP5,TAP1,DDX60,BLNK,ZBP1,SAMSN1,EHD4,CXCL10,UBE2L6,NABP1,MX2,STAT1,IFI44,IFIT3,GLS,FCGR1A,KIF3B,TLR3,TMOD3,CRYBG1,FCRL1,IFIH1,PLCB4,ITGA4,TLR1,IKZF1,INTS8,TRIM14,XKR5,ABI1,XAF1,LY6E,STAP1,PRUNE2,RIGI,TDRD7,TRIM34,HERC5,RND3,GBP3,SLFN5,PRSS16,ARHGAP30,LY6S,SP100
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN	1e-10	171	71	OTUD1,EPSTI1,OAS1,IER2,OASL,B3GNT8,CCL8,CSRNP1,AZIN2,PTGS2,NT5C3A,PLSCR1,IRF7,CMPK2,CFAP210,HOXB8,OAS3,PMAIP1,MX1,TMEM54,FAM81B,GADD45B,CEACAM5,CALHM6,FOSL1,CD38,NCOA7,IFI44L,PDE4B,SLAMF7,GBP5,EZH2,CCL5,GBP1,DDX60,ZBP1,CXCL10,PELI1,NFKBIZ,IRF1,MX2,STAT1,IFI44,GBP2,IL15,TNFAIP6,SAT1,OLIG1,COQ10B,LRP2,TFEC,H4C9,AIM2,IFIH1,TTF2,DSPP,XAF1,MAGEA11,RIGI,HERC5,B4GALT5,PARP14,APOA1,RIPK2,MASTL,TRAFD1,BTN1A1,SAMD9,MYD88,RIPOR2,HELZ2
