Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP	GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP	1.00e-10	116	0.58	0	0	1	0	keep	itself		True	INHBE,DPEP1,IRF4,CCDC51,IL18R1,TOX4,H2AX,CNTFR,CENPN,CCNB1,P2RX5,NPDC1,IL2RA,PTPN22,RPA3,DAZAP1,TYMS,AGK,SLCO4A1,JPT1
GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN	GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN	1.00e-10	119	0.595	0	0	1	0	keep	itself		True	FABP5,MCUR1,NUP93,PRPF4,PDSS1,CCT2,CDC37,CHEK1,PA2G4,DKC1,SYNE3,ACACA,SMG9,IMPDH2,TRIM28,SPOUT1,TUBA1C,MLEC,H2AX,ADARB1
GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_UP	GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_UP	1.00e-10	114	0.57	0	0	1	0	keep	itself		True	CCR2,CLEC2D,SHMT1,GINS3,STAU2,JPT1,FANCG,RFC3,LMNB2,GINS2,PPM1G,INPP5B,CKS2,HSD17B10,ZCCHC4,PRIM1,ITGA4,MAD2L1,PIEZO1,ARHGAP19
GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP	GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP	1.00e-10	113	0.565	0	0	1	0	keep	itself		True	TTK,MTHFD2,CKS2,TBL1X,PAQR4,CENPP,EME1,TMPO,KPTN,PPIH,UCP3,SPAG5,ARHGAP19,SKA1,CCNA2,DSCC1,RAD51,KIF20A,SDF2L1,LUZP1
GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP	GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP	1.00e-10	84	0.5153	0	0	1	0	keep	itself		True	RFWD3,TTK,H2BC9,SMOC1,FANCD2,TMPO,HDGF,ECT2,ATAD2,SPAG5,ARHGAP19,SEC61G,CCNA2,ANAPC5,FUBP1,NCAPG2,PRR11,NCAPD2,POP1,CDCA2
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP	GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP	1.00e-10	103	0.5508	47	43	9.88e-10	1.13e-11	keep	GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP	GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP	True	EME1,MAD2L1,MT1A,ECT2,SPAG5,ARHGAP19,SKA1,CCNA2,RAD51,ANAPC5,CKAP2,NCALD,GZMA,PRR11,PMM1,SGO2,CCNE1,BRCA2,HMGB2,NCAPD2
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	1.00e-10	115	0.575	47	43	1.14e-08	1.13e-11	keep	GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP	GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP	True	TPPP3,PRIM1,CENPP,FANCD2,EME1,MAD2L1,FAM221A,ECT2,SPAG5,ARHGAP19,AUNIP,SKA1,CCNA2,RAD51,KIF20A,CKAP2,NCAPG2,PRR11,HMGB2,PTGR1
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN	GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN	1.00e-10	106	0.5354	0	0	1	0	keep	itself		True	NCLN,EIF2B3,TIMM44,TNFRSF9,UTP4,CHEK1,PA2G4,FARSA,PEMT,THOP1,NOP14,PLAGL2,TNFRSF4,CENPN,CCNB1,C1orf216,PINX1,TOMM40,SLAMF1,POFUT1
GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP	GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP	1.00e-10	111	0.5578	0	0	1	0	keep	itself		True	STAU2,FANCG,PAICS,DHFR,RFC3,ATP1A3,SLBP,TTK,MTHFD2,RNASEH2A,CKS2,PRIM1,HS2ST1,TMPO,IFT25,NCAPD3,SPAG5,SERPINC1,ARHGAP19,ICMT
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN	GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN	1.00e-10	112	0.56	0	0	1	0	keep	itself		True	GRK3,IL2RA,ZNF282,RPA3,SHMT1,TYMS,GINS3,SLCO4A1,SRSF1,FANCG,PAICS,DHFR,TTI2,NME1,LMNB2,GINS2,TXLNA,CKS2,TUBB,IPO5
