Heatmap_Rank,term_id,term_name,p_value,term_size,intersection_size,intersection,Input_Order,Pathway_Gene_Source,Pathway_Gene_Count,Filtered,Versus,Versus Name,Result,Reciprocal pvalue,DEGs in Intersection,Is Reciprocal,GSEA_Rank,Neg_Log10_P,Pathway_Label_Clean,Pathway_Label,Heatmap_Cluster_Rank
1,GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP,GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP,1e-10,193,113,"TTK,MTHFD2,CKS2,TBL1X,PAQR4,CENPP,EME1,TMPO,KPTN,PPIH,UCP3,SPAG5,ARHGAP19,SKA1,CCNA2,DSCC1,RAD51,KIF20A,SDF2L1,LUZP1,NCAPG2,SGO2,HMGB2,NCAPD2,KPNA2,PARPBP,TMEM97,SNRPA,ESCO2,NEIL3,HJURP,SMC2,TOP2A,AURKB,KIF4A,PSAT1,C4orf46,NEK2,BRIP1,BDH1,LIG1,HROB,TK1,BTLA,RAD54L,CENPF,SHCBP1,SPC25,E2F8,TRIP13,ASF1B,RRM2,ICOS,EOMES,AP1B1,GINS1,XCL1,DBF4,TTLL12,NUF2,TICRR,ERCC6L,CENPA,BRCA1,WDR90,NCAPH,MELK,CDC6,CDCA3,BIRC5,NUSAP1,CCNB2,CLPB,BUB1,DLGAP5,CDC45,ASPM,EXO1,CENPE,CKAP2L,CDCA5,CIT,PKMYT1,SLC27A5,STIL,BUB1B,XRCC2,KIF23,PPIA,SLC7A1,EZH2,TCF7,PCLAF,UHRF1,ELF5,SPC24,ARHGAP11A,PIF1,FIGNL1,KIF18B,MIS18BP1,ZAP70,STMN1,PALS2,CEP55,KNL1,KIF20B,CCNF,MCM5,CLSPN,MCM10,ESPL1,POLE",0,GMT,200,keep,itself,,1.0,0.0,0,True,1,10.0,GSE30962 PRIMARY VS SECONDARY ACUTE LCMV INF CD8 TCELL UP,"GSE30962 PRIMARY VS SECONDARY ACUTE LCMV INF
CD8 TCELL UP",1
2,GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP,GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP,1e-10,177,103,"EME1,MAD2L1,MT1A,ECT2,SPAG5,ARHGAP19,SKA1,CCNA2,RAD51,ANAPC5,CKAP2,NCALD,GZMA,PRR11,PMM1,SGO2,CCNE1,BRCA2,HMGB2,NCAPD2,PTGR1,ESCO2,NEIL3,SMC2,TOP2A,AURKB,SGO1,KIF4A,NUPR1,PRC1,BRIP1,RACGAP1,LIG1,ORC6,KIF15,TK1,CDKN3,RAD54L,CENPF,SHCBP1,NCAPG,SPC25,IFITM1,PBK,E2F8,ASF1B,RRM2,TPX2,CENPS,MCM7,PLK1,GINS1,WDHD1,ATAD5,NUF2,KIF14,BRCA1,RAD51AP1,NCAPH,TOPBP1,CDC6,CDCA3,BIRC5,CCNB2,DEPDC1,TACC3,BUB1,DLGAP5,TFDP1,CDK1,CDC45,ASPM,CENPE,AURKA,MYBL1,LRRC58,CDCA8,BUB1B,KIF23,EIF5A2,CSPP1,WDR76,UHRF1,DNA2,SPC24,ARHGAP11A,FIGNL1,KIF11,INCENP,TCF19,MIS18BP1,ZBTB32,STMN1,LMNB1,SYCE2,CEP55,KNL1,MCM4,MCM5,MKI67,HELLS,CLSPN,POLE",1,GMT,187,keep,GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP,GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP,9.88e-10,1.13e-11,43,True,2,10.0,GSE13547 CTRL VS ANTI IGM STIM BCELL 12H UP,GSE13547 CTRL VS ANTI IGM STIM BCELL 12H UP,2
3,GSE14415_NATURAL_TREG_VS_TCONV_DN,GSE14415_NATURAL_TREG_VS_TCONV_DN,1e-10,169,89,"SPAG5,ARHGAP19,CCNA2,RAD51,CKAP2,ZBP1,GZMA,PRR11,SGO2,HMGB2,NCAPD2,PTGR1,ANP32B,MTTP,ESCO2,NEIL3,SMC2,TOP2A,SGO1,RAD51C,KIF4A,MCM2,ASXL1,PRC1,BRIP1,GZMK,LIG1,KIF15,TK1,CDKN3,OSBPL3,RAD54L,CENPF,XRRA1,NCAPG,PBK,E2F8,ASF1B,RRM2,TPX2,CENPS,MCM7,PLK1,GINS1,WDHD1,NUF2,KIF14,BRCA1,NCAPH,CHTF18,TOPBP1,CDCA3,BIRC5,BLM,CCNB2,TACC3,BUB1,DLGAP5,CDK1,CDC45,ASPM,CENPE,AURKA,CKAP2L,CENPM,MYBL1,CDCA8,CDC25B,BUB1B,SLC41A3,KIF23,IQGAP3,UHRF1,SPC24,ARHGAP11A,KIF11,NSMF,MIS18BP1,ZBTB32,STMN1,LMNB1,SYCE2,CEP55,KNL1,MCM4,GZMB,MCM5,HELLS,CLSPN",3,GMT,180,keep,GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP,GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP,5.09e-10,5.25e-08,53,True,4,10.0,GSE14415 NATURAL TREG VS TCONV DN,GSE14415 NATURAL TREG VS TCONV DN,3
4,GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP,GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP,1e-10,198,115,"TPPP3,PRIM1,CENPP,FANCD2,EME1,MAD2L1,FAM221A,ECT2,SPAG5,ARHGAP19,AUNIP,SKA1,CCNA2,RAD51,KIF20A,CKAP2,NCAPG2,PRR11,HMGB2,PTGR1,PMCH,SLC25A6,PARPBP,MCM6,PXMP2,CDCA2,DTL,ESCO2,SKA3,SMC2,TOP2A,AURKB,PCNA,NUP205,UBE2C,KNSTRN,KIF4A,PSAT1,NEK2,BRIP1,RACGAP1,LIG1,HROB,TK1,CDKN3,CENPF,SHCBP1,NCAPG,SPC25,PBK,E2F8,RRM2,TPX2,PLK1,ANLN,CENPI,NUF2,TICRR,CENPA,CTLA4,RAD51AP1,NCAPH,MELK,CDC6,TUBA1B,CDCA3,BIRC5,CCNB2,FEN1,DEPDC1,PIMREG,PASK,TACC3,BUB1,TFDP1,CDK1,CDC45,ASPM,EXO1,CENPE,AURKA,CKAP2L,CENPM,CDCA5,MRPL20,CCAR1,STIL,BUB1B,KIF23,PSRC1,CIP2A,UHRF1,DNA2,SPC24,E2F7,ARHGAP11A,PIF1,ORC1,INCENP,KIF18B,ZWILCH,TCF19,FOXM1,MIS18BP1,STMN1,CEP55,KNL1,KIF20B,CCNF,MKI67,CLSPN,GTSE1,MCM10,MYBL2,POLE",6,GMT,200,keep,GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP,GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP,1.14e-08,1.13e-11,43,True,7,10.0,GSE15750 DAY6 VS DAY10 TRAF6KO EFF CD8 TCELL UP,"GSE15750 DAY6 VS DAY10 TRAF6KO EFF CD8 TCELL
UP",4
5,GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP,GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP,1e-10,198,106,"SKA2,SPAG5,AUNIP,SKA1,DSCC1,RAD51,KIF20A,CKAP2,PRR11,SACK1D,PMM1,SGO2,KPNA2,PMCH,ANP32B,PARPBP,ESCO2,SKA3,NEIL3,SMC2,TOP2A,AURKB,SGO1,UBE2C,KNSTRN,OIP5,MCM2,NEK2,PRC1,RACGAP1,LIG1,HROB,TK1,CDKN3,RAD54L,SHCBP1,NCAPG,SPC25,PBK,ASF1B,RRM2,TPX2,CENPS,MCM7,PLK1,NSD2,GINS1,DBF4,CENPI,ATAD5,NUF2,CENPA,BRCA1,RAD51AP1,NCAPH,MELK,CDC6,TUBA1B,BIRC5,NUSAP1,HASPIN,CCNB2,FEN1,DEPDC1,PIMREG,PASK,CDC20,BUB1,CDK1,CDC45,ASPM,CENPE,AURKA,LZIC,CKAP2L,CENPM,MYBL1,CDCA8,STIL,BUB1B,KIF23,CIP2A,KIF2C,KNTC1,IQGAP3,PCLAF,UHRF1,DNA2,SPC24,E2F7,ARHGAP11A,FIGNL1,KIF11,KIF18B,VDAC3,POLQ,TCF19,STMN1,CEP55,KNL1,MCM5,HELLS,GTSE1,MCM10,MYBL2,ESPL1",8,GMT,200,keep,GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP,GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP,5.58e-09,3.78e-07,53,True,9,10.0,GSE15750 DAY6 VS DAY10 EFF CD8 TCELL UP,GSE15750 DAY6 VS DAY10 EFF CD8 TCELL UP,5
6,GSE14415_INDUCED_VS_NATURAL_TREG_DN,GSE14415_INDUCED_VS_NATURAL_TREG_DN,1e-10,175,85,"WARS1,SDAD1,SAE1,ECT2,NOL12,ARHGAP19,PRDX3,CDCA7,CCNA2,RAD51,ANAPC5,HSPD1,NCAPG2,PTGR1,MYB,KPNA2,NEIL3,SMC2,TOP2A,SGO1,KIF4A,MCM2,NUDT1,KIF15,NR1I3,KLRG1,CORO1A,TDRD6,RAD54L,CENPF,SHCBP1,NCAPG,IFITM1,PBK,E2F8,TRIP13,ASF1B,TPX2,CENPS,PLK1,GINS1,WDHD1,ATAD5,NUF2,KIF14,CENPA,BRCA1,TUBGCP2,MELK,CDCA3,BIRC5,HASPIN,CCNB2,NRM,TACC3,BUB1,DLGAP5,CDK1,CDC45,ASPM,EXO1,SMC3,CKAP2L,CDCA8,BUB1B,KIF23,ADAP1,KIF2C,EZH2,RBM17,HMGN2,SPC24,ARHGAP11A,KIF11,INCENP,MIS18BP1,STMN1,PALS2,LMNB1,CEP55,KNL1,MCM5,MKI67,CLSPN,ERAP1",29,GMT,181,keep,GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP,GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP,1.74e-10,3.44e-06,53,True,29,10.0,GSE14415 INDUCED VS NATURAL TREG DN,GSE14415 INDUCED VS NATURAL TREG DN,6
7,GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP,GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP,1e-10,177,84,"MAD2L1,EPHX1,ECT2,H2AZ1,CCNA2,RAD51,PPIP5K2,CKAP2,ZBP1,NCAPG2,PRR11,SGO2,CCNE1,TEC,BRCA2,NCAPD2,KPNA2,IFIT3,MCM6,TNFRSF18,ESCO2,NEIL3,TOP2A,AURKB,SGO1,MTA2,KIF4A,TRAFD1,PSAT1,PDCD1,SEPTIN4,PRC1,BRIP1,GZMK,LIG1,KIF15,CDKN3,CENPF,NCAPG,SPC25,RRM2,TPX2,CENPS,MCM7,PLK1,EOMES,NSD2,SEMA4D,WDHD1,ATAD5,NUF2,RNF213,CD7,KIF14,CENPA,ACSL5,BRCA1,CTLA4,RAD51AP1,LAG3,CDCA3,CCNB2,BUB1,CDK1,CDC45,ASPM,CENPE,SRGAP3,CXCL10,CDCA8,KIF2C,EZH2,FIGNL1,KIF11,CD38,INCENP,MIS18BP1,STMN1,GLCCI1,NEB,MKI67,HELLS,CLSPN,POLE",28,GMT,182,keep,GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP,GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP,1.29e-07,0.001,52,True,28,10.0,GSE13547 CTRL VS ANTI IGM STIM BCELL 2H UP,GSE13547 CTRL VS ANTI IGM STIM BCELL 2H UP,7
8,GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_DN,GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_DN,1e-10,193,91,"ARHGAP19,SKA1,CCNA2,FBXO44,KIF20A,CKAP2,LUZP1,AHCY,GZMA,PRR11,CCNE1,POC1A,CACNA1D,PTGR1,KPNA2,SPOCK2,PARPBP,PXMP2,SNRPA,DTL,ESCO2,SKA3,TOP2A,SGO1,UBE2C,KIF4A,NEK2,FAM72A,FAM81A,RACGAP1,LIG1,CCDC18,CENPF,SHCBP1,SPC25,PBK,E2F8,TRIP13,TPX2,PLK1,ANLN,CENPI,XYLB,NUF2,TUBG1,TICRR,IKZF3,CTLA4,RAD51AP1,MELK,LAG3,CDC6,BIRC5,NUSAP1,CCNB2,FEN1,CDC20,BUB1,CDK1,ASPM,EXO1,CENPE,AURKA,COQ8A,CDCA5,CIT,ATP5IF1,CEBPA,STIL,KIF2C,PCLAF,UHRF1,DNA2,RECQL4,SPC24,E2F7,FIGNL1,KIF11,KIF18B,FOXM1,ZBTB32,DGKG,STMN1,CEP55,CCNF,GZMB,CLSPN,CDKN2C,MCM10,PKN3,MYBL2",33,GMT,200,keep,GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP,GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP,8.61e-14,4.91e-07,56,True,33,10.0,GSE39110 DAY3 VS DAY6 POST IMMUNIZATION CD8 TCELL DN,"GSE39110 DAY3 VS DAY6 POST IMMUNIZATION CD8
TCELL DN",8
9,GSE2405_S_AUREUS_VS_UNTREATED_NEUTROPHIL_DN,GSE2405_S_AUREUS_VS_UNTREATED_NEUTROPHIL_DN,1e-10,186,98,"RFC3,FBXO5,SLBP,CD8B,TIPIN,TP53INP1,AGFG2,CENPP,MAD2L1,HIBADH,C1GALT1,SKA2,ARHGAP19,SKA1,MTSS1,CCNA2,SKP2,KIF20A,POU6F1,CKAP2,RUVBL1,ACYP1,GZMA,SH2D1A,CCNE1,RTKN2,MYB,P2RY10,KPNA2,RFXAP,MCM6,CDCA2,DTL,SLC35B4,SAXO6,CD8A,TOP2A,PCNA,SGO1,MPP1,PRODH,KNSTRN,FXN,GFI1,OIP5,RAPGEF3,PRC1,RACGAP1,LIG1,TK1,CDKN3,CENPF,SHCBP1,SLA2,NCAPG,SPC25,PBK,ASF1B,RRM2,TPX2,GINS1,CENPI,ATAD5,NUF2,SLC43A1,TICRR,SUV39H1,CENPA,TENM1,NCAPH,CDCA3,BIRC5,NUSAP1,CTH,PIMREG,CDC45,EXO1,CENPE,AURKA,CKAP2L,CDCA5,CDCA8,BMAL1,BUB1B,CIP2A,KIF2C,EZH2,FIGNL1,KIF18B,STMN1,RORC,SYCE2,CEP55,KNL1,GLCCI1,CCNF,MKI67,ESPL1",26,GMT,199,keep,itself,,1.0,0.0,0,True,26,10.0,GSE2405 S AUREUS VS UNTREATED NEUTROPHIL DN,GSE2405 S AUREUS VS UNTREATED NEUTROPHIL DN,9
10,GSE14415_INDUCED_TREG_VS_TCONV_UP,GSE14415_INDUCED_TREG_VS_TCONV_UP,1e-10,173,85,"SPAG5,POLL,CCNA2,DSCC1,RAD51,SNRPA1,SHMT2,BUB3,WIZ,COPS5,POLE2,ARHGAP21,ZBP1,PMM1,SNRPA,PSMD3,NEIL3,AURKB,SGO1,PHGDH,PSAT1,RAN,FAM72A,GZMK,NUDT1,KIF15,CS,CDKN3,NDC1,SPC25,TAF12,PBK,TRIP13,ASF1B,RRM2,TRAIP,CENPS,MCM7,PLK1,GINS1,CALM3,NUF2,DDOST,TUBGCP2,RAD51AP1,RANBP1,CHTF18,CDCA3,BIRC5,CCNB2,NRM,CDC20,BUB1,TFDP1,CDK1,CDC45,AURKA,CKAP2L,RPS6KA1,CDCA8,CDC25B,PSMB2,ATP5IF1,ADAP1,CDC123,SPC24,E2F7,FIGNL1,KIF18B,POLQ,MIS18BP1,ZBTB32,STMN1,DCK,SYCE2,KNL1,DDX39A,TROAP,GZMB,IRF8,MKI67,RCC1,CDKN2C,MCM10,PSMA5",4,GMT,179,keep,itself,,1.0,0.0,0,True,5,10.0,GSE14415 INDUCED TREG VS TCONV UP,GSE14415 INDUCED TREG VS TCONV UP,10
11,GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_DN,GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_DN,1e-10,178,84,"ALYREF,RFC3,NME1,FBXO5,SLC25A13,TKT,CCRL2,CKS2,PRIM1,CENPP,EME1,MAD2L1,SPAG5,CCNA2,DSCC1,RAD51,SNRPA1,SHMT2,BUB3,COPS5,POLE2,PMM1,STARD3NL,AURKB,SGO1,CDK4,UBE2S,PSAT1,RAN,EIF1AD,SDHB,FAM72A,TIMCC,GZMK,ORC6,KIF15,CDKN3,NDC1,SPC25,IFITM1,PBK,TRIP13,ASF1B,RRM2,CENPS,MCM7,PLK1,GINS1,NUF2,TUBG1,TUBGCP2,RAD51AP1,RANBP1,CDCA3,BIRC5,CCNB2,NRM,DEPDC1,BUB1,TFDP1,CDK1,CDC45,AURKA,CKAP2L,CDCA8,PSMB2,ADAP1,CDC123,HMGN2,SPC24,FIGNL1,MIS18BP1,ZBTB32,STMN1,DCK,SYCE2,KNL1,DDX39A,TROAP,MKI67,RCC1,MRTO4,MCM10,PSMA5",31,GMT,184,keep,GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP,GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP,3.65e-10,6.09e-06,44,True,31,10.0,GSE13547 2H VS 12 H ANTI IGM STIM BCELL DN,GSE13547 2H VS 12 H ANTI IGM STIM BCELL DN,11
12,GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP,GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP,1e-10,144,84,"RFWD3,TTK,H2BC9,SMOC1,FANCD2,TMPO,HDGF,ECT2,ATAD2,SPAG5,ARHGAP19,SEC61G,CCNA2,ANAPC5,FUBP1,NCAPG2,PRR11,NCAPD2,POP1,CDCA2,ESCO2,NEIL3,SMC2,TOP2A,NUP205,KIF4A,UBE2T,UBE2S,RBL1,PRC1,BRIP1,RACGAP1,LIG1,KIF15,CENPF,E2F8,TPX2,PDE7A,CENPS,PLK1,NSD2,ANLN,NFKBID,KIF14,BRCA1,NCAPH,CHTF18,H2AZ2,CDC6,H2AC25,HASPIN,TACC3,ASPM,CENPE,CKAP2L,MYBL1,CDCA8,CDC25B,BUB1B,XRCC2,KIF23,KNTC1,PIK3R3,EZH2,FAF1,UHRF1,DNA2,ARHGAP11A,PIF1,KIF11,INCENP,KIF18B,PODXL2,POLQ,MIS18BP1,STMN1,KNL1,TROAP,CCNF,MKI67,GTSE1,TTF2,MCM10,POLE",14,GMT,163,keep,itself,,1.0,0.0,0,True,15,10.0,GSE27241 WT VS RORGT KO TH17 POLARIZED CD4 TCELL UP,"GSE27241 WT VS RORGT KO TH17 POLARIZED CD4
TCELL UP",12
13,GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP,GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP,1e-10,179,79,"FKBP4,FBXO42,ANAPC7,DOT1L,SPAG5,ARHGAP19,CDCA7,PSMD13,POLE2,RIDA,SSRP1,NCAPD2,PTGR1,IL12RB2,SAXO6,SGO1,ANP32A,UBE2S,MCM2,CDK2,TK1,NELFCD,SEPTIN8,TAF12,E2F8,DHDDS,ASF1B,TPX2,ANAPC2,PHACTR4,PLK1,ANLN,MED24,ERCC6L,CENPA,CHTF18,ATP2A3,PPP1R10,H2AC25,STX2,DEPDC1,PIMREG,CDC20,CDK1,AURKA,CKAP2L,CDCA5,POLA2,CDCA8,CDC25B,CIT,BMAL1,ATP5IF1,BUB1B,KIF23,KIF2C,WDR76,IQGAP3,SUN1,GPN2,FIGNL1,KIF11,INCENP,KIF18B,NPRL2,MIS18BP1,POLD1,PAN2,SYCE2,KNL1,GLCCI1,TROAP,MKI67,GTSE1,E2F1,ESPL1,CEP85,NEMP1,KCNAB2",34,GMT,182,keep,itself,,1.0,0.0,0,True,34,10.0,GSE19941 LPS VS LPS AND IL10 STIM IL10 KO MACROPHAGE UP,"GSE19941 LPS VS LPS AND IL10 STIM IL10 KO
MACROPHAGE UP",13
14,GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_CD4_TCELL_UP,GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_CD4_TCELL_UP,1e-10,181,84,"ZFYVE19,POU4F1,CCND3,KIF20A,ACYP1,NCAPG2,SACK1D,REXO5,KCTD7,CCNE1,SUSD3,ZNF385B,RTKN2,CEP135,HAUS8,PBX3,DIS3L,NEIL3,HP1BP3,SAPCD2,CDC25A,KIF18A,PSIP1,ZNF518A,PRC1,RBSN,ORC6,TK1,C1orf35,CHN2,ZNF367,CCDC18,NCAPG,CASZ1,NSD2,ANLN,TTL,WDHD1,CENPI,NUF2,ERCC6L,TAF5,ZMYND19,SUV39H1,CENPA,WDR90,CHTF18,MELK,TOPBP1,CDCA3,NUSAP1,CCNB2,DEPDC1,TACC3,CDC20,BUB1,LUC7L3,CENPE,XPNPEP1,AURKA,MYBL1,WDR5,BUB1B,PIDD1,PSRC1,CSPP1,DDX11,TASOR2,UHRF1,SASS6,SPC24,E2F7,PIF1,ORC1,UBE4B,SFXN4,SUGP2,POLQ,TCF19,STMN1,E2F1,RAB15,MPHOSPH9,ZWINT",15,GMT,194,keep,itself,,1.0,0.0,0,True,16,10.0,GSE21670 UNTREATED VS TGFB IL6 TREATED CD4 TCELL UP,"GSE21670 UNTREATED VS TGFB IL6 TREATED CD4
TCELL UP",14
15,GSE21546_UNSTIM_VS_ANTI_CD3_STIM_DP_THYMOCYTES_DN,GSE21546_UNSTIM_VS_ANTI_CD3_STIM_DP_THYMOCYTES_DN,1e-10,181,79,"PPAN,SKA2,SPAG5,ARHGAP19,ICMT,TIMELESS,DSCC1,KIAA0586,MAP3K3,PRR11,PGP,MAPKAPK5,HS3ST2,SGO2,IGLV1-44,TARBP1,ANP32B,SSX2IP,SLC1A5,MTFP1,CDCA4,PANK1,PMPCA,STARD7,FXN,KIF4A,NUP85,ANAPC1,MID1,SNRNP25,CTPS1,NDC1,SLC25A39,PUS1,TPX2,DDX46,URB2,CSTF3,TUBG1,TICRR,SUV39H1,BRCA1,CLN6,PFAS,PHF19,BLM,CCNB2,NRM,TEDC2,DNMT1,CDC20,BCS1L,ASPM,CEP78,CDCA5,ZNF511,RAD9A,POLD2,PSRC1,KNTC1,WDR76,EZH2,DDN,SPC24,KIF18B,TCF19,RCCD1,MYO19,KIF20B,DDX39A,CCNF,MCM5,MKI67,MRTO4,E2F1,MRPL37,TCHP,NEMP1,SRRM1",17,GMT,199,keep,itself,,1.0,0.0,0,True,18,10.0,GSE21546 UNSTIM VS ANTI CD3 STIM DP THYMOCYTES DN,"GSE21546 UNSTIM VS ANTI CD3 STIM DP
THYMOCYTES DN",15
