"TF","Mean_Selected_Rank","Best_Selected_Rank","Worst_Selected_Rank","DoRothEA_Rank","ChEA3_Rank","CollecTRI_Rank","DoRothEA_P_Value","CollecTRI_P_Value","DoRothEA_Score","ChEA3_Score","CollecTRI_Score","CheA3_Library_Count","Consensus_Rank"
"TFAP4","213.333333333333314","16","551","16","73","551","0.00020711755719952798862615317432300798828","0.75723939311382304495623429829720408","3.68378308472953009","0.02020000000000000","0.3091079747098690","4","45"
"NFKB1","213.333333333333343","72","422","72","146","422","0.03329142113968810295920874864350480493158","0.46020764305888900436158905904449057","1.47766766534344995","0.03734000000000000","0.7385049783639190","4","46"
"TCF7L2","214.666666666666657","102","425","117","102","425","0.11161984094323000593629302557019400410354","0.46348966631805799121224254122353159","0.95225860068270596","0.02694000000000000","0.7331127467442260","6","47"
"JUN","215.333333333333343","18","445","18","183","445","0.00032665413471617799848895069558807335852","0.50366289494881100186063349610776640","3.48591184023536016","0.04545000000000000","0.6687375733266770","6","48"
"SP1","222.000000000000000","45","345","45","276","345","0.01107202654616109942231627627506895805709","0.27146311764981001513064029495581053","1.95577288162670992","0.06780000000000000","1.0996993968473501","5","49"
"ARNT","222.333333333333343","41","440","186","41","440","0.37876434934457298142618242309254128485918","0.49498234580908301305512964063382242","0.42163090509526302","0.01106000000000000","0.6824058687869530","5","50"
"GRHL2","222.666666666666686","61","536","71","61","536","0.03176953540359529759573575802278355695307","0.70969322688239999674664204576401971","1.49798913623139995","0.01684000000000000","0.3722681271092490","5","51"
"PAX5","226.333333333333343","93","465","93","121","465","0.06889673624557919595634558618257869966328","0.56128506808946898587464602314867079","1.16180135086607006","0.03174000000000000","0.5809338045014760","5","52"
"TWIST1","228.000000000000000","44","352","44","352","288","0.00974886773632539956058185026677165296860","0.19396903484716399024279098739498295","2.01104582167794010","0.08538000000000000","1.2989268480935701","4","53"
"EHF","233.000000000000000","115","419","115","419","165","0.11161984094323000593629302557019400410354","0.07802099664812710277939089564824826","0.95225860068270596","0.10110000000000000","1.7622859491746199","4","54"
"SREBF2","234.666666666666686","11","676","11","676","17","0.00003828122429980530014130557514562269716","0.00056173056261060402317986106623948","4.41701418118393008","0.17240000000000000","3.4494496081011001","6","55"
"MXI1","235.000000000000000","66","483","66","483","156","0.02629391089961799835017508542023279005662","0.07418132531786769678916471093543805","1.58014481306432009","0.11860000000000000","1.7854933729447799","5","56"
"SOX2","237.333333333333343","191","299","222","299","191","0.62683602607037702814096746806171722710133","0.08995358448274870521998991534928791","0.20284605133243200","0.07317000000000000","1.6956426028056100","5","57"
"REST","239.333333333333314","3","606","109","606","3","0.09558097918752940513886784401620388962328","0.00000072175393349305500730332847692","1.01962852462540998","0.15179999999999999","4.9554168239753800","6","58"
"HBP1","244.000000000000000","163","349","163","220","349","0.30154147246138901516943064962106291204691","0.27703408064108797637103975830541458","0.52065294878921298","0.05484000000000000","1.0870061751543700","4","59"
"ASCL1","258.000000000000000","118","466","190","466","118","0.39640665125537299928737411391921341419220","0.04980754822799619840889562283337000","0.40185906715529901","0.11450000000000000","1.9616130803984999","4","60"
"TCF4","258.000000000000000","121","507","121","507","146","0.12369383850133300328799634826282272115350","0.06752488102958639770712068184366217","0.90765193312364401","0.12460000000000000","1.8281644072447001","5","61"
"RFX5","258.333333333333314","199","299","199","277","299","0.45100664154740099931473196193110197782516","0.21130997984972399450498414807952940","0.34581706263168599","0.06783000000000000","1.2499714416040399","5","62"
"ATF1","259.333333333333314","208","320","250","208","320","0.86082081331939397372821076714899390935898","0.24570536163087300374208155062660808","0.06508724098009550","0.05221000000000000","1.1608439610745300","5","63"
"NFKB2","259.666666666666686","35","505","35","239","505","0.00466741296276648991864233195769884332549","0.64157762717616795278274821612285450","2.33092377196327982","0.05849000000000000","0.4654941473280040","4","64"
"TBP","262.333333333333314","126","516","126","516","145","0.13581894670544999992323198512167437002063","0.06750086272757610528216787315614056","0.86703964186945504","0.12709999999999999","1.8283245148909899","5","65"
"MYB","266.666666666666686","48","523","229","48","523","0.69468636990204302161799887471715919673443","0.67779609099509996461563332559308037","0.15821122211945801","0.01353000000000000","0.4154724337685870","6","66"
"WT1","266.666666666666686","59","493","59","248","493","0.02233624414624680101781883934108918765560","0.59973601179015800788363321771612391","1.65098985197651005","0.06098000000000000","0.5247801792381120","4","67"
"KLF4","268.000000000000000","108","520","108","176","520","0.09558097918752940513886784401620388962328","0.66239614878897601357721214299090207","1.01962852462540998","0.04377000000000000","0.4366073259445590","5","68"
"ZEB1","269.333333333333314","81","526","81","526","201","0.04552917079479069928371615105788805522025","0.10567456105464299864760135960750631","1.34171025925750009","0.13070000000000001","1.6179444902030100","5","69"
"GATA4","269.333333333333314","220","325","220","263","325","0.62683602607037702814096746806171722710133","0.25374414012777701810108510471764021","0.20284605133243200","0.06472000000000000","1.1413023125696500","5","70"
"BACH2","271.333333333333314","27","736","51","736","27","0.01863978963373279923443348593536939006299","0.00178378523874696010703688742182749","1.72955899334602003","0.19230000000000000","3.1240526690528401","4","71"
"ETS2","274.000000000000000","73","618","131","618","73","0.14512180378177699791031329823454143479466","0.01934655685441299954874239119817503","0.83826733221614802","0.15529999999999999","2.3387851267614299","4","72"
"NR3C1","275.333333333333314","119","486","221","486","119","0.62683602607037702814096746806171722710133","0.05011161240801329658234308794817480","0.20284605133243200","0.11920000000000000","1.9590100279803500","6","73"
"BHLHE40","279.666666666666686","105","505","105","505","229","0.09009840888388330470970544183728634379804","0.13326949792871900513091532047837973","1.04528287848876000","0.12410000000000000","1.5013328289426799","4","74"
"NFIC","279.666666666666686","129","503","207","129","503","0.49633679175045297693458223875495605170727","0.63693177691576996490852025090134703","0.30422353084343401","0.03367000000000000","0.4719930113866090","5","75"
"KMT2A","280.666666666666686","50","671","50","671","121","0.01488439672204219972606598076936279539950","0.05220142313370400299898932416908792","1.82726876300568009","0.17140000000000000","1.9414689413570900","3","76"
"MAZ","283.666666666666686","86","555","210","555","86","0.51946534399948396387713955846265889704227","0.02511492881039460028924636958436167","0.28444342098810699","0.13800000000000001","2.2396303788328900","5","77"
"TCF12","290.666666666666686","22","545","22","545","305","0.00065937929567784600744240197656154123251","0.22648118149806600873930051420757081","3.18086469370186009","0.13560000000000000","1.2094729908124600","5","78"
"RUNX1","292.000000000000000","20","733","123","733","20","0.12817586469870301257856226584408432245255","0.00075814357242467002393621067213303","0.89219374404470198","0.19159999999999999","3.3676406014455300","5","79"
"SPIB","293.333333333333314","145","568","145","167","568","0.21031636660355199075489451843168353661895","0.80691140856181198248719965704367496","0.67712692964826104","0.04169000000000000","0.2444124394836590","4","80"
"MITF","296.000000000000000","147","448","147","448","293","0.22777346745261101146340365630749147385359","0.19971884866334699282219844462815672","0.64249686678031503","0.10979999999999999","1.2823529856156100","5","81"
"ZNF384","300.000000000000000","40","665","195","665","40","0.42631379021003101836839732641237787902355","0.00412171857616668024792971891656634","0.37027061875973000","0.16950000000000001","2.8686928387165200","5","82"
"EPAS1","301.666666666666686","178","365","178","362","365","0.34837934785378399382693714869674295186996","0.30938863822248302559714261406043079","0.45794759815054797","0.08784000000000000","1.0165056922976401","4","83"
"SMAD4","303.666666666666686","48","750","113","750","48","0.10316708222103999903485060940511175431311","0.00638914644202675033324290154723712","0.98645885203291905","0.19780000000000000","2.7271114016674298","5","84"
"FOSL2","308.666666666666686","151","401","151","374","401","0.24015788812961100240350731382932281121612","0.40277286847387899770822627942834515","0.61950314412849095","0.09091000000000000","0.8366792807308300","5","85"
"KLF1","312.000000000000000","112","496","112","496","328","0.10123126702269899523933815999043872579932","0.25548748738509302613763907174870837","0.99468532743556004","0.12200000000000000","1.1371215234672400","5","86"
"HSF1","313.666666666666686","167","585","167","189","585","0.31261953425680899520955335901817306876183","0.85723910366393796245176872616866603","0.50498388826538598","0.04714000000000000","0.1798897736727180","5","87"
"NR4A1","317.000000000000000","77","554","77","320","554","0.03916418789044080056571672798781946767122","0.76282842751720103535717498743906617","1.40711087456901995","0.07840999999999999","0.3017686546347850","4","88"
"ELF5","320.000000000000000","66","778","116","778","66","0.11161984094323000593629302557019400410354","0.01563620060305730141703151048204745","0.95225860068270596","0.20699999999999999","2.4172982199680200","5","89"
"AHR","320.666666666666686","148","627","148","627","187","0.22801237085283798666779375707847066223621","0.08724959938947980664369907799482462","0.64204158963386204","0.15809999999999999","1.7100880112251999","5","90"
"BCL6","321.000000000000000","125","430","125","408","430","0.13581894670544999992323198512167437002063","0.47797136896932301830531741870800033","0.86703964186945504","0.09829000000000000","0.7095691290741460","5","91"
"USF1","324.000000000000000","170","442","170","360","442","0.31585233678002999635481273799086920917034","0.50140426575471397363514824974117801","0.50051590570354398","0.08754000000000001","0.6722818757537981","5","92"
"NCOA3","324.666666666666686","185","480","185","480","309","0.36811435749377502402168715889274608343840","0.22824249827422599112836110180069227","0.43401724351850601","0.11820000000000000","1.2048984727711201","4","93"
"VDR","327.333333333333314","92","481","92","481","409","0.06833381783120730246228191617774427868426","0.41706984099570498791820227779680863","1.16536431443453004","0.11820000000000000","0.8115152462591720","5","94"
"IRF9","328.666666666666629","7","926","53","926","7","0.02069464987412550013856638031484180828556","0.00004781076045925819803907377836261","1.68414191688446002","0.26350000000000001","4.0660788735610200","4","95"
"NFE2L2","333.000000000000000","98","594","98","307","594","0.07685939685917840547002555240396759472787","0.87833680316945295096786594513105229","1.11430302790911995","0.07494000000000001","0.1530779514012090","5","96"
"NR5A1","333.000000000000000","129","630","240","630","129","0.77208906795440002124308875863789580762386","0.05705327501795889877378442633926170","0.11233259669811300","0.15870000000000001","1.9029024517081401","3","97"
"TP63","333.333333333333314","110","453","110","453","437","0.09609153965426860122267527231088024564087","0.49037009123637598229095146962208673","1.01731484795281002","0.11110000000000000","0.6897203097825080","5","98"
"ZEB2","334.000000000000000","120","651","120","651","231","0.11988285425285299945485917305632028728724","0.13619722059899999622167854340659687","0.92124292562372700","0.16520000000000001","1.4901027524349999","4","99"
"PDX1","340.000000000000000","56","585","56","585","379","0.02119655526918649834922092622946365736425","0.34514964240160200814599988916597795","1.67373471214387992","0.14620000000000000","0.9440391501317310","5","100"
"TAL1","340.333333333333314","208","586","208","586","227","0.51411298610068301151443392882356420159340","0.13144230649071600436350593099632533","0.28894142604808198","0.14630000000000001","1.5084386141060000","6","101"
"TFAP2A","340.666666666666686","14","739","14","739","269","0.00014211715188070000092865341478898244532","0.16776677783454399528473288683017017","3.84735350463675996","0.19439999999999999","1.3794151921351701","6","102"
"NRF1","341.666666666666686","206","566","253","566","206","0.87454244637194999967277908581309020519257","0.11096293465749300366507412718419801","0.05821910696546440","0.14099999999999999","1.5938799112910000","5","103"
"GATA2","345.333333333333314","172","499","172","365","499","0.32058210824155097817822479555616155266762","0.62662738445630294936705695363343693","0.49406071937673601","0.08845000000000000","0.4864792913111630","6","104"
"PAX8","350.333333333333314","226","522","226","522","303","0.66187498450288895224247198711964301764965","0.21901177800356599889575193174096057","0.17922403271699100","0.12959999999999999","1.2291601196952000","4","105"
"TP73","351.666666666666686","183","575","183","575","297","0.35900630819702800122783514780167024582624","0.20972893267760500668472900542838033","0.44489792024872699","0.14319999999999999","1.2543111502526201","3","106"
"CREB3L1","358.000000000000000","215","462","215","397","462","0.59931997908566203570046582171926274895668","0.55267040027125202694691097349277698","0.22234124430914101","0.09582000000000000","0.5937633574451660","4","107"
"PRDM1","359.000000000000000","182","451","182","444","451","0.35900630819702800122783514780167024582624","0.52834850199187699537617390888044611","0.44489792024872699","0.10750000000000000","0.6305290508112910","5","108"
"FOXO1","361.000000000000000","9","614","9","460","614","0.00002238194053718939904558740683349071787","0.94551441142448100496409324478008784","4.65010226239846958","0.11300000000000000","0.0683407182217049","5","109"
"MEF2A","361.333333333333314","28","565","28","565","491","0.00279536449058892001728882092947969795205","0.59682034372523595777693117270246148","2.55356155595974021","0.14069999999999999","0.5289785300557190","6","110"
"RXRA","362.000000000000000","169","587","169","330","587","0.31261953425680899520955335901817306876183","0.86001206201782098847985480460920371","0.50498388826538598","0.08081000000000001","0.1763588103296370","6","111"
"KLF5","366.000000000000000","78","556","78","464","556","0.04145841029821650119968623471322644036263","0.76611102874386405314766079754917882","1.38238735472524010","0.11400000000000000","0.2974656503960400","5","112"
"FOXO4","366.000000000000000","187","512","187","399","512","0.38348492760683000613042281656817067414522","0.64972857702495800946707049661199562","0.41625170077841500","0.09615000000000000","0.4541392882796810","3","113"
"PAX6","367.000000000000000","10","826","265","826","10","1.00000000000000000000000000000000000000000","0.00009079310495046460200655596972652","0.00000000000000000","0.22530000000000000","3.9139641939186500","5","114"
"PPARG","368.000000000000000","104","532","104","532","468","0.08492085257364330452833911522247944958508","0.56314039589839404165161340642953292","1.07098565432976001","0.13250000000000001","0.5781832651878520","5","115"
"POU5F1","368.333333333333314","124","543","124","543","438","0.13478091729127600340021331248863134533167","0.49377431354489298431786892251693644","0.87037159223510097","0.13510000000000000","0.6843181101567700","5","116"
"SP4","375.666666666666686","175","485","175","485","467","0.33144666118268201193686195438203867524862","0.56197772961243397382702369213802740","0.47958635147596002","0.11890000000000001","0.5799064148035300","5","117"
"CEBPG","376.000000000000000","193","672","193","672","263","0.41676020023716697782134588123881258070469","0.16307625814346898840412336539884564","0.38011376197985203","0.17169999999999999","1.3947996710411601","4","118"
"MAFB","376.333333333333371","23","944","23","944","162","0.00098476862097314097829747758794383116765","0.07679840318642970620199861286891974","3.00666579837418979","0.27029999999999998","1.7695723810021700","4","119"
"GATA6","381.666666666666629","42","993","42","993","110","0.00914571442478543002174706799678460811265","0.04363824348524170115837250705226324","2.03878236360220022","0.29130000000000000","2.0175490906481599","5","120"
"CREM","383.666666666666686","55","730","55","730","366","0.02119655526918649834922092622946365736425","0.30999238954710101046075010344793554","1.67373471214387992","0.19089999999999999","1.0152380023877099","5","121"
"MEIS2","386.000000000000000","91","921","146","921","91","0.22314933372980699788357128454663325101137","0.02683079682590139986020361106966448","0.65140440552029399","0.26169999999999999","2.2139706670880099","4","122"
"MAFK","386.666666666666686","10","809","10","809","341","0.00003441551894068000050580860560422991057","0.27026416006043801898428569074894767","4.46324567747230994","0.21870000000000001","1.1024544286140701","5","123"
"REL","387.333333333333314","162","513","162","487","513","0.28813497148451600038399078584916424006224","0.65207004184401895496847600952605717","0.54040402738075100","0.11950000000000000","0.4508883202771080","3","124"
"NCOA2","387.666666666666686","102","690","102","690","371","0.08166251203961820415155870023227180354297","0.31870431526957199164229450616403483","1.08797726477348000","0.17730000000000001","0.9971240198396860","4","125"
"ELK1","388.333333333333314","89","575","89","501","575","0.06510116790551380427931604799596243537962","0.83922048300812401855353073187870905","1.18641122018187994","0.12320000000000000","0.2028906749574570","5","126"
"FOXA2","388.333333333333314","123","780","262","780","123","1.00000000000000000000000000000000000000000","0.05312650617087220222822807613738405","0.00000000000000000","0.20730000000000001","1.9338912012536100","6","127"
"ETS1","392.333333333333314","41","692","41","692","444","0.00863695882691875062298070275801364914514","0.50348928429538097883977343371952884","2.06363915071423998","0.17799999999999999","0.6690097094777460","6","128"
"FOXP2","394.000000000000000","36","685","36","685","461","0.00503535155831066980752774853158371115569","0.55214208142122500611037594353547320","2.29797020246799022","0.17510000000000001","0.5945533341231370","6","129"
"CREB1","394.000000000000000","43","818","43","818","321","0.00931639562441295004946439917148381937295","0.24611878717467899901905070692009758","2.03075207725937990","0.22220000000000001","1.1598281337636100","6","130"
"USF2","396.333333333333314","128","543","128","518","543","0.14119492649959100583068050127621972933412","0.72896145493940600612603475383366458","0.85018090833250104","0.12790000000000001","0.3465073586727550","5","131"
"CTCFL","400.333333333333314","87","867","87","867","247","0.06259513452868069316448185190893127582967","0.14650355645525300896103715331264539","1.20345942285134000","0.23910000000000001","1.4519929826172699","5","132"
"GFI1B","400.666666666666686","148","893","161","893","148","0.28731900065390397758235963010520208626986","0.07057982593029979434540166494116420","0.54163565278882098","0.24920000000000000","1.8081714157715201","5","133"
"ELF3","401.333333333333314","30","655","30","655","519","0.00315025584498882004272357626462053303840","0.66056650079687795340532829868607223","2.50165417397077983","0.16710000000000000","0.4391311617741760","4","134"
"CLOCK","404.666666666666686","54","628","54","628","532","0.02119655526918649834922092622946365736425","0.70581593456127900143570741420262493","1.67373471214387992","0.15820000000000001","0.3774813325382730","5","135"
"FOXP1","405.666666666666686","127","661","127","661","429","0.13899009527953298803737425259896554052830","0.47367127199818498395345045537396800","0.85701614736251697","0.16839999999999999","0.7165184617893230","5","136"
"KDM5B","406.333333333333314","149","772","149","772","298","0.23551567628505098994651234534103423357010","0.21009246208735099514797184383496642","0.62798018026540403","0.20540000000000000","1.2533112327465701","5","137"
"GATA1","406.666666666666686","239","708","239","708","273","0.77208906795440002124308875863789580762386","0.17398209831447999929032732779887738","0.11233259669811300","0.18290000000000001","1.3595192766991300","6","138"
"EBF1","409.666666666666629","20","1120","20","1120","89","0.00047756230054471900071597079140417463350","0.02571359819726039969145503505387751","3.32096996435695990","0.35780000000000001","2.2305100924156802","5","139"
"NEUROD1","410.000000000000000","195","786","249","786","195","0.85330676826906304288655746859149076044559","0.09172486009061220357807542313821614","0.06889480961141541","0.21029999999999999","1.6863684201794600","4","140"
"CEBPB","417.333333333333314","76","635","76","635","541","0.03916418789044080056571672798781946767122","0.72315919869165901090468651091214269","1.40711087456901995","0.16100000000000000","0.3542397734652130","6","141"
"IRF1","417.666666666666686","244","617","244","617","392","0.81602363100123798123064489118405617773533","0.37243196265406097733574597441474907","0.08829726445099330","0.15490000000000001","0.8919271845542051","6","142"
"IRF2","421.333333333333314","197","819","248","819","197","0.85233991438574596699595531390514224767685","0.09511175598778159878676774496852886","0.06938717342342481","0.22239999999999999","1.6690283778074799","4","143"
"ETV1","424.333333333333314","83","899","83","899","291","0.04921347536132290173549463929703051690012","0.19878872231562200179055821536167059","1.30791596483889005","0.25250000000000000","1.2850101925030599","4","144"
"RELB","428.333333333333314","234","527","234","524","527","0.72239599099030704643098488304531201720238","0.68957961552414503980656945714144967","0.14122467284906201","0.13009999999999999","0.3994256252134390","4","145"
"POU4F2","430.333333333333314","79","742","79","742","470","0.04226396865969889865555231267535418737680","0.56409498276626202084571559680625796","1.37402972436647008","0.19530000000000000","0.5767697857576261","4","146"
"RARA","432.666666666666629","39","1036","39","1036","223","0.00735378848792276988699523343484543147497","0.12392823784575200674051842497647158","2.13348886560789985","0.31409999999999999","1.5384925126151601","5","147"
"HNF1B","433.333333333333371","75","1052","173","1052","75","0.32058210824155097817822479555616155266762","0.02159427263895189949560737829870050","0.49406071937673601","0.32369999999999999","2.2974296383599899","3","148"
"NR2F2","435.000000000000000","247","771","247","771","287","0.83046576979763697679004508245270699262619","0.19354130350371098745476672320364742","0.08067826362724080","0.20540000000000000","1.3001741054753100","5","149"
"CEBPD","435.666666666666686","235","568","235","568","504","0.74846607278903498627897761252825148403645","0.64141124906786795012436641627573408","0.12582788100489800","0.14140000000000000","0.4657265451866180","5","150"
"OTX2","437.000000000000000","103","1019","189","1019","103","0.39453188914466802428293590310204308480024","0.03844988986798020258461860976240132","0.40391788796826500","0.30490000000000000","2.0700262122543198","4","151"
"HNF4A","438.000000000000000","212","580","212","580","522","0.53708779545878704286820948254899121820927","0.66980828741948494897684440729790367","0.26995471622461997","0.14480000000000001","0.4264111371990590","6","152"
"STAT5A","441.000000000000000","158","948","217","948","158","0.59931997908566203570046582171926274895668","0.07509794550964800363690443418818177","0.22234124430914101","0.27139999999999997","1.7798656801779600","6","153"
"NFATC2","441.000000000000000","264","542","264","517","542","1.00000000000000000000000000000000000000000","0.72486774731521697034963835903909057","0.00000000000000000","0.12750000000000000","0.3519606847427380","3","154"
"FLI1","441.666666666666686","179","864","179","864","282","0.34837934785378399382693714869674295186996","0.18472043474502600202136193274782272","0.45794759815054797","0.23730000000000001","1.3263601412177599","6","155"
