"Dataset","Data_Type","Analysis_Name","Analysis_Column","Contrast","Samples_Used","Patients_Used","Experiment_Group","Control_Group","Paired_Design_Used","Up","Down","Total_Significant_Genes","P_Value_Column","P_Value_Cutoff","LogFC_Cutoff","Genes_Filtered_By_EdgeR","Gene_Biotype_Filter","Target_Gene","Target_Gene_LogFC","Target_Gene_P_Value","Target_Gene_adj_P_Val","Target_Gene_Significant","Target_Gene_Status"
"GSE50760","ngs","Primary_tumor_vs_normal","analysis_Primary_tumor_vs_normal","Primary_tumor_vs_normal_vs_Normal_colon","36","18","Primary_tumor_vs_normal","Normal_colon",TRUE,"2841","3003","5844","P.Value","0.05","0.5","2899","coding","ATF3","-0.5812361802583842","0.06118318994503252","0.1071321635023889",FALSE,"OK"
