Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	1.00e-10	38	0.6552	0	0	1	0	keep	itself		True	RPL23,RPL14,UBA52,RPLP2,RPLP1,RPLP0,RPL41,RPL39,RPL38,RPL37A,RPL37,RPL36AL,RPL35A,RPL34,RPL32,RPL31,RPL29,RPL27A,RPL30,RPL27
GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	1.00e-10	24	0.5854	0	0	1	0	keep	itself		True	RPS29,RPS28,RPS27A,RPS27,RPS25,RPS24,RPS23,RPS21,RPS20,RPS19,RPS18,RPS16,RPS15A,RPS15,RPS14,RPS12,RPS8,RPS6,RPS3A,RPS3
GOCC_CYTOSOLIC_RIBOSOME	GOCC_CYTOSOLIC_RIBOSOME	1.00e-10	61	0.5041	58	35	0.0275	1	exclude	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	False	RPS29,RPS28,RPS27A,RPS27,RPS25,RPS24,RPS23,RPS21,RPS20,RPS19,RPS18,RPS16,RPS15A,RPS15,RPS14,RPS12,RPS8,RPS6,RPS3A,RPS3
GOCC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_LARGE_RIBOSOMAL_SUBUNIT	1.00e-10	57	0.5089	58	38	0.0012	1	exclude	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	False	MRPL53,MRPL33,RPL23,RPL14,MRPL24,MRPL57,MRPL49,UBA52,MRPL11,MRPL34,MRPL41,MRPL17,MRPL12,RPLP2,RPLP1,RPLP0,RPL41,RPL39,RPL38,RPL37A
GOCC_RIBOSOMAL_SUBUNIT	GOCC_RIBOSOMAL_SUBUNIT	1.00e-10	87	0.4754	58	38	7.61e-04	1	exclude	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	False	MRPL53,MRPL33,RPL23,RPL14,MRPL24,MRPL57,MRPL49,UBA52,MRPS34,MRPL11,MRPL34,MRPL41,MRPS15,MRPS24,MRPS14,MRPL17,RPS29,RPS28,RPS27A,RPS27
GOCC_RIBOSOME	GOCC_RIBOSOME	1.00e-10	94	0.3983	58	38	4.95e-06	1	exclude	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	False	MRPL53,MRPL33,RPL23,RPL14,FUBP3,CALR,MRPL24,MRPL57,MRPL49,UBA52,MRPS34,MRPL11,MRPL34,MRPL41,MRPS15,MRPS24,MRPS14,MRPL17,RRBP1,RPS29
GOCC_RESPIRATORY_CHAIN_COMPLEX	GOCC_RESPIRATORY_CHAIN_COMPLEX	1.28e-09	57	0.5	0	0	1	0	keep	itself		True	NDUFB11,ATP5PO,ATP5PF,ATP5PB,ATP5F1D,NDUFA13,ATP5F1C,NDUFS5,NDUFC1,NDUFB10,NDUFB8,NDUFB4,NDUFAB1,NDUFA6,NDUFA1,UQCRHL,COX8C,UQCR10,UQCRQ,CYC1
GOCC_SMALL_RIBOSOMAL_SUBUNIT	GOCC_SMALL_RIBOSOMAL_SUBUNIT	1.39e-09	30	0.4054	41	24	4.16e-04	1	exclude	GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	False	MRPS34,MRPS15,MRPS24,MRPS14,RPS29,RPS28,RPS27A,RPS27,RPS25,RPS24,RPS23,RPS21,RPS20,RPS19,RPS18,RPS16,RPS15A,RPS15,RPS14,RPS12
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX	GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX	4.94e-07	21	0.4118	0	0	1	0	keep	itself		True	ATP5MGL,ATP6V0D2,ATP6V1G3,ATP6V1G1,ATP6V1F,ATP6V0E1,ATP5MK,ATP6AP1,ATP6V0B,ATP6V1E1,ATP6V1B2,ATP5ME,ATP5MC3,ATP5MC2,ATP5MC1,ATP5F1E,ATP6V0A4,ATP5F1B,RNASEK,ATP5PD
GOCC_ORGANELLAR_RIBOSOME	GOCC_ORGANELLAR_RIBOSOME	4.69e-06	50	0.5952	0	0	1	0	keep	itself		True	MRPL1,MRPL9,MRPL36,MRPS9,MRPS11,MRPS26,MRPL23,AURKAIP1,MRPL16,MRPS33,MRPS23,MRPL48,MRPS2,MRPS7,MRPL4,MRPS18C,MRPL58,MRPL22,MRPL13,MRPS18B
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	5.57e-06	98	0.5385	82	50	0.0549	0.1609	keep	GOCC_ORGANELLAR_RIBOSOME	GOCC_ORGANELLAR_RIBOSOME	False	MRPL1,MRPL9,MRPL36,MRPS9,MRPS11,MRPS26,MRPL23,LYRM4,TOMM22,TMEM126B,AURKAIP1,MRPL16,POLRMT,MRPS33,MRPS23,MRPL48,MRPS2,MRPS7,MRPL4,MRPS18C
GOCC_NUCLEAR_RIBONUCLEOPROTEIN_GRANULE	GOCC_NUCLEAR_RIBONUCLEOPROTEIN_GRANULE	9.35e-06	166	0.3451	0	0	1	0	keep	itself		True	NR1H4,CDC25C,DDX46,ZC3H11A,CDK11B,BCLAF1,HDAC4,WTAP,RBM39,LPXN,TRIP12,SRSF11,STK17A,NOLC1,ANGEL2,PRP4K,ZPR1,CDK13,API5,CBX4
GOCC_NUCLEAR_SPECK	GOCC_NUCLEAR_SPECK	1.58e-05	143	0.3531	0	0	1	0	keep	itself		True	NR1H4,CDC25C,DDX46,ZC3H11A,CDK11B,BCLAF1,HDAC4,WTAP,RBM39,LPXN,TRIP12,SRSF11,STK17A,PRP4K,CDK13,API5,CBX4,DUSP11,DYRK3,SPOP
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX	GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX	5.46e-05	14	0.6364	0	0	1	0	keep	itself		True	ATP5PO,ATP5PF,ATP5PB,ATP5F1D,ATP5F1C,ATP5MGL,ATP5MK,ATP5ME,ATP5MC3,ATP5MC2,ATP5MC1,ATP5F1E,ATP5F1B,ATP5PD
GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	5.95e-05	19	0.3654	0	0	1	0	keep	itself		True	MRPL53,MRPL33,MRPL24,MRPL57,MRPL49,MRPL11,MRPL34,MRPL41,MRPL17,MRPL12,MRPL47,MRPL39,MRPL27,MRPL51,MRPL37,MRPL18,MRPL52,MRPL54,MRPL28
GOCC_CELL_SUBSTRATE_JUNCTION	GOCC_CELL_SUBSTRATE_JUNCTION	8.32e-05	86	0.2062	0	0	1	0	keep	itself		True	CD99L2,AIF1L,SPRY4,CALR,ACTN4,ZYX,YWHAE,TNS1,TGFB1I1,TEK,BSG,SRC,SLC4A2,TNS3,RPS29,RPS19,RPS18,RPS16,RPS15,RPS14
GOCC_CYTOPLASMIC_STRESS_GRANULE	GOCC_CYTOPLASMIC_STRESS_GRANULE	3.22e-04	45	0.4592	0	0	1	0	keep	itself		True	G3BP2,UBAP2L,PUM1,FXR2,QKI,PABPC4,DYRK3,PABPC1L,ZFAND1,CSDE1,TRIM25,ZFP36,TIAL1,TIA1,STAU1,PARP12,RBM4,NUFIP2,ZNFX1,PRKAA2
GOCC_NADH_DEHYDROGENASE_COMPLEX	GOCC_NADH_DEHYDROGENASE_COMPLEX	3.29e-04	23	0.4894	0	0	1	0	keep	itself		True	NDUFB11,NDUFA13,NDUFS5,NDUFC1,NDUFB10,NDUFB8,NDUFB4,NDUFAB1,NDUFA6,NDUFA1,NDUFAF2,NDUFA12,NDUFS8,NDUFS2,NDUFS1,NDUFB7,NDUFB6,NDUFB3,NDUFB2,NDUFB1
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN	GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN	3.44e-04	9	0.6	0	0	1	0	keep	itself		True	ATP6V0D2,ATP6V0E1,ATP6V0B,ATP5MC3,ATP5MC2,ATP5MC1,ATP6V0A4,RNASEK,TCIRG1
GOCC_T_UTP_COMPLEX	GOCC_T_UTP_COMPLEX	4.02e-04	6	1	0	0	1	0	keep	itself		True	UTP4,UTP15,WDR75,HEATR1,NOL11,WDR43
GOCC_ENDOPLASMIC_RETICULUM_LUMEN	GOCC_ENDOPLASMIC_RETICULUM_LUMEN	4.29e-04	72	0.2209	0	0	1	0	keep	itself		True	KNG1,AMELX,F5,DMP1,PDIA4,CD4,PROZ,COL21A1,CALR,COL18A1,PDGFD,FOXRED2,ARSJ,MANF,SCG2,WNT6,VTN,VGF,TBXAS1,SPP1
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	6.17e-04	12	0.4286	12	6	0.3909	1	keep	GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN	GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN	False	ATP6V0D2,ATP6V1G3,ATP6V1G1,ATP6V1F,ATP6V0E1,ATP6AP1,ATP6V0B,ATP6V1E1,ATP6V1B2,ATP6V0A4,RNASEK,TCIRG1
