"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","ATF4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.2","1","4","ReMap--ChIP-seq(rank=95); GTEx--Coexpression(rank=713); Enrichr--Queries(rank=774); ARCHS4--Coexpression(rank=1404)","895","rank=1; score=10.292; p=5.1035e-11","rank=2; score=4.9598; direction=Activated","rank=1; score=365.15; p=8.1593e-10; adjP=3.1005e-07","rank=1; score=9.0883; p=8.161e-10","rank=1; score=5.3843; p=7.2727e-08; direction=Activated"
"2","NFKB1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","9.4","4","4","ARCHS4--Coexpression(rank=6); ReMap--ChIP-seq(rank=160); Enrichr--Queries(rank=416); GTEx--Coexpression(rank=458)","13","rank=13; score=3.4183; p=0.00038167","rank=4; score=4.2144; direction=Activated","rank=11; score=63.987; p=3.1196e-07; adjP=3.3704e-05","rank=4; score=6.3531; p=4.4352e-07","rank=15; score=3.2326; p=0.0012265; direction=Activated"
"3","RELA","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","14.0","3","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=531); Enrichr--Queries(rank=588); GTEx--Coexpression(rank=656)","68","rank=14; score=3.3943; p=0.0004034","rank=8; score=3.7914; direction=Activated","rank=14; score=76.197; p=1.6891e-12; adjP=3.1416e-10","rank=3; score=6.407; p=3.9176e-07","rank=31; score=2.8349; p=0.0045847; direction=Activated"
"4","STAT3","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.8","5","6","ENCODE--ChIP-seq(rank=18); Literature--ChIP-seq(rank=26); ARCHS4--Coexpression(rank=62); ReMap--ChIP-seq(rank=64); GTEx--Coexpression(rank=543); Enrichr--Queries(rank=763)","143","rank=22; score=2.468; p=0.0034044","rank=15; score=3.4093; direction=Activated","rank=21; score=44.756; p=2.1601e-05; adjP=0.0013681","rank=5; score=4.6655; p=2.1603e-05","rank=36; score=2.7048; p=0.0068338; direction=Activated"
"5","JUN","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","20.4","2","6","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=8); ENCODE--ChIP-seq(rank=9); Literature--ChIP-seq(rank=24); Enrichr--Queries(rank=31); ARCHS4--Coexpression(rank=40)","11","rank=2; score=6.2086; p=6.1864e-07","rank=13; score=3.4519; direction=Activated","rank=7; score=86.872; p=7.0332e-08; adjP=1.3363e-05","rank=2; score=7.1528; p=7.0341e-08","rank=78; score=2.2565; p=0.024037; direction=Activated"
"6","TP53","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","22.4","6","5","Literature--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=194); GTEx--Coexpression(rank=862); Enrichr--Queries(rank=1078); ARCHS4--Coexpression(rank=1528)","239","rank=11; score=3.528; p=0.00029649","rank=33; score=2.496; direction=Activated","rank=25; score=40.36; p=3.0366e-06; adjP=6.3278e-05","rank=6; score=4.567; p=2.7101e-05","rank=37; score=2.7033; p=0.0068658; direction=Activated"
"7","FOSL1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.6","13","5","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=9); Enrichr--Queries(rank=17); ARCHS4--Coexpression(rank=34); GTEx--Coexpression(rank=109)","45","rank=50; score=1.4949; p=0.031995","rank=29; score=2.5787; direction=Activated","rank=24; score=40.992; p=2.8326e-07; adjP=1.2397e-05","rank=62; score=1.664; p=0.021675","rank=13; score=3.3459; p=0.0008201; direction=Activated"
"8","ETV4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","36.4","10","4","Enrichr--Queries(rank=63); ReMap--ChIP-seq(rank=134); ARCHS4--Coexpression(rank=373); GTEx--Coexpression(rank=614)","168","rank=25; score=2.1962; p=0.0063649","rank=10; score=3.7243; direction=Activated","rank=89; score=50.683; p=0.0023089; adjP=0.031335","rank=16; score=2.6366; p=0.0023089","rank=42; score=2.6722; p=0.0075352; direction=Activated"
"9","FOS","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.4","6","5","ReMap--ChIP-seq(rank=2); GTEx--Coexpression(rank=4); ENCODE--ChIP-seq(rank=6); Enrichr--Queries(rank=38); ARCHS4--Coexpression(rank=274)","8","rank=6; score=3.9257; p=0.00011865","rank=50; score=2.0098; direction=Activated","rank=27; score=14.865; p=0.00052858; adjP=0.04937","rank=57; score=1.7869; p=0.016336","rank=67; score=2.4483; p=0.014351; direction=Activated"
"10","FOSL2","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","43.6","18","5","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=39); ARCHS4--Coexpression(rank=52); GTEx--Coexpression(rank=241)","51","rank=49; score=1.5746; p=0.026631","rank=32; score=2.5419; direction=Activated","rank=18; score=47.418; p=0.00027799; adjP=0.045313","rank=32; score=2.1962; p=0.0063649","rank=87; score=2.1096; p=0.034889; direction=Activated"
