"TF","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"ATF4","ATF4 human","11/35","0.0000000008159307988959933","0.0000003100537035804775","0","0","17.4489562948467061","365.1489265977901368","CEBPB;MAP1LC3B;CXCL8;DDIT3;TRIB3;CHAC1;APOE;NUPR1;ATF3;VEGFA;DDR2"
"JUN","JUN human","18/149","0.0000000703316414197626805","0.0000133630118697549083","0","0","5.2745365321701199","86.8718490180014413","CYP2J2;CDKN1A;EDN1;CXCL8;MMP1;NOS3;ETS1;NFKB2;RELB;VEGFA;FOSL1;IL23A;CA2;DDIT3;MYB;NAMPT;ATF3;TP73"
"NFKB1","NFKB1 mouse","20/200","0.0000003119573786998760739","0.0000337039504570843938","0","0","4.2713590084108013","63.9866633510010487","CDKN1A;EDN1;CEBPB;IL15;NOS3;EBI3;LEF1;TNFAIP3;FOXP3;RELB;VEGFA;PER1;BMP2;IL23A;MYB;LCN2;HMOX1;APOE;UPP1;BIRC3"
"RELA","RELA human","25/301","0.0000003917180440666466847","0.0000337039504570843938","0","0","3.4996209138891321","51.6289398069574403","IL1RN;CDKN1A;CXCL8;EBI3;TNFAIP3;NAMPT;HMOX1;BDKRB1;UPP1;EDN1;MMP1;NOS3;TNFRSF9;PROX1;FOXP3;GADD45G;VEGFA;GRIN1;BMP2;IL23A;LCN2;TRIB3;HBEGF;ABCG2;BIRC3"
"NFKB1","NFKB1 human","25/303","0.0000004434730323300577967","0.0000337039504570843938","0","0","3.4740819014808273","50.8210547087417268","IL1RN;CDKN1A;CXCL8;EBI3;TNFAIP3;NAMPT;HMOX1;BDKRB1;UPP1;EDN1;MMP1;NOS3;TNFRSF9;PROX1;FOXP3;GADD45G;VEGFA;GRIN1;BMP2;IL23A;LCN2;ATF3;HBEGF;ABCG2;BIRC3"
"STAT3","STAT3 human","14/142","0.0000216014741622984197240","0.0013680933636122331182","0","0","4.1661540354330713","44.7559470869476286","DIRAS3;IL11;IL1RN;CDKN1A;CXCL8;MMP1;GREB1;PRDM1;ESR2;VEGFA;AKAP12;DDIT3;HMOX1;MUC4"
"TP53","TP53 human","15/164","0.0000270996832953513501008","0.0014407914730376479746","0","0","3.8380127874190859","40.3604983993137196","CDKN1A;MMP1;CAV1;AQP3;DKK1;VEGFA;SLC6A6;RASSF1;IFI16;GPNMB;ID1;ANKRD1;ATF3;EPHA2;TP73"
"SP1","SP1 mouse","20/270","0.0000303324520639504827493","0.0014407914730376479746","0","0","3.0642231075697213","31.8780089465820673","NGFR;CSF1R;ECM1;CDKN1A;NOS3;ABCC6;TNFAIP3;NFATC1;SLC2A3;SLC3A2;WNT9A;ETS1;VEGFA;BMP2;LGALS1;PROC;MYB;BHLHE40;APOE;ACSS1"
"DDIT3","DDIT3 human","5/18","0.0000768069475060231409043","0.0032429600058098660698","0","0","14.4807320339235233","137.1935753018930484","MAP1LC3B;CXCL8;NOS3;ANKRD1;TRIB3"
"CTNNB1","CTNNB1 mouse","8/62","0.0002000272910131241897464","0.0076010370584987203488","0","0","5.5985012249603692","47.6827526236331494","FGFBP1;CDX2;LEF1;FOXJ1;AXIN2;PITX2;TBX3;VEGFA"
"XBP1","XBP1 mouse","4/13","0.0002718987503812183344903","0.0086101270954052483431","0","0","16.7044187044187034","137.1446273172718975","FASN;PRDM1;HERPUD1;VEGFA"
"KAT2B","KAT2B human","4/13","0.0002718987503812183344903","0.0086101270954052483431","0","0","16.7044187044187034","137.1446273172718975","CDKN1A;ZEB1;CYP1B1;TP73"
"TRP53","TRP53 mouse","13/167","0.0004542412947578982956517","0.0132778224621539504141","0","0","3.2048069808384150","24.6670212119156709","DUSP4;CDKN1A;DUSP2;PROX1;FOXP3;CKS1B;SLC6A6;AXL;ANKRD1;HMOX1;NUPR1;UPP1;ATF3"
"BCL3","BCL3 mouse","4/15","0.0004979613934055330832368","0.0135160949638644684728","0","0","13.6658476658476662","103.9286076073594245","TNFRSF12A;IL23A;TNFAIP3;NFKB2"
"ESR1","ESR1 human","8/76","0.0008116507002510799095862","0.0186834513380576133779","0","0","4.4426642252231634","31.6159555423448708","CDKN1A;CEBPB;ZEB1;GREB1;CYP1B1;ABCG2;MICB;VEGFA"
"NR1H3","NR1H3 mouse","4/17","0.0008329786336404644856921","0.0186834513380576133779","0","0","11.5622215622215645","81.9819616557982584","ARG2;BHLHE40;APOE;ABCG1"
"ETS1","ETS1 mouse","7/59","0.0008358386124920512069703","0.0186834513380576133779","0","0","5.0777445855115761","35.9863567630715906","CSF1R;ZEB1;NOS3;HMOX1;PRDM1;FOXP3;VEGFA"
"RBPJ","RBPJ mouse","4/18","0.0010490288204092639880172","0.0209844102135823343258","0","0","10.7357970215113081","73.6463917376726727","CDKN1A;HESX1;NFATC1;PRDM1"
"ETS1","ETS1 human","8/79","0.0010492205106791166295543","0.0209844102135823343258","0","0","4.2542883761714254","29.1831749927810478","CDKN1A;FGFBP1;HPGD;MMP1;LCK;MYB;HMOX1;MUC4"
"SMAD3","SMAD3 human","5/31","0.0011513875559922507468835","0.0218763635638527693950","0","0","7.2355304270197891","48.9612968023965820","CDKN1A;LTBP4;MXD1;FOXP3;VEGFA"
"TCF4","TCF4 mouse","4/19","0.0013015684585740818282606","0.0235521911551500526261","0","0","10.0195624195624209","66.5718286908545878","EDN1;CDX2;ID3;NOTUM"
"ARNT","ARNT human","4/20","0.0015936850371294679698519","0.0275272870049635375034","0","0","9.3928571428571423","60.5060271345728538","BHLHE40;CYP1B1;RELB;VEGFA"
"JUND","JUND human","5/34","0.0017682753867704127138938","0.0281849223452160999037","0","0","6.4860268125125060","41.1068200965682635","FOSL1;CDKN1A;FGFBP1;MYB;CLU"
"LMO2","LMO2 human","3/10","0.0018498384322558120065189","0.0281849223452160999037","0","0","16.0784475639966971","101.1761552529053603","ZEB1;LEF1;NFATC1"
"HIF1A","HIF1A mouse","4/21","0.0019284420551989960284506","0.0281849223452160999037","0","0","8.8398818987054284","55.2584803373699174","TUFT1;MDK;HMOX1;VEGFA"
"PAX5","PAX5 human","4/21","0.0019284420551989960284506","0.0281849223452160999037","0","0","8.8398818987054284","55.2584803373699174","CDKN1A;MMP1;LEF1;PRDM1"
"SREBF1","SREBF1 mouse","5/36","0.0022954773133922164521370","0.0313346151095116945418","0","0","6.0669495226804768","36.8677266930967775","CDKN1A;FASN;HMOX1;PLA2G6;CLU"
"ETV4","ETV4 human","4/22","0.0023088663764903355653246","0.0313346151095116945418","0","0","8.3483483483483489","50.6828113105489351","MMP1;BDKRB1;ETS1;MUC4"
"SP3","SP3 human","9/113","0.0028412990202701438914590","0.0358621530415993913787","0","0","3.2682186234817814","19.1631800603115217","RASSF1;CDKN1A;ACE;NOS3;FOXP3;MUC4;HBEGF;MICB;VEGFA"
"NR3C1","NR3C1 human","5/38","0.0029285711205124750379503","0.0358621530415993913787","0","0","5.6986694801008149","33.2417104456208676","CSF1R;CDKN1A;MAOA;ETS1;MUC4"
"AR","AR human","8/93","0.0029856957256117317399402","0.0358621530415993913787","0","0","3.5510185397116043","20.6453465340600175","CDKN1A;ARG2;BTG1;IFI16;GREB1;PMEPA1;HMOX1;VEGFA"
"POU5F1","POU5F1 human","4/24","0.0032185734821168765495969","0.0358621530415993913787","0","0","7.5127413127413130","43.1142478293407976","EOMES;CDKN1A;CDX2;DKK1"
"ARNTL","ARNTL mouse","3/12","0.0032619023438811498016854","0.0358621530415993913787","0","0","12.5041746949261405","71.5919608941116934","PER1;MAOA;BHLHE40"
"SP1","SP1 human","23/472","0.0032738692617143849705741","0.0358621530415993913787","0","0","1.9534257825227292","11.1770779128519706","COL18A1;CDKN1A;FGFBP1;F10;NOS3;CAV1;LTBP4;IRS2;SLC3A2;CD1D;TICAM1;NFKB2;VEGFA;GRIN1;KLF8;RASSF1;CYP1B1;BDKRB1;APOE;MUC4;HBEGF;MICB;ABCG2"
"EP300","EP300 human","6/56","0.0033030930433052062104859","0.0358621530415993913787","0","0","4.5181395348837210","25.8116611119893307","CDKN1A;CXCL8;ZEB1;CYP1B1;VEGFA;TP73"
"WT1","WT1 human","6/57","0.0036119980846160185637694","0.0370961965447050567857","0","0","4.4293205654354768","24.9082583932248625","CDKN1A;NPHS1;MYB;ETS1;HBEGF;VEGFA"
"RUNX2","RUNX2 mouse","6/57","0.0036119980846160185637694","0.0370961965447050567857","0","0","4.4293205654354768","24.9082583932248625","BMP2;SHOX2;LEF1;AXIN2;DKK1;HBEGF"
"PGR","PGR human","4/25","0.0037536290243849984409052","0.0375362902438499818070","0","0","7.1546240117668694","39.9588052493823440","IRS2;FOXP3;VEGFA;ABCG2"
"ATF4","ATF4 mouse","3/13","0.0041589071899663793141499","0.0405226854406980502299","0","0","11.2531791907514442","61.6955879294348293","CDKN1A;TRIB3;DDR2"
"CEBPB","CEBPB mouse","5/42","0.0045578882701441947311594","0.0412495298115522421312","0","0","5.0815515709132733","27.3941153329833718","CSF1R;CDKN1A;ABL2;CLU;ATF3"
"MYC","MYC human","8/100","0.0046608065200874470440651","0.0412495298115522421312","0","0","3.2796481136863473","17.6070098897433951","CDKN1A;UBE2C;SURF2;AXIN2;DKK1;ATF3;TP73;VEGFA"
"CEBPB","CEBPB human","6/60","0.0046677099523598592975548","0.0412495298115522421312","0","0","4.1826012058570194","22.4483833108924706","CDKN1A;CXCL8;MMP1;DDIT3;PRDM1;GADD45G"
"EP300","EP300 mouse","6/60","0.0046677099523598592975548","0.0412495298115522421312","0","0","4.1826012058570194","22.4483833108924706","CDKN1A;EDN1;FASN;MYB;HMOX1;AXIN2"
"ERG","ERG human","4/27","0.0049980181972398354806053","0.0412879764119812447953","0","0","6.5318113144200103","34.6101987877597637","CXCL8;ZEB1;HPGD;HMOX1"
"HDAC2","HDAC2 human","4/27","0.0049980181972398354806053","0.0412879764119812447953","0","0","6.5318113144200103","34.6101987877597637","CDKN1A;CXCL8;CD1D;VEGFA"
"SREBF1","SREBF1 human","4/27","0.0049980181972398354806053","0.0412879764119812447953","0","0","6.5318113144200103","34.6101987877597637","CAV1;FASN;HMOX1;IRS2"
"CLOCK","CLOCK human","3/14","0.0051914773941970828591286","0.0419736470169125852614","0","0","10.2296374146085114","53.8154316407495799","PER1;NAMPT;BHLHE40"
"REL","REL mouse","4/28","0.0057126470278490090737300","0.0452251223038046545888","0","0","6.2593307593307594","32.3298989584365373","IL23A;TNFAIP3;FOXP3;BIRC3"
"STAT1","STAT1 human","7/84","0.0063637388716898547064149","0.0465124430640815045290","0","0","3.4247131509267432","17.3192511292814828","CDKN1A;EDN1;LCN2;HMOX1;UPP1;FOXP3;MUC4"
"CLOCK","CLOCK mouse","3/15","0.0063648606298216800145062","0.0465124430640815045290","0","0","9.3766859344894034","47.4175533040048336","PER1;NAMPT;BHLHE40"
"FOSL2","FOSL2 human","3/15","0.0063648606298216800145062","0.0465124430640815045290","0","0","9.3766859344894034","47.4175533040048336","FOSL1;MYB;CLU"
"PTTG1","PTTG1 human","3/15","0.0063648606298216800145062","0.0465124430640815045290","0","0","9.3766859344894034","47.4175533040048336","LGALS1;ID3;VEGFA"
"TWIST1","TWIST1 mouse","4/29","0.0064922726960008414823222","0.0465483702732135823377","0","0","6.0086486486486486","30.2664202284554094","CDKN1A;ZEB1;DKK1;ABCG2"
"PPARG","PPARG human","6/66","0.0074351330904004380231709","0.0516650651591354370673","0","0","3.7631782945736432","18.4453644172995865","CDKN1A;MMP1;CAV1;HMOX1;CLDN2;ABCG2"
"JUN","JUN mouse","9/131","0.0074778383782959203032736","0.0516650651591354370673","0","0","2.7834339948231235","13.6271682048213716","FOSL1;CSF1R;IL11;BMP2;IL23A;HMOX1;GNRH1;PRDM1;RELB"
"SIRT1","SIRT1 human","5/48","0.0080776828567023315624818","0.0531560555400388684566","0","0","4.3711483963834281","21.0630351938520874","PER1;CDKN1A;FOXP3;TBX3;TP73"
"EGR1","EGR1 human","7/88","0.0081649145572969383105599","0.0531560555400388684566","0","0","3.2549202924607457","15.6493606241350047","CDKN1A;CXCL8;ACE;MYB;ATF3;VEGFA;TP73"
"E2F1","E2F1 human","9/134","0.0086219195637822921424176","0.0531560555400388684566","0","0","2.7162105263157894","12.9113642223929403","DIRAS3;CDKN1A;IL23A;DDIT3;MYB;CTSV;MUC4;TP73;VEGFA"
"FOXO1","FOXO1 mouse","5/49","0.0088071969728539967886549","0.0531560555400388684566","0","0","4.2715843151046249","20.2139317240848726","CDKN1A;EDN1;NOS3;TRIB3;FOXP3"
"CEBPD","CEBPD human","3/17","0.0091516011385630296331994","0.0531560555400388684566","0","0","8.0363336085879435","37.7211550696425348","IL23A;DDIT3;GADD45G"
"FOXM1","FOXM1 human","3/17","0.0091516011385630296331994","0.0531560555400388684566","0","0","8.0363336085879435","37.7211550696425348","KRT15;APOE;VEGFA"
"ATF2","ATF2 human","4/32","0.0092446549561226512570222","0.0531560555400388684566","0","0","5.3640375068946495","25.1235947009680416","CDKN1A;DUSP10;NOS3;ATF3"
"ETS2","ETS2 human","4/32","0.0092446549561226512570222","0.0531560555400388684566","0","0","5.3640375068946495","25.1235947009680416","CDKN1A;CXCL8;MMP1;LCK"
"ARNTL","ARNTL human","2/6","0.0095121362545332720922486","0.0531560555400388684566","0","0","18.7250000000000014","87.1683727402677846","PER1;BHLHE40"
"TWIST2","TWIST2 mouse","2/6","0.0095121362545332720922486","0.0531560555400388684566","0","0","18.7250000000000014","87.1683727402677846","CDKN1A;DKK1"
"PAX7","PAX7 mouse","2/6","0.0095121362545332720922486","0.0531560555400388684566","0","0","18.7250000000000014","87.1683727402677846","ID3;ETS1"
"SFPQ","SFPQ human","2/6","0.0095121362545332720922486","0.0531560555400388684566","0","0","18.7250000000000014","87.1683727402677846","CXCL8;DNAAF4"
"SPDEF","SPDEF mouse","2/6","0.0095121362545332720922486","0.0531560555400388684566","0","0","18.7250000000000014","87.1683727402677846","CDKN1A;FOXJ1"
"TFAP2A","TFAP2A human","6/71","0.0105162294280467232682197","0.0570881026093965002199","0","0","3.4728085867620750","15.8180720277605609","ECM1;CDKN1A;HMOX1;ETS1;MUC4;VEGFA"
"HDAC1","HDAC1 human","6/71","0.0105162294280467232682197","0.0570881026093965002199","0","0","3.4728085867620750","15.8180720277605609","CDKN1A;CXCL8;NOS3;CD1D;BIRC3;MICB"
"BCL6","BCL6 mouse","3/18","0.0107721203639243520711055","0.0576536019477641367703","0","0","7.5001926782273607","33.9818274627306494","CSF1R;CDKN1A;PRDM1"
"XBP1","XBP1 human","3/19","0.0125478537378648641320567","0.0635757922718486467861","0","0","7.0310693641618496","30.7834675800860786","CXCL8;DDIT3;VEGFA"
"ESR2","ESR2 human","3/19","0.0125478537378648641320567","0.0635757922718486467861","0","0","7.0310693641618496","30.7834675800860786","CDKN1A;CD68;VEGFA"
"NFKBIA","NFKBIA human","3/19","0.0125478537378648641320567","0.0635757922718486467861","0","0","7.0310693641618496","30.7834675800860786","CXCL8;MMP1;EBI3"
"SMAD2","SMAD2 mouse","3/19","0.0125478537378648641320567","0.0635757922718486467861","0","0","7.0310693641618496","30.7834675800860786","CDKN1A;RGCC;FOXP3"
"TFAP4","TFAP4 human","2/7","0.0130881693493962100727224","0.0645909656203968868260","0","0","14.9792307692307691","64.9506420471386861","CDKN1A;MUC4"
"HEY1","HEY1 human","2/7","0.0130881693493962100727224","0.0645909656203968868260","0","0","14.9792307692307691","64.9506420471386861","BMP2;PROX1"
"RELA","RELA mouse","8/121","0.0140887177456735478153771","0.0686373428635377869078","0","0","2.6672635239833338","11.3688932646717600","BMP2;CDX2;IL23A;EBI3;TNFAIP3;APOE;UPP1;BIRC3"
"VHL","VHL human","3/20","0.0144809473340829688442488","0.0687844998368940946376","0","0","6.6171370282216930","28.0230556743218564","CA12;BHLHE40;VEGFA"
"MSX2","MSX2 mouse","3/20","0.0144809473340829688442488","0.0687844998368940946376","0","0","6.6171370282216930","28.0230556743218564","LSS;ETS1;DKK1"
"FOS","FOS human","5/57","0.0163357048724843412212948","0.0766366401425191412500","0","0","3.6129296235679216","14.8650451718487684","FGFBP1;CXCL8;MMP1;DDIT3;CLU"
"POU2F1","POU2F1 human","4/38","0.0167944566465323928683429","0.0775910257287811266913","0","0","4.4160799454917106","18.0472222138576974","CDX2;ID1;BDKRB1;GNRH1"
"ZFP36","ZFP36 human","2/8","0.0171517004242568819882830","0.0775910257287811266913","0","0","12.4820512820512821","50.7477511542816302","CXCL8;VEGFA"
"KCNIP3","KCNIP3 mouse","2/8","0.0171517004242568819882830","0.0775910257287811266913","0","0","12.4820512820512821","50.7477511542816302","TNFAIP3;GRIN1"
"NRF1","NRF1 mouse","3/22","0.0188252792078205215264841","0.0831814662671139098959","0","0","5.9199878308487985","23.5174753253861759","IL1RN;HMOX1;GRIN1"
"REL","REL human","3/22","0.0188252792078205215264841","0.0831814662671139098959","0","0","5.9199878308487985","23.5174753253861759","CDKN1A;TNFAIP3;BIRC3"
"KLF4","KLF4 human","4/40","0.0199668018785184309127345","0.0866997828383695434695","0","0","4.1703131703131699","16.3212891418401966","CDKN1A;CDX2;ATF3;VEGFA"
"SP3","SP3 mouse","6/83","0.0213968752015263816157464","0.0866997828383695434695","0","0","2.9297795228027788","11.2635678047978622","CDKN1A;BMP2;PROC;NOS3;SLC2A3;VEGFA"
"FOSL1","FOSL1 human","2/9","0.0216749457095923823979344","0.0866997828383695434695","0","0","10.6983516483516485","40.9917855721012927","MMP1;CLU"
"GATA6","GATA6 human","2/9","0.0216749457095923823979344","0.0866997828383695434695","0","0","10.6983516483516485","40.9917855721012927","CAV1;DKK1"
"HIC1","HIC1 human","2/9","0.0216749457095923823979344","0.0866997828383695434695","0","0","10.6983516483516485","40.9917855721012927","EPHA2;VEGFA"
"HIPK2","HIPK2 human","2/9","0.0216749457095923823979344","0.0866997828383695434695","0","0","10.6983516483516485","40.9917855721012927","CDKN1A;VEGFA"
"SMAD7","SMAD7 human","2/9","0.0216749457095923823979344","0.0866997828383695434695","0","0","10.6983516483516485","40.9917855721012927","CDKN1A;HMOX1"
"SMARCA4","SMARCA4 human","2/9","0.0216749457095923823979344","0.0866997828383695434695","0","0","10.6983516483516485","40.9917855721012927","CDKN1A;ABCG2"
"SP2","SP2 mouse","2/9","0.0216749457095923823979344","0.0866997828383695434695","0","0","10.6983516483516485","40.9917855721012927","ID3;ETS1"
"VDR","VDR human","4/42","0.0234844963015364560643405","0.0923347650345400783323","0","0","3.9504165819955297","14.8196512610979294","CDKN1A;CXCL8;BHLHE40;FOXP3"
"PITX2","PITX2 mouse","3/24","0.0238126499299603361370359","0.0923347650345400783323","0","0","5.3556289567850257","20.0168685064050678","LEF1;HESX1;FOXJ1"
"SMAD1","SMAD1 mouse","3/24","0.0238126499299603361370359","0.0923347650345400783323","0","0","5.3556289567850257","20.0168685064050678","CDKN1A;BMP2;ID3"
"IRF1","IRF1 mouse","3/25","0.0265479762233099651769219","0.0963797069750794432874","0","0","5.1119285338938516","18.5501752572620546","CDKN1A;UPP1;FOXP3"
"PARP1","PARP1 human","3/25","0.0265479762233099651769219","0.0963797069750794432874","0","0","5.1119285338938516","18.5501752572620546","CDKN1A;HFE;DNAAF4"
