"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F4","4.82021846247739560","-4.638665471015977815","0.000000000000000000003112474390980495","RKO=-9.459; SW948=0.1816","Repressed","1","collectri","1","4.82021846247739560",NA,"6","ENCODE--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=125); Literature--ChIP-seq(rank=126); ARCHS4--Coexpression(rank=808); Enrichr--Queries(rank=1227); GTEx--Coexpression(rank=1510)","1213","0.420899999999999996","ReMap ChIP-seq,0.4209"
"FOXO3","6.12362452778956801","6.123624527789568006","0.000000000185477952744906846702234915","RKO=5.874; SW948=6.373","Activated","2","collectri","2","6.12362452778956801",NA,"4","Literature--ChIP-seq(rank=94); Enrichr--Queries(rank=330); ARCHS4--Coexpression(rank=385); GTEx--Coexpression(rank=919)","790","0.234999999999999987","Enrichr Queries,0.235"
"ATF3","3.65079201395097730","3.650792013950977299","0.000000010897272250444984954168214052","RKO=1.585; SW948=5.716","Activated","3","collectri","3","3.65079201395097730",NA,"6","ReMap--ChIP-seq(rank=22); Enrichr--Queries(rank=37); Literature--ChIP-seq(rank=40); ENCODE--ChIP-seq(rank=42); ARCHS4--Coexpression(rank=48); GTEx--Coexpression(rank=244)","119","0.026349999999999998","Enrichr Queries,0.02635"
"MYC","3.87280961665899159","-3.872809616658991594","0.000006795121097526902076858129619907","RKO=-4.5; SW948=-3.246","Repressed","4","collectri","4","3.87280961665899159",NA,"6","ENCODE--ChIP-seq(rank=21); Literature--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=209); GTEx--Coexpression(rank=334); Enrichr--Queries(rank=373); ARCHS4--Coexpression(rank=1132)","643","0.177999999999999992","ENCODE ChIP-seq,0.178"
"REST","2.92893795695489612","2.928937956954896116","0.000006971221370732692469869822698980","RKO=4.495; SW948=1.363","Activated","5","collectri","5","2.92893795695489612",NA,"6","ENCODE--ChIP-seq(rank=34); ARCHS4--Coexpression(rank=98); Literature--ChIP-seq(rank=109); ReMap--ChIP-seq(rank=163); GTEx--Coexpression(rank=917); Enrichr--Queries(rank=1072)","257","0.060199999999999997","ARCHS4 Coexpression,0.0602"
"BMAL2","2.48352473357247927","2.010514619701424088","0.000006988470479950435599431589339670","RKO=-0.473; SW948=4.494","Activated","6","collectri","6","2.48352473357247927",NA,"0","",NA,NA,NA
"ABL1","2.74264540684065228","2.742645406840652278","0.000021889317852517824875262925088393","RKO=4.245; SW948=1.241","Activated","7","collectri","7","2.74264540684065228",NA,"0","",NA,NA,NA
"SRSF2","2.24368180708132847","-1.933027693600417152","0.000029575634514495240524716013208462","RKO=-4.177; SW948=0.3107","Repressed","8","collectri","8","2.24368180708132847",NA,"0","",NA,NA,NA
"SMAD7","2.96760112241223428","2.967601122412234282","0.000032224019390641363562617638383045","RKO=1.778; SW948=4.157","Activated","9","collectri","9","2.96760112241223428",NA,"0","",NA,NA,NA
"NR3C1","2.85094982097074645","2.850949820970746451","0.000036533957297754803710855553422476","RKO=1.574; SW948=4.128","Activated","10","collectri","10","2.85094982097074645",NA,"6","ARCHS4--Coexpression(rank=10); ENCODE--ChIP-seq(rank=13); Enrichr--Queries(rank=43); Literature--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=85); GTEx--Coexpression(rank=1302)","28","0.006143000000000000","ARCHS4 Coexpression,0.006143"
"EGR4","2.36419952297054614","2.364199522970546141","0.000047919155398891671165939598608929","RKO=4.066; SW948=0.6628","Activated","11","collectri","11","2.36419952297054614",NA,"3","ARCHS4--Coexpression(rank=182); Enrichr--Queries(rank=598); GTEx--Coexpression(rank=805)","427","0.111799999999999997","ARCHS4 Coexpression,0.1118"
"IRF9","2.91737064756409792","2.917370647564097919","0.000061362797810225489522975572675989","RKO=4.008; SW948=1.827","Activated","12","collectri","12","2.91737064756409792",NA,"4","ReMap--ChIP-seq(rank=93); Enrichr--Queries(rank=106); ARCHS4--Coexpression(rank=164); GTEx--Coexpression(rank=267)","309","0.075499999999999998","Enrichr Queries,0.0755"
"PGR","2.06572317658469728","2.065723176584697285","0.000094866125587630053812675245961117","RKO=0.2281; SW948=3.903","Activated","13","collectri","13","2.06572317658469728",NA,"4","ReMap--ChIP-seq(rank=201); GTEx--Coexpression(rank=222); Enrichr--Queries(rank=292); ARCHS4--Coexpression(rank=511)","514","0.138100000000000001","GTEx Coexpression,0.1381"
"GLI1","2.95167439560241940","2.951674395602419398","0.000123909932929094879997672373761475","RKO=2.065; SW948=3.838","Activated","14","collectri","14","2.95167439560241940",NA,"4","Literature--ChIP-seq(rank=88); GTEx--Coexpression(rank=233); Enrichr--Queries(rank=291); ARCHS4--Coexpression(rank=924)","536","0.144999999999999990","GTEx Coexpression,0.145"
"NFYA","1.95540391960916349","-1.874451677102133118","0.000128218477722790130234747918436256","RKO=-3.83; SW948=0.08095","Repressed","15","collectri","15","1.95540391960916349",NA,"5","ENCODE--ChIP-seq(rank=74); ReMap--ChIP-seq(rank=191); Enrichr--Queries(rank=827); ARCHS4--Coexpression(rank=991); GTEx--Coexpression(rank=1097)","1449","0.588999999999999968","Enrichr Queries,0.589"
"ATF4","2.30737554755556040","2.307375547555560402","0.000134102371384144206404795407472363","RKO=0.796; SW948=3.819","Activated","16","collectri","16","2.30737554755556040",NA,"4","ReMap--ChIP-seq(rank=184); GTEx--Coexpression(rank=631); ARCHS4--Coexpression(rank=844); Enrichr--Queries(rank=933)","1161","0.392699999999999994","GTEx Coexpression,0.3927"
"ATF6","2.44274215486979074","2.442742154869790738","0.000149678129708900127439047400557115","RKO=1.094; SW948=3.792","Activated","17","collectri","17","2.44274215486979074",NA,"3","Enrichr--Queries(rank=352); ARCHS4--Coexpression(rank=878); GTEx--Coexpression(rank=1047)","830","0.250699999999999978","Enrichr Queries,0.2507"
"DDIT3","2.57899990029847626","2.578999900298476256","0.000166651713520341417454351251592470","RKO=1.393; SW948=3.765","Activated","18","collectri","18","2.57899990029847626",NA,"3","Enrichr--Queries(rank=4); ARCHS4--Coexpression(rank=57); GTEx--Coexpression(rank=99)","11","0.002849000000000000","Enrichr Queries,0.002849"
"STAT1","3.28453222403146494","3.284532224031464942","0.000170414529618495596456975715859983","RKO=3.759; SW948=2.81","Activated","19","collectri","19","3.28453222403146494",NA,"6","ARCHS4--Coexpression(rank=34); ReMap--ChIP-seq(rank=37); ENCODE--ChIP-seq(rank=44); Enrichr--Queries(rank=117); Literature--ChIP-seq(rank=134); GTEx--Coexpression(rank=875)","95","0.020879999999999999","ARCHS4 Coexpression,0.02088"
