"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","E2F1","HMVL_TOR10","8.00244169338833089","0.000000009943935682296688","E2F1","1","trrust","1","8.00244169338833089","0.000000009943935682296688",NA,"","6","GTEx--Coexpression(rank=5); ReMap--ChIP-seq(rank=7); Enrichr--Queries(rank=8); ARCHS4--Coexpression(rank=10); Literature--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=12)","12","0.00311100000000000","GTEx Coexpression,0.003111"
"ora","E2F4","HMVL_TOR10","6.65016212588571864","0.000000223788556058159212","E2F4","2","trrust","2","6.65016212588571864","0.000000223788556058159212",NA,"","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=101); ARCHS4--Coexpression(rank=306); GTEx--Coexpression(rank=715)","20","0.00673400000000000","ReMap ChIP-seq,0.006734"
"ora","TP53","HMVL_TOR10","6.12048900307887767","0.000000757723919212969401","TP53","3","trrust","3","6.12048900307887767","0.000000757723919212969401",NA,"","5","ARCHS4--Coexpression(rank=17); Literature--ChIP-seq(rank=34); ReMap--ChIP-seq(rank=120); GTEx--Coexpression(rank=142); Enrichr--Queries(rank=201)","33","0.01044000000000000","ARCHS4 Coexpression,0.01044"
"ora","TFDP1","HMVL_TOR10","5.20576974775201506","0.000006226303009433275363","TFDP1","4","trrust","4","5.20576974775201506","0.000006226303009433275363",NA,"","4","GTEx--Coexpression(rank=4); ReMap--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=13); Enrichr--Queries(rank=22)","10","0.00248900000000000","GTEx Coexpression,0.002489"
"ora","YBX1","HMVL_TOR10","4.48967143041479932","0.000032383856739488765071","YBX1","5","trrust","5","4.48967143041479932","0.000032383856739488765071",NA,"","3","ARCHS4--Coexpression(rank=156); GTEx--Coexpression(rank=802); Enrichr--Queries(rank=1046)","361","0.09582000000000000","ARCHS4 Coexpression,0.09582"
"ora","MYC","HMVL_TOR10","4.26798102610481056","0.000053953419371404698845","MYC","6","trrust","6","4.26798102610481056","0.000053953419371404698845",NA,"","6","ENCODE--ChIP-seq(rank=18); Literature--ChIP-seq(rank=19); Enrichr--Queries(rank=72); ReMap--ChIP-seq(rank=200); ARCHS4--Coexpression(rank=453); GTEx--Coexpression(rank=567)","193","0.05128000000000000","Enrichr Queries,0.05128"
"ora","SP1","HMVL_TOR10","4.00734377859779478","0.000098323249097545989449","SP1","7","trrust","7","4.00734377859779478","0.000098323249097545989449",NA,"","5","ENCODE--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=27); GTEx--Coexpression(rank=575); Enrichr--Queries(rank=1092); ARCHS4--Coexpression(rank=1171)","284","0.07627000000000000","ENCODE ChIP-seq,0.07627"
"ora","E2F3","HMVL_TOR10","3.25944999139930358","0.000550237276167266976291","E2F3","8","trrust","8","3.25944999139930358","0.000550237276167266976291",NA,"","3","ARCHS4--Coexpression(rank=22); Enrichr--Queries(rank=30); GTEx--Coexpression(rank=666)","47","0.01351000000000000","ARCHS4 Coexpression,0.01351"
"ora","SREBF1","HMVL_TOR10","3.17672304759799617","0.000665697540501239068411","SREBF1","9","trrust","9","3.17672304759799617","0.000665697540501239068411",NA,"","6","ReMap--ChIP-seq(rank=69); ENCODE--ChIP-seq(rank=95); Literature--ChIP-seq(rank=142); Enrichr--Queries(rank=527); GTEx--Coexpression(rank=905); ARCHS4--Coexpression(rank=1413)","803","0.23230000000000001","ReMap ChIP-seq,0.2323"
"ora","GATA6","HMVL_TOR10","2.96033638568840818","0.001095629240465656158501","GATA6","10","trrust","10","2.96033638568840818","0.001095629240465656158501",NA,"","5","Literature--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=66); Enrichr--Queries(rank=208); ARCHS4--Coexpression(rank=372); GTEx--Coexpression(rank=1186)","482","0.12800000000000000","Literature ChIP-seq,0.128"
"ora","MED1","HMVL_TOR10","2.75690513509010593","0.001750228957307877440674","MED1","11","trrust","11","2.75690513509010593","0.001750228957307877440674",NA,"","0","",NA,NA,NA
"ora","ESR1","HMVL_TOR10","2.39090309962063507","0.004065340254750157353292","ESR1","12","trrust","12","2.39090309962063507","0.004065340254750157353292",NA,"","6","Literature--ChIP-seq(rank=53); ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=156); Enrichr--Queries(rank=456); GTEx--Coexpression(rank=798); ARCHS4--Coexpression(rank=928)","1040","0.32319999999999999","Literature ChIP-seq,0.3232"
"ora","RBMX","HMVL_TOR10","2.06563205512328274","0.008597416070929684087099","RBMX","13","trrust","13","2.06563205512328274","0.008597416070929684087099",NA,"","0","",NA,NA,NA
"ora","PTTG1","HMVL_TOR10","2.04628062808194899","0.008989165408891868630503","PTTG1","14","trrust","14","2.04628062808194899","0.008989165408891868630503",NA,"","0","",NA,NA,NA
"ora","SMAD7","HMVL_TOR10","1.90839249431401847","0.012348309486161716808095","SMAD7","15","trrust","15","1.90839249431401847","0.012348309486161716808095",NA,"","0","",NA,NA,NA
"ora","SP3","HMVL_TOR10","1.87826518350483385","0.013235331290425417574697","SP3","16","trrust","16","1.87826518350483385","0.013235331290425417574697",NA,"","3","GTEx--Coexpression(rank=631); Enrichr--Queries(rank=1132); ARCHS4--Coexpression(rank=1379)","1188","0.39269999999999999","GTEx Coexpression,0.3927"
