"TF","Best_Rank","Mean_Rank","Library_Count","Best_P_Value","Best_Adjusted_P_Value","Best_Combined_Score","Library","Top_Terms","Rank","Score","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ATF4","1","1.000000000000000","1","0.00000002183171198283036","0.000002881785981733607","755.36038303221732803650","TRRUST_Transcription_Factors_2019(rank=1, adjP=2.88e-06)","ATF4 human","1","755.36038303221732803650","enrichr","1","755.36038303221732803650","0.00000002183171198283036","0.000002881785981733607","","4","ReMap--ChIP-seq(rank=7); GTEx--Coexpression(rank=389); Enrichr--Queries(rank=465); ARCHS4--Coexpression(rank=800)","94","0.02357000000000000","ReMap ChIP-seq,0.02357"
"TCF12","1","1.000000000000000","1","0.00011307212759974099897","0.089779269314194387608","32.67912594210554999563","ENCODE_TF_ChIP-seq_2015(rank=1, adjP=0.0898)","TCF12 SK-N-SH hg19","2","32.67912594210554999563","enrichr","2","32.67912594210554999563","0.00011307212759974099897","0.089779269314194387608","","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=130); GTEx--Coexpression(rank=181); ARCHS4--Coexpression(rank=695); Enrichr--Queries(rank=1235)","34","0.00847500000000000","ENCODE ChIP-seq,0.008475"
"SOX2","1","4.000000000000000","2","0.00000006437290900538716","0.000045833511211835660","62.23913033602437394620","ChEA_2022(rank=1, adjP=4.58e-05); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=7, adjP=0.507)","SOX2 20726797 ChIP-Seq SW620 Human; SOX2 CHEA","3","62.23913033602437394620","enrichr","3","62.23913033602437394620","0.00000006437290900538716","0.000045833511211835660","","5","Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=192); Enrichr--Queries(rank=754); ARCHS4--Coexpression(rank=1254); GTEx--Coexpression(rank=1559)","24","0.00609800000000000","Literature ChIP-seq,0.006098"
"CEBPB","1","30.199999999999999","5","0.00085858203383333618446","0.074696636943500246963","51.73294204556516007187","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=1, adjP=0.0747); Transcription_Factor_PPIs(rank=1, adjP=0.207); ENCODE_TF_ChIP-seq_2015(rank=3, adjP=0.184); TRRUST_Transcription_Factors_2019(rank=17, adjP=0.133); ChEA_2022(rank=129, adjP=0.262)","CEBPB ENCODE; CEBPB; CEBPB A549 hg19; CEBPB mouse; CEBPB 21427703 ChIP-Seq 3T3-L1 Mouse","4","51.73294204556516007187","enrichr","4","51.73294204556516007187","0.00085858203383333618446","0.074696636943500246963","","6","ENCODE--ChIP-seq(rank=4); Enrichr--Queries(rank=14); Literature--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=129); ARCHS4--Coexpression(rank=442); GTEx--Coexpression(rank=509)","43","0.00997200000000000","Enrichr Queries,0.009972"
"NR1H3","2","39.500000000000000","2","0.00008313806875052501028","0.005487112537534651058","404.35137695866598050998","TRRUST_Transcription_Factors_2019(rank=2, adjP=0.00549); ChEA_2022(rank=77, adjP=0.185)","NR1H3 mouse; NR1H3 23393188 ChIP-Seq ATHEROSCLEROTIC-FOAM Human","5","404.35137695866598050998","enrichr","5","404.35137695866598050998","0.00008313806875052501028","0.005487112537534651058","","5","ARCHS4--Coexpression(rank=7); Literature--ChIP-seq(rank=17); Enrichr--Queries(rank=77); GTEx--Coexpression(rank=80); ReMap--ChIP-seq(rank=208)","16","0.00430000000000000","ARCHS4 Coexpression,0.0043"
"EZH2","2","45.000000000000000","5","0.00059558236064623671507","0.026503415048757535122","24.76359054056920072640","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=2, adjP=0.32); ChEA_2022(rank=16, adjP=0.0265); Transcription_Factor_PPIs(rank=45, adjP=0.582); ENCODE_TF_ChIP-seq_2015(rank=51, adjP=1); TRRUST_Transcription_Factors_2019(rank=111, adjP=0.216)","EZH2 CHEA; EZH2 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse; EZH2; EZH2 fibroblast of dermis hg19; EZH2 human","6","24.76359054056920072640","enrichr","6","24.76359054056920072640","0.00059558236064623671507","0.026503415048757535122","","0","",NA,NA,NA
"ATF3","2","51.799999999999997","5","0.00000213613565525001282","0.000760464293269004434","90.50077755766068321464","ChEA_2022(rank=2, adjP=0.00076); Transcription_Factor_PPIs(rank=17, adjP=0.582); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=37, adjP=1); TRRUST_Transcription_Factors_2019(rank=38, adjP=0.138); ENCODE_TF_ChIP-seq_2015(rank=165, adjP=1)","ATF3 23680149 ChIP-Seq GBM1-GSC Human; ATF3; ATF3 ENCODE; ATF3 mouse; ATF3 H1-hESC hg19","7","90.50077755766068321464","enrichr","7","90.50077755766068321464","0.00000213613565525001282","0.000760464293269004434","","6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=5); Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=48)","1","0.00061430000000000","ARCHS4 Coexpression,6.143E-4"
"DMRT1","2","86.000000000000000","2","0.01017414037052066615174","0.206874187533920200766","903.81748903136451644968","Transcription_Factor_PPIs(rank=2, adjP=0.207); ChEA_2022(rank=170, adjP=0.311)","DMRT1; DMRT1 21621532 ChIP-ChIP FETAL Ovary","8","903.81748903136451644968","enrichr","8","903.81748903136451644968","0.01017414037052066615174","0.206874187533920200766","","4","Literature--ChIP-seq(rank=48); ARCHS4--Coexpression(rank=379); Enrichr--Queries(rank=704); GTEx--Coexpression(rank=1215)","774","0.23280000000000001","ARCHS4 Coexpression,0.2328"
"EP300","2","157.000000000000000","4","0.00055201007007660155348","0.183704575726531676994","18.97495255653067403045","ENCODE_TF_ChIP-seq_2015(rank=2, adjP=0.184); Transcription_Factor_PPIs(rank=19, adjP=0.582); TRRUST_Transcription_Factors_2019(rank=122, adjP=0.286); ChEA_2022(rank=485, adjP=0.746)","EP300 HeLa-S3 hg19; EP300; EP300 mouse; EP300 20729851 ChIP-Seq FORBRAIN MIDBRAIN LIMB HEART Mouse","9","18.97495255653067403045","enrichr","9","18.97495255653067403045","0.00055201007007660155348","0.183704575726531676994","","0","",NA,NA,NA
"SPATA20","3","3.000000000000000","1","0.01017414037052066615174","0.206874187533920200766","903.81748903136451644968","Transcription_Factor_PPIs(rank=3, adjP=0.207)","SPATA20","10","903.81748903136451644968","enrichr","10","903.81748903136451644968","0.01017414037052066615174","0.206874187533920200766","","0","",NA,NA,NA
