"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","NR1H3","HT55_SW948","4.2326436232724705","0.00005852701526604098","NR1H3","1","trrust","1","4.2326436232724705","0.00005852701526604098",NA,"","5","Literature--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=221); Enrichr--Queries(rank=303); GTEx--Coexpression(rank=394); ARCHS4--Coexpression(rank=401)","248","0.067070000000000005","Literature ChIP-seq,0.06707"
"ora","ARNTL","HT55_SW948","4.0572330359555622","0.00008765303617870868","ARNTL","2","trrust","2","4.0572330359555622","0.00008765303617870868",NA,"","4","ARCHS4--Coexpression(rank=12); Enrichr--Queries(rank=101); ReMap--ChIP-seq(rank=119); GTEx--Coexpression(rank=1202)","30","0.007371000000000000","ARCHS4 Coexpression,0.007371"
"ora","SMAD7","HT55_SW948","3.6790631591668470","0.00020938079325687539","SMAD7","3","trrust","3","3.6790631591668470","0.00020938079325687539",NA,"","0","",NA,NA,NA
"ora","CLOCK","HT55_SW948","3.2797243710097410","0.00052514063985140244","CLOCK","4","trrust","4","3.2797243710097410","0.00052514063985140244",NA,"","5","ReMap--ChIP-seq(rank=20); Literature--ChIP-seq(rank=45); ARCHS4--Coexpression(rank=1045); Enrichr--Queries(rank=1399); GTEx--Coexpression(rank=1497)","250","0.067339999999999997","ReMap ChIP-seq,0.06734"
"ora","ATF4","HT55_SW948","2.4784994230117303","0.00332277226662539395","ATF4","5","trrust","5","2.4784994230117303","0.00332277226662539395",NA,"","4","ReMap--ChIP-seq(rank=18); Enrichr--Queries(rank=368); GTEx--Coexpression(rank=438); ARCHS4--Coexpression(rank=553)","222","0.060609999999999997","ReMap ChIP-seq,0.06061"
"ora","STAT3","HT55_SW948","2.2936811513085247","0.00508532658137649321","STAT3","6","trrust","6","2.2936811513085247","0.00508532658137649321",NA,"","6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=30); ARCHS4--Coexpression(rank=81); Enrichr--Queries(rank=623); GTEx--Coexpression(rank=958)","151","0.042680000000000003","Literature ChIP-seq,0.04268"
"ora","USF2","HT55_SW948","2.2273121301388970","0.00592499338567914653","USF2","7","trrust","7","2.2273121301388970","0.00592499338567914653",NA,"","5","ReMap--ChIP-seq(rank=23); ENCODE--ChIP-seq(rank=26); Enrichr--Queries(rank=1144); ARCHS4--Coexpression(rank=1164); GTEx--Coexpression(rank=1594)","287","0.077439999999999995","ReMap ChIP-seq,0.07744"
"ora","SIRT1","HT55_SW948","2.2095047910742349","0.00617298481903089374","SIRT1","8","trrust","8","2.2095047910742349","0.00617298481903089374",NA,"","0","",NA,NA,NA
"ora","USF1","HT55_SW948","1.9552266521306021","0.01108596103681316544","USF1","9","trrust","9","1.9552266521306021","0.01108596103681316544",NA,"","5","ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=174); GTEx--Coexpression(rank=195); ARCHS4--Coexpression(rank=361); Enrichr--Queries(rank=846)","440","0.121300000000000005","GTEx Coexpression,0.1213"
"ora","RORA","HT55_SW948","1.9139487311699184","0.01219133510169956650","RORA","10","trrust","10","1.9139487311699184","0.01219133510169956650",NA,"","3","ARCHS4--Coexpression(rank=21); Enrichr--Queries(rank=177); GTEx--Coexpression(rank=178)","50","0.012900000000000000","ARCHS4 Coexpression,0.0129"
"ora","ZBTB7A","HT55_SW948","1.8352882109188795","0.01461207151480370739","ZBTB7A","11","trrust","11","1.8352882109188795","0.01461207151480370739",NA,"","5","ENCODE--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=222); GTEx--Coexpression(rank=676); Enrichr--Queries(rank=1151); ARCHS4--Coexpression(rank=1430)","1130","0.381400000000000017","ENCODE ChIP-seq,0.3814"
"ora","ETS1","HT55_SW948","1.7940248828584664","0.01606849186113632616","ETS1","12","trrust","12","1.7940248828584664","0.01606849186113632616",NA,"","6","ENCODE--ChIP-seq(rank=3); GTEx--Coexpression(rank=33); ReMap--ChIP-seq(rank=50); Enrichr--Queries(rank=124); ARCHS4--Coexpression(rank=136); Literature--ChIP-seq(rank=147)","78","0.020539999999999999","GTEx Coexpression,0.02054"
"ora","FOXD3","HT55_SW948","1.7113903506923926","0.01943612347030954091","FOXD3","13","trrust","13","1.7113903506923926","0.01943612347030954091",NA,"","3","GTEx--Coexpression(rank=105); ARCHS4--Coexpression(rank=653); Enrichr--Queries(rank=743)","241","0.065339999999999995","GTEx Coexpression,0.06534"
"ora","AR","HT55_SW948","1.6608802535367484","0.02183331831128799624","AR","14","trrust","14","1.6608802535367484","0.02183331831128799624",NA,"","5","Literature--ChIP-seq(rank=13); ReMap--ChIP-seq(rank=82); ARCHS4--Coexpression(rank=218); GTEx--Coexpression(rank=328); Enrichr--Queries(rank=333)","294","0.079269999999999993","Literature ChIP-seq,0.07927"
"ora","APC","HT55_SW948","1.5373785427400175","0.02901492533108140925","APC","15","trrust","15","1.5373785427400175","0.02901492533108140925",NA,"","0","",NA,NA,NA
"ora","SP3","HT55_SW948","1.5042507457764354","0.03131477201681887035","SP3","16","trrust","16","1.5042507457764354","0.03131477201681887035",NA,"","3","GTEx--Coexpression(rank=1158); ARCHS4--Coexpression(rank=1160); Enrichr--Queries(rank=1267)","1575","0.712500000000000022","ARCHS4 Coexpression,0.7125"
"ora","HDAC7","HT55_SW948","1.5031358195757896","0.03139526696900307723","HDAC7","17","trrust","17","1.5031358195757896","0.03139526696900307723",NA,"","0","",NA,NA,NA
"ora","KLF5","HT55_SW948","1.5031358195757896","0.03139526696900307723","KLF5","18","trrust","18","1.5031358195757896","0.03139526696900307723",NA,"","5","Literature--ChIP-seq(rank=25); Enrichr--Queries(rank=123); ReMap--ChIP-seq(rank=130); ARCHS4--Coexpression(rank=139); GTEx--Coexpression(rank=202)","317","0.085379999999999998","ARCHS4 Coexpression,0.08538"
"ora","STAT5A","HT55_SW948","1.5031358195757896","0.03139526696900307723","STAT5A","19","trrust","19","1.5031358195757896","0.03139526696900307723",NA,"","6","Literature--ChIP-seq(rank=49); ENCODE--ChIP-seq(rank=114); ARCHS4--Coexpression(rank=172); ReMap--ChIP-seq(rank=186); Enrichr--Queries(rank=285); GTEx--Coexpression(rank=661)","383","0.105700000000000002","ARCHS4 Coexpression,0.1057"
"ora","ATF6","HT55_SW948","1.4714703273698455","0.03376989207124525549","ATF6","20","trrust","20","1.4714703273698455","0.03376989207124525549",NA,"","3","ARCHS4--Coexpression(rank=369); Enrichr--Queries(rank=734); GTEx--Coexpression(rank=792)","775","0.226700000000000013","ARCHS4 Coexpression,0.2267"
"ora","ATF3","HT55_SW948","1.4145161868211042","0.03850204641082578122","ATF3","21","trrust","21","1.4145161868211042","0.03850204641082578122",NA,"","6","GTEx--Coexpression(rank=2); ReMap--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=50)","5","0.001245000000000000","GTEx Coexpression,0.001245"
"ora","NFE2L2","HT55_SW948","1.4145161868211042","0.03850204641082578122","NFE2L2","22","trrust","22","1.4145161868211042","0.03850204641082578122",NA,"","5","Literature--ChIP-seq(rank=14); ARCHS4--Coexpression(rank=68); ReMap--ChIP-seq(rank=143); Enrichr--Queries(rank=237); GTEx--Coexpression(rank=524)","148","0.041770000000000002","ARCHS4 Coexpression,0.04177"
"ora","BCL6","HT55_SW948","1.3887058633058629","0.04085960244194464241","BCL6","23","trrust","23","1.3887058633058629","0.04085960244194464241",NA,"","5","ARCHS4--Coexpression(rank=78); Literature--ChIP-seq(rank=102); Enrichr--Queries(rank=120); ReMap--ChIP-seq(rank=181); GTEx--Coexpression(rank=575)","171","0.047910000000000001","ARCHS4 Coexpression,0.04791"
