"TF","DLD1_HCT15"
"AHR","1.175683712792231495"
"AR","0.452434105321538993"
"ARID2","0.785085657332144748"
"ARID3A","4.012805283781075261"
"ARNT","0.546856714782600228"
"ARNTL","4.335739544655972999"
"ASCL1","0.793447562988337296"
"ATF1","-0.315725084628523889"
"ATF2","0.631361279930755748"
"ATF3","-1.946804428085124883"
"ATF4","5.416276830765743178"
"ATF6","2.094459922965562271"
"ATF7","0.589788505238103777"
"BACH1","0.798279069504294392"
"BACH2","1.773539385205063823"
"BATF","0.244246921490031049"
"BCL11A","-0.921564824558745777"
"BCL6","-1.101214079603258122"
"BHLHE22","-1.696905222252695467"
"BHLHE40","-1.037006648641288553"
"CDX2","0.151245539511788207"
"CEBPA","-0.219714867859139407"
"CEBPB","1.698490057019873545"
"CEBPD","0.945781942016782007"
"CEBPG","2.094460953579440954"
"CLOCK","2.449061057637897498"
"CREB1","0.551709765972441590"
"CREB3","0.197883464947092219"
"CREB3L1","0.768413886971246685"
"CREM","1.561099365763999769"
"CTCF","0.401122173459990239"
"CTCFL","0.616764314562412763"
"CUX1","0.222926799927962549"
"DUX4","-1.210501554516415501"
"E2F1","-3.230212506942277795"
"E2F2","-2.932272252423641756"
"E2F3","-1.715141556152774305"
"E2F4","-5.987806493675466690"
"E2F5","-1.578161181847869132"
"E2F6","0.650143105803603572"
"E2F7","0.026514495950491095"
"EBF1","0.919730058860771971"
"EGR1","0.352518684607703470"
"EHF","0.984228198098392348"
"ELF1","2.961016289295198778"
"ELF3","-0.105575610019877086"
"ELF5","-0.905089616210976500"
"ELK1","1.084814308021696538"
"ELK4","1.085741115816709845"
"EOMES","-1.499834878452938725"
"EPAS1","2.044886918787546026"
"ERG","1.647698971562565839"
"ESR1","2.636249467308088068"
"ESR2","1.751480867101628203"
"ESRRA","1.073989887652011088"
"ETS1","1.742519641063241531"
"ETS2","-0.297238223683054303"
"ETV1","1.062143473919237913"
"ETV4","3.073011421638686791"
"FLI1","-0.169152314927403874"
"FOS","2.072921245654328892"
"FOSL2","2.179346879796297820"
"FOXA1","0.635196777633603715"
"FOXA2","-0.469148071060376981"
"FOXJ2","1.665086546796256561"
"FOXK2","1.386208877212389501"
"FOXL2","2.187401436263816112"
"FOXM1","-1.379389418612952278"
"FOXO1","1.753715832344945325"
"FOXO3","3.586061718839471002"
"FOXO4","0.792291547297046428"
"FOXP1","0.091277618647977510"
"FOXP2","-0.063958567268756580"
"GABPA","1.906233012135869931"
"GATA2","-0.657443685402512412"
"GATA3","0.720801924518420178"
"GATA4","0.966320962272561146"
"GATA6","1.481283927525280930"
"GFI1B","1.275631877082454402"
"GLI2","-0.123982211533484959"
"GRHL2","0.594099030373339443"
"HBP1","-1.660770451295618955"
"HHEX","-0.278266266732026590"
"HIF1A","3.081082938139260374"
"HINFP","-0.461731633196484581"
"HMBOX1","-0.974680753556509294"
"HNF1A","-0.078198604787280676"
"HNF1B","0.201186345646617137"
"HNF4A","-1.328323445991109297"
"HNF4G","1.272718810875064444"
"HOXA9","2.046701954552879510"
"HOXB13","-0.165760614721693317"
"HSF1","1.688308987882060519"
"IKZF1","0.994716153627832389"
"IRF1","1.949931059415843659"
"IRF2","1.396216502539959325"
"IRF3","0.069124950802408852"
"IRF4","2.092617280788031220"
"IRF9","1.843636382247374028"
"JUN","3.448619165338175030"
"JUNB","2.328886321390858605"
"JUND","1.047682222694949372"
"KDM5B","1.667393928848463380"
"KLF1","0.325980794602911905"
"KLF13","-0.371936059127520036"
"KLF3","0.143661939317624276"
"KLF4","0.991748098759487995"
"KLF5","2.278090145259422883"
