"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","TRRUST"
"1","TP53","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","23.33333333333334","2","5","Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=20); GTEx--Coexpression(rank=492); ARCHS4--Coexpression(rank=614); Enrichr--Queries(rank=1020)","65","rank=65; score=0.01829","rank=3; score=74.519; p=1.3654e-10; adjP=2.543e-08","rank=2; score=5.3392; p=4.5797e-06"
"2","KLF4","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","27.66666666666667","6","5","ARCHS4--Coexpression(rank=23); GTEx--Coexpression(rank=24); ReMap--ChIP-seq(rank=44); Literature--ChIP-seq(rank=48); Enrichr--Queries(rank=57)","50","rank=50; score=0.01413","rank=27; score=98.558; p=2.6939e-05; adjP=0.0012623","rank=6; score=4.5696; p=2.694e-05"
"3","SMAD3","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","28.66666666666667","12","5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=7); GTEx--Coexpression(rank=209); Enrichr--Queries(rank=271); ARCHS4--Coexpression(rank=853)","45","rank=45; score=0.0122","rank=12; score=131.68; p=2.2567e-18; adjP=5.6041e-16","rank=29; score=2.3116; p=0.0048798"
"4","TP63","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","29.66666666666666","7","5","ARCHS4--Coexpression(rank=4); GTEx--Coexpression(rank=6); Literature--ChIP-seq(rank=11); Enrichr--Queries(rank=16); ReMap--ChIP-seq(rank=27)","7","rank=7; score=0.002457","rank=13; score=47.634; p=4.7801e-10; adjP=7.1223e-08","rank=69; score=1.3611; p=0.043538"
"5","FOS","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","40.66666666666666","12","5","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=24); GTEx--Coexpression(rank=100); Enrichr--Queries(rank=135); ARCHS4--Coexpression(rank=314)","12","rank=12; score=0.003367","rank=91; score=33.003; p=0.0017071; adjP=0.020738","rank=19; score=2.7677; p=0.0017071"
"6","FOSL2","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","48.00000000000000","20","5","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=28); Enrichr--Queries(rank=103); GTEx--Coexpression(rank=335); ARCHS4--Coexpression(rank=755)","58","rank=58; score=0.01695","rank=20; score=21.075; p=0.00049617; adjP=0.080776","rank=66; score=1.3611; p=0.043538"
"7","KLF10","ChEA3;ENRICHR;TRRUST","4","ChEA3;ENRICHR;TRRUST;CollecTRI","58.00000000000000","10","3","ARCHS4--Coexpression(rank=51); Enrichr--Queries(rank=161); GTEx--Coexpression(rank=715)","119","rank=119; score=0.03133","rank=45; score=259.94; p=0.0003678; adjP=0.0082961","rank=10; score=3.4344; p=0.00036781"
"8","STAT3","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","58.66666666666666","32","6","ENCODE--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=8); Literature--ChIP-seq(rank=43); ARCHS4--Coexpression(rank=509); GTEx--Coexpression(rank=549); Enrichr--Queries(rank=926)","100","rank=100; score=0.02694","rank=32; score=11.209; p=0.001092; adjP=0.0071364","rank=44; score=1.8246; p=0.014977"
"9","TFAP2A","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","59.33333333333334","15","6","GTEx--Coexpression(rank=8); ENCODE--ChIP-seq(rank=17); ARCHS4--Coexpression(rank=64); Literature--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=107); Enrichr--Queries(rank=148)","15","rank=15; score=0.004978","rank=109; score=12.743; p=0.021646; adjP=0.084522","rank=54; score=1.6646; p=0.021646"
"10","JUND","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","60.66666666666667","23","6","ENCODE--ChIP-seq(rank=4); Literature--ChIP-seq(rank=21); ReMap--ChIP-seq(rank=41); ARCHS4--Coexpression(rank=706); Enrichr--Queries(rank=777); GTEx--Coexpression(rank=815)","128","rank=128; score=0.0339","rank=23; score=29.172; p=0.00022575; adjP=0.0026481","rank=31; score=2.166; p=0.0068228"
