"Query Name","Rank","TF","Score","Library","Overlapping_Genes"
"DEG_SW48","1","GRHL3","5.00000000000000","ARCHS4 Coexpression,1;Enrichr Queries,1;GTEx Coexpression,13","EHF,SERPINE2,UPK2,SERPINE1,CBLC,PRDM1,ABCA12,AQP3,CLU,TGM1,CDC20,HHAT,CYSRT1,HEPHL1,POF1B,PLAU,LIPK,TNS4,IER5,KRT6C,TGM3,RPTN,KRT6B,KRT6A,EPHA4,IGFBP3,SPNS2,LMO7,CLDN4,SLPI,S100A9,PADI1,DSC2,ATF3,FLG,EPAS1,KLK5,TGFA,LYPD3,ALDH3B2,HMOX1,PI3,PROM2,CPA4,WNT4,CDSN,TPRG1,PLK2,A2ML1,CGN,INHBA,FBXO32,GJB4,FXYD3,ID3,TMEM45B,CRYBG2,ECM1,BTG2,CDKN1A,MAST4,CITED2,KRT23,ADM,LAMC2,SLC7A11,PRSS22,ENC1,FGFBP1,EDN1,ANXA1,MME,PLA2G4E,TMPRSS11E,ETV4,SERPINB5,RHOU,DSG3,CDH15,SGK1,DDR2,SEMA3C,SBSN,AURKB,LCE3D,PERP,RNF39,EPS8L1,LY6G6C,MPZL3,HES2,CD55,MPZL2,GDF15,WNT7B,KRT13,GRHL1,SORL1,KLK11,DHRS3,SULF2,TTC9,NECTIN4"
"DEG_SW48","2","ZNF750","5.50000000000000","ARCHS4 Coexpression,2;Enrichr Queries,2;ReMap ChIP-seq,17;GTEx Coexpression,1","MT-ND6,MT-ND4L,EHF,MT-ND4,MT-ND5,SERPINE2,UPK2,CBLC,LRRC73,PRDM1,ABCA12,MT-ND2,MT-ND3,TMEM91,AQP3,TGM1,CDC20,HERC3,HHAT,CYSRT1,POF1B,HEPHL1,LIPK,TNS4,IER5,KRT6C,KRT6B,TGM3,KRT6A,IGFBP3,SPNS2,KRT9,CLDN4,SLPI,S100A9,ATF3,DSC2,PADI1,FLG,EPAS1,KLK5,KLK4,LYPD3,KLK9,KLK6,GOLGA7B,ALDH3B2,PI3,PROM2,CPA4,WNT4,CDSN,GADD45B,TPRG1,PLK2,IGFL2,TINCR,ISG15,A2ML1,NR1D1,CGN,FBXO32,POU2F3,RNF224,ARHGAP30,GJB4,FXYD3,ID3,INKA1,TMEM45B,CPM,CRYBG2,BTG2,CDKN1A,ECM1,TCHH,KRT23,TNFAIP3,YBX2,ADM,LAMC2,SLC7A11,PRSS22,CKS1B,HYAL1,ADAMTSL4,ENC1,AMH,FGFBP1,EDN1,ANXA1,PLA2G4E,TMPRSS11E,ETV4,SERPINB5,DDB2,GAN,DSG3,CDH15,SGK1,DDR2,FOXC1,SEMA3C,TUFT1,SBSN,TOB1,AURKB,LCE3D,SH3TC2,SH3TC1,PERP,RNF39,EPS8L1,LY6G6C,MPZL3,HES2,TAS1R3,DUOX2,CD55,MPZL2,GDF15,WNT7B,KRT13,GRHL3,GRHL1,SORL1,KLK11,DHRS3,SULF2,TTC9,NECTIN4"
"DEG_SW48","3","IRF6","9.66700000000000","ARCHS4 Coexpression,10;Enrichr Queries,14;GTEx Coexpression,5","IFITM3,CRYBG2,EHF,BTG2,CDKN1A,SERPINE2,SERPINE1,CBLC,TNFAIP3,ADM,LAMC2,ABCA12,PRSS22,AQP3,CLU,AKAP12,TGM1,HHAT,POF1B,HEPHL1,LIPK,TNS4,KRT6C,KRT6B,KRT6A,FGFBP1,EDN1,ANXA1,PLA2G4E,IGFBP3,ITGA2,LMO7,WNT9A,SERPINB5,TUBA4A,TM4SF1,ACTA2,CLDN4,SLPI,GAN,CDH15,DSG3,SGK1,ATF3,DSC2,DDR2,HPGD,TUFT1,EPAS1,LAMA3,KLK5,TGFA,LYPD3,SBSN,AURKB,ALDH3B2,PERP,RNF39,EPS8L1,HMOX1,LY6G6C,MPZL3,GBP2,HES2,TSPAN1,CD55,PROM2,CPA4,WNT4,MPZL2,TPRG1,GDF15,WNT7B,PLK2,IGFL2,TINCR,GRHL3,A2ML1,CGN,GRHL1,FBXO32,POU2F3,SORL1,KLK11,DHRS3,HRNR,SULF2,GJB4,FXYD3,ID3,NECTIN4,CD24"
"DEG_SW48","4","FOXN1","10.33000000000000","ARCHS4 Coexpression,6;Enrichr Queries,5;GTEx Coexpression,20","TMEM45B,CPM,EHF,BTG2,CDKN1A,CRYBG2,SERPINE2,SERPINE1,TCHH,CBLC,KRT23,LAMC2,SLC7A11,PRDM1,ABCA12,AQP3,AKAP12,TGM1,CYP26B1,CYSRT1,POF1B,HEPHL1,LIPK,TNS4,KRT6C,KRT6B,TGM3,KRT6A,FGFBP1,EDN1,PLA2G4E,IGFBP3,TMPRSS11E,SERPINB5,KRT9,CLDN4,MAF,GAN,DSG3,SGK1,S100A9,ATF3,PADI1,DSC2,DDR2,FLG,FOXC1,HPGD,TUFT1,KLK5,LYPD3,SBSN,AURKB,PTGS1,KLK6,ALDH3B2,LCE3D,PERP,RNF39,HAS2,EPS8L1,LY6G6C,PI3,HES2,PROM2,CPA4,WNT4,MPZL2,CDSN,GADD45B,GDF15,WNT7B,IGFL2,KRT13,TINCR,GRHL3,A2ML1,GRHL1,POU2F3,KLK11,GJB4,FXYD3,CYP1A1,ID3,NECTIN4,INKA1"
"DEG_SW48","5","GRHL1","11.33000000000000","ARCHS4 Coexpression,7;Enrichr Queries,4;GTEx Coexpression,23","EHF,SERPINE2,SERPINE1,CBLC,AHR,PRDM1,IKZF2,ABCA12,AQP3,CLU,TMEM91,ACRBP,TGM1,HHAT,CYSRT1,POF1B,IER5,KRT6C,KRT6B,TGM3,KRT6A,ARRDC4,EPHA4,IGFBP3,LMO7,TUBA4A,SYTL2,CLDN4,SLPI,S100A9,DSC2,ATF3,FLG,EPAS1,LSMEM1,LYPD3,ALDH3B2,HMOX1,PROM2,CPA4,CDSN,GADD45B,TPRG1,PLK2,TINCR,A2ML1,CGN,FBXO32,ACER2,NR4A3,MAFF,ID3,CD24,CPEB4,CPM,CRYBG2,BTG2,CDKN1A,MAST4,CITED2,TNFAIP3,KRT23,ADM,LAMC2,SLC7A11,SIPA1L2,ITGB8,FGFBP1,EDN1,ANXA1,PLA2G4E,TMPRSS11E,TENT5C,SERPINB5,DSG3,SGK1,DDR2,FOXC1,HPGD,TUFT1,SBSN,AURKB,PTGS1,SH3TC2,PERP,RNF39,EPS8L1,LY6G6C,MPZL3,HES2,CD55,MPZL2,GDF15,WNT7B,KRT13,GRHL3,SORL1,KLK11,SULF2,NECTIN4"
"DEG_SW48","6","TP63","12.80000000000000","Literature ChIP-seq,11;ARCHS4 Coexpression,4;Enrichr Queries,16;ReMap ChIP-seq,27;GTEx Coexpression,6","MT-ND6,MT-ND4L,EHF,MT-ND4,VIPR1,MT-ND5,UPK2,SERPINE1,LDLRAD1,CBLC,PRDM1,C4BPB,AHR,ABCA12,MT-ND2,ERFE,IKZF2,AQP3,MT-ND3,CLU,MYLK,ELK3,TGM1,HHAT,HERC3,CYSRT1,ZNF608,POF1B,HEPHL1,PLAU,SESN1,LIPK,TNS4,IL6R,KRT6C,IER5,KRT6B,TGM3,RPTN,KRT6A,EPHA4,IGFBP3,SPNS2,LMO7,MR1,TUBA4A,TRAIP,INPP4B,MAF,SLPI,CD109,ASTN2,SPATA18,S100A9,ATF3,DSC2,PADI1,FLG,PFKFB2,NECAB2,AKNA,EPAS1,MINDY2,KLK5,TGFA,LYPD3,TNFRSF11B,KLK9,SLC5A3,ALDH3B2,NPHP1,PLXNA2,NDP,SRGAP3,PROM2,CPA4,WNT4,SEC16B,CDSN,TPRG1,TNFSF15,PLK2,ANKRD22,OSBPL3,IGFL2,TINCR,ISG15,A2ML1,INHBA,FBXO32,POU2F3,ACER2,RNF224,ARHGAP30,GJB4,FXYD3,SPIRE1,ID3,INKA1,FBN1,CPEB4,TMEM45B,CPM,BTG2,CDKN1A,CRYBG2,SERPINA1,WFIKKN1,MAST4,TNFAIP3,PCSK9,ADM,LAMC2,FMN1,SLC7A11,CHTF18,AKAP12,CYP26B1,PRB1,ENC1,ACP7,ITGB8,RNF152,AASS,FGFBP1,EDN1,ANXA1,MME,PLA2G4E,ITGA2,PDE4D,SLC2A12,GPX8,TMC8,ARAP3,WNT9A,DUSP9,KLF15,SERPINB5,ACTA2,ADGRF1,PAX8,SLC7A8,GAN,PELI1,CDH15,DSG3,RAB7B,SGK1,MET,DDR2,PTGER4,FOXC1,SEMA3C,HPGD,TUFT1,LAMA3,SBSN,AURKB,MFSD4A,SH3TC2,SH3TC1,PERP,NOCT,RNF39,EPS8L1,GCNT4,SUSD6,LY6G6C,HES2,TAS1R3,XDH,MPZL2,PRRX1,GDF15,WNT7B,GRHL3,GRHL1,SORL1,KLK11,PIK3IP1,DHRS9,CCNG2,CD7,FAS,NECTIN4,HCN2"
"DEG_SW48","7","EHF","15.25000000000000","ARCHS4 Coexpression,3;Enrichr Queries,6;ReMap ChIP-seq,45;GTEx Coexpression,7","MT-ND6,MT-ND4L,MT-ND4,MT-ND5,SERPINE2,SERPINE1,CBLC,PRDM1,MT-ND2,ABCA12,AQP3,MT-ND3,CLU,TGM1,CYSRT1,POF1B,PLAU,LIPH,TNS4,TGM3,KRT6A,ARL14,IGFBP3,LMO7,TM4SF1,KRT9,CLDN4,SLPI,SPATA18,S100A9,PADI1,DSC2,ATF3,EPAS1,TGFA,LYPD3,TSPAN8,TSPAN1,PROM2,CPA4,TPRG1,PLK2,A2ML1,CGN,FBXO32,GJB4,FXYD3,CD24,TMEM45B,CRYBG2,ECM1,BTG2,CDKN1A,MAST4,KRT23,TNFAIP3,ADM,LAMC2,SLC7A11,PRSS22,ENC1,ITGB8,FGFBP1,EDN1,ANXA1,MME,ITGA2,SHROOM3,TMPRSS11E,SERPINB5,CEACAM1,ADGRF1,CEACAM6,CEACAM5,DSG3,SGK1,MET,BIRC3,DDR2,DNAH3,SEMA3C,HPGD,AURKB,PERP,RNF39,EPS8L1,GBP2,HES2,CD55,MPZL2,GDF15,KRT13,GRHL3,GRHL1,SORL1,KLK11,DHRS3,SULF2,TTC9,DHRS9,NECTIN4"
"DEG_SW48","8","OVOL1","15.67000000000000","ARCHS4 Coexpression,5;Enrichr Queries,7;GTEx Coexpression,35","TMEM45B,CRYBG2,EHF,BTG2,CDKN1A,SERPINE1,CBLC,KRT23,TNFAIP3,ADM,LAMC2,CTSV,SLC7A11,PRDM1,ABCA12,PRSS22,AQP3,OASL,TGM1,HHAT,CYSRT1,POF1B,PLAU,ACP7,TNS4,KRT6C,KRT6B,KRT6A,FGFBP1,EDN1,IGFBP3,SERPINB5,TUBA4A,KRT9,CLDN4,SLC7A8,SLPI,GAN,CDH15,DSG3,SGK1,ATF3,DSC2,DDR2,TUFT1,KLK5,TGFA,LYPD3,SBSN,KLK9,AURKB,ALDH3B2,LCE3D,PERP,RNF39,EPS8L1,HMOX1,LY6G6C,PI3,MPZL3,HES2,PROM2,CPA4,MPZL2,WNT4,CDSN,GADD45B,TPRG1,GDF15,WNT7B,PLK2,ANKRD22,TINCR,GRHL3,A2ML1,CGN,NR1D1,GRHL1,KLK11,GJB4,FXYD3,MAFF,NECTIN4,MXD1"
"DEG_SW48","9","BARX2","25.67000000000000","ARCHS4 Coexpression,9;Enrichr Queries,32;GTEx Coexpression,36","TMEM45B,CPM,EHF,CRYBG2,ECM1,BTG2,CDKN1A,MAST4,SERPINE2,CITED2,SERPINE1,KRT23,LAMC2,PRDM1,SLC7A11,EFCAB6,PRSS22,AQP3,TGM1,HHAT,CYP26B1,CYSRT1,POF1B,LIPH,ENC1,KRT6B,TGM3,FGFBP1,EDN1,ANXA1,MME,IGFBP3,SPNS2,PROX1,TMPRSS11E,CLDN4,MAF,ADGRF1,SLPI,DSG3,CDH15,SGK1,S100A9,PADI1,DSC2,ATF3,DDR2,FOXC1,SEMA3C,EPAS1,LYPD3,SBSN,AURKB,ALDH3B2,PERP,PLXNA2,EPS8L1,LY6G6C,HES2,XDH,PROM2,MPZL2,CPA4,WNT4,GADD45B,TPRG1,GDF15,WNT7B,KRT13,TRPV3,GRHL3,A2ML1,TINCR,INHBA,GRHL1,FBXO32,KLK11,DHRS3,SULF2,TTC9,FXYD3,ID3,NECTIN4"
"DEG_SW48","10","ELF3","26.75000000000000","ARCHS4 Coexpression,13;Enrichr Queries,9;ReMap ChIP-seq,10;GTEx Coexpression,75","EHF,IFITM1,UPK2,DQX1,SERPINE1,LDLRAD1,CBLC,PRDM1,CLU,AQP3,CDC20,ZNF608,PLAU,LIPH,SLC16A6,TNS4,IER5,IL6R,IGFBP3,YOD1,TM4SF1,CLDN4,SLPI,SPATA18,S100A9,DSC2,PADI1,ATF3,PFKFB2,EPAS1,RHOBTB3,KIAA0040,GOLGA7B,TSPAN8,HMOX1,TSPAN1,PROM2,GADD45B,PLK2,NR2F1,ISG15,CGN,NR1D1,FBXO32,HRNR,ARHGAP30,FXYD3,MAFF,ID3,CD24,CPEB4,TMEM45B,BTG2,CDKN1A,CITED2,TNFAIP3,KRT23,ADM,LAMC2,SLC7A11,PRSS22,PTPRH,CKS1B,ENC1,MUC13,GPR39,EDN1,ANXA1,ITGA2,SHROOM3,TMC8,ARAP3,AMPD3,CEACAM1,ADGRF1,CDC42EP5,CEACAM6,CEACAM5,CDH15,RAB7B,SGK1,MET,BIRC3,DDR2,PTGER4,DNAH3,FOXC1,TUFT1,DCST1,TOB1,AURKB,PARD6B,PERP,NRIP1,EPS8L1,MPZL3,GBP2,XDH,CD55,DUOX2,MPZL2,AOC1,GDF15,SQOR,MBOAT1,KRT13,GRHL3,KAZALD1,DHRS3,TTC9,DHRS9,CCNG2,TRIM31,NECTIN4"
