Pathway ID	Name	pvalue	DEG number	DEG Density	Intersecton size	DEGs in Intersection	Result	Reciprocal pvalue	Filtered	Versus	Versus Name	Is Reciprocal	Top Genes
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	1.00e-10	39	0.6724	0	0	1	0	keep	itself		True	RRP12,RABEPK,MYBBP1A,NOP16,NIP7,IMP4,SRM,PES1,RRP9,PPRC1,BYSL,PA2G4,MRTO4,NOP56,PUS1,WDR74,GRWD1,TCOF1,NPM1,HSPD1
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	1.00e-10	104	0.52	0	0	1	0	keep	itself		True	PPM1G,TUFM,NOP16,PABPC4,POLE3,ODC1,IFRD1,APEX1,NME1,SRM,HDDC2,RRP9,PSMC4,PA2G4,SLC25A3,EIF3B,NOP56,AP3S1,SRSF7,SNRPA1
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.00e-10	52	0.26	0	0	1	0	keep	itself		True	TGM2,WNT5A,TNFRSF12A,THBS1,MSX1,SERPINE1,SDC4,CCN1,TPM1,IGFBP3,ID2,COL7A1,PLAUR,COL1A1,VIM,MYL9,TAGLN,PDLIM4,PDGFRB,ITGB5
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.13e-10	46	0.23	0	0	1	0	keep	itself		True	SERPINE1,TIPARP,FOSL1,SLC16A6,SDC4,CCN1,LIF,PPP1R15A,PLK2,SLC2A3,OLR1,F3,ID2,EHD1,FOSL2,JAG1,TUBB2A,PLAUR,TNFAIP2,KLF6
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	3.42e-09	35	0.175	0	0	1	0	keep	itself		True	TGM2,AKAP12,CAV1,EGFR,SERPINE1,CAVIN1,TIPARP,SDC4,CCN1,CITED2,PPP1R15A,IGFBP3,ANGPTL4,SLC2A3,PIM1,F3,ANXA2,FOSL2,PLAUR,MYH9
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.10e-06	76	0.38	0	0	1	0	keep	itself		True	ACADVL,PDK4,PDP1,OGDH,CS,SLC25A3,MRPL15,ACAA2,SLC25A20,GPX4,PMPCA,POLR2F,COX8A,ATP6V1D,MRPS22,ISCU,COX10,TIMM13,MRPS15,BAX
HALLMARK_COAGULATION	HALLMARK_COAGULATION	9.10e-06	38	0.2754	0	0	1	0	keep	itself		True	THBS1,SERPINE1,GDA,ANXA1,OLR1,F3,HMGCS2,WDR1,MAFF,FGA,DUSP14,CTSB,BMP1,CAPN2,DUSP6,SPARC,MMP7,ISCU,ITGA2,PLAU
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	1.32e-05	30	0.1508	0	0	1	0	keep	itself		True	TGM2,EMP1,TNFRSF21,LIF,SLC2A3,PIM1,BCL2L1,CCND3,AHNAK,KLF6,MAFF,NT5E,RHOB,ODC1,UMPS,PLEC,ETV4,MYO1C,GPX4,CD44
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	5.88e-05	47	0.235	0	0	1	0	keep	itself		True	TGM2,TIPARP,SYT12,RRP12,KRT18,STC2,SLC2A1,KRT15,MYBBP1A,BAG1,KLF4,HR,DLC1,FHL2,CCND1,PPIF,WWC1,SCNN1A,KRT19,SEMA3B
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	8.36e-05	74	0.37	0	0	1	0	keep	itself		True	RRM2,SUV39H1,LYAR,JPT1,KIF18B,HMGA1,DDX39A,NME1,TUBB,PA2G4,TRIP13,CDKN3,TACC3,BIRC5,ILF3,NOP56,TCF19,NAA38,SPAG5,RAN
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	8.91e-05	77	0.5133	0	0	1	0	keep	itself		True	UMPS,NME1,PDE4B,ALYREF,GPX4,SEC61A1,POLR2F,SRSF6,ITPA,TARBP2,APRT,BCAM,POLR1C,EDF1,TAF1C,SNAPC4,ADRM1,ZWINT,POLE4,GUK1
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	1.82e-04	32	0.16	0	0	1	0	keep	itself		True	AKAP12,EMP1,GNG11,LIF,ALDH1A3,PPP1R15A,IGFBP3,ANGPTL4,ID2,DNMBP,TRIB2,PLAUR,DCBLD2,F13A1,KLF4,ETS1,YRDC,SEMA3B,ETV4,TNFRSF1B
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	3.05e-04	69	0.345	73	37	2.56e-04	0.002	keep	HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	True	RBM14,H2BC12,SUV39H1,ATF5,JPT1,HMGA1,DKC1,NCL,ODC1,DDX39A,CCND1,CDKN3,UBE2C,TACC3,BIRC5,ILF3,MT2A,TROAP,KPNA2,HIRA
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	5.19e-04	33	0.205	0	0	1	0	keep	itself		True	TNFRSF12A,CAV1,EMP1,NEDD9,ANXA1,BCL2L1,SLC20A1,KRT18,IGFBP6,PEA15,PDGFRB,PRF1,BID,LMNA,RHOB,SQSTM1,CCND1,GPX4,CD44,SMAD7
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	6.35e-04	49	0.245	101	26	0.4022	0.2782	keep	HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	False	CAV1,TNNC1,ID2,HMGCS2,CXCL14,BAG1,KLF4,HR,GJB3,PLXNB1,CCND1,PPIF,SCNN1A,KRT19,SEMA3B,ITPK1,MYOF,NHERF1,KRT13,CD44
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	7.78e-04	14	0.2593	0	0	1	0	keep	itself		True	THBS1,LTBP2,SERPINE1,PPP1R15A,ID2,SLC20A1,PMEPA1,TJP1,BCAR3,SMAD7,SMAD6,SMAD3,WWTR1,SMURF2
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	0.0015	35	0.2431	0	0	1	0	keep	itself		True	CAV1,SERPINE1,CCN1,CITED2,RND3,F3,ANXA2,COL1A1,SYNJ2,PDGFRB,DLC1,FHL2,TJP1,MT1E,SMAD7,IRS1,NFKB1,VLDLR,MGLL,SMAD3
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	0.0025	36	0.18	0	0	1	0	keep	itself		True	EGFR,ITGA3,ACTB,ACTG1,ZYX,CNN2,MYH9,MYL9,NECTIN2,CLDN11,PARVA,TJP1,PFN1,BAIAP2,COL16A1,PALS1,VCL,YWHAH,IRS1,BMP1
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	0.0027	22	0.163	0	0	1	0	keep	itself		True	SLC12A2,RAD17,GMCL1,HSPA2,GFI1,NPHP1,TLE4,CLGN,ACE,SPATA6,IDE,GAD1,HSPA4L,YBX2,MAP7,ACRBP,MLF1,BRAF,GRM8,STRBP
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	0.003	48	0.24	0	0	1	0	keep	itself		True	FECH,ADD1,BPGM,NUDT4,BMP2K,DAAM1,TCEA1,ACSL6,MBOAT2,MKRN1,OSBP2,LAMP2,YPEL5,BTRC,MOCOS,E2F2,NNT,LRP10,TMCC2,ALAD
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	0.0039	22	0.2115	0	0	1	0	keep	itself		True	EHHADH,ALB,HSD17B4,PEX2,FADS1,IDE,HSD17B11,ABCC8,MSH2,IDI1,ABCB4,TOP2A,RDH11,ATXN1,IDH1,CAT,CRAT,DLG4,ACSL4,SEMA3C
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.0048	19	0.3878	0	0	1	0	keep	itself		True	PDLIM1,FTL,TXNRD1,GPX4,TXNRD2,HMOX2,NQO1,TXN,GLRX,PRDX6,G6PD,PRNP,GCLM,GSR,LAMTOR5,SELENOS,GPX3,STK25,PRDX1
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	0.0096	38	0.19	0	0	1	0	keep	itself		True	SERPINE1,AXL,LIF,OLR1,F3,PLAUR,DCBLD2,KLF6,CXCR6,PDE4B,EMP3,EDN1,TNFRSF1B,NFKB1,CD55,EREG,SGMS2,SLC7A1,ICAM1,CX3CL1
