"sig_names","p.value","statistic","p.adj","log10pvalue","stars","Method_Source","p.value.label","p.adj.label","Significance","Adjusted_Significance"
"Mast_cells_activated_CIBERSORT","0.000000000001040349332419057","0.32576910706973011","0.00000000002288768531321924","11.98282080717459586","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Mast_cells_resting_CIBERSORT","0.000000001621598774082364795","-0.27794804005715495","0.00000001783758651490601254","8.79005659263859584","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Eosinophils_CIBERSORT","0.000033706654253229675845174","0.19310614407582724","0.00024718213119035093361039","4.47228435372265576","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"T_cells_follicular_helper_CIBERSORT","0.003846335887338711827937443","0.13525740944012385","0.02115484738036291570417724","2.41495279299191790","**","IOBR::batch_cor","0.004","0.021","**","*"
"T_cells_CD4_memory_activated_CIBERSORT","0.006450990653680986272600073","-0.12752887498219095","0.02838435887619634306888727","2.19037358731967124","**","IOBR::batch_cor","0.006","0.028","**","*"
"Dendritic_cells_activated_CIBERSORT","0.010103659434818647311349338","0.12048132308509897","0.03704675126100170218235164","1.99552130101880820","*","IOBR::batch_cor","0.010","0.037","*","*"
"B_cells_naive_CIBERSORT","0.011979247023766759552843020","-0.11771376291211076","0.03764906207469553151012676","1.92157047941752390","*","IOBR::batch_cor","0.012","0.038","*","*"
"Macrophages_M0_CIBERSORT","0.033571619227866236756518958","-0.09965595900773666","0.08619674691215550854650473","1.47402771133560195","*","IOBR::batch_cor","0.034","0.086","*","ns"
"T_cells_gamma_delta_CIBERSORT","0.035262305554972707410943400","-0.09872987439054302","0.08619674691215550854650473","1.45268929563658333","*","IOBR::batch_cor","0.035","0.086","*","ns"
"Macrophages_M2_CIBERSORT","0.043082116130455240521346383","-0.09488257480959637","0.09478065548700154163697107","1.36570297294116894","*","IOBR::batch_cor","0.043","0.095","*","ns"
"NK_cells_resting_CIBERSORT","0.048606686720835678983121397","-0.09250612972672655","0.09721337344167135796624279","1.31330398163888407","*","IOBR::batch_cor","0.049","0.097","*","ns"
"T_cells_CD4_memory_resting_CIBERSORT","0.094001354943130804864281913","0.07860388537185183","0.17233581739573980429192090","1.02686588639940735","+","IOBR::batch_cor","0.094","0.172","ns","ns"
"NK_cells_activated_CIBERSORT","0.144713584609011819415158584","-0.06848178123968371","0.24489991241525077558804924","0.83949069870947979","+","IOBR::batch_cor","0.145","0.245","ns","ns"
"Macrophages_M1_CIBERSORT","0.220326966879064445326008581","0.05757048294887860","0.34622809080995842201389223","0.65693234420181956","+","IOBR::batch_cor","0.220","0.346","ns","ns"
"T_cells_CD8_CIBERSORT","0.375537393828605514656260311","0.04163981248099992","0.53586338483918116715187807","0.42534681198909446","+","IOBR::batch_cor","0.376","0.536","ns","ns"
"Monocytes_CIBERSORT","0.389718825337586283197310877","0.04041809408670440","0.53586338483918116715187807","0.40924861513939526","+","IOBR::batch_cor","0.390","0.536","ns","ns"
"T_cells_CD4_naive_CIBERSORT","0.444093026831523074449137312","-0.03596513132349157","0.57470862295844160616553609","0.35252604608407434","+","IOBR::batch_cor","0.444","0.575","ns","ns"
"T_cells_regulatory_(Tregs)_CIBERSORT","0.481164253241618711243177131","-0.03310625922258272","0.58808964285086740009234063","0.31770664483297395","+","IOBR::batch_cor","0.481","0.588","ns","ns"
"B_cells_memory_CIBERSORT","0.510430080468024960360651221","-0.03093310358303094","0.59102430369981839852755456","0.29206373985834022","","IOBR::batch_cor","0.510","0.591","ns","ns"
"Dendritic_cells_resting_CIBERSORT","0.603423727655671315872609739","0.02441728879715648","0.66376610042123851407325219","0.21937761662154928","","IOBR::batch_cor","0.603","0.664","ns","ns"
"Plasma_cells_CIBERSORT","0.728373274992330177468602415","-0.01632503880184107","0.76305771665863164621157466","0.13764599744093803","","IOBR::batch_cor","0.728","0.763","ns","ns"
"Neutrophils_CIBERSORT","0.821232696756647229108239117","-0.01062207783283240","0.82123269675664722910823912","0.08553376785197819","","IOBR::batch_cor","0.821","0.821","ns","ns"
