Data_Type,Dataset_ID,Plot_Category,Analysis_Name,GeneSet_Name,GSEA_Result_File,Pathway ID,Name,pvalue,DEG number,DEG Density,Intersecton size,DEGs in Intersection,Result,Reciprocal pvalue,Filtered,Versus,Versus Name,Is Reciprocal,Top Genes
ngs,GSE282081,Main_DE,3D_hepatic_coculture,C6,results/ngs/GSE282081/tables/3D_hepatic_coculture/GSEA/C6/gsea_result.csv,STK33_UP,STK33_UP,1e-10,111,0.3881,0,0,1.0,0.0,keep,itself,,True,"KBTBD8,SLC38A6,ARID5B,TREM1,DUSP8,VSIR,NFXL1,H2BC8,TNF,ZCCHC14,BTN2A1,TDO2,TNFSF15,ADM,SEPTIN10,FCHO2,SCG2,SLC12A6,BTBD7,CPEB4"
ngs,GSE282081,Main_DE,3D_hepatic_coculture,C6,results/ngs/GSE282081/tables/3D_hepatic_coculture/GSEA/C6/gsea_result.csv,TGFB_UP.V1_UP,TGFB_UP.V1_UP,1e-10,76,0.4021,0,0,1.0,0.0,keep,itself,,True,"MTRF1,RCOR1,JADE3,SPHK1,CHST11,NFATC4,STC1,TFEB,JMJD6,MMD,RGS11,FLT4,IRS1,KDM6B,RUSC2,CARF,SMURF2,EPHA4,TAGLN,CCN2"
ngs,GSE282081,Main_DE,3D_hepatic_coculture,C6,results/ngs/GSE282081/tables/3D_hepatic_coculture/GSEA/C6/gsea_result.csv,STK33_SKM_UP,STK33_SKM_UP,1e-10,105,0.3777,176,73,0.0604,0.1478,keep,STK33_UP,STK33_UP,False,"BCLAF3,SYNJ2BP,PTPRO,MFAP3L,CFL2,DNAJB4,MFAP3,BCL3,SERAC1,GBP2,ARL5B,GPR137C,NFKBIZ,CD58,SLC38A6,ARID5B,FAM131A,DUSP8,MXD1,VSIR"
ngs,GSE282081,Main_DE,3D_hepatic_coculture,C6,results/ngs/GSE282081/tables/3D_hepatic_coculture/GSEA/C6/gsea_result.csv,STK33_NOMO_UP,STK33_NOMO_UP,1e-10,105,0.3621,186,74,0.0577,0.3703,keep,STK33_UP,STK33_UP,False,"ZCCHC14,FAM114A1,TDO2,ATG101,TNFSF15,SEPTIN10,FCHO2,SCG2,SLC12A6,DAB2,BTBD7,CPEB4,ELK4,GCNT2,BCL6,CACUL1,DDIT4L,TGIF1,CCL20,DPY19L4"
ngs,GSE282081,Main_DE,3D_hepatic_coculture,C6,results/ngs/GSE282081/tables/3D_hepatic_coculture/GSEA/C6/gsea_result.csv,EGFR_UP.V1_UP,EGFR_UP.V1_UP,2.96e-09,92,0.4792,0,0,1.0,0.0,keep,itself,,True,"MAP3K5,IFIT3,PSMB10,F2RL1,ARFGAP3,HOMER1,FADS3,ARAP2,ETS2,MAP2K4,TNNT1,IMPA1,FHOD1,SEL1L3,LHFPL2,PSMB9,ITGB6,RNF19A,RND1,KRT81"
ngs,GSE282081,Main_DE,3D_hepatic_coculture,C6,results/ngs/GSE282081/tables/3D_hepatic_coculture/GSEA/C6/gsea_result.csv,LEF1_UP.V1_UP,LEF1_UP.V1_UP,4.5e-09,75,0.3866,0,0,1.0,0.0,keep,itself,,True,"KCNJ12,MAOB,ANO1,DCLK1,DKK1,EDAR,FNBP1,CARD9,MAOA,CD302,RRAGD,COL9A3,DHRS2,TRPV2,SLC5A3,CRABP2,FOSL1,HOXB2,WNT5A,EGR2"
ngs,GSE282081,Main_DE,3D_hepatic_coculture,C6,results/ngs/GSE282081/tables/3D_hepatic_coculture/GSEA/C6/gsea_result.csv,HOXA9_DN.V1_UP,HOXA9_DN.V1_UP,9.61e-09,58,0.3021,0,0,1.0,0.0,keep,itself,,True,"H2BC12,FDXR,FCGRT,PARP12,ERLIN2,CSNK1G3,TYMP,TNFRSF10B,KLF4,USP15,CYTIP,CARD9,GAS7,FNDC3A,VCAN,GPR183,IFI16,IL13RA1,UGGT2,SLC22A4"
ngs,GSE282081,Main_DE,3D_hepatic_coculture,C6,results/ngs/GSE282081/tables/3D_hepatic_coculture/GSEA/C6/gsea_result.csv,AKT_UP_MTOR_DN.V1_UP,AKT_UP_MTOR_DN.V1_UP,4.43e-07,58,0.3258,0,0,1.0,0.0,keep,itself,,True,"ARRDC4,KCTD9,SYT17,DUSP8,PLAGL1,KRT23,CD55,SEC14L2,RASD1,NFIL3,TESC,SLC44A1,CXCL16,VANGL2,EDN1,H4C8,MPP2,TGIF1,HOXB5,TRAF3"
ngs,GSE282081,Main_DE,3D_hepatic_coculture,C6,results/ngs/GSE282081/tables/3D_hepatic_coculture/GSEA/C6/gsea_result.csv,PGF_UP.V1_UP,PGF_UP.V1_UP,1.45e-06,65,0.3421,0,0,1.0,0.0,keep,itself,,True,"WASHC4,CREB1,ZNF268,IRAK1BP1,PAPOLA,TMED5,SLC38A6,MARK2,GMFB,SOCS5,NEK1,ZNF674,CRYZ,AHCYL2,ROR1,KIAA0040,KIF5B,MICU2,PDCD10,CDC27"
ngs,GSE282081,Main_DE,3D_hepatic_coculture,C6,results/ngs/GSE282081/tables/3D_hepatic_coculture/GSEA/C6/gsea_result.csv,TBK1.DF_UP,TBK1.DF_UP,2.67e-06,91,0.3171,0,0,1.0,0.0,keep,itself,,True,"SWAP70,TMED5,SLC38A6,NFKBIE,TMEM184B,CCDC6,GTF2E1,TBC1D13,KCTD14,SPOCK1,PRSS3,SIRPA,PLAUR,NFIL3,CSGALNACT2,TUFT1,RAB29,DAB2,FERMT2,TNFRSF10B"
