"Query Name","Rank","TF","Score","Library","Overlapping_Genes","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"DEG_RKO","1","E2F8","0.000614300000000000","ARCHS4 Coexpression,6.143E-4","ERCC6L,TFRC,LRR1,DSCC1,GMNN,BUB1B,MKI67,SMC4,CDC20,PCLAF,NUSAP1,OIP5,FBXO5,GTSE1,TMPO,VRK1,ESCO2,HASPIN,CDC25A,WDR76,DEPDC1B,NEIL3,MSH2,CCNE2,DNA2,KIF20B,BLM,PARPBP,CDCA3,CDCA4,CDCA5,TROAP,CDCA7,CDCA8,NCAPG,HMMR,SKA3,NCAPH,RAD51AP1,CCNB2,BRIP1,CCNB1,ORC1,CLSPN,FAM83D,BARD1,DDIAS,ALYREF,PLK1,CDC6,NDC80,ZWINT,FAM111B,ANLN,POLA2,DIAPH3,KIF18B,UBE2T,KIF4A,HNRNPD,ARHGAP11A,FEN1,MCM7,NCAPG2,HMGB2,MCM10,KIF11,HMGB1,FOXM1,LMNB1,KIF15,CKS1B,EXO1,NUF2,PBK,MYBL2,TK1,ZNF367,LBR,DLGAP5,CEP55,RFC5,RFC3,KIF23,KIF22,MASTL,CCNA2,KIFC1,DEPDC1,MCM3,MCM4,BIRC5,MCM5,KIF2C,MCM6,MTFR2,PCNA,UHRF1,PRIM1,SRSF1,TTK,TYMS,AURKB,AURKA,CDC45,POLD1,E2F1,USP1,RBBP8,E2F2,RAD54L,BUB1,E2F7,CCT5,GINS1,CENPU,GINS2,RRM2,SPAG5,ATAD2,SHCBP1,CENPH,PRC1,HNRNPA2B1,TACC3,CENPM,CENPN,NCAPD2,TRIP13,RAN,CDKN3,MAD2L1","chea3","1","0.000614300000000000",NA,NA,"","3","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=9); GTEx--Coexpression(rank=550)","1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4"
"DEG_RKO","2","ZNF367","0.000622300000000000","GTEx Coexpression,6.223E-4","ERCC6L,DSCC1,BUB1B,YEATS4,MKI67,SMC4,CDC20,PTTG1,SNRPD1,PCLAF,NUSAP1,OIP5,RTTN,CHAC2,FBXO5,GTSE1,TMPO,VRK1,ESCO2,HASPIN,PIMREG,CDC25A,WDR76,DEPDC1B,NEIL3,SNRPG,PPIH,SNRPE,SNRPF,DNA2,KIF20B,PRR11,ASF1B,TEDC2,DCUN1D5,CDCA5,TROAP,CDCA8,NCAPG,HMMR,SKA3,NCAPH,SKA1,RAD51AP1,CCNB2,BRIP1,CCNB1,ORC6,ORC1,CLSPN,DDIAS,UBE2C,XRCC2,ALYREF,PLK1,CDC6,NDC80,ZWINT,FAM111B,POLA2,DIAPH3,KIF18B,UBE2T,KIF4A,ARHGAP11A,FEN1,SUV39H1,NCAPG2,HMGB2,MCM10,KIF11,FOXM1,LMNB1,KIF15,CKS1B,EXO1,NUF2,PBK,MYBL2,TK1,DLGAP5,CEP55,RFC5,RMI2,RFC3,KIF23,MASTL,HAUS1,CCNA2,RBL1,KIFC1,DEPDC1,MCM3,MCM4,BIRC5,MCM5,MCM6,MTFR2,MCM2,DTYMK,PCNA,PRIM1,TTK,TYMS,CENPA,AURKB,AURKA,CDC45,HAUS8,PSMB2,EXOSC9,EXOSC8,E2F1,USP1,RAD54L,BUB1,E2F7,CCT5,GINS1,GINS2,RANBP1,CENPW,RRM2,ATAD2,GINS4,MND1,SHCBP1,RAD51,CENPH,PRC1,POLE2,RPA3,CENPK,CENPM,CENPN,NCAPD2,TRIP13,SSBP1,CENPQ,SPC24,RAN,MAD2L1,SPC25","chea3","2","0.000622300000000000",NA,NA,"","3","GTEx--Coexpression(rank=1); Enrichr--Queries(rank=2); ARCHS4--Coexpression(rank=19)","2","0.000622300000000000","GTEx Coexpression,6.223E-4"
"DEG_RKO","3","MYBL2","0.000712300000000000","Enrichr Queries,7.123E-4","ERCC6L,TFRC,LRR1,DSCC1,GMNN,BUB1B,MKI67,SMC4,CDC20,PTTG1,MYB,STMN1,PCLAF,NUSAP1,OIP5,FBXO5,GTSE1,TMPO,VRK1,ESCO2,HASPIN,PIMREG,CDC25A,WDR76,DEPDC1B,NEIL3,DDX39A,CCNE2,DDIT4,DNA2,KIF20B,PRR11,ASF1B,BLM,PARPBP,CDCA3,CDCA4,CDCA5,TROAP,CDCA7,CDCA8,NCAPG,HMMR,SKA3,NCAPH,SKA1,RAD51AP1,CCNB2,CCNB1,ORC6,FIGNL1,EIF4EBP1,HMOX1,CLSPN,FAM83D,BARD1,DDIAS,UBE2C,XRCC2,PLK1,CDC6,NDC80,ZWINT,FAM111B,FOSL1,ANLN,POLA2,DIAPH3,KIF18B,NASP,UBE2S,UBE2T,KIF4A,ARHGAP11A,CDKN1A,FEN1,MCM7,SUV39H1,NCAPG2,HMGB2,MCM10,KIF11,FOXM1,CHTF18,LMNB1,KIF15,CKS1B,EXO1,NUF2,PBK,PHGDH,TK1,MYBL1,ZNF367,LBR,DLGAP5,CEP55,RFC5,RMI2,RFC3,RFC2,KIF23,KIF22,MASTL,ETV4,CCNA2,RBL1,KIFC1,DEPDC1,MCM3,MCM4,BIRC5,MCM5,KIF2C,MCM6,MTFR2,DTYMK,PCNA,UHRF1,PRIM1,TTK,TYMS,CENPA,AURKB,AURKA,CDC45,POLD1,E2F1,USP1,E2F2,RAD54L,BUB1,E2F7,GINS1,CENPU,GINS2,RANBP1,DUT,CENPW,RRM2,SPAG5,ATAD2,GINS4,MND1,SHCBP1,RAD51,CENPH,PRC1,POLE2,CENPK,TACC3,CENPM,CENPN,NCAPD2,TRIP13,SPC24,CDKN3,MAD2L1,SPC25","chea3","3","0.000712300000000000",NA,NA,"","6","Enrichr--Queries(rank=1); ARCHS4--Coexpression(rank=6); GTEx--Coexpression(rank=11); Literature--ChIP-seq(rank=14); ENCODE--ChIP-seq(rank=89); ReMap--ChIP-seq(rank=170)","3","0.000712300000000000","Enrichr Queries,7.123E-4"
"DEG_RKO","4","CENPA","0.001229000000000000","ARCHS4 Coexpression,0.001229","ERCC6L,DSCC1,BUB1B,SMC4,CDC20,PTTG1,RUVBL2,NUSAP1,OIP5,FBXO5,GTSE1,TMPO,HASPIN,PIMREG,ATAD3A,CDC25A,DEPDC1B,NEIL3,ERH,KIF20B,PPIA,PRR11,SNRPA,SNRPB,PARPBP,CDCA3,CDCA4,CDCA5,TROAP,CDCA8,NCAPG,HMMR,SKA3,NCAPH,RAD51AP1,CCNB2,CCNB1,FAM83D,DDIAS,UBE2C,ALYREF,PLK1,CDC6,NDC80,ZWINT,HNRNPL,ANLN,DIAPH3,KIF18B,UBE2S,UBE2T,KIF4A,HNRNPD,ARHGAP11A,FEN1,ANKRD33B,MCM7,NCAPG2,HMGB2,MCM10,YBX1,KIF11,FOXM1,LMNB1,KIF15,CKS1B,EXO1,NUF2,PBK,MYBL2,TK1,DLGAP5,CEP55,EIF5A,CCT2,RFC3,KIF23,KIF22,CCNA2,KIFC1,DEPDC1,MCM4,BIRC5,KIF2C,MTFR2,DTYMK,PCNA,UHRF1,SRSF1,TTK,TYMS,AURKB,AURKA,CDC45,POLD1,E2F1,USP1,RAD54L,BUB1,CCT5,GINS1,CENPU,RANBP1,CENPW,RRM2,SPAG5,ATAD2,MND1,SHCBP1,BOP1,RAD51,CENPH,PRC1,TACC3,CENPN,NCAPD2,TRIP13,RAN,CDKN3,MAD2L1","chea3","4","0.001229000000000000",NA,NA,"","2","ARCHS4--Coexpression(rank=2); GTEx--Coexpression(rank=2)","4","0.001229000000000000","ARCHS4 Coexpression,0.001229"
"DEG_RKO","5","PA2G4","0.001843000000000000","ARCHS4 Coexpression,0.001843","DSCC1,GMNN,BUB1B,ENO1,SMC4,CDC20,FBL,RUVBL2,TMPO,HASPIN,ATAD3A,CDC25A,EBNA1BP2,MRTO4,CCDC86,ERH,SNRPF,SNRPC,PPIA,SNRPA,SNRPB,ANP32A,CDCA4,CDCA5,CDCA8,NCAPG,HMMR,SLC1A5,SKA3,NCAPH,ORC1,LYAR,ATP5MF,PRELID1,FUS,ALYREF,PLK1,CDC6,ZWINT,HNRNPL,HNRNPM,UBE2S,UBE2T,KIF4A,HNRNPD,CYCS,PSMG1,ANP32B,ARHGAP11A,DAZAP1,FEN1,MCM7,NCAPG2,MCM10,YBX1,FOXM1,LMNB1,CKS1B,MRPL3,EXO1,MYBL2,TK1,CEP55,EIF5A,CCT2,RFC3,NUDC,PRMT1,NME1,CCNA2,PSMA4,KIFC1,MCM3,MCM4,MCM5,SLC25A10,KIF2C,MCM6,SF3B4,PRPS1,PCNA,SRSF1,MRPS34,TYMS,AURKB,CDC45,TCOF1,POLD1,POLD2,E2F1,RAD54L,BUB1,CCT5,GINS2,RANBP1,RRM2,SPAG5,ATAD2,PDAP1,HSPE1,BOP1,PRC1,CENPN,NCAPD2,TRIP13,RAN,MAD2L1","chea3","5","0.001843000000000000",NA,NA,"","2","ARCHS4--Coexpression(rank=3); GTEx--Coexpression(rank=20)","5","0.001843000000000000","ARCHS4 Coexpression,0.001843"
"DEG_RKO","6","E2F1","0.001867000000000000","GTEx Coexpression,0.001867","ERCC6L,NUDT1,BUB1B,ENO1,MKI67,SMC4,CDC20,PTTG1,PCLAF,NUSAP1,OIP5,FBXO5,GTSE1,TMPO,VRK1,ESCO2,HASPIN,PIMREG,CDC25A,WDR76,DEPDC1B,NEIL3,TCEANC2,PPIH,KIF20B,PRR11,ASF1B,BLM,PFKFB4,SEMA7A,TEDC2,CDCA3,CDCA5,TROAP,CDCA8,NCAPG,HMMR,SKA3,NCAPH,SKA1,RAD51AP1,CCNB2,BRIP1,CCNB1,ORC6,ORC1,LPXN,SLAMF7,CLSPN,DDIAS,UBE2C,XRCC2,ALYREF,PLK1,CDC6,NDC80,ZWINT,FAM111B,POLA2,DIAPH3,KIF18B,UBE2S,UBE2T,KIF4A,APOBEC3B,ARHGAP11A,FEN1,MCM7,SUV39H1,NCAPG2,HMGB2,MCM10,KIF11,FOXM1,NXT2,LMNB1,KIF15,EXO1,NUF2,RAC2,PBK,MYBL2,TK1,ZNF367,DLGAP5,CEP55,RFC5,RMI2,RFC3,RFC2,KIF23,MASTL,LAT2,CCNA2,KIFC1,DEPDC1,MCM3,MCM4,BIRC5,MCM5,MCM6,MTFR2,MCM2,DTYMK,PCNA,PRIM1,ABRACL,TTK,TYMS,CENPA,AURKB,AURKA,CDC45,HAUS8,POLD1,E2F2,RAD54L,BUB1,E2F7,GINS1,GINS2,RANBP1,CENPW,RRM2,GINS4,MND1,SHCBP1,RAD51,CENPH,PRC1,POLE2,RPA3,CENPK,TACC3,CENPM,NCAPD2,TRIP13,RHEBL1,SPC24,RAN,MAD2L1,SPC25","chea3","6","0.001867000000000000",NA,NA,"","6","ENCODE--ChIP-seq(rank=3); Enrichr--Queries(rank=3); GTEx--Coexpression(rank=3); Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=24); ReMap--ChIP-seq(rank=40)","6","0.001867000000000000","GTEx Coexpression,0.001867"
"DEG_RKO","7","E2F7","0.002457000000000000","ARCHS4 Coexpression,0.002457","ERCC6L,DSCC1,BUB1B,ENO1,MKI67,SMC4,CDC20,MCIDAS,NUSAP1,FBXO5,GTSE1,TMPO,HASPIN,CDC25A,ERH,DNA2,KIF20B,CCNO,BLM,CDCA4,CDCA5,CDCA8,NCAPG,HMMR,SKA3,NCAPH,RAD51AP1,CCNB1,ORC1,CLSPN,ALYREF,PLK1,CDC6,NDC80,ZWINT,FOSL1,HNRNPL,ANLN,DIAPH3,KIF18B,UBE2S,UBE2T,KIF4A,ARHGAP11A,FEN1,MCM7,NCAPG2,HMGB2,MCM10,YBX1,KIF11,FOXM1,LMNB1,KIF15,EXO1,NUF2,PBK,MYBL2,TK1,ZNF367,DLGAP5,CEP55,EIF5A,RFC3,ITGA3,MYOF,KIF23,MASTL,CCNA2,SFPQ,KIFC1,DEPDC1,MCM3,MCM4,BIRC5,KIF2C,PCNA,UHRF1,SLC20A1,SRSF1,TTK,TYMS,AURKB,AURKA,NT5E,E2F1,USP1,RAD54L,ASCC3,BUB1,CTNNAL1,CCT5,GINS1,CENPU,RRM2,SPAG5,ATAD2,SHCBP1,PRC1,HNRNPA2B1,NCAPD2,TRIP13,RAN,MAD2L1","chea3","7","0.002457000000000000",NA,NA,"","5","ARCHS4--Coexpression(rank=4); Enrichr--Queries(rank=7); GTEx--Coexpression(rank=8); Literature--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=45)","7","0.002457000000000000","ARCHS4 Coexpression,0.002457"
"DEG_RKO","8","TFDP1","0.002489000000000000","GTEx Coexpression,0.002489","ERCC6L,DSCC1,BUB1B,ENO1,MKI67,SMC4,CDC20,PTTG1,SNRPD1,PCLAF,NUSAP1,OIP5,FBXO5,GTSE1,TMPO,VRK1,ESCO2,HASPIN,PIMREG,CDC25A,WDR76,DEPDC1B,NEIL3,MSH2,PPIH,SNRPF,KIF20B,PRR11,ASF1B,BLM,TEDC2,PARPBP,CDCA3,DCUN1D5,CDCA4,CDCA5,TROAP,CDCA7,CDCA8,NCAPG,HMMR,SKA3,NCAPH,SKA1,RAD51AP1,CCNB2,BRIP1,CCNB1,ORC6,ORC1,FIGNL1,CLSPN,DDIAS,UBE2C,XRCC2,ALYREF,PLK1,CDC6,NDC80,ZWINT,FAM111B,DIAPH3,KIF18B,UBE2T,KIF4A,ARHGAP11A,FEN1,NCAPG2,HMGB2,MCM10,KIF11,FOXM1,LMNB1,KIF15,CKS1B,EXO1,NUF2,PBK,MYBL2,TK1,ZNF367,DLGAP5,CEP55,POLH,EIF5A,RFC5,RMI2,RFC3,KIF23,MASTL,CCNA2,HPDL,RBL1,KIFC1,DEPDC1,MCM3,MCM4,BIRC5,MCM5,MCM6,MTFR2,MCM2,DTYMK,PCNA,PRIM1,TTK,TYMS,CENPA,AURKB,AURKA,CDC45,POLD1,E2F1,RAD54L,ASCC3,BUB1,E2F7,CCT5,GINS1,GINS2,RANBP1,CENPW,RRM2,STAT1,GINS4,MND1,SHCBP1,RAD51,CENPH,PRC1,POLE2,RPA3,CENPK,CENPM,POLR3G,NCAPD2,TRIP13,SPC24,RAN,MAD2L1,SPC25","chea3","8","0.002489000000000000",NA,NA,"","4","GTEx--Coexpression(rank=4); Enrichr--Queries(rank=16); ARCHS4--Coexpression(rank=21); ReMap--ChIP-seq(rank=23)","8","0.002489000000000000","GTEx Coexpression,0.002489"
"DEG_RKO","9","E2F2","0.002849000000000000","Enrichr Queries,0.002849","ERCC6L,TFRC,DSCC1,GMNN,BUB1B,MKI67,ETS1,SMC4,CDC20,HHAT,MT2A,CCND2,PTTG1,MYB,STMN1,PCLAF,NUSAP1,OIP5,FBXO5,GTSE1,TMPO,ESCO2,HASPIN,PIMREG,CDC25A,WDR76,DEPDC1B,NEIL3,CCNE2,DDIT4,TXNIP,DNA2,KIF20B,PRR11,ATF3,ASF1B,BLM,CDCA3,CDCA4,CDCA5,TROAP,CDCA7,CDCA8,NCAPG,HMMR,SLC1A5,SKA3,NCAPH,SKA1,RAD51AP1,CCNB2,CCNB1,ORC6,FIGNL1,HMOX1,CLSPN,FAM83D,BARD1,SMAD3,DDIAS,UBE2C,PLK1,CDC6,NDC80,ZWINT,FAM111B,FOSL1,ANLN,POLA2,KIF18B,NASP,UBE2T,KIF4A,BCL2L1,ARHGAP11A,BTG2,CDKN1A,FEN1,MCM7,NCAPG2,HMGB2,MCM10,KIF11,SLC7A11,FOXM1,LMNB1,KIF15,CKS1B,EXO1,NUF2,PBK,PHGDH,MYBL2,TK1,LBR,DLGAP5,CEP55,RFC5,RMI2,RFC3,RFC2,ELOVL6,KIF23,KIF22,TENT5C,DUSP6,CCNA2,RBL1,KIFC1,DEPDC1,MCM3,MCM4,BIRC5,MCM5,KIF2C,MCM6,PCNA,UHRF1,PRIM1,TTK,TYMS,CENPA,AURKB,AURKA,CDC45,POLD1,E2F1,RAD54L,BUB1,E2F7,GINS1,CENPU,GINS2,CENPW,RRM2,SPAG5,STAT1,GDF15,ATAD2,MND1,SHCBP1,RAD51,CENPH,PRC1,POLE2,CENPK,TACC3,CENPM,CENPN,NCAPD2,TRIP13,SPC24,CDKN3,MAD2L1,SPC25","chea3","9","0.002849000000000000",NA,NA,"","3","Enrichr--Queries(rank=4); ARCHS4--Coexpression(rank=9); GTEx--Coexpression(rank=1411)","9","0.002849000000000000","Enrichr Queries,0.002849"
"DEG_RKO","10","CENPS","0.003071000000000000","ARCHS4 Coexpression,0.003071","FEN1,GMNN,CISD1,NDUFC2-KCTD14,DNPH1,CKS1B,MRPL3,HPF1,SNRPD1,PCLAF,UFD1,OIP5,ELOC,TK1,DLGAP5,CCT2,RFC3,NUDC,RFC2,CACYBP,VRK1,GLRX2,RBX1,NME1,EBNA1BP2,PSMA3,PSMA4,BOLA3,SNRPG,CFAP58,BIRC5,SNRPE,PFDN2,SNRPF,EEF1E1,SNRPC,PPIA,SNRPB,DTYMK,PCNA,MRPS34,POMP,TIMM13,RPS27L,TXN,SKA3,PSMA7,AURKB,ANAPC11,MRPL11,ATP5MC1,AURKA,PSMB6,RAD51AP1,CCNB1,EBP,PSMB2,PSMB3,ZSWIM8,POLR2F,SNRPB2,ROMO1,CLSPN,ATP5MF,GADD45GIP1,CENPU,GINS2,RANBP1,PRELID1,DUT,CENPW,RRM2,UQCC2,MND1,CDC6,HSPE1,MRPL24,ZWINT,LSM7,UBE2T,RPA3,NDUFAB1,CENPM,CYCS,CENPN,PSMG1,SSBP1,RAN,TOMM5,CDKN3,MAD2L1,TOMM6","chea3","10","0.003071000000000000",NA,NA,"","2","ARCHS4--Coexpression(rank=5); GTEx--Coexpression(rank=1078)","10","0.003071000000000000","ARCHS4 Coexpression,0.003071"
