"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","CollecTRI"
"1","ATF3","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","2.666666666666667","1","6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=71)","1","rank=1; score=0.0006143","rank=5; score=125.53; p=6.0719e-19; adjP=4.5175e-16","rank=2; score=5.041; p=4.6316e-07; direction=Activated"
"2","NFKB1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","13.000000000000000","11","4","ARCHS4--Coexpression(rank=6); ReMap--ChIP-seq(rank=160); Enrichr--Queries(rank=416); GTEx--Coexpression(rank=458)","13","rank=13; score=0.003686","rank=11; score=63.987; p=3.1196e-07; adjP=3.3704e-05","rank=15; score=3.2326; p=0.0012265; direction=Activated"
"3","DDIT3","ChEA3;ENRICHR;CollecTRI","4","ChEA3;ENRICHR;TRRUST;CollecTRI","17.666666666666668","10","3","GTEx--Coexpression(rank=5); Enrichr--Queries(rank=11); ARCHS4--Coexpression(rank=66)","10","rank=10; score=0.003111","rank=31; score=137.19; p=7.6807e-05; adjP=0.003243","rank=12; score=3.3832; p=0.00071644; direction=Activated"
"4","FOSL1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","27.333333333333332","13","5","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=9); Enrichr--Queries(rank=17); ARCHS4--Coexpression(rank=34); GTEx--Coexpression(rank=109)","45","rank=45; score=0.01211","rank=24; score=40.992; p=2.8326e-07; adjP=1.2397e-05","rank=13; score=3.3459; p=0.0008201; direction=Activated"
"5","JUN","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","32.000000000000000","7","6","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=8); ENCODE--ChIP-seq(rank=9); Literature--ChIP-seq(rank=24); Enrichr--Queries(rank=31); ARCHS4--Coexpression(rank=40)","11","rank=11; score=0.003367","rank=7; score=86.872; p=7.0332e-08; adjP=1.3363e-05","rank=78; score=2.2565; p=0.024037; direction=Activated"
"6","FOS","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","34.000000000000000","8","5","ReMap--ChIP-seq(rank=2); GTEx--Coexpression(rank=4); ENCODE--ChIP-seq(rank=6); Enrichr--Queries(rank=38); ARCHS4--Coexpression(rank=274)","8","rank=8; score=0.002489","rank=27; score=14.865; p=0.00052858; adjP=0.04937","rank=67; score=2.4483; p=0.014351; direction=Activated"
"7","RELA","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.666666666666664","14","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=531); Enrichr--Queries(rank=588); GTEx--Coexpression(rank=656)","68","rank=68; score=0.01829","rank=14; score=76.197; p=1.6891e-12; adjP=3.1416e-10","rank=31; score=2.8349; p=0.0045847; direction=Activated"
"8","RELB","ChEA3;ENRICHR;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","41.000000000000000","12","4","Enrichr--Queries(rank=8); ARCHS4--Coexpression(rank=25); ReMap--ChIP-seq(rank=104); GTEx--Coexpression(rank=171)","21","rank=21; score=0.005698","rank=12; score=301.9; p=2.5398e-15; adjP=6.2986e-13","rank=90; score=2.0885; p=0.036754; direction=Activated"
"9","NR3C1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","46.000000000000000","6","6","ARCHS4--Coexpression(rank=16); ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=31); Literature--ChIP-seq(rank=73); GTEx--Coexpression(rank=408); Enrichr--Queries(rank=563)","37","rank=37; score=0.009828","rank=95; score=33.242; p=2.7004e-06; adjP=6.2785e-05","rank=6; score=3.6763; p=0.00023663; direction=Activated"
"10","FOSL2","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","52.000000000000000","18","5","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=39); ARCHS4--Coexpression(rank=52); GTEx--Coexpression(rank=241)","51","rank=51; score=0.01347","rank=18; score=47.418; p=0.00027799; adjP=0.045313","rank=87; score=2.1096; p=0.034889; direction=Activated"
