"Input_Type","TF_Analysis_Name","Intersection_Name","Required_Methods","Number_Of_Methods","Intersected_TF_Count","Reported_Top_N","Result_File"
"DEG","MVL_HUB098","API_METHODS_CHEA3_ENRICHR","ChEA3;ENRICHR","2","301","10","results/ngs/GSE310664/TF_summary/deg/MVL_HUB098/intersections/API_METHODS_CHEA3_ENRICHR/candidates/top10_tf_candidates.csv"
