term_id	term_name	p_value	term_size	intersection_size	intersection
HP_ABNORMAL_ACTIVITY_OF_MITOCHONDRIAL_RESPIRATORY_CHAIN	HP_ABNORMAL_ACTIVITY_OF_MITOCHONDRIAL_RESPIRATORY_CHAIN	1e-10	144	93	TRMU,NDUFS3,NDUFS6,UQCC2,PUS1,GTPBP3,NDUFB11,BCS1L,COQ4,COA3,NDUFB9,MRPL39,NDUFAF8,MRPS25,FLAD1,NDUFA12,BOLA3,COX5A,NDUFA8,MRPS23,YARS2,ISCU,SFXN4,FOXRED1,SDHA,NFS1,NFU1,NDUFAF4,UQCRB,GATC,TAMM41,CARS2,KARS1,ATP5F1E,C1QBP,NDUFB10,IBA57,NDUFV1,NDUFB3,UQCC3,COX4I1,TIMM50,CYC1,NDUFB8,NDUFA11,DGUOK,AARS2,POLG,ELAC2,COA8,EARS2,TTC19,NDUFA10,ATP5F1D,MTFMT,TXN2,TIMM22,NDUFB7,NDUFA9,TMEM70,SLC25A4,CHCHD10,COXFA4,MGME1,NDUFAF2,NDUFAF6,SLC25A10,NDUFS8,PET100,NDUFAF1,NDUFS4,UQCRQ,MRPS14,NDUFS2,ACAD9,SCO2,MRPS22,VARS2,TMEM126B,MECR,CRLS1,TRIT1,COA6,NDUFA1,NDUFAF5,NDUFA2,AIFM1,ATPAF2,UQCRH,CDK5,HACD1,GFER,NDUFA6
HP_DECREASED_ACTIVITY_OF_MITOCHONDRIAL_COMPLEX_I	HP_DECREASED_ACTIVITY_OF_MITOCHONDRIAL_COMPLEX_I	1e-10	97	61	TRMU,NDUFS3,NDUFS6,UQCC2,PUS1,GTPBP3,NDUFB11,NDUFB9,MRPL39,NDUFAF8,FLAD1,NDUFA12,BOLA3,NDUFA8,MRPS23,YARS2,ISCU,SFXN4,FOXRED1,NDUFAF4,GATC,TAMM41,CARS2,C1QBP,NDUFB10,IBA57,NDUFV1,NDUFB3,NDUFB8,NDUFA11,DGUOK,AARS2,POLG,ELAC2,EARS2,NDUFA10,MTFMT,TXN2,TIMM22,NDUFB7,NDUFA9,SLC25A4,MGME1,NDUFAF2,NDUFAF6,SLC25A10,NDUFS8,NDUFAF1,NDUFS4,MRPS14,NDUFS2,ACAD9,MRPS22,VARS2,TMEM126B,MECR,CRLS1,TRIT1,NDUFA1,NDUFAF5,NDUFA2
HP_LACTIC_ACIDOSIS	HP_LACTIC_ACIDOSIS	1e-10	170	92	TRMU,SLC25A3,NDUFS3,NDUFS6,UQCC2,PUS1,GTPBP3,COQ9,NDUFB11,BCS1L,COQ2,NDUFB9,NDUFAF8,FARS2,TUFM,LIPT2,BOLA3,NDUFA8,YARS2,ISCU,SFXN4,MRPS34,FOXRED1,SDHA,NFU1,NDUFAF4,EEFSEC,FH,GATC,MRPS7,SLC25A13,ATP5MK,ATP5F1E,COX6B1,C1QBP,NDUFB10,IBA57,LIAS,NDUFV1,NDUFB3,UQCC3,MICOS13,HSD17B10,PDHB,SLC25A19,CYC1,NDUFA11,DGUOK,AARS2,POLG,ELAC2,COA8,PDHA1,EARS2,TRNT1,MLYCD,NDUFA10,ATP5F1D,UQCRFS1,TAFAZZIN,NDUFB7,TMEM70,DAP3,SLC25A4,OGDH,COXFA4,COQ8A,NDUFAF2,NDUFAF6,COX10,PMPCA,COX8A,NDUFS8,PET100,NDUFAF1,NDUFS4,WARS2,MRPS14,NDUFS2,SLC37A4,IVD,ACAD9,PHKG2,HLCS,SCO2,MRPS22,VARS2,TMEM126B,COA6,HADH,NDUFA1,NDUFAF5
HP_ABNORMALITY_OF_THE_MITOCHONDRION	HP_ABNORMALITY_OF_THE_MITOCHONDRION	1e-10	213	136	TRMU,SLC25A3,NDUFS3,NDUFS6,UQCC2,PUS1,GTPBP3,NDUFB11,BCS1L,COQ4,FUS,COA3,NDUFB9,MRPL39,NDUFAF8,MRPS25,FLAD1,NDUFA12,BOLA3,COX5A,NDUFA8,MRPS23,YARS2,ISCU,SFXN4,DNAJC30,FOXRED1,SDHA,NFS1,NFU1,NDUFAF4,FH,UQCRB,GATC,TAMM41,CARS2,KARS1,TWNK,ATP5F1E,C1QBP,NDUFB10,IBA57,SPG7,LIAS,NDUFV1,NDUFB3,UQCC3,COX4I1,TIMM50,SLC22A5,HSD17B10,PDHB,CYC1,PNPT1,NDUFB8,NDUFA11,DGUOK,AARS2,POLG,ELAC2,ACADVL,COA8,PDHA1,CPT2,EARS2,TTC19,NDUFA10,ATP5F1D,MTFMT,TXN2,TIMM22,TAFAZZIN,NDUFB7,NDUFA9,TMEM70,SLC25A4,TARDBP,GLRX5,TOP3A,SLC25A20,CHCHD10,COXFA4,MGME1,NDUFAF2,NDUFAF6,ETFDH,SLC25A10,NDUFS8,CYBA,PET100,NDUFAF1,NDUFS4,UQCRQ,MRPS14,NDUFS2,ACAD9,SCO2,MRPS22,VARS2,TMEM126B,MECR,CRLS1,TRIT1,COA6,HADH,NDUFA1,NDUFAF5,ECHS1,NDUFA2,AK2,CTNS,AIFM1,ATPAF2,UQCRH,SCO1,CDK5,ACADM,HACD1,GFER,NDUFA6,SQSTM1,ETFB,MRM2,NDUFAF3,ACAD8,MFF,COX20,SDHB,LIG3,AGK,COA5,LYRM4,NDUFV2,NAXE,GYG1,TK2
HP_RETICULOCYTOPENIA	HP_RETICULOCYTOPENIA	3.18389562e-07	34	24	RPS26,TSR2,RPL11,RPS17,RPS10,RPS27,RPL35,RPL8,RPS20,RPS24,FANCA,RPL18,RPL9,RPS15A,RPL27,SBDS,RPS7,TERT,RPL31,RPL35A,STEAP3,RPL5,RPL26,RPS19
HP_DECREASED_ACTIVITY_OF_MITOCHONDRIAL_COMPLEX_III	HP_DECREASED_ACTIVITY_OF_MITOCHONDRIAL_COMPLEX_III	1.117219084e-06	47	26	UQCC2,BCS1L,COQ4,BOLA3,YARS2,ISCU,NFS1,UQCRB,GATC,TAMM41,CARS2,C1QBP,UQCC3,CYC1,DGUOK,EARS2,TTC19,TXN2,TIMM22,SLC25A4,CHCHD10,NDUFS4,UQCRQ,MRPS14,MRPS22,CRLS1
HP_ERYTHROID_HYPOPLASIA	HP_ERYTHROID_HYPOPLASIA	7.660027362e-06	29	22	RPS26,TSR2,RPL11,G6PC3,RPS17,RPS10,RPS27,RPL35,RPL8,RPS20,RPS24,RPL18,RPL9,RPS15A,RPL27,RPS7,RPL31,RPL35A,RPS14,RPL5,RPL26,RPS19
HP_PURE_RED_CELL_APLASIA	HP_PURE_RED_CELL_APLASIA	9.818727943e-07	27	21	RPS26,TSR2,RPL11,RPS17,RPS10,RPS27,RPL35,RPL8,RPS20,RPS24,RPL18,RPL9,RPS15A,RPL27,RPS7,RPL31,RPL35A,PNP,RPL5,RPL26,RPS19
HP_PERSISTENCE_OF_HEMOGLOBIN_F	HP_PERSISTENCE_OF_HEMOGLOBIN_F	5.5348960545e-06	32	22	RPS26,TSR2,RPL11,RPS17,RPS10,RPS27,RPL35,RPL8,RPS20,RPS24,RPL18,RPL9,RPS15A,RPL27,SBDS,RPS7,RPL31,RPL35A,RPL5,RPL26,RPS19,BCL11A
HP_ABNORMAL_CSF_LACTATE_CONCENTRATION	HP_ABNORMAL_CSF_LACTATE_CONCENTRATION	4.16386861e-08	98	64	NDUFS3,NDUFS6,UQCC2,NDUFB11,NDUFB9,NDUFAF8,FARS2,NDUFA12,HPDL,NDUFA8,ATP5PO,MRPS34,FOXRED1,NFU1,NDUFAF4,COX6B1,NDUFB10,IBA57,NDUFV1,NDUFB3,UQCC3,COX4I1,TIMM50,HSD17B10,SLC25A19,PNPT1,NDUFB8,NDUFA11,SLC2A1,COA8,PDHA1,NDUFA10,MTFMT,TXN2,SLC25A4,GLRX5,COXFA4,COQ8A,NDUFAF2,COX10,TRAPPC12,COX8A,NDUFS8,CLPB,PET100,NDUFAF1,NDUFS4,NDUFS2,SCO2,HMBS,TMEM126B,NDUFA1,NDUFAF5,ECHS1,AIFM1,ATPAF2,NDUFA6,HTRA2,NDUFAF3,COX20,SURF1,LYRM4,NDUFV2,NAXE
