"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","ENRICHR","TRRUST"
"1","E2F1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","4.25","1","6","GTEx--Coexpression(rank=5); ReMap--ChIP-seq(rank=5); Enrichr--Queries(rank=8); ARCHS4--Coexpression(rank=9); ENCODE--ChIP-seq(rank=36); Literature--ChIP-seq(rank=37)","11","rank=2; score=8.0294; p=9.3451e-09","rank=11; score=0.003111","rank=3; score=71.973; p=6.5657e-14; adjP=9.8355e-12","rank=1; score=7.4828; p=3.2903e-08"
"2","E2F4","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","9.00","1","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Enrichr--Queries(rank=156); ARCHS4--Coexpression(rank=637); GTEx--Coexpression(rank=1140)","32","rank=1; score=18.752; p=1.7685e-19","rank=32; score=0.0101","rank=1; score=1160.4; p=8.2834e-73; adjP=8.6148e-71","rank=2; score=5.8804; p=1.317e-06"
"3","FOXM1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","13.25","2","6","ENCODE--ChIP-seq(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ARCHS4--Coexpression(rank=6)","2","rank=3; score=7.0724; p=8.464e-08","rank=2; score=0.0006223","rank=2; score=5254.4; p=9.5523e-72; adjP=7.1547e-69","rank=46; score=1.2382; p=0.057784"
"4","TP53","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","15.00","3","5","ARCHS4--Coexpression(rank=22); Literature--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=206); GTEx--Coexpression(rank=228)","47","rank=4; score=5.091; p=8.1094e-06","rank=47; score=0.01351","rank=6; score=32.248; p=1.8565e-05; adjP=0.0022464","rank=3; score=4.7313; p=1.8567e-05"
"5","E2F3","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","21.75","5","3","ARCHS4--Coexpression(rank=27); Enrichr--Queries(rank=30); GTEx--Coexpression(rank=845)","59","rank=12; score=2.4199; p=0.0038031","rank=59; score=0.01658","rank=11; score=88.677; p=0.00037124; adjP=0.026952","rank=5; score=3.4303; p=0.00037125"
"6","MYBL2","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","22.25","5","6","Enrichr--Queries(rank=2); Literature--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=7); ReMap--ChIP-seq(rank=11); GTEx--Coexpression(rank=13); ENCODE--ChIP-seq(rank=29)","5","rank=9; score=2.6083; p=0.0024643","rank=5; score=0.001425","rank=23; score=33.785; p=9.139e-09; adjP=8.5564e-07","rank=52; score=1.1979; p=0.063403"
"7","TFDP1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","30.75","9","4","GTEx--Coexpression(rank=4); ReMap--ChIP-seq(rank=7); ARCHS4--Coexpression(rank=15); Enrichr--Queries(rank=25)","9","rank=10; score=2.5611; p=0.0027472","rank=9; score=0.002489","rank=81; score=33.126; p=0.013421; adjP=0.18044","rank=23; score=1.8722; p=0.013421"
"8","MYC","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","56.25","4","6","ENCODE--ChIP-seq(rank=16); Literature--ChIP-seq(rank=35); Enrichr--Queries(rank=73); ReMap--ChIP-seq(rank=129); GTEx--Coexpression(rank=386); ARCHS4--Coexpression(rank=673)","197","rank=15; score=2.0801; p=0.0083149","rank=197; score=0.05199","rank=9; score=26.55; p=0.00024116; adjP=0.021886","rank=4; score=3.6177; p=0.00024117"
"9","MYCN","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","62.00","31","5","Literature--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=45); ReMap--ChIP-seq(rank=58); Enrichr--Queries(rank=97); GTEx--Coexpression(rank=734)","97","rank=48; score=0.8279; p=0.14863","rank=97; score=0.02764","rank=72; score=17.964; p=0.00025936; adjP=0.0080941","rank=31; score=1.5181; p=0.030335"
"10","SP1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","64.50","7","5","ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=21); GTEx--Coexpression(rank=394); ARCHS4--Coexpression(rank=1299); Enrichr--Queries(rank=1301)","228","rank=7; score=2.7246; p=0.0018855","rank=228; score=0.05932","rank=16; score=12.853; p=0.00025296; adjP=0.0073202","rank=7; score=3.1398; p=0.00072484"
