"TF","DLD1","HCT15"
"ERG","2.31059266448214240","1.532162563996692262"
"ESR1","2.74697651144673927","1.907512322220784151"
"ESR2","1.87900843177336019","1.428285225712979889"
"ESRRA","3.33226816190762198","-0.789505456397126770"
"ETS1","1.28908232983008997","1.267926256855208988"
"ETS2","-1.23408822715548894","0.833256074860261209"
"ETV1","2.26541858862429279","-0.363294497571122588"
"ETV4","1.40505100827174090","3.724344957546381174"
"FLI1","-0.23372437156066830","-0.009244598864234880"
"FOS","1.88148617922413375","2.009759911954458467"
"FOSL1",NA,"2.578728010166063456"
"FOSL2","1.23834352794983271","2.541921875544035814"
"FOXA1","-0.34357228849574822","0.500829591449130973"
"FOXA2","-0.49362988290595494","0.663101926826186627"
"FOXJ2","0.65498607157034761","1.072116028396645548"
"FOXK2","0.87508181224041315","1.777895895236714985"
"FOXL2","0.73112605425779109","3.139344352881205946"
"FOXM1","-4.39917797743087746","1.620527273478997721"
"FOXO1","2.75597699666636942","1.188827766297198441"
"FOXO3","5.20756347311518741","2.635992497570343485"
"FOXO4","1.39087543786717149","0.607708376816248896"
"FOXP1","-1.49291057597364563","0.867177890051292977"
"FOXP2","-0.47793530009419111","-0.822029740118274010"
"GABPA","1.40465507688949254","1.798363290902838862"
"GATA1","0.12327077867322743",NA
"GATA2","-0.67787558731123787","0.347891303254309892"
"GATA3","1.05119239779634066","0.435069929471369021"
"GATA4","1.49322881997085366","1.467144618002694578"
"GATA6","3.33945051466475640","-0.502950696741214509"
"GFI1B","2.79124073347439206","-0.175293027930062351"
"GLI2","0.04263187791725431","-0.420042771993445307"
"GRHL2","2.92667389893475427","-0.907408813998972774"
"HBP1","-1.00329721387132054","-1.889795285541058911"
"HHEX","-1.45191948077071298","0.391413626864313413"
"HIF1A","2.70918050759820472","2.382768585626033886"
"HINFP","-0.31305697984966119","0.405135894189843915"
"HMBOX1","-0.47475220170168853","-1.325848971896662620"
"HNF1A","-0.50128063111523946","-0.239245035471240042"
"HNF1B","0.72433210094037914","-0.756489489297246909"
"HNF4A","-0.07116503597344474","-2.337699699774129947"
"HNF4G","3.39335201558553345","-1.018724264295553184"
"HOXA9","1.61854597397380617","1.373864006755730616"
"HOXB13","0.57312452678046577","0.246682407932348441"
"HSF1","3.30462598783132888","0.904422837017492931"
"IKZF1","1.22308188963421416","2.079750225600358604"
"IRF1","1.14744544563597795","1.312225743124057376"
"IRF2","0.38678052593209139","1.760096214430392214"
"IRF3","2.76173009759628618","-2.584259778268803043"
"IRF4","1.92790382252746983","1.790248482926084517"
"IRF9","1.17765169429911354","2.042300200590011716"
"JUN","1.62917822369168164","3.451864185640127758"
"JUNB","1.41877809370658525","2.002185961829956895"
"JUND","0.43292579840031487","0.552327454876129775"
"KDM5B","1.76774600940452720","0.350197658679647861"
"KLF1","3.74621959076838973","-2.118313824627513942"
"KLF13","-2.27491144305971327","0.585175980445374666"
"KLF3","0.35997885322223944","0.781932033272437432"
"KLF4","2.37568099381418785","0.728666249955261858"
"KLF5","4.94405759019489999","-0.721326517252965038"
"KLF6","1.89956954821220636","1.472579729382929914"
"KLF9","5.45002364507030190","-0.403018233098599077"
"KMT2A","0.17616095917943303","-1.111784677431609802"
"LEF1","-3.88113704122071601","-0.945501079766534525"
"LHX2","1.50403555245684917","0.029668741914356447"
"LYL1","2.69061130147331440","-0.430119157306433519"
"MAF","2.83079481589929838","-0.376001977312189428"
"MAFB","2.77338914968814532","0.319909084258435339"
"MAFF","4.35178523838714604","1.876352652191165316"
"MAFG","3.36451796125361868","-1.059928133101713410"
"MAFK","3.85921519668183555","0.325151051164306648"
"MAX","3.60782175951705986","-0.110197695751772670"
"MAZ","1.63051633030538201","-3.411337092621974154"
"MBD1","-0.98770147635851469","1.224129175832511240"
"MBD2","3.31411030256418560","-2.570406004767820107"
"MEF2A","2.98481323934824694","3.620890688594994078"
"MEF2B","0.26422303804841552","0.568101578813938857"
"MEF2C","1.29771385227293434","0.217896373570740987"
"MEIS1","1.74952111218624817","-0.740603083586082511"
"MEIS2","1.39873950182127338","-1.580395564025006028"
"MITF","0.44750407146560289","1.810631076242819271"
"MNT","-4.20857479631717091","-1.757219571153684212"
"MXI1","-2.15012353721386518","1.702935768598892619"
"MYB","-2.69614963389367279","0.075161443138516679"
"MYBL2","-2.22244154525245330","-0.189411049240686941"
"MYC","-6.96164586509100936","-1.652790838339303292"
"MYCN","-4.25169913215898543","0.467515773535302159"
"MYOD1","2.23208359360768327","-0.411504833133507109"
"NANOG","1.15651530252054546","0.261331501252681953"
"NCOA1","1.39067625448923726","1.494268836736341255"
"NCOA2","0.74674703469158665","-0.635062734174556831"
"NCOA3","0.25280097633422238","1.351603167894926294"
"NEUROD1","3.74492329462422635","1.785660089981590426"
"NFATC1","2.58263515967603174","2.123155490890110908"
"NFE2","2.07638917331544670","-0.283067623145466130"
"NFE2L1","0.65910697723291767","-0.337828173345809335"
"NFE2L2","-0.17919923275866897","0.550377241352150492"
"NFIC","-1.27610465091339065","-0.467815629607849948"
"NFKB1","1.07213145676141508","4.214355302981851459"
"NFKB2","-2.16414622844252369","-1.813243320218838051"
"NFYA","-0.74553676180079687","0.673134665422672529"
"NFYB","-1.32642440859613386","0.956389433388756260"
"NR1H2","2.85732797134821181","1.098326991475834014"
"NR1H3","1.90746772477969206","-0.296160202642887227"
"NR2C2","-3.25267056622026729","-0.381170756058924476"
"NR2F1","2.91861926951821316","-3.761173807969442340"
"NR2F6","0.47037744707221529","1.203891667233516705"
"NR3C1","-0.29973592513112957","-1.132649080792346163"
"NR4A1","2.65559072232180871","-0.164937901338121473"
"NR5A2","0.22098618352769653","0.877283781052087708"
"NRF1","1.30447503780426732","1.255691629345435656"
"ONECUT1","0.36878778509086035","-1.366126796914000963"
"OTX2","0.94984116347194514","1.474391045852182724"
"PAX5","1.63439512608116377","-1.023633628637053761"
"PAX6",NA,"1.511747266716258364"
"PAX8","-0.67230439196482839","0.802803564740865450"
"PBX2","1.87776342104524141","0.357363331898967074"
"PBX3","4.03127299976483400","-1.051286903123621386"
"PDX1","1.23856072260938088","0.482290527536777203"
"PGR","-1.41999471873252436","1.215390270847634513"
"PKNOX1","1.15725718132214350","-1.450340243585992006"
"POU2F1","0.99298129951045377","2.975272099916636215"
"POU4F2","2.11363369623667596","-1.175228890099023982"
"POU5F1","1.67367422142558042","0.297488937428712297"
"PPARA","0.61954818216016594","0.198848480659667731"
"PPARG","0.87590100838198359","2.044516784350655314"
"PRDM1","-0.57012617429132251","0.687957794115304555"
"PRDM14","6.59533593893632908","-2.452860756288309130"
"PROX1","1.43863768634755118","-0.880054161675270175"
"RARA","1.44079140861055777","1.669207590923007745"
"RBPJ","1.85308949943551493","1.051098242985723852"
"REL","1.83386415372079448","2.899556700774973628"
"RELA","1.24731340464919405","3.791390201820281192"
"RELB","2.19578300471818455","2.661002567306789413"
"REST","-1.27962184538582724",NA
"RFX1","2.74327659955428604","-1.323205417879383949"
"RFX2","1.61016798693557317","-0.385291964978239532"
"RFX5",NA,"0.126807723801912464"
"RUNX1","2.06868419844515916","0.956716698151980793"
"RUNX2","3.32246361203085439","0.932581430608569129"
"RUNX3","-0.43618895292463361","-1.409810308265597723"
"RXRA","0.35360257646939963","-0.146239117252670719"
"SIX2","1.93772387189006556","0.160147544778334205"
"SIX5","1.43320376453322318","-3.247139464344354742"
"SMAD1","1.11468080185513818","-0.219046999952715704"
"SMAD3","2.59509321030769513","0.563848615881690662"
"SMAD4","3.03854905165048983","0.328810589916454898"
"SMAD5","-3.07797157809046595","-0.928134597573253339"
"SNAI2","-2.12228734914256956","1.238176812228198420"
"SNAPC4","-1.46799961831939840","-3.821282092932501762"
"SOX10","0.26717187987777063",NA
"SOX11","1.76018632349766402","0.345617053851314748"
"SOX13","1.51994065588935090","-2.283642870746453557"
"SOX2","-0.04593870519226069",NA
"SOX6","-0.27347685544921252","-1.194512957851995072"
"SOX9","1.38638461051669282","1.112664387834191082"
"SP1","1.17097799248005119","1.094979434698938769"
"SP2","0.50216230632331904","1.169791013391143997"
"SP3","3.01007029414686311","1.291031234815536166"
"SP4","0.54966360155397098","0.405292485352114928"
"SPI1","1.02996091240749754","0.718622150802322279"
"SPIB","1.01806631665323910","-0.407282523346214842"
"SREBF1","-3.60328539555450922","-2.814611831911720596"
"SREBF2","-4.16008661505515587","-2.310940737892296593"
"SRF","-1.00575228108274928","-0.601530815516757911"
"STAT1","2.41905636774554011","4.013151183780375497"
"STAT2","1.02229155388027459","0.507009553200761021"
"STAT3","1.14211210120723816","3.409344999119916064"
"STAT4","0.84197178131749806","0.708748330492865564"
"STAT5A","1.71532910585733145","2.651798466570373325"
"STAT5B","1.52738396603196058","2.901933350067649187"
"STAT6","1.19646215234514131","0.342154961857002948"
"TAL1","0.49307891001795068","0.069313955255942597"
"TBP","0.99320973965599146","1.530459339817537456"
"TBX21","1.69100680335116960","-1.021067249342959560"
"TCF12","2.07046754012205358","0.894592927196102727"
"TCF3","-0.07427857045371701","-1.984284676212544118"
"TCF4","1.39809474929839772","-0.888080488354376363"
"TCF7","0.70101006692453494","0.004428625020809625"
"TCF7L2","-0.58562822066832476","-0.093002006757292754"
"TEAD1","3.61061148602807158","1.760668164825927917"
"TEAD2","2.94946103515499303","-0.048852388651734614"
"TEAD4","2.20149859645432988","-1.097525106719225096"
"TFAP2A","1.17062482409219060","-0.115476530708056524"
"TFAP2C","-0.33677022592438410","-0.302582684625767595"
"TFAP4","4.54345748374447833","0.012697120319263884"
"TFDP1","-5.14447575612769015","1.121279616607426588"
"TGIF2","0.01763725988541431","-0.875736200982731861"
"THAP1","1.33699347056790652","-4.517099659721740323"
"THAP11","2.45985357764042645","-0.241796199484710927"
"TP53","3.31793345486618074","2.496009697668360339"
"TP63","0.69853687947660470","0.535215488027225295"
"TP73","1.20815198911219679","0.112590794510205428"
"TWIST1","0.57665510741023707","1.058318459747541684"
"USF1","-0.13632184138053319","0.081126906945887506"
"USF2","1.64896257556984849","0.535699349096738997"
"VDR","0.67483102793208460","1.152093783513178815"
"WT1","1.62032597465482664","3.354981633814162922"
"XBP1","0.24574068920237449","0.442617580154684664"
"YY1","-1.63740273868134634","-1.441192818591340963"
"ZBED1","-0.32208270019844082","-0.309036375838263988"
"ZBTB11","-1.42812112276862502","2.920160247699098210"
"ZBTB33","-2.06727205670471603","1.720191614524736456"
"ZBTB7A","-6.50033551971387791","3.868359879082198471"
"ZEB1","0.23645861809213065","0.678843626603087502"
"ZEB2","-1.04902057069564414","0.164141055187611073"
"ZFX","-0.99395034451443287","1.946297719829846118"
"ZKSCAN1","2.95868563170928800","0.054561735244660521"
"ZNF143","1.82014491726359640","-0.868310471496203551"
"ZNF217","0.58444752659962174","0.068516249350408176"
"ZNF24","-0.22684996589893563","-2.226291450973972186"
"ZNF263","-6.97409623199855044","6.612336967331806648"
"ZNF274","0.29975174013634198","-2.195794741647391746"
"ZNF384","2.00822612897194697","1.762768437160170620"
"ZNF592","1.25097587943701738","1.729571665177144224"
"ZNF639","1.65399355647199653","-2.493063568742319269"
"ZNF740","1.74655984821928123","-0.379058158136071077"
