"TF","Best_Rank","Mean_Rank","Library_Count","Best_P_Value","Best_Adjusted_P_Value","Best_Combined_Score","Library","Top_Terms","Rank","Score","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"SOX2","1","6.50000000000000","2","0.00000003490368643930057","0.00002415335101599599","74.05472573677495518041","ChEA_2022(rank=1, adjP=2.42e-05); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=12, adjP=0.62)","SOX2 20726797 ChIP-Seq SW620 Human; SOX2 CHEA","1","74.05472573677495518041","enrichr","1","74.05472573677495518041","0.00000003490368643930057","0.00002415335101599599","","5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=124); Enrichr--Queries(rank=471); ARCHS4--Coexpression(rank=1118); GTEx--Coexpression(rank=1563)","56","0.012200000000000001","Literature ChIP-seq,0.0122"
"NFKB1","1","8.00000000000000","3","0.00000050318877753030663","0.00008352933707003090","133.05584352568783401694","TRRUST_Transcription_Factors_2019(rank=1, adjP=8.35e-05); Transcription_Factor_PPIs(rank=7, adjP=0.232); ChEA_2022(rank=16, adjP=0.0212)","NFKB1 human; NFKB1; NFKB1 27076634 ChIP-Seq BEAS2B Human Lung Inflammation","2","133.05584352568783401694","enrichr","2","133.05584352568783401694","0.00000050318877753030663","0.00008352933707003090","","4","ARCHS4--Coexpression(rank=18); ReMap--ChIP-seq(rank=207); Enrichr--Queries(rank=249); GTEx--Coexpression(rank=920)","51","0.011060000000000000","ARCHS4 Coexpression,0.01106"
"FOS","1","31.25000000000000","4","0.00015286915358921388691","0.01366161727030256075","68.67550162104143396391","Transcription_Factor_PPIs(rank=1, adjP=0.0137); ENCODE_TF_ChIP-seq_2015(rank=1, adjP=0.113); TRRUST_Transcription_Factors_2019(rank=43, adjP=0.0787); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=80, adjP=1)","FOS; FOS endothelial cell of umbilical vein hg19; FOS human; FOS ENCODE","3","68.67550162104143396391","enrichr","3","68.67550162104143396391","0.00015286915358921388691","0.01366161727030256075","","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=18); Enrichr--Queries(rank=92); ARCHS4--Coexpression(rank=204)","14","0.003367000000000000","ReMap ChIP-seq,0.003367"
"FOSL2","1","34.00000000000000","3","0.00072970696700441328025","0.10042014304336648045","48.63422992112451481717","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=1, adjP=0.124); ENCODE_TF_ChIP-seq_2015(rank=4, adjP=0.144); TRRUST_Transcription_Factors_2019(rank=97, adjP=0.1)","FOSL2 ENCODE; FOSL2 SK-N-SH hg19; FOSL2 human","4","48.63422992112451481717","enrichr","4","48.63422992112451481717","0.00072970696700441328025","0.10042014304336648045","","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=5); Enrichr--Queries(rank=55); ARCHS4--Coexpression(rank=344); GTEx--Coexpression(rank=1018)","77","0.016840000000000001","ReMap ChIP-seq,0.01684"
"SMAD2","2","7.50000000000000","2","0.00043116976558209209758","0.02095320621576393649","22.76979662422156991397","Transcription_Factor_PPIs(rank=2, adjP=0.2); ChEA_2022(rank=13, adjP=0.021)","SMAD2; SMAD2 18955504 ChIP-ChIP HaCaT Human","5","22.76979662422156991397","enrichr","5","22.76979662422156991397","0.00043116976558209209758","0.02095320621576393649","","0","",NA,NA,NA
"EP300","2","34.50000000000000","4","0.00028650664786316210877","0.02255228680300110436","90.21722754870900473634","ENCODE_TF_ChIP-seq_2015(rank=2, adjP=0.113); TRRUST_Transcription_Factors_2019(rank=12, adjP=0.0226); Transcription_Factor_PPIs(rank=49, adjP=0.486); ChEA_2022(rank=75, adjP=0.108)","EP300 HeLa-S3 hg19; EP300 human; EP300; EP300 21415370 ChIP-Seq HL-1 Mouse","6","90.21722754870900473634","enrichr","6","90.21722754870900473634","0.00028650664786316210877","0.02255228680300110436","","0","",NA,NA,NA
"RELA","2","39.00000000000000","4","0.00000435668443487374520","0.00036160480809452079","100.89890507555924159533","TRRUST_Transcription_Factors_2019(rank=2, adjP=0.000362); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=4, adjP=0.353); ENCODE_TF_ChIP-seq_2015(rank=58, adjP=0.895); ChEA_2022(rank=92, adjP=0.118)","RELA human; RELA ENCODE; RELA GM12891 hg19; RELA 24523406 ChIP-Seq FIBROSARCOMA Human","7","100.89890507555924159533","enrichr","7","100.89890507555924159533","0.00000435668443487374520","0.00036160480809452079","","6","ReMap--ChIP-seq(rank=13); Literature--ChIP-seq(rank=22); ENCODE--ChIP-seq(rank=26); GTEx--Coexpression(rank=427); ARCHS4--Coexpression(rank=488); Enrichr--Queries(rank=521)","197","0.043770000000000003","ReMap ChIP-seq,0.04377"
"AR","2","43.75000000000000","4","0.00153979901544966661826","0.03437228769971514136","17.22880810625265723957","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=2, adjP=0.251); ChEA_2022(rank=31, adjP=0.0344); Transcription_Factor_PPIs(rank=48, adjP=0.486); TRRUST_Transcription_Factors_2019(rank=94, adjP=0.1)","AR CHEA; AR 22383394 ChIP-Seq PROSTATE CANCER Human; AR; AR human","8","17.22880810625265723957","enrichr","8","17.22880810625265723957","0.00153979901544966661826","0.03437228769971514136","","5","Literature--ChIP-seq(rank=13); Enrichr--Queries(rank=108); ReMap--ChIP-seq(rank=149); ARCHS4--Coexpression(rank=457); GTEx--Coexpression(rank=512)","316","0.076920000000000002","Enrichr Queries,0.07692"
"BACH1","2","195.00000000000000","2","0.00000065332855428005152","0.00022605167978089784","66.88309589592657289359","ChEA_2022(rank=2, adjP=0.000226); ENCODE_TF_ChIP-seq_2015(rank=388, adjP=1)","BACH1 22875853 ChIP-PCR HELA AND SCP4 Human; BACH1 K562 hg19","9","66.88309589592657289359","enrichr","9","66.88309589592657289359","0.00000065332855428005152","0.00022605167978089784","","6","Literature--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=71); Enrichr--Queries(rank=75); ARCHS4--Coexpression(rank=142); ReMap--ChIP-seq(rank=160); GTEx--Coexpression(rank=539)","27","0.006098000000000000","Literature ChIP-seq,0.006098"
"ATF4","3","3.00000000000000","1","0.00001308848413726763666","0.00072422945559547580","365.20010631177063942232","TRRUST_Transcription_Factors_2019(rank=3, adjP=0.000724)","ATF4 human","10","365.20010631177063942232","enrichr","10","365.20010631177063942232","0.00001308848413726763666","0.00072422945559547580","","4","ReMap--ChIP-seq(rank=184); GTEx--Coexpression(rank=631); ARCHS4--Coexpression(rank=844); Enrichr--Queries(rank=933)","1161","0.392699999999999994","GTEx Coexpression,0.3927"
