"TF","Best_Rank","Mean_Rank","Library_Count","Best_P_Value","Best_Adjusted_P_Value","Best_Combined_Score","Library","Top_Terms","Rank","Score","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"SUZ12","1","20.75000000000000","4","0.0000000367329776373080838885457814844","0.000008742087753757191186847544384","40.3303759329484208251415","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=1, adjP=0.000926); ChEA_2022(rank=2, adjP=8.74e-06); ENCODE_TF_ChIP-seq_2015(rank=35, adjP=1); Transcription_Factor_PPIs(rank=45, adjP=0.93)","SUZ12 CHEA; SUZ12 18974828 ChIP-Seq MESCs Mouse; SUZ12 K562 hg19; SUZ12","1","40.3303759329484208251415","enrichr","1","40.3303759329484208251415","0.0000000367329776373080838885457814844","0.000008742087753757191186847544384","","0","",NA,NA,NA
"BATF","1","24.00000000000000","2","0.0196265848174523305225136482476955280","0.843383557193037702859328419435769","42.2660094145418128164238","Transcription_Factor_PPIs(rank=1, adjP=0.843); ENCODE_TF_ChIP-seq_2015(rank=47, adjP=1)","BATF; BATF GM12878 hg19","2","42.2660094145418128164238","enrichr","2","42.2660094145418128164238","0.0196265848174523305225136482476955280","0.843383557193037702859328419435769","","5","ENCODE--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=87); ARCHS4--Coexpression(rank=165); Enrichr--Queries(rank=341); GTEx--Coexpression(rank=573)","370","0.10140000000000000","ARCHS4 Coexpression,0.1014"
"SOX2","1","25.66666666666667","3","0.0000000000000000000007943934245728736","0.000000000000000000584673560485635","174.3880581922246335579985","ChEA_2022(rank=1, adjP=5.85e-19); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=3, adjP=0.00332); TRRUST_Transcription_Factors_2019(rank=73, adjP=0.0652)","SOX2 20726797 ChIP-Seq SW620 Human; SOX2 CHEA; SOX2 mouse","3","174.3880581922246335579985","enrichr","3","174.3880581922246335579985","0.0000000000000000000007943934245728736","0.000000000000000000584673560485635","","5","Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=121); Enrichr--Queries(rank=402); GTEx--Coexpression(rank=488); ARCHS4--Coexpression(rank=515)","24","0.00609800000000000","Literature ChIP-seq,0.006098"
"CEBPB","1","56.20000000000000","5","0.0000725634314200904645452208652223192","0.003320933843960145997326049993603","43.1783836635563531558546","ENCODE_TF_ChIP-seq_2015(rank=1, adjP=0.134); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=2, adjP=0.00332); ChEA_2022(rank=79, adjP=0.0106); TRRUST_Transcription_Factors_2019(rank=91, adjP=0.088); Transcription_Factor_PPIs(rank=108, adjP=0.943)","CEBPB MCF-7 hg19; CEBPB ENCODE; CEBPB 26923725 Chip-Seq MESODERM Mouse; CEBPB human; CEBPB","4","43.1783836635563531558546","enrichr","4","43.1783836635563531558546","0.0000725634314200904645452208652223192","0.003320933843960145997326049993603","","6","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=9); Enrichr--Queries(rank=40); Literature--ChIP-seq(rank=96); GTEx--Coexpression(rank=100); ARCHS4--Coexpression(rank=175)","33","0.00847500000000000","ENCODE ChIP-seq,0.008475"
"SP1","1","128.75000000000000","4","0.0000001458877491183589099602491059166","0.000048580620456413507117065381236","70.3393020768906325201897","TRRUST_Transcription_Factors_2019(rank=1, adjP=4.86e-05); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=72, adjP=1); Transcription_Factor_PPIs(rank=120, adjP=0.985); ENCODE_TF_ChIP-seq_2015(rank=322, adjP=1)","SP1 mouse; SP1 ENCODE; SP1; SP1 K562 hg19","5","70.3393020768906325201897","enrichr","5","70.3393020768906325201897","0.0000001458877491183589099602491059166","0.000048580620456413507117065381236","","5","ENCODE--ChIP-seq(rank=81); ReMap--ChIP-seq(rank=131); GTEx--Coexpression(rank=819); Enrichr--Queries(rank=1180); ARCHS4--Coexpression(rank=1334)","1171","0.44109999999999999","ReMap ChIP-seq,0.4411"
"NFKB1","2","10.66666666666667","3","0.0000045894459079357090720277176365549","0.000524432873157581309030150773509","55.0637235427155218303596","TRRUST_Transcription_Factors_2019(rank=2, adjP=0.000764); Transcription_Factor_PPIs(rank=6, adjP=0.843); ChEA_2022(rank=24, adjP=0.000524)","NFKB1 mouse; NFKB1; NFKB1 27076634 ChIP-Seq BEAS2B Human Lung Inflammation","6","55.0637235427155218303596","enrichr","6","55.0637235427155218303596","0.0000045894459079357090720277176365549","0.000524432873157581309030150773509","","4","ARCHS4--Coexpression(rank=71); ReMap--ChIP-seq(rank=130); Enrichr--Queries(rank=434); GTEx--Coexpression(rank=839)","175","0.04361000000000000","ARCHS4 Coexpression,0.04361"
"HDAC2","2","35.25000000000000","4","0.0014016505429314076759672591521166396","0.020293462208528640494664685434145","61.7270354235348364113634","Transcription_Factor_PPIs(rank=2, adjP=0.843); TRRUST_Transcription_Factors_2019(rank=23, adjP=0.0203); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=28, adjP=0.716); ENCODE_TF_ChIP-seq_2015(rank=88, adjP=1)","HDAC2; HDAC2 human; HDAC2 ENCODE; HDAC2 HepG2 hg19","7","61.7270354235348364113634","enrichr","7","61.7270354235348364113634","0.0014016505429314076759672591521166396","0.020293462208528640494664685434145","","0","",NA,NA,NA
"RELB","3","3.00000000000000","1","0.0000000420875063042656041865611376857","0.000008742087753757191186847544384","113.8648021339524518680264","ChEA_2022(rank=3, adjP=8.74e-06)","RELB 30642670 ChIP-Seq CTB1 Human Placenta Inflammation","8","113.8648021339524518680264","enrichr","8","113.8648021339524518680264","0.0000000420875063042656041865611376857","0.000008742087753757191186847544384","","4","Enrichr--Queries(rank=19); ReMap--ChIP-seq(rank=115); ARCHS4--Coexpression(rank=131); GTEx--Coexpression(rank=342)","54","0.01353000000000000","Enrichr Queries,0.01353"
"SP3","3","3.00000000000000","1","0.0000074765690031668163850753217047895","0.000829899159351516510323143460681","69.8371493286262534638809","TRRUST_Transcription_Factors_2019(rank=3, adjP=0.00083)","SP3 human","9","69.8371493286262534638809","enrichr","9","69.8371493286262534638809","0.0000074765690031668163850753217047895","0.000829899159351516510323143460681","","3","GTEx--Coexpression(rank=638); Enrichr--Queries(rank=1173); ARCHS4--Coexpression(rank=1230)","1099","0.39700000000000002","GTEx Coexpression,0.397"
"EZH2","3","31.60000000000000","5","0.0000001681869626194969651556760303554","0.000015473200560993728735256075302","39.7372802227518278073148","ENCODE_TF_ChIP-seq_2015(rank=3, adjP=0.143); ChEA_2022(rank=7, adjP=1.55e-05); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=9, adjP=0.132); TRRUST_Transcription_Factors_2019(rank=48, adjP=0.0412); Transcription_Factor_PPIs(rank=91, adjP=0.94)","EZH2 B cell hg19; EZH2 18974828 ChIP-Seq MESCs Mouse; EZH2 CHEA; EZH2 human; EZH2","10","39.7372802227518278073148","enrichr","10","39.7372802227518278073148","0.0000001681869626194969651556760303554","0.000015473200560993728735256075302","","0","",NA,NA,NA
"TBL1XR1","3","248.50000000000000","2","0.0279901401068990210441178589917399222","0.843383557193037702859328419435769","17.5044201321904608903424","Transcription_Factor_PPIs(rank=3, adjP=0.843); ENCODE_TF_ChIP-seq_2015(rank=494, adjP=1)","TBL1XR1; TBL1XR1 GM12878 hg19","11","17.5044201321904608903424","enrichr","11","17.5044201321904608903424","0.0279901401068990210441178589917399222","0.843383557193037702859328419435769","","0","",NA,NA,NA
"CBX8","4","4.00000000000000","1","0.0009066806670081475937397752495883196","0.183829505235901913273721675068373","11.4785610999844234214606","ENCODE_TF_ChIP-seq_2015(rank=4, adjP=0.184)","CBX8 K562 hg19","12","11.4785610999844234214606","enrichr","12","11.4785610999844234214606","0.0009066806670081475937397752495883196","0.183829505235901913273721675068373","","0","",NA,NA,NA
