"sig_names","p.value","statistic","p.adj","log10pvalue","stars","Method_Source","p.value.label","p.adj.label","Significance","Adjusted_Significance"
"CD8_T_cells_Bindea_et_al_PCA","0.00000000000030514158895497602082234079443569955741779459179596756257524248212575912475585937500","0.3329718739410369444","0.00000000000708867383572328846218945067075702744143622657801984132674988359212875366210937500","12.515498596609518245","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD4_c8_Tf17_zscore","0.00000000000043091956227931876986274431978560063636989052593406768210115842521190643310546875000","0.3309641436699169437","0.00000000000976032808562656958203308156755154340392111045332512730965390801429748535156250000","12.365603789974944249","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_06_PTGS2_ssGSEA","0.00000000000045281877394434298712611476398707230811872467834966471400548471137881278991699218750","0.3306745769880478636","0.00000000001000619046813596972083262624964191105786381896791681356262415647506713867187500000","12.344075575522504451","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_c11_Teff_SEMA4A_PCA","0.00000000000050386352201825355498885343770615193547107030225262747080705594271421432495117187500","0.3300495817653248398","0.00000000001086905597496518473781302982798116301375868086864784345380030572414398193359375000","12.297687081929266739","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_09_IFIT1_zscore","0.00000000000062607196594463200026773330690074280836104891889704049390275031328201293945312500000","0.3287744946914898381","0.00000000001319119072432177982478703307034145156967364087563510111067444086074829101562500000","12.203375742482464261","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_05_ELL2_PCA","0.00000000000080004464302301703793790911595451182682613155972006779848015867173671722412109375000","0.3273275530405138634","0.00000000001647364651315575893533613244151993107791676074214137770468369126319885253906250000","12.096885778411051504","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Release_of_cancer_cell_antigens_ssGSEA","0.00000000000145078838776847422985579319515108944133388590991273758845636621117591857910156250000","0.3237829409171862349","0.00000000002920920620707194421961870396883007103966400919148327375296503305435180664062500000","11.838395929207027990","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_T_cells_Bindea_et_al_zscore","0.00000000000193376966443910477765133588453681334588807327889981024782173335552215576171875000000","0.3220548405918218227","0.00000000003808685469525715125288432003168982795809904828843173163477331399917602539062500000","11.713595256944046241","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Mono_like_01_CD14_ssGSEA","0.00000000000226912961808497993480697465663295303225921450973601167788729071617126464843750000000","0.3210883019137134586","0.00000000004374109434010621129351157752358390459757053747580357594415545463562011718750000000","11.644140695471937974","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Mast_ssGSEA","0.00000000000255388627395609645765509416138121467866259339807299966196296736598014831542968750000","0.3203715829730204856","0.00000000004820460342092132381892707214719002647984602560882194666191935539245605468750000000","11.592798446028357517","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Release_of_cancer_cell_antigens_zscore","0.00000000000264671344520414303315738663388753378145207273419714510964695364236831665039062500000","0.3201547582952637416","0.00000000004893719145622353915110088227705565245423402487290331919211894273757934570312500000","11.577293076418071038","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD4_c1_Treg_zscore","0.00000000000390874423073643835581770804729360231817569815149226997164078056812286376953125000000","0.3177754195723127006","0.00000000007082644546094426268429944303843363850869963016521069221198558807373046875000000000","11.407962746762423834","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_10_SPP1_ssGSEA","0.00000000000442588353968777654082516782801335350830407300293245498323813080787658691406250000000","0.3170127113785820017","0.00000000007862451935210050432296102965851712640610315929734497331082820892333984375000000000","11.354000018049157816","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_05_ELL2_ssGSEA","0.00000000000749241831106204135201243184618113252724869166598864467232488095760345458984375000000","0.3137570289668596968","0.00000000013054098057350403469608771865563198733006800011935411021113395690917968750000000000","11.125377983417138239","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_c6_Tcm_PCA","0.00000000000789791314732738147981196727071738711636883500943895342061296105384826660156250000000","0.3134288618870116339","0.00000000013500960965053976776972596676501450069229903760970046278089284896850585937500000000","11.102487646472335214","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"T_cell_regulatory_Peng_et_al_zscore","0.00000000001362452719631735950608861251190227119670095312642388307722285389900207519531250000000","0.3100098602996818054","0.00000000022858928962710237833031426637244712049557016086964722489938139915466308593750000000","10.865678559847149032","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Infiltration_of_immune_cells_into_tumors_1_zscore","0.00000000002095678874237730497033991876617935439658380047944774560164660215377807617187500000000","0.3072784044149682869","0.00000000034521546546534253551683646788568373547922973898494092281907796859741210937500000000","10.678675264546678036","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Cyclooxygenase_Arachidonic_Acid_Metabolism_zscore","0.00000000002364373585752885415909561269292595269558843185109253681730479001998901367187500000000","0.3065080525780734533","0.00000000038252186940930608009282211585174587886726271790394093841314315795898437500000000000","10.626283901135806786","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Cyclooxygenase_Arachidonic_Acid_Metabolism_PCA","0.00000000002738044381451386064858833520111038939762182486958863592008128762245178222656250000000","0.3055680118629341968","0.00000000042836410521514842925020180934537420563978926679737924132496118545532226562500000000","10.562559516587995745","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD4_c8_Tf17_PCA","0.00000000002742286766277992119121818135296620669999478892009392438922077417373657226562500000000","0.3055580751268207607","0.00000000042836410521514842925020180934537420563978926679737924132496118545532226562500000000","10.561887132150388879","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Antimicrobials_Li_et_al_zscore","0.00000000003815912543688658113828980348608977801044828126464381057303398847579956054687500000000","0.3034289383234433091","0.00000000058596894314947873329239047646512829337073213764597312547266483306884765625000000000","10.418401587382163598","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_07_APOA2_PCA","0.00000000003988261651839930506867049773959033216741421057349725742824375629425048828125000000000","0.3031429386750509325","0.00000000060222750942782952333903070835118866155344363733092905022203922271728515625000000000","10.399216357325608229","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"DC_05_LILRA4_zscore","0.00000000005510037733863517372512645527218323997925564228239636577200144529342651367187500000000","0.3010408094108534827","0.00000000081837609620989288374794107041600675633841177614158368669450283050537109375000000000","10.258845427000739647","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Cancer_antigen_presentation_1_zscore","0.00000000011425784695509216357657023377354188822807579128948418656364083290100097656250000000000","0.2962342318011226272","0.00000000166963886034376625817563972206496181183155158578301779925823211669921875000000000000","9.942113963929703147","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD4_c6_Tn_FHIT_zscore","0.00000000011664944111131665435115896631989998791234519615045428508892655372619628906250000000000","0.2960963914360622007","0.00000000167753005788655390192835622066667294882691408020036760717630386352539062500000000000","9.933117337649076006","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Starch_and_Suctose_Metabolism_PCA","0.00000000012184045149060451582968621749909115051235808380170055897906422615051269531250000000000","0.2958064425720349777","0.00000000170487215516882891909602193040778814192570678187621524557471275329589843750000000000","9.914208500352291509","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"GPAGs_PCA","0.00000000012231422746796234138212480575434119162148149939639552030712366104125976562500000000000","0.2957805815793295712","0.00000000170487215516882891909602193040778814192570678187621524557471275329589843750000000000","9.912523023327972638","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TCR_signaling_Pathway_Li_et_al_zscore","0.00000000015380122055557131664761529079703825453884213914079737151041626930236816406250000000000","0.2942495598535477819","0.00000000211127130035375153409866802174492395050009463375317864120006561279296875000000000000","9.813040217990725012","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CMLS_Review_Exosome_PCA","0.00000000016974487078111821384732525392274394074321186565157404402270913124084472656250000000000","0.2935874929614785689","0.00000000229535601384616571544401209849228795434328276314772665500640869140625000000000000000","9.770203340023085659","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD4_c3_Tfh_zscore","0.00000000019977044200661362754697446982824100836229064270810340531170368194580078125000000000000","0.2924905027733685214","0.00000000266164735967635238334110816225963613845806321478448808193206787109375000000000000000","9.699468769478642116","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CMLS_Review_Exosome_zscore","0.00000000021115643186589347840569612995103958297260504650694201700389385223388671875000000000000","0.2921160916523773410","0.00000000277257575754347095330810013969619065576921457250136882066726684570312500000000000000","9.675395685343392671","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Th1_cells_Bindea_et_al_ssGSEA","0.00000000022225537066075054805059767509183097505820470018988999072462320327758789062500000000000","0.2917695798289353104","0.00000000287661951169485712140564926352342273174755860054574441164731979370117187500000000000","9.653147735778910388","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Release_of_cancer_cell_antigens_PCA","0.00000000023167654610731588396763582253843173977547742481419845717027783393859863281250000000000","0.2914884211545468173","0.00000000295632325032715756771072765612517335709341637084435205906629562377929687500000000000","9.635117930006924070","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Mast_PCA","0.00000000024856456708295858868789966792344197504815994648197374772280454635620117187500000000000","0.2910112030329976007","0.00000000312777080246056256410683093322974701600003299972740933299064636230468750000000000000","9.604560780027037836","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"DC_03_LAMP3_zscore","0.00000000025389961302599055739715157001452645185723966392288275528699159622192382812500000000000","0.2908669929653003861","0.00000000315113766303489656777965910829705092899288843000249471515417098999023437500000000000","9.595337961043588493","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_09_IFIT1_PCA","0.00000000036378153633552163761733138963496564377564368442108388990163803100585937500000000000000","0.2884124917512351227","0.00000000445386583675652154840966893143208715777348061237717047333717346191406250000000000000","9.439159347249137966","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_08_CD74_PCA","0.00000000037144744477655580707741309226565303708289533801689685788005590438842773437500000000000","0.2882694282300125033","0.00000000448708513290079427770814510028837829302972295408835634589195251464843750000000000000","9.430102624859392435","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Hu_hypoxia_signature_PCA","0.00000000040494924588145061918476212587953821236963491969618189614266157150268554687500000000000","0.2876761541264207245","0.00000000482742127327097730456397994759816516552319853872177191078662872314453125000000000000","9.392599405464068241","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_c12_Trm_PCA","0.00000000041039974679234710126527300186414365379405921885336283594369888305664062500000000000000","0.2875841756203453281","0.00000000482885935836190223496072876081634805967013335248338989913463592529296875000000000000","9.386792915846339014","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_07_APOA2_ssGSEA","0.00000000052639337815063016072161675498741750800490990513935685157775878906250000000000000000000","0.2858656298489361536","0.00000000611426154621116539485085132599705148859214887124835513532161712646484375000000000000","9.278689582636369337","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_c12_Trm_zscore","0.00000000055578745227172283752687625320580873389264553452449035830795764923095703125000000000000","0.2854889256349956161","0.00000000637396749060988548681368716830770992931576301998575218021869659423828125000000000000","9.255091262291761822","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"WNT_target_zscore","0.00000000057424480436530036158789817816593299693028740193767589516937732696533203125000000000000","0.2852621642211254915","0.00000000650332240943702627186552008920275569359148448711493983864784240722656250000000000000","9.240902925511582211","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"WNT_target_PCA","0.00000000060808968895644049962123251629316986188733551443874603137373924255371093750000000000000","0.2848641852003780950","0.00000000680159578017944523603833983558218656551019876133068464696407318115234375000000000000","9.216032360618386932","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TCR_signaling_Pathway_Li_et_al_PCA","0.00000000074126008503408102883182192470901301917240999728164752013981342315673828125000000000000","0.2834831062746667185","0.00000000819001996391313964380883293463914140986048550985287874937057495117187500000000000000","9.130029384899374989","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Killing_of_cancer_cells_2_zscore","0.00000000082370877662342132460131755459305409605708092612985637970268726348876953125000000000000","0.2827444755569031298","0.00000000899132712796168350163068089773987789925513425259850919246673583984375000000000000000","9.084226306580580612","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD4_c1_Treg_PCA","0.00000000085599645222115359753094804932667220842557043170018005184829235076904296875000000000000","0.2824746549532081707","0.00000000923253316324244354767055928141089582439349214837420731782913208007812500000000000000","9.067528035304118106","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"T_cell_regulatory_Peng_et_al_PCA","0.00000000091322379169384483514713268256053277371897536340838996693491935729980468750000000000000","0.2820198581849405195","0.00000000973389123852498054836043984592783284703898516454501077532768249511718750000000000000","9.039422782610234464","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"DC_02_CD1C_zscore","0.00000000093066734914798136201208195533393120746357141115367994643747806549072265625000000000000","0.2818867313998313362","0.00000000980447230614036151878016217336639370749651334335794672369956970214843750000000000000","9.031205522289569743","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Hu_hypoxia_signature_zscore","0.00000000112284793822317864518150093048427448638726389162911800667643547058105468750000000000000","0.2805620880394819605","0.00000001169310611528965272153541546037991416540080535924062132835388183593750000000000000000","8.949679054123304667","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_c6_Tcm_ssGSEA","0.00000000120548777877573027614582829210049946810912047112651634961366653442382812500000000000000","0.2800591363192800332","0.00000001241104463148649477301629164048904496731040580925764515995979309082031250000000000000","8.918837188137764826","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Trafficking_of_immune_cells_to_tumors_zscore","0.00000000124989158924990493070703472992073398972756592684163479134440422058105468750000000000000","0.2798025646970696556","0.00000001272361550404959520801440649856450804122687259223312139511108398437500000000000000000","8.903127654377822608","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Mph_05_IL1B_zscore","0.00000000133313419962340785039754895440096416070474560910952277481555938720703125000000000000000","0.2793445830774836103","0.00000001342021760954230619031036033945297747393965437368024140596389770507812500000000000000","8.875126130239298305","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Interleukins_Li_et_al_ssGSEA","0.00000000152784678259834778409517217710169786903939836975041544064879417419433593750000000000000","0.2783734582134767543","0.00000001521130972564948524531762722930561260170634341193363070487976074218750000000000000000","8.815920196027642319","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"MC_Review_Exosome2_PCA","0.00000000156383996160243338721162543233228481298624501505400985479354858398437500000000000000000","0.2782072089746562282","0.00000001540042396969352684937739489390295943849196191877126693725585937500000000000000000000","8.805807693315323093","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Th1_cells_Bindea_et_al_PCA","0.00000000165032144046563438897544098739756518456900380442675668746232986450195312500000000000000","0.2778224789353934132","0.00000001607732500066521203428625773866611492479705702862702310085296630859375000000000000000","8.782431458074357877","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"DC_06_STMN1_zscore","0.00000000169203137059147229207816559050370219807746252627111971378326416015625000000000000000000","0.2776438724734574537","0.00000001630830235910504081984908426785491064592292786983307451009750366210937500000000000000","8.771591589317992543","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TMEscoreA_CIR_zscore","0.00000000172445926137543144602687712394189362141716514997824560850858688354492187500000000000000","0.2775079430191880747","0.00000001644589569269621885964060821559012959269807652162853628396987915039062500000000000000","8.763347060947987543","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Chemokines_Li_et_al_zscore","0.00000000182501714109551371137010983785155596170746150619379477575421333312988281250000000000000","0.2771016833850128980","0.00000001714286363913326915998226838023371643160430721763987094163894653320312500000000000000","8.738733052167377835","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"PPAGs_zscore","0.00000000183538385540389309501881498086408445180595094825548585504293441772460937500000000000000","0.2770610446821900608","0.00000001714286363913326915998226838023371643160430721763987094163894653320312500000000000000","8.736273092801580376","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Infiltration_of_immune_cells_into_tumors_2_zscore","0.00000000185810208304355273280759890960163113748926377866155235096812248229980468750000000000000","0.2769727606036439527","0.00000001717796415548427133723283373976931098781051332480274140834808349609375000000000000000","8.730930429801665227","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Shingolipid_Metabolism_PCA","0.00000000224549673917064359794117191823203255607310779851104598492383956909179687500000000000000","0.2756097716334210412","0.00000002054969743119801168495115175835485921140843856846913695335388183593750000000000000000","8.648687571267586804","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Mono_like_02_CD16_zscore","0.00000000233201475429769541232982936853398298060469073789136018604040145874023437500000000000000","0.2753367661784077436","0.00000002112805367393712170129459128505022835753379695233888924121856689453125000000000000000","8.632268706190123098","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Cytokines_Li_et_al_zscore","0.00000000276241826125834991691041939100483698643628827085194643586874008178710937500000000000000","0.2741099614505596582","0.00000002477971232376302310157632129237331719551207243057433515787124633789062500000000000000","8.558710563699465368","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_08_CD74_ssGSEA","0.00000000327665363024628650390643146280908459822001077554887160658836364746093750000000000000000","0.2728672324661195470","0.00000002883591782915354512977958850988152716965373656421434134244918823242187500000000000000","8.484569464758340729","****","IOBR::batch_cor","<0.001","<0.001","***","***"
