"Query Name","Rank","TF","Score","Library","Overlapping_Genes","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"INTERSECT_SW948_RKO","1","CSRNP1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4","TSPYL2,CD74,MX2,TNFAIP3,GBP2,IL6R,ATF3,ICAM1","chea3","1","0.000614300000000000",NA,NA,"","2","ARCHS4--Coexpression(rank=1); GTEx--Coexpression(rank=162)","1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4"
"INTERSECT_SW948_RKO","2","EPAS1","0.000622300000000000","GTEx Coexpression,6.223E-4","NRP1,LAMP3,CAV1,ESAM,ETS1,ICAM1","chea3","2","0.000622300000000000",NA,NA,"","4","GTEx--Coexpression(rank=1); ReMap--ChIP-seq(rank=8); Enrichr--Queries(rank=72); ARCHS4--Coexpression(rank=139)","2","0.000622300000000000","GTEx Coexpression,6.223E-4"
"INTERSECT_SW948_RKO","3","ZNF275","0.000712300000000000","Enrichr Queries,7.123E-4","TSPYL2,ABCA1,NRP1,CAV1,ITPR1,TNFAIP3,CLU,ETS1,ICAM1,CA2,IDS,DNAJB9,HMOX1,CHAC1,GBP2,IL6R,PHLDB2,ATF3,TNS1","chea3","3","0.000712300000000000",NA,NA,"","3","Enrichr--Queries(rank=1); GTEx--Coexpression(rank=213); ARCHS4--Coexpression(rank=534)","3","0.000712300000000000","Enrichr Queries,7.123E-4"
"INTERSECT_SW948_RKO","4","MBNL2","0.001229000000000000","ARCHS4 Coexpression,0.001229","GABARAPL1,ITPR1,IDS,NR1D1,PHLDB2,CPEB2,TNS1,CPEB4","chea3","4","0.001229000000000000",NA,NA,"","3","ARCHS4--Coexpression(rank=2); Enrichr--Queries(rank=119); GTEx--Coexpression(rank=520)","4","0.001229000000000000","ARCHS4 Coexpression,0.001229"
"INTERSECT_SW948_RKO","5","KLF7","0.001245000000000000","GTEx Coexpression,0.001245","NRP1,CAV1,ESAM,ETS1,PHLDB2","chea3","5","0.001245000000000000",NA,NA,"","3","GTEx--Coexpression(rank=2); Enrichr--Queries(rank=89); ARCHS4--Coexpression(rank=392)","5","0.001245000000000000","GTEx Coexpression,0.001245"
"INTERSECT_SW948_RKO","6","VDR","0.001425000000000000","Enrichr Queries,0.001425","ABCA1,NRP1,SEMA7A,CDKN2B,CXCL8,CAV1,PLK2,TNFAIP3,CLU,ETS1,NDRG1,ICAM1,CA2,HMOX1,UPP1,GBP2,ATF3,TNS1","chea3","6","0.001425000000000000",NA,NA,"","5","Enrichr--Queries(rank=2); Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=211); ARCHS4--Coexpression(rank=722); GTEx--Coexpression(rank=908)","6","0.001425000000000000","Enrichr Queries,0.001425"
"INTERSECT_SW948_RKO","7","BCL6B","0.001843000000000000","ARCHS4 Coexpression,0.001843","NRP1,RGS5,CAV1,PLK2,STC1,ESAM,TNS1","chea3","7","0.001843000000000000",NA,NA,"","3","ARCHS4--Coexpression(rank=3); GTEx--Coexpression(rank=3); Enrichr--Queries(rank=114)","7","0.001843000000000000","ARCHS4 Coexpression,0.001843"
"INTERSECT_SW948_RKO","8","MXD1","0.002137000000000000","Enrichr Queries,0.002137","ABCA1,CD74,GABARAPL1,CXCL8,PLK2,TNFAIP3,ETS1,NDRG1,ICAM1,BCL2L11,CA2,SESN2,HMOX1,CHAC1,UPP1,GBP2,ATF3,CPEB4","chea3","8","0.002137000000000000",NA,NA,"","3","Enrichr--Queries(rank=3); ARCHS4--Coexpression(rank=281); GTEx--Coexpression(rank=1137)","8","0.002137000000000000","Enrichr Queries,0.002137"
"INTERSECT_SW948_RKO","9","TSC22D1","0.002457000000000000","ARCHS4 Coexpression,0.002457","SCHIP1,IDS,GP1BA,ESAM,ENO2,CLU,PRKACB","chea3","9","0.002457000000000000",NA,NA,"","3","ARCHS4--Coexpression(rank=4); GTEx--Coexpression(rank=242); Enrichr--Queries(rank=306)","9","0.002457000000000000","ARCHS4 Coexpression,0.002457"
"INTERSECT_SW948_RKO","10","SMAD9","0.002489000000000000","GTEx Coexpression,0.002489","RGS5,ITPR1,LCA5,PRDM11,TNS1","chea3","10","0.002489000000000000",NA,NA,"","3","GTEx--Coexpression(rank=4); Enrichr--Queries(rank=275); ARCHS4--Coexpression(rank=544)","10","0.002489000000000000","GTEx Coexpression,0.002489"
