"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","TRRUST"
"1","HIF1A","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","8.00000000000000","1","5","ARCHS4--Coexpression(rank=8); ReMap--ChIP-seq(rank=42); Literature--ChIP-seq(rank=51); GTEx--Coexpression(rank=306); Enrichr--Queries(rank=649)","18","rank=18; score=0.004914","rank=5; score=81.182; p=3.7014e-06; adjP=0.00095866","rank=1; score=5.4316; p=3.7017e-06"
"2","GATA3","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","24.66666666666667","7","6","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=31); Literature--ChIP-seq(rank=39); ARCHS4--Coexpression(rank=107); Enrichr--Queries(rank=231); GTEx--Coexpression(rank=359)","33","rank=33; score=0.008475","rank=7; score=21.316; p=2.1037e-05; adjP=0.0071175","rank=34; score=1.2287; p=0.059067"
"3","AHR","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.33333333333334","11","5","Enrichr--Queries(rank=4); ARCHS4--Coexpression(rank=49); Literature--ChIP-seq(rank=56); GTEx--Coexpression(rank=117); ReMap--ChIP-seq(rank=162)","11","rank=11; score=0.002849","rank=79; score=28.143; p=0.014167; adjP=0.10154","rank=16; score=1.8487; p=0.014167"
"4","RELA","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","43.00000000000000","4","6","Literature--ChIP-seq(rank=4); ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=131); Enrichr--Queries(rank=788); GTEx--Coexpression(rank=952); ARCHS4--Coexpression(rank=1380)","102","rank=102; score=0.02439","rank=23; score=32.103; p=5.9756e-07; adjP=3.1842e-05","rank=4; score=3.0962; p=0.00080122"
"5","KLF4","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","62.33333333333334","27","5","Enrichr--Queries(rank=10); Literature--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=74); ARCHS4--Coexpression(rank=152); GTEx--Coexpression(rank=208)","27","rank=27; score=0.007123","rank=53; score=30.974; p=0.00085488; adjP=0.0067525","rank=107; score=0.61776; p=0.24113"
"6","JUN","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","62.66666666666667","6","6","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=23); Literature--ChIP-seq(rank=44); GTEx--Coexpression(rank=180); Enrichr--Queries(rank=194); ARCHS4--Coexpression(rank=540)","145","rank=145; score=0.0339","rank=6; score=52.795; p=1.2922e-05; adjP=0.0016734","rank=37; score=1.2088; p=0.061837"
"7","SOX2","ChEA3;ENRICHR;TRRUST","5","DoRothEA;ChEA3;ENRICHR;TRRUST;CollecTRI","66.33333333333333","13","5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=104); Enrichr--Queries(rank=306); GTEx--Coexpression(rank=558); ARCHS4--Coexpression(rank=921)","50","rank=50; score=0.0122","rank=13; score=79.438; p=4.5071e-14; adjP=1.1208e-11","rank=136; score=0.39056; p=0.40686"
"8","VDR","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","70.33333333333333","18","5","GTEx--Coexpression(rank=41); Literature--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=58); Enrichr--Queries(rank=143); ARCHS4--Coexpression(rank=163)","107","rank=107; score=0.02551","rank=86; score=18.099; p=0.0076683; adjP=0.036907","rank=18; score=1.7813; p=0.016548"
"9","NFE2L2","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","75.00000000000000","11","5","Literature--ChIP-seq(rank=5); GTEx--Coexpression(rank=36); ReMap--ChIP-seq(rank=71); ARCHS4--Coexpression(rank=219); Enrichr--Queries(rank=824)","91","rank=91; score=0.0224","rank=11; score=28.63; p=3.5768e-06; adjP=0.00010263","rank=123; score=0.5003; p=0.31601"
"10","PPARD","ChEA3;ENRICHR;TRRUST","4","ChEA3;ENRICHR;TRRUST;CollecTRI","77.00000000000000","39","4","GTEx--Coexpression(rank=39); Literature--ChIP-seq(rank=61); Enrichr--Queries(rank=424); ARCHS4--Coexpression(rank=1276)","101","rank=101; score=0.02427","rank=39; score=10.651; p=0.0076695; adjP=0.045414","rank=91; score=0.67514; p=0.21128"
