"TF","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"SOX2","SOX2 20726797 ChIP-Seq SW620 Human","110/1931","0.00000000000000000001531108190710133","0.00000000000000001140675602079049","0","0","3.1593066145704247","144.1456076470795721888862","EHF;IFITM1;VIPR1;ACSM3;GDA;SERPINE1;TUSC1;CBLC;LOXL4;C4BPB;AHR;PRDM1;AQP3;ELK3;MYLK;SESN3;POF1B;PLAU;SLC16A6;PRSS3;TNS4;IER5;KRT6A;EPHA4;ARL14;TPM2;SYTL2;INPP4B;CLDN4;RAB30;CD109;ATF3;PADI1;DSC2;MAOB;EPAS1;KLK6;TSPAN8;EIF4EBP1;PLXNA2;PI3;TPPP;TSPAN1;PROM2;PTPRN2;GADD45B;PLK2;ANKRD22;ISG15;CGN;FBXO32;CD24;CNIH3;CDKN1C;TMEM45B;CLIC5;BTG2;DOCK4;SERPINA1;PCSK9;PTPRH;SIPA1L2;OASL;SMPD3;AKAP12;HEPH;ENC1;ITGB8;IDS;MUC13;FGFBP1;EDN1;MME;PDE4D;EMP3;PROX1;SERPINB5;CEACAM1;SLC7A8;CDC42EP5;CEACAM6;PELI1;RHOU;RAB7B;MET;SHANK2;FOXC1;SEMA3C;HPGD;SATB1;LAMA3;AURKB;PTGS1;PARD6B;SH3TC2;NRIP1;HAS2;EPS8L1;GBP2;CD55;WWOX;KRT13;GRHL1;DHRS3;KLK11;SULF2;TTC9;DHRS9;FAS;TRIM31"
"SMAD2","SMAD2 18955504 ChIP-ChIP HaCaT Human","91/1513","0.00000000000000000225669808842680957","0.00000000000000056041335862599102","0","0","3.2406536548570353","131.6762775189810952269909","TMEM45B;EHF;BTG2;CDKN1A;SERPINE1;LOXL4;ADM;LAMC2;AHR;PRSS22;CLU;AQP3;ELK3;MYLK;CYP26B1;ZNF608;PLAU;ENC1;NUSAP1;ITGB8;OIP5;JARID2;IER5;RNF152;IL6R;KRT6C;KRT6B;RIMBP3B;KRT6A;DACT1;ARRDC4;GPR39;EDN1;ANXA1;ARL14;IGFBP3;ITGA2;PDE4D;YOD1;WNT9A;SERPINB5;TM4SF1;SYTL2;KRT9;CLDN4;SLC7A8;CD109;RHOU;DSG3;DSG4;MET;ATF3;DSC2;BIRC3;PFKFB2;FOXC1;SEMA3C;PLAG1;TUFT1;RHOBTB3;TGFA;LYPD3;RASAL2;TOB1;KIAA0040;KLK6;CCNB2;PERP;PLXNA2;EPS8L1;XDH;CD55;CPA4;MPZL2;GADD45B;TNFSF15;OSBPL3;GREB1;MBOAT1;KRT13;GRHL3;CGN;NR1D1;FBXO32;TBX19;DHRS3;SULF2;NR4A3;MDM2;ID3;FAS"
"SMAD3","SMAD3 18955504 ChIP-ChIP HaCaT Human","91/1513","0.00000000000000000225669808842680957","0.00000000000000056041335862599102","0","0","3.2406536548570353","131.6762775189810952269909","TMEM45B;EHF;BTG2;CDKN1A;SERPINE1;LOXL4;ADM;LAMC2;AHR;PRSS22;CLU;AQP3;ELK3;MYLK;CYP26B1;ZNF608;PLAU;ENC1;NUSAP1;ITGB8;OIP5;JARID2;IER5;RNF152;IL6R;KRT6C;KRT6B;RIMBP3B;KRT6A;DACT1;ARRDC4;GPR39;EDN1;ANXA1;ARL14;IGFBP3;ITGA2;PDE4D;YOD1;WNT9A;SERPINB5;TM4SF1;SYTL2;KRT9;CLDN4;SLC7A8;CD109;RHOU;DSG3;DSG4;MET;ATF3;DSC2;BIRC3;PFKFB2;FOXC1;SEMA3C;PLAG1;TUFT1;RHOBTB3;TGFA;LYPD3;RASAL2;TOB1;KIAA0040;KLK6;CCNB2;PERP;PLXNA2;EPS8L1;XDH;CD55;CPA4;MPZL2;GADD45B;TNFSF15;OSBPL3;GREB1;MBOAT1;KRT13;GRHL3;CGN;NR1D1;FBXO32;TBX19;DHRS3;SULF2;NR4A3;MDM2;ID3;FAS"
"TP53","TP53 18474530 ChIP-ChIP U2OS Human","45/687","0.00000000013653717399699729378474958","0.00000002543004865694074996114100","0","0","3.2806861293605998","74.5188964139659617558209","TMEM45B;EHF;BTG2;CDKN1A;SEMA3C;EPAS1;CITED2;DCUN1D3;TCHH;TGFA;PCSK9;PRDM1;ABCA12;TOB1;KIAA0040;HHAT;PARD6B;CYP26B1;ZNF608;ZMAT3;TP53INP1;ENC1;PLXNA2;IER5;RNF152;HES2;SEC16B;EPHA4;PLK2;OSBPL3;SLC2A12;IGFL2;GRHL3;DHRS3;DDB2;ACTA2;ARHGAP30;RRM2B;CD109;CCNG2;MDM2;ID3;COL6A3;SPATA18;CPEB4"
"TP63","TP63 30713093 ChIP-Seq Epithelial Human Tongue SCC","91/2100","0.00000000047800631911843736176826400","0.00000007122294154864718148252963","0","0","2.2195121951219514","47.6338327289912157880281","IFITM3;KLLN;CDKN1A;CRYBG2;IFITM1;MAST4;CITED2;DQX1;SERPINE1;TUSC1;BHLHE41;HMGB2;CBLC;LOXL4;FMN1;PRDM1;PRSS22;AQP3;ELK3;MYLK;TGM1;MTBP;HHAT;CYSRT1;LAMP3;SESN1;ACP7;CCN3;TNS4;KRT6A;EDN1;PDE4D;ARAP3;CEL;PROX1;DUSP9;MR1;ETV4;SERPINB5;DDB2;INPP4B;HSH2D;ASTN2;MET;SCN4B;ATF3;BIRC3;DNAH3;TNXB;AKNA;TUFT1;LAMA3;KLK9;FSTL4;PTGS1;KLK6;ALDH3B2;PARD6B;SH3TC2;SH3TC1;PERP;TP53INP1;PLXNA2;RNF39;SRGAP3;PTCHD4;CD55;PROM2;MPZL2;H4C8;TPRG1;TNFSF15;GDF15;WNT7B;ANKRD22;GPR55;GREB1;KRT13;TRPV3;GRHL3;INHBA;TSPEAR;POU2F3;DHRS3;KLK11;SULF2;TNFRSF10D;FXYD3;MDM2;FAS;NECTIN4"
"FOXM1","FOXM1 26456572 ChIP-Seq MCF-7 Human","75/1595","0.00000000065034775292495225246547616","0.00000008075151265484824956052601","0","0","2.3788435828877006","50.3209007765652103216780","CLIC5;SNED1;EHF;VIPR1;DOCK4;ATP8A1;MAST4;GPR68;HMGB2;AHR;ABCA12;LMNB1;CDC20;HERC3;ZNF608;HEPHL1;POF1B;LAMP3;ENC1;JARID2;IER5;EPHA4;EDN1;ANXA1;MME;PLA2G4E;IGFBP3;ITGA2;SLC2A12;SHROOM3;YOD1;LMO7;TRAF1;AMPD3;TMPRSS11E;TM4SF1;CDC20B;INPP4B;CEACAM1;HSH2D;PSRC1;SLC7A8;CEACAM6;DEPDC1;DSG4;MET;PTGER4;KRT81;FOXC1;SEMA3C;SATB1;TROAP;TNFRSF11B;PTGS1;CCNB2;PARD6B;PERP;NRIP1;HAS2;MPZL3;AMZ1;PAG1;CD55;WWOX;SEC16B;TPRG1;TNFSF15;GREB1;GRHL3;CGN;FBXO32;SULF2;ACER2;CCNG2;CPEB4"
"SUZ12","SUZ12 20075857 ChIP-Seq MESCs Mouse","133/3611","0.00000000102339951945388164297561720","0.00000010891894885616314920863829","0","0","1.9450551750242029","40.2629064348295315767245","OXTR;VIPR1;SERPINE2;ATP8A1;GDA;RASL11A;TUSC1;LOXL4;AHR;TMEM91;ALDH1L2;AQP3;IKZF3;ELK3;HHAT;SESN3;PLAU;SESN1;IER5;IGFBP3;TPM2;SPNS2;MAF;RGS9BP;CD109;ASTN2;NPTXR;SPATA18;ATF3;DSC2;NECAB2;EPAS1;RHOBTB3;ILDR2;TGFA;LYPD3;RASAL2;CPLX1;GOLGA7B;NKAIN1;NLRP6;ZMAT3;PLXNA2;ST8SIA5;TPPP;PAG1;PROM2;WNT4;PTPRN2;COL24A1;PLK2;GREB1;NR2F1;ISG15;INHBA;FBXO32;POU2F3;ACER2;NR4A3;CYP1A1;ID3;CNIH3;FBN1;CDKN1C;TMEM45B;CPM;CLIC5;SNED1;CDKN1A;DOCK4;MAST4;LAMC3;BHLHE41;TCHH;PCSK9;ADM;LAMC2;EFCAB6;SMPD3;SHE;CYP26B1;KCNT1;CNGA1;ITGB8;SPEG;RNF152;DACT1;EDN1;ITGA2;SLC2A12;WNT9A;TRAF1;PROX1;DUSP9;ETV4;PAX8;SLC7A8;SGK1;MET;SCN4B;SHANK2;PTGER4;FOXC1;TNXB;SEMA3C;HPGD;SATB1;LAMA3;PROCA1;LTC4S;FSTL4;PTGS1;ASB16;ACVR1C;PERP;NRIP1;RNF39;SLIT1;HAS2;GCNT4;CTNNA2;HES2;DUOX2;MPZL2;PRRX1;WNT7B;MOCOS;MBOAT1;KAZALD1;DHRS3;MYO16;TTC9;HCN2"
"P63","P63 26484246 Chip-Seq KERATINOCYTES Human","74/1627","0.00000000369022797028779499343653739","0.00000034365247973305092923649771","0","0","2.2869319596479931","44.4066787929258737221971","TMEM45B;BTG2;CDKN1A;CITED2;LAMC3;SERPINE1;TUSC1;BHLHE41;CBLC;LOXL4;ADM;ABCA12;ELK3;CKS1B;TGM1;HHAT;ZNF608;HEPHL1;SESN3;LAMP3;ENC1;SLC16A6;RNF152;RIMBP3B;ANXA1;PLA2G4E;CEL;WNT9A;MR1;ETV4;DDB2;KRT9;RRM2B;CDC42EP5;MAPRE3;DSG4;SPATA18;SGK1;SCN4B;BIRC3;FLG;SEMA3C;TGFA;RASAL2;SBSN;DCST1;CLN8;LTC4S;KIAA0040;KLK6;SH3TC2;SH3TC1;PERP;TAS1R3;PROM2;CPA4;MPZL2;WNT4;WWOX;GDF15;PLK2;ANKRD22;TRPV3;GRHL3;DHRS3;KLK11;TNFRSF10D;ACER2;ARHGAP30;GJB4;PIK3IP1;FXYD3;MDM2;ID3"
"LEF1","LEF1 29337183 ChIP-Seq mESC Mouse Stem","95/2335","0.00000000482003539560711509855133825","0.00000039899181885858899640262326","0","0","2.0739318502824857","39.7167998885757995708445","EHF;BTG2;DOCK4;MAST4;CITED2;RASL11A;KRT23;ADM;FMN1;LAMC2;PRDM1;ABCA12;PRSS22;SIPA1L2;ALDH1L2;CLU;IKZF3;SMPD3;HHAT;CYSRT1;HYAL1;SESN1;SLC16A6;MUC13;JARID2;IER5;TGM3;EPHA4;PDE4D;SPNS2;TMC8;SHROOM3;LMO7;AMPD3;ETV4;SERPINB5;SYTL2;RAB30;SLC7A8;LGSN;IL1RAPL1;PELI1;DSG3;ASTN2;DSG4;SGK1;ATF3;PADI1;SHANK2;DDR2;PLAG1;EPAS1;TUFT1;LAMA3;TGFA;RASAL2;CLN8;TOB1;GOLGA7B;ALDH3B2;FGD6;DNAJB4;PERP;NRIP1;PLXNA2;HAS2;SUSD6;SRGAP3;CTNNA2;XDH;PAG1;CD55;MPZL2;WNT4;IFITM10;TNFSF15;PLK2;ANKRD22;OSBPL3;MBOAT1;TRPV3;GRHL3;CGN;TSPEAR;FBXO32;SORL1;POU2F3;DHRS3;SULF2;TTC9;CCNG2;ID3;MXD1;HCN2;CPEB4"
"ATF3","ATF3 27146783 Chip-Seq COLON Human","73/1628","0.00000000873769516880271512305640154","0.00000065095829007580224027175496","0","0","2.2468837654785525","41.6923199719016608355560","SNED1;BTG2;CDKN1A;GDA;BHLHE41;LDLRAD1;HMGB2;LOXL4;TNFAIP3;ADM;LAMC2;SLC7A11;PTPRH;TMEM91;ALDH1L2;CLU;ELK3;CKS1B;SHE;CYP26B1;HEPHL1;ADAMTSL4;PLAU;SESN1;ENC1;SLC16A6;ITGB8;JARID2;IL6R;KRT6A;ANXA1;IL11RA;PLA2G4E;IGFBP3;ITGA2;EMP3;WNT9A;AMPD3;CLDN4;ARC;CEACAM1;GAN;IL1RAPL1;ATF3;SEMA3C;MAOB;EPAS1;KLK4;CLN8;IQGAP3;AURKB;NKAIN1;PARD6B;PERP;EIF4EBP1;POC1A;TSPAN1;CPA4;CDSN;GDF15;PLK2;GRHL3;CGN;NR1D1;FBXO32;KAZALD1;DHRS3;GJB4;CENPH;PIK3IP1;CCNG2;ZNF778;ID3"
