"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","TRRUST"
"1","E2F1","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.5","1","6","Literature--ChIP-seq(rank=3); Enrichr--Queries(rank=6); ENCODE--ChIP-seq(rank=7); GTEx--Coexpression(rank=7); ReMap--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=11)","12","rank=2; score=20.597; p=2.5274e-21","rank=1; score=17.569; p=2.6986e-18"
"2","E2F4","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.5","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=61); ARCHS4--Coexpression(rank=178); GTEx--Coexpression(rank=540)","19","rank=1; score=60.023; p=9.4804e-61","rank=2; score=9.8379; p=1.4524e-10"
"3","TFDP1","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","3.5","3","4","GTEx--Coexpression(rank=4); ReMap--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=16); Enrichr--Queries(rank=16)","9","rank=3; score=11.341; p=4.5591e-12","rank=4; score=5.6195; p=2.4015e-06"
"4","TP53","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","4.5","3","5","ARCHS4--Coexpression(rank=10); GTEx--Coexpression(rank=83); Literature--ChIP-seq(rank=93); Enrichr--Queries(rank=110); ReMap--ChIP-seq(rank=195)","17","rank=6; score=7.2511; p=5.6089e-08","rank=3; score=8.7871; p=1.6327e-09"
"5","MYCN","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.5","5","5","Literature--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=43); ARCHS4--Coexpression(rank=53); Enrichr--Queries(rank=148); GTEx--Coexpression(rank=941)","120","rank=10; score=3.5893; p=0.00025748","rank=5; score=5.0966; p=8.0061e-06"
"6","E2F3","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","8.0","7","3","ARCHS4--Coexpression(rank=18); Enrichr--Queries(rank=29); GTEx--Coexpression(rank=839)","36","rank=9; score=4.7625; p=1.7279e-05","rank=7; score=4.7625; p=1.7279e-05"
"7","FOXM1","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","11.0","5","6","Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); ARCHS4--Coexpression(rank=5)","2","rank=5; score=8.5166; p=3.0434e-09","rank=17; score=2.0892; p=0.0081425"
"8","MYC","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","11.5","11","6","Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=31); Enrichr--Queries(rank=111); ARCHS4--Coexpression(rank=118); GTEx--Coexpression(rank=271)","111","rank=11; score=3.4535; p=0.00035194","rank=12; score=2.931; p=0.0011721"
"9","E2F6","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.5","14","5","ENCODE--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=88); Enrichr--Queries(rank=96); ARCHS4--Coexpression(rank=102); GTEx--Coexpression(rank=1490)","234","rank=25; score=1.2895; p=0.051341","rank=14; score=2.4525; p=0.003528"
"10","CUX1","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.5","15","6","Literature--ChIP-seq(rank=13); ENCODE--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=58); GTEx--Coexpression(rank=101); ARCHS4--Coexpression(rank=1067); Enrichr--Queries(rank=1169)","235","rank=24; score=1.3137; p=0.04856","rank=15; score=2.2644; p=0.0054402"
