"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","ENRICHR","TRRUST"
"1","HIF1A","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.50","1","5","ARCHS4--Coexpression(rank=8); ReMap--ChIP-seq(rank=42); Literature--ChIP-seq(rank=51); GTEx--Coexpression(rank=306); Enrichr--Queries(rank=649)","18","rank=2; score=4.3245; p=4.737e-05","rank=18; score=0.004914","rank=5; score=81.182; p=3.7014e-06; adjP=0.00095866","rank=1; score=5.4316; p=3.7017e-06"
"2","RELA","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","34.75","4","6","Literature--ChIP-seq(rank=4); ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=131); Enrichr--Queries(rank=788); GTEx--Coexpression(rank=952); ARCHS4--Coexpression(rank=1380)","102","rank=10; score=3.2235; p=0.00059766","rank=102; score=0.02439","rank=23; score=32.103; p=5.9756e-07; adjP=3.1842e-05","rank=4; score=3.0962; p=0.00080122"
"3","GATA3","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","46.25","7","6","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=31); Literature--ChIP-seq(rank=39); ARCHS4--Coexpression(rank=107); Enrichr--Queries(rank=231); GTEx--Coexpression(rank=359)","33","rank=111; score=0.61113; p=0.24483","rank=33; score=0.008475","rank=7; score=21.316; p=2.1037e-05; adjP=0.0071175","rank=34; score=1.2287; p=0.059067"
"4","JUN","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","51.75","6","6","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=23); Literature--ChIP-seq(rank=44); GTEx--Coexpression(rank=180); Enrichr--Queries(rank=194); ARCHS4--Coexpression(rank=540)","145","rank=19; score=2.1119; p=0.0077288","rank=145; score=0.0339","rank=6; score=52.795; p=1.2922e-05; adjP=0.0016734","rank=37; score=1.2088; p=0.061837"
"5","AHR","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","57.50","11","5","Enrichr--Queries(rank=4); ARCHS4--Coexpression(rank=49); Literature--ChIP-seq(rank=56); GTEx--Coexpression(rank=117); ReMap--ChIP-seq(rank=162)","11","rank=124; score=0.55899; p=0.27606","rank=11; score=0.002849","rank=79; score=28.143; p=0.014167; adjP=0.10154","rank=16; score=1.8487; p=0.014167"
"6","FOS","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","69.25","12","5","ReMap--ChIP-seq(rank=6); ENCODE--ChIP-seq(rank=19); GTEx--Coexpression(rank=194); Enrichr--Queries(rank=209); ARCHS4--Coexpression(rank=406)","81","rank=12; score=2.9051; p=0.0012442","rank=81; score=0.0202","rank=51; score=18.98; p=0.0099375; adjP=0.15289","rank=133; score=0.41155; p=0.38766"
"7","EGR1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","84.50","8","6","Literature--ChIP-seq(rank=47); ENCODE--ChIP-seq(rank=67); Enrichr--Queries(rank=95); ReMap--ChIP-seq(rank=112); GTEx--Coexpression(rank=126); ARCHS4--Coexpression(rank=270)","281","rank=14; score=2.5827; p=0.0026138","rank=281; score=0.06766","rank=35; score=19.559; p=0.0041183; adjP=0.023452","rank=8; score=2.3348; p=0.0046264"
"8","VDR","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","91.50","18","5","GTEx--Coexpression(rank=41); Literature--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=58); Enrichr--Queries(rank=143); ARCHS4--Coexpression(rank=163)","107","rank=155; score=0.36213; p=0.43438","rank=107; score=0.02551","rank=86; score=18.099; p=0.0076683; adjP=0.036907","rank=18; score=1.7813; p=0.016548"
"9","GATA2","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","92.00","42","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=49); Enrichr--Queries(rank=599); GTEx--Coexpression(rank=849); ARCHS4--Coexpression(rank=1411)","69","rank=59; score=1.1747; p=0.066885","rank=69; score=0.01695","rank=42; score=14.867; p=0.00070052; adjP=0.0063467","rank=198; score=0; p=1"
"10","CEBPB","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","94.00","64","6","ReMap--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=27); Literature--ChIP-seq(rank=93); Enrichr--Queries(rank=353); GTEx--Coexpression(rank=954); ARCHS4--Coexpression(rank=1211)","168","rank=64; score=1.1241; p=0.075147","rank=168; score=0.0404","rank=71; score=10.128; p=0.0017165; adjP=0.011641","rank=73; score=0.77926; p=0.16624"
