"Dataset","Data_Type","Analysis_Name","Analysis_Column","Contrast","Samples_Used","Experiment_Group","Control_Group","Up","Down","Total_Significant_Genes","P_Value_Column","P_Value_Cutoff","LogFC_Cutoff","Genes_Filtered_By_EdgeR","Gene_Biotype_Filter","Target_Gene","Target_Gene_LogFC","Target_Gene_P_Value","Target_Gene_adj_P_Val","Target_Gene_Significant","Target_Gene_Status"
"GSE282081","ngs","3D_organoid","analysis_3D_organoid","3D_organoid_vs_2D_culture","15","3D_organoid","2D_culture","1107","1375","2482","P.Value","0.05","0.5","5969","coding","ATF3","3.31409171719269","0.00000002323452622407669","0.0000006423948952029418",TRUE,"OK"
