"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER"
"1","CREB3L1","DoRothEA;ChEA3;VIPER","4","DoRothEA;ChEA3;VIPER;CollecTRI","64.66666666666667","10","4","ARCHS4--Coexpression(rank=4); ReMap--ChIP-seq(rank=240); GTEx--Coexpression(rank=871); Enrichr--Queries(rank=1196)","10","rank=53; score=0; p=1","rank=10; score=0.002457","rank=131; score=0.81433; direction=Repressed"
"2","EPAS1","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI","73.33333333333333","14","4","ReMap--ChIP-seq(rank=8); GTEx--Coexpression(rank=84); Enrichr--Queries(rank=989); ARCHS4--Coexpression(rank=1186)","133","rank=73; score=0; p=1","rank=133; score=0.02694","rank=14; score=2.693; direction=Activated"
"3","MXI1","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","73.33333333333333","30","5","ENCODE--ChIP-seq(rank=15); GTEx--Coexpression(rank=16); Enrichr--Queries(rank=56); ARCHS4--Coexpression(rank=59); ReMap--ChIP-seq(rank=134)","47","rank=143; score=0; p=1","rank=47; score=0.009956","rank=30; score=1.9051; direction=Activated"
"4","KLF13","DoRothEA;ChEA3;VIPER","4","DoRothEA;ChEA3;VIPER;CollecTRI","77.00000000000000","27","4","ARCHS4--Coexpression(rank=28); ReMap--ChIP-seq(rank=245); Enrichr--Queries(rank=358); GTEx--Coexpression(rank=523)","85","rank=119; score=0; p=1","rank=85; score=0.0172","rank=27; score=1.9842; direction=Activated"
"5","FOXO1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","78.00000000000000","9","5","Literature--ChIP-seq(rank=6); Enrichr--Queries(rank=72); ReMap--ChIP-seq(rank=223); GTEx--Coexpression(rank=363); ARCHS4--Coexpression(rank=1048)","175","rank=9; score=1.6717; p=0.021298","rank=175; score=0.03659","rank=50; score=1.4985; direction=Activated"
"6","CEBPG","DoRothEA;ChEA3;VIPER","4","DoRothEA;ChEA3;VIPER;CollecTRI","78.66666666666667","49","4","Enrichr--Queries(rank=37); ReMap--ChIP-seq(rank=281); GTEx--Coexpression(rank=521); ARCHS4--Coexpression(rank=817)","130","rank=49; score=0; p=1","rank=130; score=0.02635","rank=57; score=1.3581; direction=Repressed"
"7","FOXL2","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI","83.00000000000000","55","3","Enrichr--Queries(rank=16); ARCHS4--Coexpression(rank=217); GTEx--Coexpression(rank=1447)","55","rank=88; score=0; p=1","rank=55; score=0.0114","rank=106; score=0.93307; direction=Activated"
"8","ELF5","DoRothEA;ChEA3;VIPER","4","DoRothEA;ChEA3;VIPER;CollecTRI","84.33333333333333","50","5","ARCHS4--Coexpression(rank=17); Literature--ChIP-seq(rank=114); ReMap--ChIP-seq(rank=288); GTEx--Coexpression(rank=806); Enrichr--Queries(rank=990)","50","rank=70; score=0; p=1","rank=50; score=0.01044","rank=133; score=0.81044; direction=Activated"
"9","ELF1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","87.66666666666667","29","5","ENCODE--ChIP-seq(rank=4); Literature--ChIP-seq(rank=119); ReMap--ChIP-seq(rank=159); ARCHS4--Coexpression(rank=328); GTEx--Coexpression(rank=426)","165","rank=69; score=0; p=1","rank=165; score=0.0339","rank=29; score=1.9794; direction=Repressed"
"10","ESRRA","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","89.33333333333333","67","5","ENCODE--ChIP-seq(rank=3); Enrichr--Queries(rank=163); ReMap--ChIP-seq(rank=191); GTEx--Coexpression(rank=726); ARCHS4--Coexpression(rank=1060)","125","rank=76; score=0; p=1","rank=125; score=0.02542","rank=67; score=1.2326; direction=Repressed"
