"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","TRRUST","CollecTRI"
"1","E2F4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.333333333333333","1","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Enrichr--Queries(rank=156); ARCHS4--Coexpression(rank=637); GTEx--Coexpression(rank=1140)","32","rank=1; score=18.752; p=1.7685e-19","rank=2; score=5.8804; p=1.317e-06","rank=1; score=8.6709; p=4.2871e-18; direction=Repressed"
"2","E2F1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.666666666666667","1","6","GTEx--Coexpression(rank=5); ReMap--ChIP-seq(rank=5); Enrichr--Queries(rank=8); ARCHS4--Coexpression(rank=9); ENCODE--ChIP-seq(rank=36); Literature--ChIP-seq(rank=37)","11","rank=2; score=8.0294; p=9.3451e-09","rank=1; score=7.4828; p=3.2903e-08","rank=2; score=6.376; p=1.8177e-10; direction=Repressed"
"3","TP53","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","5.000000000000000","3","5","ARCHS4--Coexpression(rank=22); Literature--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=206); GTEx--Coexpression(rank=228)","47","rank=4; score=5.091; p=8.1094e-06","rank=3; score=4.7313; p=1.8567e-05","rank=8; score=3.7784; p=0.00015785; direction=Repressed"
"4","E2F3","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","16.000000000000000","5","3","ARCHS4--Coexpression(rank=27); Enrichr--Queries(rank=30); GTEx--Coexpression(rank=845)","59","rank=12; score=2.4199; p=0.0038031","rank=5; score=3.4303; p=0.00037125","rank=31; score=2.508; p=0.012142; direction=Repressed"
"5","CDX2","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","17.000000000000000","6","5","ARCHS4--Coexpression(rank=79); GTEx--Coexpression(rank=94); ReMap--ChIP-seq(rank=104); Literature--ChIP-seq(rank=129); Enrichr--Queries(rank=1021)","181","rank=16; score=1.971; p=0.010691","rank=29; score=1.5977; p=0.025254","rank=6; score=4.027; p=5.6494e-05; direction=Activated"
"6","PPARA","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","21.000000000000000","14","3","ARCHS4--Coexpression(rank=620); Enrichr--Queries(rank=889); GTEx--Coexpression(rank=1166)","1148","rank=14; score=2.2202; p=0.0060222","rank=24; score=1.7999; p=0.015854","rank=25; score=2.7365; p=0.0062106; direction=Activated"
"7","GATA6","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","30.333333333333332","19","5","Literature--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=180); Enrichr--Queries(rank=215); ARCHS4--Coexpression(rank=351); GTEx--Coexpression(rank=1393)","559","rank=21; score=1.6769; p=0.021042","rank=19; score=2.0099; p=0.0097756","rank=51; score=2.2173; p=0.026603; direction=Activated"
"8","USF1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","33.666666666666664","6","5","ReMap--ChIP-seq(rank=32); ENCODE--ChIP-seq(rank=77); GTEx--Coexpression(rank=400); ARCHS4--Coexpression(rank=552); Enrichr--Queries(rank=857)","411","rank=6; score=3.0101; p=0.00097701","rank=6; score=3.2511; p=0.00056098","rank=89; score=1.9023; p=0.057133; direction=Activated"
"9","USF2","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","40.000000000000000","28","5","ReMap--ChIP-seq(rank=36); ENCODE--ChIP-seq(rank=39); ARCHS4--Coexpression(rank=1196); Enrichr--Queries(rank=1199); GTEx--Coexpression(rank=1399)","458","rank=28; score=1.3129; p=0.048648","rank=63; score=0.99335; p=0.10154","rank=29; score=2.5685; p=0.010214; direction=Activated"
"10","HNF1A","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","44.000000000000000","3","3","GTEx--Coexpression(rank=339); ARCHS4--Coexpression(rank=423); Enrichr--Queries(rank=634)","743","rank=51; score=0.77037; p=0.16968","rank=78; score=0.8052; p=0.1566","rank=3; score=5.523; p=3.3335e-08; direction=Activated"
