"TF","Best_Rank","Mean_Rank","Library_Count","Best_P_Value","Best_Adjusted_P_Value","Best_Combined_Score","Library","Top_Terms","Rank","Score","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ATF4","1","1.00000000000000","1","0.0000000008159307988959932010991361","0.0000003100537035804774883823850","365.148926597790136838739","TRRUST_Transcription_Factors_2019(rank=1, adjP=3.1e-07)","ATF4 human","1","365.148926597790136838739","enrichr","1","365.148926597790136838739","0.0000000008159307988959932010991361","0.0000003100537035804774883823850","","4","ReMap--ChIP-seq(rank=95); GTEx--Coexpression(rank=713); Enrichr--Queries(rank=774); ARCHS4--Coexpression(rank=1404)","895","0.319900000000000018","ReMap ChIP-seq,0.3199"
"TCF12","1","26.00000000000000","2","0.0000002413101309703403806230235292","0.0001966677567408275050225147096","36.473091532688250993033","ENCODE_TF_ChIP-seq_2015(rank=1, adjP=0.000197); Transcription_Factor_PPIs(rank=51, adjP=0.823)","TCF12 SK-N-SH hg19; TCF12","2","36.473091532688250993033","enrichr","2","36.473091532688250993033","0.0000002413101309703403806230235292","0.0001966677567408275050225147096","","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=49); GTEx--Coexpression(rank=314); ARCHS4--Coexpression(rank=362); Enrichr--Queries(rank=1144)","31","0.008475000000000000","ENCODE ChIP-seq,0.008475"
"SUZ12","1","28.50000000000000","4","0.0000000002581121870117550153136061","0.0000000240044333920932190091048","42.002882058290410327572","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=1, adjP=2.51e-06); ChEA_2022(rank=8, adjP=2.4e-08); Transcription_Factor_PPIs(rank=52, adjP=0.823); ENCODE_TF_ChIP-seq_2015(rank=53, adjP=1)","SUZ12 CHEA; SUZ12 20075857 ChIP-Seq MESCs Mouse; SUZ12; SUZ12 NT2-D1 hg19","3","42.002882058290410327572","enrichr","3","42.002882058290410327572","0.0000000002581121870117550153136061","0.0000000240044333920932190091048","","0","",NA,NA,NA
"PAX5","1","46.00000000000000","3","0.0019284420551989958116101409046905","0.0281849223452160999037197086636","55.258480337369917378965","Transcription_Factor_PPIs(rank=1, adjP=0.563); TRRUST_Transcription_Factors_2019(rank=26, adjP=0.0282); ENCODE_TF_ChIP-seq_2015(rank=111, adjP=1)","PAX5; PAX5 human; PAX5 GM12892 hg19","4","55.258480337369917378965","enrichr","4","55.258480337369917378965","0.0019284420551989958116101409046905","0.0281849223452160999037197086636","","5","ENCODE--ChIP-seq(rank=35); ARCHS4--Coexpression(rank=98); ReMap--ChIP-seq(rank=163); GTEx--Coexpression(rank=650); Enrichr--Queries(rank=780)","216","0.060199999999999997","ARCHS4 Coexpression,0.0602"
"ATF3","1","92.59999999999999","5","0.0000000000000000006071941032140425","0.0000000000000004517524127912477","125.529235519106791230115","ChEA_2022(rank=1, adjP=4.52e-16); Transcription_Factor_PPIs(rank=6, adjP=0.563); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=78, adjP=1); TRRUST_Transcription_Factors_2019(rank=139, adjP=0.172); ENCODE_TF_ChIP-seq_2015(rank=239, adjP=1)","ATF3 23680149 ChIP-Seq GBM1-GSC Human; ATF3; ATF3 ENCODE; ATF3 human; ATF3 K562 hg19","5","125.529235519106791230115","enrichr","5","125.529235519106791230115","0.0000000000000000006071941032140425","0.0000000000000004517524127912477","","6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=71)","1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4"
"EP300","2","23.75000000000000","4","0.0000316597236585249591929967782900","0.0004206220428918316326521997794","25.811661111989327110905","ENCODE_TF_ChIP-seq_2015(rank=2, adjP=0.0138); Transcription_Factor_PPIs(rank=2, adjP=0.563); TRRUST_Transcription_Factors_2019(rank=35, adjP=0.0359); ChEA_2022(rank=56, adjP=0.000421)","EP300 HeLa-S3 hg19; EP300; EP300 human; EP300 20729851 ChIP-Seq FORBRAIN MIDBRAIN LIMB HEART Mouse","6","25.811661111989327110905","enrichr","6","25.811661111989327110905","0.0000316597236585249591929967782900","0.0004206220428918316326521997794","","0","",NA,NA,NA
"JUN","2","33.75000000000000","4","0.0000000703316414197626672397510995","0.0000133630118697549083372697054","86.871849018001441322667","TRRUST_Transcription_Factors_2019(rank=2, adjP=1.34e-05); ENCODE_TF_ChIP-seq_2015(rank=15, adjP=0.1); ChEA_2022(rank=53, adjP=0.000263); Transcription_Factor_PPIs(rank=65, adjP=0.823)","JUN human; JUN HeLa-S3 hg19; JUN 26020271 ChIP-Seq SMOOTH MUSCLE Human; JUN","7","86.871849018001441322667","enrichr","7","86.871849018001441322667","0.0000000703316414197626672397510995","0.0000133630118697549083372697054","","6","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=8); ENCODE--ChIP-seq(rank=9); Literature--ChIP-seq(rank=24); Enrichr--Queries(rank=31); ARCHS4--Coexpression(rank=40)","11","0.003367000000000000","ReMap ChIP-seq,0.003367"
"SOX2","2","82.75000000000000","4","0.0000000000000000048198457197935321","0.0000000000000017929826077631941","110.868279958596872347698","ChEA_2022(rank=2, adjP=1.79e-15); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=2, adjP=0.000792); Transcription_Factor_PPIs(rank=158, adjP=0.927); TRRUST_Transcription_Factors_2019(rank=169, adjP=0.251)","SOX2 20726797 ChIP-Seq SW620 Human; SOX2 CHEA; SOX2; SOX2 human","8","110.868279958596872347698","enrichr","8","110.868279958596872347698","0.0000000000000000048198457197935321","0.0000000000000017929826077631941","","5","Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=234); Enrichr--Queries(rank=562); ARCHS4--Coexpression(rank=608); GTEx--Coexpression(rank=798)","22","0.006098000000000000","Literature ChIP-seq,0.006098"
"EGFP-FOS","3","3.00000000000000","1","0.0001205724106123271226892468277470","0.0309481198482361267998452802885","14.706515468801852009051","ENCODE_TF_ChIP-seq_2015(rank=3, adjP=0.0309)","eGFP-FOS K562 hg19","9","14.706515468801852009051","enrichr","9","14.706515468801852009051","0.0001205724106123271226892468277470","0.0309481198482361267998452802885","","0","",NA,NA,NA
"JUND","3","10.00000000000000","4","0.0000000000872241008119628790295982","0.0000000109972660160866805546390","54.469314716625959249541","Transcription_Factor_PPIs(rank=3, adjP=0.563); ChEA_2022(rank=5, adjP=1.1e-08); ENCODE_TF_ChIP-seq_2015(rank=9, adjP=0.0494); TRRUST_Transcription_Factors_2019(rank=23, adjP=0.0282)","JUND; JUND 26020271 ChIP-Seq SMOOTH MUSCLE Human; JUND HeLa-S3 hg19; JUND human","10","54.469314716625959249541","enrichr","10","54.469314716625959249541","0.0000000000872241008119628790295982","0.0000000109972660160866805546390","","6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Literature--ChIP-seq(rank=7); ARCHS4--Coexpression(rank=357); GTEx--Coexpression(rank=508); Enrichr--Queries(rank=521)","39","0.010100000000000000","ReMap ChIP-seq,0.0101"
"NFKB1","3","26.66666666666667","3","0.0000003119573786998760738570950820","0.0000337039504570843870398175190","63.986663351001048738453","TRRUST_Transcription_Factors_2019(rank=3, adjP=3.37e-05); Transcription_Factor_PPIs(rank=28, adjP=0.758); ChEA_2022(rank=49, adjP=0.000203)","NFKB1 mouse; NFKB1; NFKB1 27076634 ChIP-Seq BEAS2B Human Lung Inflammation","11","63.986663351001048738453","enrichr","11","63.986663351001048738453","0.0000003119573786998760738570950820","0.0000337039504570843870398175190","","4","ARCHS4--Coexpression(rank=6); ReMap--ChIP-seq(rank=160); Enrichr--Queries(rank=416); GTEx--Coexpression(rank=458)","13","0.003686000000000000","ARCHS4 Coexpression,0.003686"
"RELB","3","103.50000000000000","2","0.0000000000000025397764276879661052","0.0000000000006298645540666155846","301.895474474657817154366","ChEA_2022(rank=3, adjP=6.3e-13); TRRUST_Transcription_Factors_2019(rank=204, adjP=0.261)","RELB 30642670 ChIP-Seq CTB1 Human Placenta Inflammation; RELB mouse","12","301.895474474657817154366","enrichr","12","301.895474474657817154366","0.0000000000000025397764276879661052","0.0000000000006298645540666155846","","4","Enrichr--Queries(rank=8); ARCHS4--Coexpression(rank=25); ReMap--ChIP-seq(rank=104); GTEx--Coexpression(rank=171)","21","0.005698000000000000","Enrichr Queries,0.005698"
"GATA2","3","137.25000000000000","4","0.0001455798491201228843979625926508","0.0049011882537108022658833839102","17.713340726659289714462","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=3, adjP=0.0049); ENCODE_TF_ChIP-seq_2015(rank=55, adjP=1); ChEA_2022(rank=139, adjP=0.0094); TRRUST_Transcription_Factors_2019(rank=352, adjP=0.421)","GATA2 CHEA; GATA2 endothelial cell of umbilical vein hg19; GATA2 21571218 ChIP-Seq MEGAKARYOCYTES Human; GATA2 human","13","17.713340726659289714462","enrichr","13","17.713340726659289714462","0.0001455798491201228843979625926508","0.0049011882537108022658833839102","","6","ENCODE--ChIP-seq(rank=22); Literature--ChIP-seq(rank=50); Enrichr--Queries(rank=126); ReMap--ChIP-seq(rank=213); GTEx--Coexpression(rank=225); ARCHS4--Coexpression(rank=565)","308","0.089740000000000000","Enrichr Queries,0.08974"
"RELA","4","5.00000000000000","4","0.0000000000016890578686028749984858","0.0000000003141647635601347291196","76.197233016573051145315","ChEA_2022(rank=4, adjP=3.14e-10); TRRUST_Transcription_Factors_2019(rank=4, adjP=3.37e-05); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=6, adjP=0.0169); ENCODE_TF_ChIP-seq_2015(rank=6, adjP=0.0494)","RELA 24523406 ChIP-Seq FIBROSARCOMA Human; RELA human; RELA ENCODE; RELA GM12878 hg19","14","76.197233016573051145315","enrichr","14","76.197233016573051145315","0.0000000000016890578686028749984858","0.0000000003141647635601347291196","","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=77); ARCHS4--Coexpression(rank=531); Enrichr--Queries(rank=588); GTEx--Coexpression(rank=656)","68","0.018290000000000001","Literature ChIP-seq,0.01829"
"SMC3","4","66.75000000000000","4","0.0002770287231633441126996131309568","0.0022403192394948702806378726393","13.642568206516823892116","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=4, adjP=0.0132); ENCODE_TF_ChIP-seq_2015(rank=32, adjP=0.359); ChEA_2022(rank=92, adjP=0.00224); Transcription_Factor_PPIs(rank=139, adjP=0.878)","SMC3 ENCODE; SMC3 SK-N-SH hg19; SMC3 22415368 ChIP-Seq MEFs Mouse; SMC3","15","13.642568206516823892116","enrichr","15","13.642568206516823892116","0.0002770287231633441126996131309568","0.0022403192394948702806378726393","","0","",NA,NA,NA
"SPI1","4","96.40000000000001","5","0.0001201209865180637403588373435248","0.0012449855250160691329947004746","15.626651359395939522301","Transcription_Factor_PPIs(rank=4, adjP=0.563); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=50, adjP=0.985); ChEA_2022(rank=71, adjP=0.00124); ENCODE_TF_ChIP-seq_2015(rank=79, adjP=1); TRRUST_Transcription_Factors_2019(rank=278, adjP=0.297)","SPI1; SPI1 CHEA; SPI1 26923725 Chip-Seq MACROPHAGESS Mouse; SPI1 GM12891 hg19; SPI1 human","16","15.626651359395939522301","enrichr","16","15.626651359395939522301","0.0001201209865180637403588373435248","0.0012449855250160691329947004746","","6","ENCODE--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=50); Literature--ChIP-seq(rank=54); GTEx--Coexpression(rank=189); ARCHS4--Coexpression(rank=323); Enrichr--Queries(rank=694)","395","0.117599999999999996","GTEx Coexpression,0.1176"
"NFIC","4","98.50000000000000","4","0.0001518926127520791810338735006169","0.0309481198482361267998452802885","18.356973416170955459847","ENCODE_TF_ChIP-seq_2015(rank=4, adjP=0.0309); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=81, adjP=1); Transcription_Factor_PPIs(rank=93, adjP=0.852); TRRUST_Transcription_Factors_2019(rank=216, adjP=0.273)","NFIC SK-N-SH hg19; NFIC ENCODE; NFIC; NFIC human","17","18.356973416170955459847","enrichr","17","18.356973416170955459847","0.0001518926127520791810338735006169","0.0309481198482361267998452802885","","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=26); ARCHS4--Coexpression(rank=621); GTEx--Coexpression(rank=859); Enrichr--Queries(rank=937)","126","0.033900000000000000","ENCODE ChIP-seq,0.0339"
"FOSL2","5","23.00000000000000","3","0.0002779918501241587336196559032686","0.0453126715702378765615598865679","47.417553304004833591989","ENCODE_TF_ChIP-seq_2015(rank=5, adjP=0.0453); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=13, adjP=0.0971); TRRUST_Transcription_Factors_2019(rank=51, adjP=0.0465)","FOSL2 SK-N-SH hg19; FOSL2 ENCODE; FOSL2 human","18","47.417553304004833591989","enrichr","18","47.417553304004833591989","0.0002779918501241587336196559032686","0.0453126715702378765615598865679","","5","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=39); ARCHS4--Coexpression(rank=52); GTEx--Coexpression(rank=241)","51","0.013469999999999999","ReMap ChIP-seq,0.01347"
"GATA3","5","58.75000000000000","4","0.0000764663705113565632994626630747","0.0008491190994096911581756614851","17.236515298488654934772","Transcription_Factor_PPIs(rank=5, adjP=0.563); ENCODE_TF_ChIP-seq_2015(rank=19, adjP=0.123); ChEA_2022(rank=67, adjP=0.000849); TRRUST_Transcription_Factors_2019(rank=144, adjP=0.182)","GATA3; GATA3 SK-N-SH hg19; GATA3 24758297 ChIP-Seq MCF-7 Human; GATA3 mouse","19","17.236515298488654934772","enrichr","19","17.236515298488654934772","0.0000764663705113565632994626630747","0.0008491190994096911581756614851","","6","ENCODE--ChIP-seq(rank=11); Literature--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=87); GTEx--Coexpression(rank=124); Enrichr--Queries(rank=139); ARCHS4--Coexpression(rank=143)","269","0.077160000000000006","GTEx Coexpression,0.07716"
"TP63","5","111.25000000000000","4","0.0000007937610388180732500323336272","0.0000291394472623833355334494605","25.788129348905137305792","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=5, adjP=0.0169); ChEA_2022(rank=20, adjP=2.91e-05); Transcription_Factor_PPIs(rank=81, adjP=0.823); TRRUST_Transcription_Factors_2019(rank=339, adjP=0.367)","TP63 CHEA; TP63 30713093 ChIP-Seq Epithelial Human Tongue SCC; TP63; TP63 human","20","25.788129348905137305792","enrichr","20","25.788129348905137305792","0.0000007937610388180732500323336272","0.0000291394472623833355334494605","","5","Literature--ChIP-seq(rank=28); GTEx--Coexpression(rank=117); ReMap--ChIP-seq(rank=153); Enrichr--Queries(rank=161); ARCHS4--Coexpression(rank=271)","255","0.072810000000000000","GTEx Coexpression,0.07281"
"STAT3","6","66.20000000000000","5","0.0000216014741622984197239563941562","0.0013680933636122333350165769517","44.755947086947635682463","TRRUST_Transcription_Factors_2019(rank=6, adjP=0.00137); Transcription_Factor_PPIs(rank=17, adjP=0.59); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=39, adjP=0.889); ENCODE_TF_ChIP-seq_2015(rank=44, adjP=1); ChEA_2022(rank=225, adjP=0.0456)","STAT3 human; STAT3; STAT3 ENCODE; STAT3 HeLa-S3 hg19; STAT3 20064451 ChIP-Seq CD4+T Mouse","21","44.755947086947635682463","enrichr","21","44.755947086947635682463","0.0000216014741622984197239563941562","0.0013680933636122333350165769517","","6","ENCODE--ChIP-seq(rank=18); Literature--ChIP-seq(rank=26); ARCHS4--Coexpression(rank=62); ReMap--ChIP-seq(rank=64); GTEx--Coexpression(rank=543); Enrichr--Queries(rank=763)","143","0.038080000000000003","ARCHS4 Coexpression,0.03808"
"ELK3","7","7.00000000000000","1","0.0000000001071835447125450916490401","0.0000000113920796094476475991768","52.723754218151150041649","ChEA_2022(rank=7, adjP=1.14e-08)","ELK3 25401928 ChIP-Seq HUVEC Human","22","52.723754218151150041649","enrichr","22","52.723754218151150041649","0.0000000001071835447125450916490401","0.0000000113920796094476475991768","","4","Literature--ChIP-seq(rank=4); GTEx--Coexpression(rank=31); ARCHS4--Coexpression(rank=322); Enrichr--Queries(rank=323)","74","0.019290000000000002","GTEx Coexpression,0.01929"
