"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","E2F1","DLD1","11.32662639061618393","0.000000000004713826671616674","E2F1","1","trrust","1","11.32662639061618393","0.000000000004713826671616674",NA,"","6","GTEx--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=12); ARCHS4--Coexpression(rank=33); ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=194)","13","0.00373400000000000","GTEx Coexpression,0.003734"
"ora","MYCN","DLD1","7.17276016033101183","0.000000067179975275244943081","MYCN","2","trrust","2","7.17276016033101183","0.000000067179975275244943081",NA,"","5","Literature--ChIP-seq(rank=17); ARCHS4--Coexpression(rank=37); Enrichr--Queries(rank=71); ReMap--ChIP-seq(rank=102); GTEx--Coexpression(rank=519)","84","0.02273000000000000","ARCHS4 Coexpression,0.02273"
"ora","TP53","DLD1","6.62912309723469839","0.000000234896693093187613841","TP53","3","trrust","3","6.62912309723469839","0.000000234896693093187613841",NA,"","5","ARCHS4--Coexpression(rank=14); Literature--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=128); GTEx--Coexpression(rank=139); Enrichr--Queries(rank=493)","28","0.00860000000000000","ARCHS4 Coexpression,0.0086"
"ora","E2F4","DLD1","5.94216674859647842","0.000001142439607646545603970","E2F4","4","trrust","4","5.94216674859647842","0.000001142439607646545603970",NA,"","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=6); Enrichr--Queries(rank=368); GTEx--Coexpression(rank=1305); ARCHS4--Coexpression(rank=1318)","17","0.00609800000000000","Literature ChIP-seq,0.006098"
"ora","SP1","DLD1","5.80139173410678488","0.000001579822394839436143499","SP1","5","trrust","5","5.80139173410678488","0.000001579822394839436143499",NA,"","5","ENCODE--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=92); GTEx--Coexpression(rank=904); Enrichr--Queries(rank=1238); ARCHS4--Coexpression(rank=1503)","521","0.13560000000000000","ENCODE ChIP-seq,0.1356"
"ora","TFDP1","DLD1","4.79678549244498509","0.000015966675815914009529863","TFDP1","6","trrust","6","4.79678549244498509","0.000015966675815914009529863",NA,"","4","GTEx--Coexpression(rank=1); ARCHS4--Coexpression(rank=28); Enrichr--Queries(rank=29); ReMap--ChIP-seq(rank=59)","2","0.00062230000000000","GTEx Coexpression,6.223E-4"
"ora","FOXM1","DLD1","4.61940911425592837","0.000024020989077152693085037","FOXM1","7","trrust","7","4.61940911425592837","0.000024020989077152693085037",NA,"","6","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); GTEx--Coexpression(rank=3); ARCHS4--Coexpression(rank=7); Enrichr--Queries(rank=8)","7","0.00186700000000000","GTEx Coexpression,0.001867"
"ora","TCF4","DLD1","3.57557554686606149","0.000265720128098171173326725","TCF4","8","trrust","8","3.57557554686606149","0.000265720128098171173326725",NA,"","5","Literature--ChIP-seq(rank=57); ReMap--ChIP-seq(rank=169); GTEx--Coexpression(rank=394); ARCHS4--Coexpression(rank=475); Enrichr--Queries(rank=566)","852","0.24520000000000000","GTEx Coexpression,0.2452"
"ora","MYC","DLD1","3.43068075906867254","0.000370953301720350835882917","MYC","9","trrust","9","3.43068075906867254","0.000370953301720350835882917",NA,"","6","Literature--ChIP-seq(rank=64); ENCODE--ChIP-seq(rank=65); Enrichr--Queries(rank=173); ReMap--ChIP-seq(rank=204); ARCHS4--Coexpression(rank=220); GTEx--Coexpression(rank=1000)","480","0.12320000000000000","Enrichr Queries,0.1232"
"ora","NR1H3","DLD1","3.30083153953875152","0.000500228533269330409051501","NR1H3","10","trrust","10","3.30083153953875152","0.000500228533269330409051501",NA,"","5","Literature--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=87); Enrichr--Queries(rank=140); ARCHS4--Coexpression(rank=295); GTEx--Coexpression(rank=388)","225","0.05488000000000000","Literature ChIP-seq,0.05488"
