"Dataset","Analysis_Name","Scope_Group_Column","Scope_Group_Value","Target_Gene","Feature_ID","GeneID","Symbol","Ensembl","Entrez","Biotype","Expression_Mean_Log2_TPM_Plus_1","Expression_SD_Log2_TPM_Plus_1","Correlation","Abs_Correlation","P.Value","adj.P.Val","Samples_Used","Correlation_Method"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000162772","ENSG00000162772","ATF3","ENSG00000162772","467","protein_coding","1.84405088371823366877","0.86490090332142577356","1.000000000000000000","1.000000000000000000","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004995287578292537","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009442592109246383","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000113070","ENSG00000113070","HBEGF","ENSG00000113070","1839","protein_coding","2.46391886143415383970","1.05502818969267475602","0.948400412796697734","0.948400412796697734","0.00000000214803595442652253760131941633104712963131532887928187847137451171875000000000000000000000000000000000000000000000000000000000","0.0000203021618232622789784400096912975186569383367896080017089843750000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000109321","ENSG00000109321","AREG","ENSG00000109321","374","protein_coding","2.54473091798356954030","0.71234460190608805963","0.882352941176470673","0.882352941176470673","0.00000126787152978792775374829605167237289720105763990432024002075195312500000000000000000000000000000000000000000000000000000000000000","0.0079888585091937320409316569680413522291928529739379882812500000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000103723","ENSG00000103723","AP3B2","ENSG00000103723","8120","protein_coding","0.12118713594893419649","0.15933548115195114714","-0.839009287925696512","0.839009287925696512","0.00001351266247095844810755232295873540238062560092657804489135742187500000000000000000000000000000000000000000000000000000000000000000","0.0440065819920292325417854328861722024157643318176269531250000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000143867","ENSG00000143867","OSR1","ENSG00000143867","130497","protein_coding","1.33277335399958207773","0.57593787424512887796","-0.834881320949432348","0.834881320949432348","0.00001632036751254380059928533741597789230581838637590408325195312500000000000000000000000000000000000000000000000000000000000000000000","0.0440065819920292325417854328861722024157643318176269531250000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000109065","ENSG00000109065","NAT9","ENSG00000109065","26151","protein_coding","3.83120095416174244463","0.29385397499069365601","-0.832817337461300267","0.832817337461300267","0.00001790190142315921704259037983142377470358042046427726745605468750000000000000000000000000000000000000000000000000000000000000000000","0.0440065819920292325417854328861722024157643318176269531250000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000116254","ENSG00000116254","CHD5","ENSG00000116254","26038","protein_coding","0.09343557654411333013","0.15331712815633549707","-0.830753353973168185","0.830753353973168185","0.00001961264348244955006174417011521882159286178648471832275390625000000000000000000000000000000000000000000000000000000000000000000000","0.0440065819920292325417854328861722024157643318176269531250000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000291561","ENSG00000291561","DSCAM","ENSG00000291561","1826","protein_coding","0.00094606025811569579","0.00212568652120284987","-0.829886681588308361","0.829886681588308361","0.00002037155779449076402039600641735717090341495350003242492675781250000000000000000000000000000000000000000000000000000000000000000000","0.0440065819920292325417854328861722024157643318176269531250000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000158863","ENSG00000158863","FHIP2B","ENSG00000158863","64760","protein_coding","3.39261635256216687040","0.37939931909744722960","-0.828689370485036103","0.828689370485036103","0.00002146118442639609766807960722356796168241999112069606781005859375000000000000000000000000000000000000000000000000000000000000000000","0.0440065819920292325417854328861722024157643318176269531250000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000080854","ENSG00000080854","IGSF9B","ENSG00000080854","22997","protein_coding","0.13861302434239994308","0.26056557845015082542","-0.824561403508771940","0.824561403508771940","0.00002560823159881085145286178095247464625572320073843002319335937500000000000000000000000000000000000000000000000000000000000000000000","0.0440065819920292325417854328861722024157643318176269531250000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000153234","ENSG00000153234","NR4A2","ENSG00000153234","4929","protein_coding","1.22016361125932282228","0.67551774563986943800","0.824561403508771940","0.824561403508771940","0.00002560823159881085145286178095247464625572320073843002319335937500000000000000000000000000000000000000000000000000000000000000000000","0.0440065819920292325417854328861722024157643318176269531250000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000107816","ENSG00000107816","LZTS2","ENSG00000107816","84445","protein_coding","3.85510870359822455100","0.61722886439823554383","-0.818369453044375694","0.818369453044375694","0.00003310307047162468853168312832302433434961130842566490173339843750000000000000000000000000000000000000000000000000000000000000000000","0.0521456117604267924137140255425038048997521400451660156250000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000115041","ENSG00000115041","KCNIP3","ENSG00000115041","30818","protein_coding","0.09679373996785972656","0.17286213009420528519","-0.812177502579979449","0.812177502579979449","0.00004239283893458793326357303410389931741519831120967864990234375000000000000000000000000000000000000000000000000000000000000000000000","0.0616424487985012120594419116059725638478994369506835937500000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","LOC105378571","LOC105378571","LOC105378571",NA,"105378571","protein-coding","0.09011548214171984095","0.07305257683222909915","-0.805985552115582982","0.805985552115582982","0.00005381635606113335774198722094574520724563626572489738464355468750000000000000000000000000000000000000000000000000000000000000000000","0.0726636127588288494028034847360686399042606353759765625000000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000129990","ENSG00000129990","SYT5","ENSG00000129990","6861","protein_coding","0.42110501595309479672","0.40022417764305301402","-0.801857585139318818","0.801857585139318818","0.00006280599966390894924213317285222046848502941429615020751953125000000000000000000000000000000000000000000000000000000000000000000000","0.0782670938876159627550777031501638703048229217529296875000000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000131126","ENSG00000131126","TEX101","ENSG00000131126","83639","protein_coding","0.04797680155661966650","0.06897020927386871003","0.796314347060842698","0.796314347060842698","0.00007686169303985640065182000091326131041569169610738754272460937500000000000000000000000000000000000000000000000000000000000000000000","0.0782670938876159627550777031501638703048229217529296875000000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000168970","ENSG00000168970","JMJD7-PLA2G4B","ENSG00000168970","8681","protein_coding","1.07125066377095623515","0.14792727274504413604","-0.795665634674922573","0.795665634674922573","0.00007866871839732863104337201587412664594012312591075897216796875000000000000000000000000000000000000000000000000000000000000000000000","0.0782670938876159627550777031501638703048229217529296875000000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000087074","ENSG00000087074","PPP1R15A","ENSG00000087074","23645","protein_coding","6.29526411940528962674","0.65181081416590558320","0.795665634674922573","0.795665634674922573","0.00007866871839732863104337201587412664594012312591075897216796875000000000000000000000000000000000000000000000000000000000000000000000","0.0782670938876159627550777031501638703048229217529296875000000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000278224","ENSG00000278224","PRICKLE4","ENSG00000278224","29964","protein_coding","2.56281059068751293495","0.29841989297589288643","-0.795665634674922573","0.795665634674922573","0.00007866871839732863104337201587412664594012312591075897216796875000000000000000000000000000000000000000000000000000000000000000000000","0.0782670938876159627550777031501638703048229217529296875000000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000070729","ENSG00000070729","CNGB1","ENSG00000070729","1258","protein_coding","0.06327762117797476604","0.09456914499683503894","-0.789473684210526327","0.789473684210526327","0.00009781072774060494713892904838914432730234693735837936401367187500000000000000000000000000000000000000000000000000000000000000000000","0.0803876602817676227941134925458754878491163253784179687500000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
"GSE50760","Normal_colon","tissue_class","Normal_colon","ATF3","ENSG00000145920","ENSG00000145920","CPLX2","ENSG00000145920","10814","protein_coding","0.28216193798973071560","0.38998809374909954029","-0.789473684210526327","0.789473684210526327","0.00009781072774060494713892904838914432730234693735837936401367187500000000000000000000000000000000000000000000000000000000000000000000","0.0803876602817676227941134925458754878491163253784179687500000000000000000000000000000000000000000000000000000000000000000000000000","18","spearman"
