"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"MEOX1","4.50008860855601078299","-4.50008860855601078299","0.00000679251422168234","HMVL_HUB098=-4.5","Repressed","1","collectri","1","4.50008860855601078299",NA,"3","GTEx--Coexpression(rank=103); Enrichr--Queries(rank=171); ARCHS4--Coexpression(rank=432)","252","0.064089999999999994","GTEx Coexpression,0.06409"
"FOXO3","3.31669691214904549525","3.31669691214904549525","0.00091088373256508403","HMVL_HUB098=3.317","Activated","2","collectri","2","3.31669691214904549525",NA,"4","Literature--ChIP-seq(rank=87); Enrichr--Queries(rank=882); GTEx--Coexpression(rank=934); ARCHS4--Coexpression(rank=1010)","1313","0.530499999999999972","Literature ChIP-seq,0.5305"
"BACH1","3.05738460114903043419","3.05738460114903043419","0.00223277594056147961","HMVL_HUB098=3.057","Activated","3","collectri","3","3.05738460114903043419",NA,"6","Literature--ChIP-seq(rank=13); ENCODE--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=163); Enrichr--Queries(rank=629); GTEx--Coexpression(rank=1257)","310","0.079269999999999993","Literature ChIP-seq,0.07927"
"SMARCA1","3.01880295563396128244","-3.01880295563396128244","0.00253775528055263022","HMVL_HUB098=-3.019","Repressed","4","collectri","4","3.01880295563396128244",NA,"0","",NA,NA,NA
"STAT4","2.93731902889381579769","-2.93731902889381579769","0.00331063333848672942","HMVL_HUB098=-2.937","Repressed","5","collectri","5","2.93731902889381579769",NA,"4","Literature--ChIP-seq(rank=75); Enrichr--Queries(rank=523); ARCHS4--Coexpression(rank=768); GTEx--Coexpression(rank=1353)","1041","0.372499999999999998","Enrichr Queries,0.3725"
"TEAD4","2.92212294928388072179","2.92212294928388072179","0.00347654273339157490","HMVL_HUB098=2.922","Activated","6","collectri","6","2.92212294928388072179",NA,"6","ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=40); Literature--ChIP-seq(rank=46); Enrichr--Queries(rank=460); GTEx--Coexpression(rank=774); ARCHS4--Coexpression(rank=1001)","428","0.118599999999999997","ENCODE ChIP-seq,0.1186"
"FOXD3","2.91789456932086954666","2.91789456932086954666","0.00352403480997283370","HMVL_HUB098=2.918","Activated","7","collectri","7","2.91789456932086954666",NA,"3","GTEx--Coexpression(rank=463); ARCHS4--Coexpression(rank=601); Enrichr--Queries(rank=715)","857","0.288100000000000023","GTEx Coexpression,0.2881"
"ID2","2.87730560303969618019","-2.87730560303969618019","0.00401086952102386752","HMVL_HUB098=-2.877","Repressed","8","collectri","8","2.87730560303969618019",NA,"0","",NA,NA,NA
"DMTF1","2.84900567860292408540","-2.84900567860292408540","0.00438560976938925668","HMVL_HUB098=-2.849","Repressed","9","collectri","9","2.84900567860292408540",NA,"3","Enrichr--Queries(rank=796); GTEx--Coexpression(rank=840); ARCHS4--Coexpression(rank=989)","1304","0.522700000000000053","GTEx Coexpression,0.5227"
"RFXANK","2.83354987854554973836","2.83354987854554973836","0.00460341232781854431","HMVL_HUB098=2.834","Activated","10","collectri","10","2.83354987854554973836",NA,"0","",NA,NA,NA
