"sig_names","p.value","statistic","p.adj","log10pvalue","stars","Method_Source","p.value.label","p.adj.label","Significance","Adjusted_Significance"
"TIP_Priming_and_activation_2","0.00529835501003854663498726651482684246730059385299682617187500000000000000000000000000000000000","0.1305175001210243380","0.014229867741246380458131071122807043138891458511352539062500000000000000000000000000000000000","2.275858945673487899","**","IOBR::batch_cor","0.005","0.014","**","*"
"IFNγ_iCAF","0.00545789661359826015069041105221003817860037088394165039062500000000000000000000000000000000000","0.1300708565721317989","0.014520064575799145403789403019345627399161458015441894531250000000000000000000000000000000000","2.262974695226957600","**","IOBR::batch_cor","0.005","0.015","**","*"
"Taurine_and_Hypotaurine_Metabolism","0.00641604694471280441459004606485905242152512073516845703125000000000000000000000000000000000000","-0.1276121513543261587","0.016909581667373933810960551227253745310008525848388671875000000000000000000000000000000000000","2.192732467081258907","**","IOBR::batch_cor","0.006","0.017","**","*"
"T_cell_inflamed_GEP_Ayers_et_al","0.00670764906450733826293042483257522690109908580780029296875000000000000000000000000000000000000","0.1269293192316610086","0.017514417001769162079982677937550761271268129348754882812500000000000000000000000000000000000","2.173429667195174719","**","IOBR::batch_cor","0.007","0.018","**","*"
"Selenocompound_Metabolism","0.00717517419275340729428735997430521820206195116043090820312500000000000000000000000000000000000","-0.1258881276386493164","0.018563294700517988383703382737621723208576440811157226562500000000000000000000000000000000000","2.144167551035323527","**","IOBR::batch_cor","0.007","0.019","**","*"
"Homocysteine_Biosynthesis","0.00750593194452865361543381084175052819773554801940917968750000000000000000000000000000000000000","-0.1251875877426538441","0.019242480075973455999616135159158147871494293212890625000000000000000000000000000000000000000","2.124595377606077751","**","IOBR::batch_cor","0.008","0.019","**","*"
"TMEscoreA_plus","0.00869724208684084960918614370939394575543701648712158203125000000000000000000000000000000000000","0.1228739843509145668","0.022095696112514589398712061552032537292689085006713867187500000000000000000000000000000000000","2.060618441214765006","**","IOBR::batch_cor","0.009","0.022","**","*"
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","0.00898412095888804530796623026844827109016478061676025390625000000000000000000000000000000000000","0.1223593123778609487","0.022620733128628826846817645446208189241588115692138671875000000000000000000000000000000000000","2.046524409526654154","**","IOBR::batch_cor","0.009","0.023","**","*"
"TIP_Priming_and_activation_1","0.01040163462513689178468023754930982249788939952850341796875000000000000000000000000000000000000","0.1200127139264630521","0.025958061630872594771624051190883619710803031921386718750000000000000000000000000000000000000","1.982898405615387549","*","IOBR::batch_cor","0.010","0.026","*","*"
"Mo_01_CD14","0.01051475508295571063832607450194700504653155803680419921875000000000000000000000000000000000000","0.1198379292861092155","0.026010183626258863431868206816943711601197719573974609375000000000000000000000000000000000000","1.978200838751281276","*","IOBR::batch_cor","0.011","0.026","*","*"
"Glycerolipid_Metabolism","0.01159132896413863841877933680279966210946440696716308593750000000000000000000000000000000000000","-0.1182530198760201184","0.028423954503366051504986700138033484108746051788330078125000000000000000000000000000000000000","1.935866768634804558","*","IOBR::batch_cor","0.012","0.028","*","*"
"DC_01_CLEC9A","0.01187477131324336972195698791665563476271927356719970703125000000000000000000000000000000000000","0.1178574613422746914","0.028867978537367500191379576790495775640010833740234375000000000000000000000000000000000000000","1.925374745353859662","*","IOBR::batch_cor","0.012","0.029","*","*"
"Tem_Bindea_et_al","0.01253460624202591862375033571197491255588829517364501953125000000000000000000000000000000000000","-0.1169679960660716528","0.030211615044882983438512269458442460745573043823242187500000000000000000000000000000000000000","1.901889304274675618","*","IOBR::batch_cor","0.013","0.030","*","*"
"CellCycle_Reg","0.01343050075513277027972058874638605630025267601013183593750000000000000000000000000000000000000","0.1158242522606074687","0.032096620448707126327381189412335515953600406646728515625000000000000000000000000000000000000","1.871907794394827240","*","IOBR::batch_cor","0.013","0.032","*","*"
"Primary_Bile_Acid_Biosynthesis","0.01411622495050849496189826481895579490810632705688476562500000000000000000000000000000000000000","-0.1149933882486630088","0.033451894420532736484918956421097391285002231597900390625000000000000000000000000000000000000","1.850281429513958242","*","IOBR::batch_cor","0.014","0.033","*","*"
"Glyoxylate_and_Dicarboxylate_Metabolism","0.01433519965663811353284717853284746524877846240997314453125000000000000000000000000000000000000","-0.1147355426859252431","0.033687719193099568970595214523200411349534988403320312500000000000000000000000000000000000000","1.843596253943700303","*","IOBR::batch_cor","0.014","0.034","*","*"
"T_cells_Bindea_et_al","0.01547965348364241031098309520075417822226881980895996093750000000000000000000000000000000000000","0.1134417286863380059","0.036076547788323629073481413342960877344012260437011718750000000000000000000000000000000000000","1.810238765347335521","*","IOBR::batch_cor","0.015","0.036","*","*"
"CD4_c9_Tn_TCF7_SLC40A1","0.01649499805570391747222558365137956570833921432495117187500000000000000000000000000000000000000","0.1123623188775055293","0.038127782391053320620866173840113333426415920257568359375000000000000000000000000000000000000","1.782647731309732198","*","IOBR::batch_cor","0.016","0.038","*","*"
"Macrophages_Rooney_et_al","0.01776386482130199243045787227401888230815529823303222656250000000000000000000000000000000000000","0.1110923275657799136","0.040726909590302125263594490434115868993103504180908203125000000000000000000000000000000000000","1.750462540361342301","*","IOBR::batch_cor","0.018","0.041","*","*"
"MC_Review_Exosome2","0.02055972279977654262883568492270569549873471260070800781250000000000000000000000000000000000000","0.1085520901542232353","0.046756788947878914763922608699431293644011020660400390625000000000000000000000000000000000000","1.686982745092082459","*","IOBR::batch_cor","0.021","0.047","*","*"
"MT_exosome","0.02133147774072197827566199634929944295436143875122070312500000000000000000000000000000000000000","0.1079040366079550006","0.048123813783068777882867550488299457356333732604980468750000000000000000000000000000000000000","1.670979057705225923","*","IOBR::batch_cor","0.021","0.048","*","*"
"T_cells_Danaher_et_al","0.02189398130783969456669701969531161012127995491027832031250000000000000000000000000000000000000","0.1074443988656833548","0.049000815308022173388824427320287213660776615142822265625000000000000000000000000000000000000","1.659675257033910611","*","IOBR::batch_cor","0.022","0.049","*","*"
"MHC_Class_II","0.02232602241810041632241734532726695761084556579589843750000000000000000000000000000000000000000","0.1070982692243995366","0.049574317495309584702400940159350284375250339508056640625000000000000000000000000000000000000","1.651188643508984422","*","IOBR::batch_cor","0.022","0.050","*","*"
"Neutrophils_Bindea_et_al","0.02361620979659294003449865329002932412549853324890136718750000000000000000000000000000000000000","0.1060980985163688661","0.052029462208118819332991478177063982002437114715576171875000000000000000000000000000000000000","1.626789801748230957","*","IOBR::batch_cor","0.024","0.052","*","ns"
"Mast_cells_Bindea_et_al","0.02457142354863031674661044689855771139264106750488281250000000000000000000000000000000000000000","0.1053876218842599577","0.052989170543186497885912444871792104095220565795898437500000000000000000000000000000000000000","1.609569681883548098","*","IOBR::batch_cor","0.025","0.053","*","ns"
"B_cells_Rooney_et_al","0.02460035962777023035852330679063015850260853767395019531250000000000000000000000000000000000000","0.1053664744715057666","0.052989170543186497885912444871792104095220565795898437500000000000000000000000000000000000000","1.609058543985460998","*","IOBR::batch_cor","0.025","0.053","*","ns"
"Linoleic_Acid_Metabolism","0.02461553667077103629834411435695074032992124557495117187500000000000000000000000000000000000000","-0.1053553911889177352","0.052989170543186497885912444871792104095220565795898437500000000000000000000000000000000000000","1.608790691249596616","*","IOBR::batch_cor","0.025","0.053","*","ns"
"Chemokine_Receptors_Li_et_al","0.02511454278904333425881389985079295001924037933349609375000000000000000000000000000000000000000","0.1049942290494110531","0.053653795958410757660494994070177199319005012512207031250000000000000000000000000000000000000","1.600074723775702701","*","IOBR::batch_cor","0.025","0.054","*","ns"
"Mph_09_STMN1","0.02754451423383760463869940338099695509299635887145996093750000000000000000000000000000000000000","0.1033192520440375795","0.058402654240166954058288695250666933134198188781738281250000000000000000000000000000000000000","1.559964882300428402","*","IOBR::batch_cor","0.028","0.058","*","ns"
"Mph_08_APOE","0.02779502051944567064811764112164382822811603546142578125000000000000000000000000000000000000000","0.1031538945635862015","0.058493998406594624461796172454342013224959373474121093750000000000000000000000000000000000000","1.556033001010967531","*","IOBR::batch_cor","0.028","0.058","*","ns"
"CAF_Peng_et_al","0.02841209359100978909529189309068897273391485214233398437500000000000000000000000000000000000000","0.1027519663272039863","0.059349706612331562527451467303762910887598991394042968750000000000000000000000000000000000000","1.546496763407551045","*","IOBR::batch_cor","0.028","0.059","*","ns"
"Glycine__Serine_and_Threonine_Metabolism","0.02922001187181444414875386428320780396461486816406250000000000000000000000000000000000000000000","-0.1022369121719921697","0.060588554028321132960410722034794162027537822723388671875000000000000000000000000000000000000","1.534319611951945994","*","IOBR::batch_cor","0.029","0.061","*","ns"
"Mast_cells_Danaher_et_al","0.03311323697352266254290142910576832946389913558959960937500000000000000000000000000000000000000","0.0999138816203504337","0.068160093624331313799658005336823407560586929321289062500000000000000000000000000000000000000","1.479998362859378913","*","IOBR::batch_cor","0.033","0.068","*","ns"
"SW480_cancer_cells_Bindea_et_al","0.03441967335956216261783069398916268255561590194702148437500000000000000000000000000000000000000","-0.0991865889732803790","0.070335854256496604941517603037937078624963760375976562500000000000000000000000000000000000000","1.463193255414990457","*","IOBR::batch_cor","0.034","0.070","*","ns"
"CD_8_T_effector","0.03549255895102313568267859977822809014469385147094726562500000000000000000000000000000000000000","0.0986066912452259053","0.072006486504953406968532192422571824863553047180175781250000000000000000000000000000000000000","1.449862687655927074","*","IOBR::batch_cor","0.035","0.072","*","ns"
"Butanoate_Metabolism","0.03590481087608695526247615248394140508025884628295898437500000000000000000000000000000000000000","-0.0983878282626253903","0.072322547621832294906241145326930563896894454956054687500000000000000000000000000000000000000","1.444847356520383208","*","IOBR::batch_cor","0.036","0.072","*","ns"
"Cytokine_Receptors_Li_et_al","0.03633062351558680874719087228186253923922777175903320312500000000000000000000000000000000000000","0.0981639969119681571","0.072661247031173617494381744563725078478455543518066406250000000000000000000000000000000000000","1.439727148598748618","*","IOBR::batch_cor","0.036","0.073","*","ns"
"Eosinophils_Bindea_et_al","0.03741808157159048214834839996001392137259244918823242187500000000000000000000000000000000000000","0.0976023165334549414","0.074309147909778286433812866107473382726311683654785156250000000000000000000000000000000000000","1.426918482582400838","*","IOBR::batch_cor","0.037","0.074","*","ns"
"Cytotoxic_cells_Danaher_et_al","0.03851126841506645470669667474794550798833370208740234375000000000000000000000000000000000000000","0.0970514646494243099","0.075113048639136620332479310491180513054132461547851562500000000000000000000000000000000000000","1.414412177129221293","*","IOBR::batch_cor","0.039","0.075","*","ns"
"Caffiene_Metabolism","0.03855530688368862674009207580638758372515439987182617187500000000000000000000000000000000000000","0.0970295528723537082","0.075113048639136620332479310491180513054132461547851562500000000000000000000000000000000000000","1.413915835727733494","*","IOBR::batch_cor","0.039","0.075","*","ns"
"Norepinephrine_Biosynthesis","0.03862195763359861644392623247767915017902851104736328125000000000000000000000000000000000000000","-0.0969964304186423376","0.075113048639136620332479310491180513054132461547851562500000000000000000000000000000000000000","1.413165716886963352","*","IOBR::batch_cor","0.039","0.075","*","ns"
"Lysine_Degradation","0.03957347923955773644211220130273432005196809768676757812500000000000000000000000000000000000000","-0.0965287668510483171","0.076436446202433436236667319008120102807879447937011718750000000000000000000000000000000000000","1.402595765551102547","*","IOBR::batch_cor","0.040","0.076","*","ns"
"Pentose_Phosphate","0.04077142735687597913107893532469461206346750259399414062500000000000000000000000000000000000000","-0.0959533279148396256","0.078214574929517180490456951247324468567967414855957031250000000000000000000000000000000000000","1.389644084172960481","*","IOBR::batch_cor","0.041","0.078","*","ns"
"detox_iCAF","0.04237079470835699440689481320987397339195013046264648437500000000000000000000000000000000000000","0.0952069261598591510","0.080733541268626168863065117875521536916494369506835937500000000000000000000000000000000000000","1.372933390277569776","*","IOBR::batch_cor","0.042","0.081","*","ns"
"Mph_01_MARCO","0.04506175154518866216024619575364340562373399734497070312500000000000000000000000000000000000000","0.0940030523615035668","0.085284657286867127101714913806063123047351837158203125000000000000000000000000000000000000000","1.346191931306680800","*","IOBR::batch_cor","0.045","0.085","*","ns"
"MonoDC","0.04934695832077207883203939786653791088610887527465820312500000000000000000000000000000000000000","0.0922051400952397932","0.092772281643051499044894114831549813970923423767089843750000000000000000000000000000000000000","1.306739611489084352","*","IOBR::batch_cor","0.049","0.093","*","ns"
"Base_excision_repair","0.05437194118454598268375121961071272380650043487548828125000000000000000000000000000000000000000","-0.0902561384824310947","0.101542300755244813137423420812410768121480941772460937500000000000000000000000000000000000000","1.264625161559861599","+","IOBR::batch_cor","0.054","0.102","ns","ns"
"Fatty_Acid_Biosynthesis","0.05826630564460017619454745840812392998486757278442382812500000000000000000000000000000000000000","-0.0888462685008013092","0.108099330209060859320224778912233887240290641784667968750000000000000000000000000000000000000","1.234582517331639595","+","IOBR::batch_cor","0.058","0.108","ns","ns"
"Normal_mucosa_Bindea_et_al","0.06020373701727694398799783925824158359318971633911132812500000000000000000000000000000000000000","0.0881737552964077520","0.110963750580863385053476122266147285699844360351562500000000000000000000000000000000000000000","1.220376550011111449","+","IOBR::batch_cor","0.060","0.111","ns","ns"
"CD8_c7_p_Tex","0.06230078138878993032623299086480983532965183258056640625000000000000000000000000000000000000000","0.0874656991513008131","0.114083249036615333449340425886475713923573493957519531250000000000000000000000000000000000000","1.205506506298911207","+","IOBR::batch_cor","0.062","0.114","ns","ns"
"CD8_c9_Tsen","0.06395519526151766109833829432318452745676040649414062500000000000000000000000000000000000000000","0.0869208347877487714","0.116357193959664387272745500467863166704773902893066406250000000000000000000000000000000000000","1.194124170782435268","+","IOBR::batch_cor","0.064","0.116","ns","ns"
"CD8_c2_Teff","0.06512835676043415844560513505712151527404785156250000000000000000000000000000000000000000000000","0.0865414552987008451","0.117101960035109989299861865674756700173020362854003906250000000000000000000000000000000000000","1.186229879278378530","+","IOBR::batch_cor","0.065","0.117","ns","ns"
"Mph_07_SLC40A1","0.06519506285642648335532101100397994741797447204589843750000000000000000000000000000000000000000","0.0865200530978411791","0.117101960035109989299861865674756700173020362854003906250000000000000000000000000000000000000","1.185785291620781612","+","IOBR::batch_cor","0.065","0.117","ns","ns"
"Mo_02_CD16","0.06772261238882040790265648411150323227047920227050781250000000000000000000000000000000000000000","0.0857220567515026149","0.120872004390173135024433292983303545042872428894042968750000000000000000000000000000000000000","1.169266297400572308","+","IOBR::batch_cor","0.068","0.121","ns","ns"
"Glycosphingolipid_Biosynthesis","0.06825422072970867282126761210747645236551761627197265625000000000000000000000000000000000000000","0.0855573362413149102","0.121054655633822935700827372329513309523463249206542968750000000000000000000000000000000000000","1.165870487394241817","+","IOBR::batch_cor","0.068","0.121","ns","ns"
"Arginine_and_Proline_Metabolism","0.07485839972859657798220922586551751010119915008544921875000000000000000000000000000000000000000","-0.0835938117064942837","0.131937929521651453601549519589752890169620513916015625000000000000000000000000000000000000000","1.125759461171216280","+","IOBR::batch_cor","0.075","0.132","ns","ns"
"IL_iCAF","0.07838306285764871927934649420421919785439968109130859375000000000000000000000000000000000000000","0.0826030681583660997","0.137292072831409567301719221177336294203996658325195312500000000000000000000000000000000000000","1.105777770250789604","+","IOBR::batch_cor","0.078","0.137","ns","ns"
"Ether_Lipid_Metabolism","0.08646799755329134806736135487881256267428398132324218750000000000000000000000000000000000000000","-0.0804600454032403933","0.150518366111284940256354047960485331714153289794921875000000000000000000000000000000000000000","1.063144598404111463","+","IOBR::batch_cor","0.086","0.151","ns","ns"
"Interleukins_Receptor_Li_et_al","0.08790506447724945326971379699898534454405307769775390625000000000000000000000000000000000000000","0.0800962079886262668","0.152081154494382503328253619656607042998075485229492187500000000000000000000000000000000000000","1.055986103183762292","+","IOBR::batch_cor","0.088","0.152","ns","ns"
"B_cells_Danaher_et_al","0.09334140551265013296955430632806383073329925537109375000000000000000000000000000000000000000000","0.0787616278921634827","0.158992724682257002832841408235253766179084777832031250000000000000000000000000000000000000000","1.029925663898768384","+","IOBR::batch_cor","0.093","0.159","ns","ns"
"Glycosphosphatidylinositol","0.09351799030690194358683697828382719308137893676757812500000000000000000000000000000000000000000","-0.0787193330666551144","0.158992724682257002832841408235253766179084777832031250000000000000000000000000000000000000000","1.029104834694814619","+","IOBR::batch_cor","0.094","0.159","ns","ns"
"Cholesterol_Biosynthesis","0.09383726320144909760490037342606228776276111602783203125000000000000000000000000000000000000000","0.0786430240290662275","0.158992724682257002832841408235253766179084777832031250000000000000000000000000000000000000000","1.027624667067305486","+","IOBR::batch_cor","0.094","0.159","ns","ns"
"Ketone_Biosynthesis_and_Metabolism","0.09415526603523730053701967790402704849839210510253906250000000000000000000000000000000000000000","-0.0785672245676882763","0.158992724682257002832841408235253766179084777832031250000000000000000000000000000000000000000","1.026155385194969405","+","IOBR::batch_cor","0.094","0.159","ns","ns"
"Fatty_Acid_Degradation","0.09767514746900325672829268341956776566803455352783203125000000000000000000000000000000000000000","-0.0777415837119059955","0.163954711822969750878442596331296954303979873657226562500000000000000000000000000000000000000","1.010215924409028743","+","IOBR::batch_cor","0.098","0.164","ns","ns"
"ADP_Ribosylation","0.10401467284552445846657064976170659065246582031250000000000000000000000000000000000000000000000","0.0763124772283130803","0.173562945221526016004176540263870265334844589233398437500000000000000000000000000000000000000","0.982905392563078295","+","IOBR::batch_cor","0.104","0.174","ns","ns"
"Sulfur_Metabolism","0.10990031096580757385972049178235465660691261291503906250000000000000000000000000000000000000000","0.0750461803441168085","0.182305221719751386899588396772742271423339843750000000000000000000000000000000000000000000000","0.959001078727162559","+","IOBR::batch_cor","0.110","0.182","ns","ns"
"Nicotinate_and_Nicotinamide_Metabolism","0.11976022686745356471416101840077317319810390472412109375000000000000000000000000000000000000000","-0.0730395966194714169","0.197499321500712893273643544489459600299596786499023437500000000000000000000000000000000000000","0.921687389959677694","+","IOBR::batch_cor","0.120","0.197","ns","ns"
"CD8_c10_Teff_CD244","0.12383831087401864223807024245616048574447631835937500000000000000000000000000000000000000000000","0.0722473330055059676","0.203037230619030562017712782107992097735404968261718750000000000000000000000000000000000000000","0.907144980297292403","+","IOBR::batch_cor","0.124","0.203","ns","ns"
"Glycosaminoglycan_Degradation","0.12484192824180828651492447534110397100448608398437500000000000000000000000000000000000000000000","-0.0720554775620854820","0.203499559330577672877637951387441717088222503662109375000000000000000000000000000000000000000","0.903639532074072216","+","IOBR::batch_cor","0.125","0.203","ns","ns"
"CD4_c2_Tn","0.12757702105111509705004380066384328529238700866699218750000000000000000000000000000000000000000","-0.0715386398901353693","0.206640545321842977743997948891774285584688186645507812500000000000000000000000000000000000000","0.894227542929930674","+","IOBR::batch_cor","0.128","0.207","ns","ns"
"Heme_Biosynthesis","0.12823438096213660153388502749294275417923927307128906250000000000000000000000000000000000000000","-0.0714157046292450831","0.206640545321842977743997948891774285584688186645507812500000000000000000000000000000000000000","0.891995520368528028","+","IOBR::batch_cor","0.128","0.207","ns","ns"
"TMEscore_plus","0.13102884486747853887145254248025594279170036315917968750000000000000000000000000000000000000000","0.0708984847751367581","0.209787028066540481852086941216839477419853210449218750000000000000000000000000000000000000000","0.882633087643455383","+","IOBR::batch_cor","0.131","0.210","ns","ns"
"Glycogen_Biosynthesis","0.13167483676516902879605197540513472631573677062988281250000000000000000000000000000000000000000","0.0707801357001449777","0.209787028066540481852086941216839477419853210449218750000000000000000000000000000000000000000","0.880497211356889631","+","IOBR::batch_cor","0.132","0.210","ns","ns"
"Cell_cycle","0.13864878375961939283023127700289478525519371032714843750000000000000000000000000000000000000000","0.0695301452546989301","0.219657061911307127655135218446957878768444061279296875000000000000000000000000000000000000000","0.858083935742107284","+","IOBR::batch_cor","0.139","0.220","ns","ns"
"TFH_Bindea_et_al","0.14011251465088825352012236180598847568035125732421875000000000000000000000000000000000000000000","0.0692739558146467510","0.220735916936036252744557373262068722397089004516601562500000000000000000000000000000000000000","0.853523072415215522","+","IOBR::batch_cor","0.140","0.221","ns","ns"
"Folate_One_Carbon_Metabolism","0.14142091288400238102695993802626617252826690673828125000000000000000000000000000000000000000000","-0.0690466848245656489","0.221559430184937067309647318325005471706390380859375000000000000000000000000000000000000000000","0.849486363675222678","+","IOBR::batch_cor","0.141","0.222","ns","ns"
"TMEscore_CIR","0.14343599504184184612043395645741838961839675903320312500000000000000000000000000000000000000000","0.0686997908189654199","0.223474865203311612305014932644553482532501220703125000000000000000000000000000000000000000000","0.843341849460308435","+","IOBR::batch_cor","0.143","0.223","ns","ns"
"Cardiolipin_Metabolism","0.14796190531113018185038754381821490824222564697265625000000000000000000000000000000000000000000","-0.0679340251679690643","0.229259655482080826338631140970392152667045593261718750000000000000000000000000000000000000000","0.829850084893934192","+","IOBR::batch_cor","0.148","0.229","ns","ns"
"APM","0.15723271927406992642950456229300471022725105285644531250000000000000000000000000000000000000000","0.0664194372749902645","0.242293042815779874343817823501012753695249557495117187500000000000000000000000000000000000000","0.803457074571504060","+","IOBR::batch_cor","0.157","0.242","ns","ns"
"Hexosamine_Biosynthesis","0.16195167713757227523352355547103798016905784606933593750000000000000000000000000000000000000000","0.0656743094605371502","0.247372152000153944229055014147888869047164916992187500000000000000000000000000000000000000000","0.790614550168027286","+","IOBR::batch_cor","0.162","0.247","ns","ns"
"Shingolipid_Metabolism","0.16228314936180313066138580779806943610310554504394531250000000000000000000000000000000000000000","0.0656225874751263094","0.247372152000153944229055014147888869047164916992187500000000000000000000000000000000000000000","0.789726572712961317","+","IOBR::batch_cor","0.162","0.247","ns","ns"
"Testosterone_Biosynthesis","0.16327734416408801187969856982817873358726501464843750000000000000000000000000000000000000000000","-0.0654679310951047644","0.247549521797165689163122692662000190466642379760742187500000000000000000000000000000000000000","0.787074072379822631","+","IOBR::batch_cor","0.163","0.248","ns","ns"
"Sirtuin_Nicotinamide_Metabolism","0.16852626063756981356078767930739559233188629150390625000000000000000000000000000000000000000000","-0.0646629280758657110","0.254141205881254994558560156292514875531196594238281250000000000000000000000000000000000000000","0.773332415496736481","+","IOBR::batch_cor","0.169","0.254","ns","ns"
"Pantothenate_and_CoA_Biosynthesis","0.17490323579259450803569109211821341887116432189941406250000000000000000000000000000000000000000","0.0637097657732946382","0.262354853688891775931324445991776883602142333984375000000000000000000000000000000000000000000","0.757202155793655907","+","IOBR::batch_cor","0.175","0.262","ns","ns"
"T_cell_probe_Jeschke_et_al","0.17704910885337624137925160994200268760323524475097656250000000000000000000000000000000000000000","0.0633948476749311429","0.263113518809600654968505750730400905013084411621093750000000000000000000000000000000000000000","0.751906254847893640","+","IOBR::batch_cor","0.177","0.263","ns","ns"
"Aldosterone_Biosynthesis","0.17727506586462457582875629213958745822310447692871093750000000000000000000000000000000000000000","-0.0633618526152725098","0.263113518809600654968505750730400905013084411621093750000000000000000000000000000000000000000","0.751352344595999089","+","IOBR::batch_cor","0.177","0.263","ns","ns"
"Tyrosine_Metabolism","0.18389616266354125162507671120692975819110870361328125000000000000000000000000000000000000000000","-0.0624085629186486995","0.270067359464834177984471352829132229089736938476562500000000000000000000000000000000000000000","0.735427333031834385","+","IOBR::batch_cor","0.184","0.270","ns","ns"
"TGFb_Family_Member_Li_et_al","0.18411329502942158642397885159880388528108596801757812500000000000000000000000000000000000000000","0.0623777335578865888","0.270067359464834177984471352829132229089736938476562500000000000000000000000000000000000000000","0.734914849467536047","+","IOBR::batch_cor","0.184","0.270","ns","ns"
"Pan_F_TBRs","0.18483333466919502074965464544220594689249992370605468750000000000000000000000000000000000000000","0.0622756909216450188","0.270067359464834177984471352829132229089736938476562500000000000000000000000000000000000000000","0.733219701095670140","+","IOBR::batch_cor","0.185","0.270","ns","ns"
"CD8_c8_Teff_KLRG1","0.19044667468676906851854369051579851657152175903320312500000000000000000000000000000000000000000","0.0614900517984218464","0.276834857018911750792256043496308848261833190917968750000000000000000000000000000000000000000","0.720226605979116474","+","IOBR::batch_cor","0.190","0.277","ns","ns"
"Phenylalanine__Tyrosine_and_Tryptophan_Biosynthesis","0.19497365946666417313437591474212240427732467651367187500000000000000000000000000000000000000000","-0.0608687510032281665","0.281961907536406652940996764300507493317127227783203125000000000000000000000000000000000000000","0.710024056950163351","+","IOBR::batch_cor","0.195","0.282","ns","ns"
"Neutrophils_Danaher_et_al","0.19848109823528234385570101494522532448172569274902343750000000000000000000000000000000000000000","0.0603945903389446204","0.285569743379334772814814868979738093912601470947265625000000000000000000000000000000000000000","0.702280845691694688","+","IOBR::batch_cor","0.198","0.286","ns","ns"
"EMT2","0.20049837214041732469382850467809475958347320556640625000000000000000000000000000000000000000000","0.0601246423411969377","0.287007822048719218877010916912695392966270446777343750000000000000000000000000000000000000000","0.697889149095190620","+","IOBR::batch_cor","0.200","0.287","ns","ns"
"Citric_Acid_Cycle","0.20607468821047464357931744416418951004743576049804687500000000000000000000000000000000000000000","0.0593885595044880837","0.292437260661158215935273574359598569571971893310546875000000000000000000000000000000000000000","0.685975348568199084","+","IOBR::batch_cor","0.206","0.292","ns","ns"
"CD4_c7_Tn_TCEA3","0.20636530096301591852281376304745208472013473510742187500000000000000000000000000000000000000000","0.0593505960767727603","0.292437260661158215935273574359598569571971893310546875000000000000000000000000000000000000000","0.685363324812016894","+","IOBR::batch_cor","0.206","0.292","ns","ns"
"CD8_Rooney_et_al","0.20778457028498051317733086307271150872111320495605468750000000000000000000000000000000000000000","0.0591657473062527570","0.292976244101822491661124558959272690117359161376953125000000000000000000000000000000000000000","0.682386705522286308","+","IOBR::batch_cor","0.208","0.293","ns","ns"
"Steroid_Biosynthesis","0.21122513054807964816284027165238512679934501647949218750000000000000000000000000000000000000000","-0.0587213968503094430","0.296345705545067006347892402118304744362831115722656250000000000000000000000000000000000000000","0.675254412799771719","+","IOBR::batch_cor","0.211","0.296","ns","ns"
"CD8_c13_Tn_TCF7","0.21580593722516097643371324465988436713814735412597656250000000000000000000000000000000000000000","0.0581378046947256324","0.301273635136115824906255511450581252574920654296875000000000000000000000000000000000000000000","0.665936611234872911","+","IOBR::batch_cor","0.216","0.301","ns","ns"
"T_helper_cells_Bindea_et_al","0.22143426207599831156969116818800102919340133666992187500000000000000000000000000000000000000000","0.0574328060068843779","0.306439551486886785358620954866637475788593292236328125000000000000000000000000000000000000000","0.654755180750330457","+","IOBR::batch_cor","0.221","0.306","ns","ns"
"Neomycin__Kanamysin_and_Gentamicin_Biosynthesis","0.22167967554370532345942024221585597842931747436523437500000000000000000000000000000000000000000","0.0574023588282804587","0.306439551486886785358620954866637475788593292236328125000000000000000000000000000000000000000","0.654274122870364128","+","IOBR::batch_cor","0.222","0.306","ns","ns"
"DC_Bindea_et_al","0.22902217337706706756783603395888349041342735290527343750000000000000000000000000000000000000000","0.0565023198457003245","0.315045136060160546609409948359825648367404937744140625000000000000000000000000000000000000000","0.640122468275288958","+","IOBR::batch_cor","0.229","0.315","ns","ns"
"TLS_Nature","0.23098254215502481145882995861029485240578651428222656250000000000000000000000000000000000000000","-0.0562654943016640194","0.316199402367558224380417186694103293120861053466796875000000000000000000000000000000000000000","0.636420843191199403","+","IOBR::batch_cor","0.231","0.316","ns","ns"
"Arachidonic_Acid_Metabolism","0.23439229170707853722177560484851710498332977294921875000000000000000000000000000000000000000000","-0.0558569415745395342","0.319317035079208444425802326804841868579387664794921875000000000000000000000000000000000000000","0.630056674753461832","+","IOBR::batch_cor","0.234","0.319","ns","ns"
"Nitrogen_Metabolism","0.23713629677529868278185176677652634680271148681640625000000000000000000000000000000000000000000","0.0555311949816934755","0.320649112986695017379901173626421950757503509521484375000000000000000000000000000000000000000","0.625001966550033483","+","IOBR::batch_cor","0.237","0.321","ns","ns"
"Starch_and_Suctose_Metabolism","0.23764420075964276524160823100828565657138824462890625000000000000000000000000000000000000000000","0.0554711923828547990","0.320649112986695017379901173626421950757503509521484375000000000000000000000000000000000000000","0.624072779344466144","+","IOBR::batch_cor","0.238","0.321","ns","ns"
"TAM_Peng_et_al","0.23977468185704758907306199944287072867155075073242187500000000000000000000000000000000000000000","0.0552204808870702668","0.321983144208035310107618442998500540852546691894531250000000000000000000000000000000000000000","0.620196676576088013","+","IOBR::batch_cor","0.240","0.322","ns","ns"
