"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ATF4","5.384300085978476424","5.384300085978476424","0.00000007272708362061454","HCT15=5.384","Activated","1","collectri","1","5.384300085978476424",NA,"4","ReMap--ChIP-seq(rank=95); GTEx--Coexpression(rank=713); Enrichr--Queries(rank=774); ARCHS4--Coexpression(rank=1404)","895","0.319900000000000018","ReMap ChIP-seq,0.3199"
"ATF3","5.040975618283923154","5.040975618283923154","0.00000046316448085493780","HCT15=5.041","Activated","2","collectri","2","5.040975618283923154",NA,"6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=12); ENCODE--ChIP-seq(rank=71)","1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4"
"SMAD7","4.754460723553648904","4.754460723553648904","0.00000198976817632492285","HCT15=4.754","Activated","3","collectri","3","4.754460723553648904",NA,"0","",NA,NA,NA
"SREBF2","3.877104941238624036","-3.877104941238624036","0.00010570677240886510665","HCT15=-3.877","Repressed","4","collectri","4","3.877104941238624036",NA,"6","ENCODE--ChIP-seq(rank=102); Literature--ChIP-seq(rank=117); ReMap--ChIP-seq(rank=247); Enrichr--Queries(rank=988); GTEx--Coexpression(rank=1263); ARCHS4--Coexpression(rank=1323)","1500","0.703699999999999992","Enrichr Queries,0.7037"
"E2F1","3.763388643214546025","3.763388643214546025","0.00016762638711993648670","HCT15=3.763","Activated","5","collectri","5","3.763388643214546025",NA,"6","Literature--ChIP-seq(rank=83); ENCODE--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=236); GTEx--Coexpression(rank=367); Enrichr--Queries(rank=1028); ARCHS4--Coexpression(rank=1434)","688","0.228399999999999992","GTEx Coexpression,0.2284"
"NR3C1","3.676309829440885135","3.676309829440885135","0.00023663210621260814663","HCT15=3.676","Activated","6","collectri","6","3.676309829440885135",NA,"6","ARCHS4--Coexpression(rank=16); ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=31); Literature--ChIP-seq(rank=73); GTEx--Coexpression(rank=408); Enrichr--Queries(rank=563)","37","0.009828000000000000","ARCHS4 Coexpression,0.009828"
"NCOA1","3.660179487481272975","3.660179487481272975","0.00025203863880178116767","HCT15=3.66","Activated","7","collectri","7","3.660179487481272975",NA,"4","ReMap--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=466); Enrichr--Queries(rank=1147); GTEx--Coexpression(rank=1223)","605","0.195300000000000001","ReMap ChIP-seq,0.1953"
"E2F4","3.632857677104056826","3.632857677104056826","0.00028029963919592196199","HCT15=3.633","Activated","8","collectri","8","3.632857677104056826",NA,"6","ENCODE--ChIP-seq(rank=68); ReMap--ChIP-seq(rank=109); Literature--ChIP-seq(rank=151); GTEx--Coexpression(rank=683); Enrichr--Queries(rank=1063); ARCHS4--Coexpression(rank=1395)","986","0.366999999999999993","ReMap ChIP-seq,0.367"
"NPAS2","3.553401133869416473","3.553401133869416473","0.00038028410872382751445","HCT15=3.553","Activated","9","collectri","9","3.553401133869416473",NA,"3","GTEx--Coexpression(rank=67); Enrichr--Queries(rank=271); ARCHS4--Coexpression(rank=418)","153","0.041689999999999998","GTEx Coexpression,0.04169"
"E2F3","3.457297805254125667","3.457297805254125667","0.00054562151897624504814","HCT15=3.457","Activated","10","collectri","10","3.457297805254125667",NA,"3","GTEx--Coexpression(rank=246); Enrichr--Queries(rank=1050); ARCHS4--Coexpression(rank=1085)","495","0.153100000000000014","GTEx Coexpression,0.1531"
"HSF1","3.421842719841927671","3.421842719841927671","0.00062198281783660657861","HCT15=3.422","Activated","11","collectri","11","3.421842719841927671",NA,"5","ENCODE--ChIP-seq(rank=50); Literature--ChIP-seq(rank=100); ReMap--ChIP-seq(rank=242); GTEx--Coexpression(rank=750); ARCHS4--Coexpression(rank=1248)","1100","0.423700000000000021","ENCODE ChIP-seq,0.4237"
"DDIT3","3.383209344253363504","3.383209344253363504","0.00071643998079449252702","HCT15=3.383","Activated","12","collectri","12","3.383209344253363504",NA,"3","GTEx--Coexpression(rank=5); Enrichr--Queries(rank=11); ARCHS4--Coexpression(rank=66)","10","0.003111000000000000","GTEx Coexpression,0.003111"
"FOSL1","3.345918685777936386","3.345918685777936386","0.00082010441931447701416","HCT15=3.346","Activated","13","collectri","13","3.345918685777936386",NA,"5","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=9); Enrichr--Queries(rank=17); ARCHS4--Coexpression(rank=34); GTEx--Coexpression(rank=109)","45","0.012109999999999999","Enrichr Queries,0.01211"
"CEBPD","3.285177887679395337","3.285177887679395337","0.00101918003019147969737","HCT15=3.285","Activated","14","collectri","14","3.285177887679395337",NA,"5","ENCODE--ChIP-seq(rank=36); ARCHS4--Coexpression(rank=61); ReMap--ChIP-seq(rank=127); Literature--ChIP-seq(rank=140); GTEx--Coexpression(rank=251)","140","0.037470000000000003","ARCHS4 Coexpression,0.03747"
"NFKB1","3.232641385854082561","3.232641385854082561","0.00122651425461922842543","HCT15=3.233","Activated","15","collectri","15","3.232641385854082561",NA,"4","ARCHS4--Coexpression(rank=6); ReMap--ChIP-seq(rank=160); Enrichr--Queries(rank=416); GTEx--Coexpression(rank=458)","13","0.003686000000000000","ARCHS4 Coexpression,0.003686"
"ERG","3.208971333418835670","3.208971333418835670","0.00133210772851471656066","HCT15=3.209","Activated","16","collectri","16","3.208971333418835670",NA,"5","Literature--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=135); GTEx--Coexpression(rank=219); ARCHS4--Coexpression(rank=236); Enrichr--Queries(rank=751)","448","0.136300000000000004","GTEx Coexpression,0.1363"
"BACH1","3.128737804213296503","3.128737804213296503","0.00175558887206897300780","HCT15=3.129","Activated","17","collectri","17","3.128737804213296503",NA,"6","Literature--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=38); ENCODE--ChIP-seq(rank=49); ARCHS4--Coexpression(rank=85); Enrichr--Queries(rank=142); GTEx--Coexpression(rank=227)","191","0.052209999999999999","ARCHS4 Coexpression,0.05221"
"LHX8","3.112401347743850799","-3.112401347743850799","0.00185572024502697477746","HCT15=-3.112","Repressed","18","collectri","18","3.112401347743850799",NA,"3","GTEx--Coexpression(rank=691); ARCHS4--Coexpression(rank=810); Enrichr--Queries(rank=843)","1112","0.429999999999999993","GTEx Coexpression,0.43"
"BACH2","3.047419700033262124","3.047419700033262124","0.00230815186533195977267","HCT15=3.047","Activated","19","collectri","19","3.047419700033262124",NA,"4","ReMap--ChIP-seq(rank=117); ARCHS4--Coexpression(rank=478); Enrichr--Queries(rank=519); GTEx--Coexpression(rank=764)","839","0.293600000000000028","ARCHS4 Coexpression,0.2936"
"IRF3","3.039640534576832032","3.039640534576832032","0.00236860666896570107309","HCT15=3.04","Activated","20","collectri","20","3.039640534576832032",NA,"5","ENCODE--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=259); Enrichr--Queries(rank=986); GTEx--Coexpression(rank=1195); ARCHS4--Coexpression(rank=1231)","1274","0.516900000000000026","ENCODE ChIP-seq,0.5169"
"GATA5","3.038269324294667673","3.038269324294667673","0.00237941194792707722341","HCT15=3.038","Activated","21","collectri","21","3.038269324294667673",NA,"3","ARCHS4--Coexpression(rank=22); Enrichr--Queries(rank=507); GTEx--Coexpression(rank=801)","52","0.013509999999999999","ARCHS4 Coexpression,0.01351"
"CLOCK","3.037838381551731803","3.037838381551731803","0.00238281712975575189761","HCT15=3.038","Activated","22","collectri","22","3.037838381551731803",NA,"5","Literature--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=202); ARCHS4--Coexpression(rank=1000); Enrichr--Queries(rank=1310); GTEx--Coexpression(rank=1352)","666","0.219500000000000001","Literature ChIP-seq,0.2195"
"FLI1","3.019550570634347508","3.019550570634347508","0.00253150027011295316801","HCT15=3.02","Activated","23","collectri","23","3.019550570634347508",NA,"6","GTEx--Coexpression(rank=107); ENCODE--ChIP-seq(rank=113); Literature--ChIP-seq(rank=132); ReMap--ChIP-seq(rank=224); ARCHS4--Coexpression(rank=573); Enrichr--Queries(rank=619)","237","0.066580000000000000","GTEx Coexpression,0.06658"
"CREBZF","3.016231824106146764","-3.016231824106146764","0.00255937501750055787855","HCT15=-3.016","Repressed","24","collectri","24","3.016231824106146764",NA,"3","Enrichr--Queries(rank=1231); GTEx--Coexpression(rank=1438); ARCHS4--Coexpression(rank=1606)","1611","0.876800000000000024","Enrichr Queries,0.8768"
"ATF2","2.906130403597976919","2.906130403597976919","0.00365928912281150708896","HCT15=2.906","Activated","25","collectri","25","2.906130403597976919",NA,"5","ENCODE--ChIP-seq(rank=106); ReMap--ChIP-seq(rank=217); ARCHS4--Coexpression(rank=1019); GTEx--Coexpression(rank=1115); Enrichr--Queries(rank=1305)","1417","0.625900000000000012","ARCHS4 Coexpression,0.6259"
"SALL1","2.903046364079968189","2.903046364079968189","0.00369551922419513855650","HCT15=2.903","Activated","26","collectri","26","2.903046364079968189",NA,"4","GTEx--Coexpression(rank=157); Literature--ChIP-seq(rank=161); Enrichr--Queries(rank=345); ARCHS4--Coexpression(rank=591)","332","0.097699999999999995","GTEx Coexpression,0.0977"
