"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","SMAD3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","18.00000000000000","4","5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=7); GTEx--Coexpression(rank=209); Enrichr--Queries(rank=271); ARCHS4--Coexpression(rank=853)","45","rank=4; score=4.0863; p=8.1977e-05","rank=45; score=0.0122","rank=12; score=4.3358; direction=Activated","rank=12; score=131.68; p=2.2567e-18; adjP=5.6041e-16","rank=29; score=2.3116; p=0.0048798","rank=6; score=4.6666; p=3.0624e-06; direction=Activated"
"2","TP53","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","26.00000000000000","1","5","Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=20); GTEx--Coexpression(rank=492); ARCHS4--Coexpression(rank=614); Enrichr--Queries(rank=1020)","65","rank=1; score=8.6716; p=2.1303e-09","rank=65; score=0.01829","rank=3; score=6.1658; direction=Activated","rank=3; score=74.519; p=1.3654e-10; adjP=2.543e-08","rank=2; score=5.3392; p=4.5797e-06","rank=82; score=2.1209; p=0.033932; direction=Activated"
"3","TP63","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","46.00000000000000","7","5","ARCHS4--Coexpression(rank=4); GTEx--Coexpression(rank=6); Literature--ChIP-seq(rank=11); Enrichr--Queries(rank=16); ReMap--ChIP-seq(rank=27)","7","rank=65; score=1.1747; p=0.066883","rank=7; score=0.002457","rank=42; score=2.7923; direction=Activated","rank=13; score=47.634; p=4.7801e-10; adjP=7.1223e-08","rank=69; score=1.3611; p=0.043538","rank=80; score=2.1379; p=0.032523; direction=Activated"
"4","KLF4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","50.33333333333333","6","5","ARCHS4--Coexpression(rank=23); GTEx--Coexpression(rank=24); ReMap--ChIP-seq(rank=44); Literature--ChIP-seq(rank=48); Enrichr--Queries(rank=57)","50","rank=21; score=2.6724; p=0.0021261","rank=50; score=0.01413","rank=26; score=3.6353; direction=Activated","rank=27; score=98.558; p=2.6939e-05; adjP=0.0012623","rank=6; score=4.5696; p=2.694e-05","rank=172; score=1.6494; p=0.099074; direction=Activated"
"5","GATA3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","52.00000000000000","16","6","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=9); Literature--ChIP-seq(rank=35); Enrichr--Queries(rank=50); GTEx--Coexpression(rank=70); ARCHS4--Coexpression(rank=88)","116","rank=16; score=2.9039; p=0.0012476","rank=116; score=0.0303","rank=38; score=2.9904; direction=Activated","rank=26; score=12.92; p=0.00045085; adjP=0.0038939","rank=71; score=1.2744; p=0.053156","rank=45; score=2.6188; p=0.0088231; direction=Activated"
"6","ESR1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","69.00000000000000","3","6","ENCODE--ChIP-seq(rank=14); Literature--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=18); ARCHS4--Coexpression(rank=163); Enrichr--Queries(rank=430); GTEx--Coexpression(rank=735)","229","rank=3; score=4.2797; p=5.2523e-05","rank=229; score=0.06061","rank=28; score=3.5513; direction=Activated","rank=15; score=79.382; p=1.0837e-06; adjP=3.8444e-05","rank=5; score=5.1264; p=7.4752e-06","rank=134; score=1.8188; p=0.06894; direction=Activated"
"7","TFAP2C","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","73.00000000000000","5","6","GTEx--Coexpression(rank=3); ARCHS4--Coexpression(rank=21); ENCODE--ChIP-seq(rank=31); Literature--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=39); Enrichr--Queries(rank=61)","5","rank=7; score=3.5512; p=0.00028106","rank=5; score=0.001867","rank=156; score=1.2158; direction=Activated","rank=142; score=42.712; p=0.0011132; adjP=0.0071495","rank=52; score=1.6971; p=0.020085","rank=76; score=2.1749; p=0.029639; direction=Activated"
"8","SMAD4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","74.33333333333334","6","5","Literature--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=153); Enrichr--Queries(rank=1271); ARCHS4--Coexpression(rank=1468); GTEx--Coexpression(rank=1505)","370","rank=9; score=3.5239; p=0.00029932","rank=370; score=0.1037","rank=31; score=3.3275; direction=Activated","rank=6; score=47.705; p=9.5276e-06; adjP=0.00037699","rank=22; score=2.5965; p=0.0025323","rank=8; score=4.1219; p=3.7584e-05; direction=Activated"
"9","STAT3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","83.33333333333333","32","6","ENCODE--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=8); Literature--ChIP-seq(rank=43); ARCHS4--Coexpression(rank=509); GTEx--Coexpression(rank=549); Enrichr--Queries(rank=926)","100","rank=72; score=1.0546; p=0.088184","rank=100; score=0.02694","rank=89; score=2.0008; direction=Activated","rank=32; score=11.209; p=0.001092; adjP=0.0071364","rank=44; score=1.8246; p=0.014977","rank=163; score=1.6951; p=0.090058; direction=Activated"
"10","AHR","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","87.33333333333334","9","5","Literature--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=46); Enrichr--Queries(rank=64); ReMap--ChIP-seq(rank=89); GTEx--Coexpression(rank=290)","106","rank=13; score=3.3724; p=0.00042423","rank=106; score=0.02826","rank=9; score=4.776; direction=Activated","rank=30; score=52.456; p=3.65e-08; adjP=2.266e-06","rank=78; score=1.063; p=0.086506","rank=288; score=1.1645; p=0.24423; direction=Activated"
