"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ENRICHR","TRRUST","CollecTRI"
"1","E2F4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","2.000000000000000","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=73); GTEx--Coexpression(rank=830); ARCHS4--Coexpression(rank=1173)","18","rank=1; score=328.19; p=1.2895e-39; adjP=1.3411e-37","rank=4; score=5.6483; p=2.2476e-06","rank=1; score=9.161; p=5.1434e-20; direction=Repressed"
"2","MYC","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","9.666666666666666","3","6","Literature--ChIP-seq(rank=13); ENCODE--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=115); Enrichr--Queries(rank=200); ARCHS4--Coexpression(rank=248); GTEx--Coexpression(rank=723)","324","rank=3; score=25.454; p=2.772e-08; adjP=8.0388e-07","rank=22; score=2.2853; p=0.0051849","rank=4; score=4.6753; p=2.9346e-06; direction=Repressed"
"3","FOXO3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","20.666666666666668","2","4","ARCHS4--Coexpression(rank=43); Literature--ChIP-seq(rank=125); Enrichr--Queries(rank=447); GTEx--Coexpression(rank=876)","100","rank=48; score=43.988; p=0.0007953; adjP=0.025184","rank=12; score=3.0995; p=0.00079532","rank=2; score=5.8045; p=6.4571e-09; direction=Activated"
"4","SREBF2","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","22.000000000000000","10","6","ENCODE--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=96); Literature--ChIP-seq(rank=127); GTEx--Coexpression(rank=277); Enrichr--Queries(rank=567); ARCHS4--Coexpression(rank=1403)","676","rank=39; score=53.183; p=0.00026588; adjP=0.010524","rank=10; score=3.5753; p=0.00026589","rank=17; score=3.4494; p=0.00056173; direction=Repressed"
"5","KLF6","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","30.333333333333336","12","4","ReMap--ChIP-seq(rank=144); ARCHS4--Coexpression(rank=151); Enrichr--Queries(rank=483); GTEx--Coexpression(rank=1090)","385","rank=63; score=33.448; p=1.1131e-05; adjP=0.00013114","rank=16; score=2.7856; p=0.0016382","rank=12; score=3.6378; p=0.00027496; direction=Activated"
"6","SMAD4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.333333333333336","28","5","Literature--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=245); ARCHS4--Coexpression(rank=322); GTEx--Coexpression(rank=953); Enrichr--Queries(rank=1258)","750","rank=28; score=17.033; p=8.3887e-05; adjP=0.00096936","rank=30; score=2.0739; p=0.0084352","rank=48; score=2.7271; p=0.0063891; direction=Activated"
"7","E2F3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.666666666666664","6","3","Enrichr--Queries(rank=29); ARCHS4--Coexpression(rank=47); GTEx--Coexpression(rank=864)","76","rank=17; score=108.91; p=6.538e-05; adjP=0.003882","rank=6; score=4.1845; p=6.5384e-05","rank=102; score=2.0854; p=0.037032; direction=Repressed"
"8","STAT1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","57.666666666666664","14","6","GTEx--Coexpression(rank=21); ENCODE--ChIP-seq(rank=69); Literature--ChIP-seq(rank=130); ReMap--ChIP-seq(rank=163); ARCHS4--Coexpression(rank=174); Enrichr--Queries(rank=437)","47","rank=94; score=21.729; p=1.3091e-07; adjP=3.223e-06","rank=65; score=1.3101; p=0.048969","rank=14; score=3.5298; p=0.00041581; direction=Activated"
"9","STAT2","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","64.333333333333329","35","5","ENCODE--ChIP-seq(rank=24); ARCHS4--Coexpression(rank=102); GTEx--Coexpression(rank=152); ReMap--ChIP-seq(rank=211); Enrichr--Queries(rank=660)","252","rank=70; score=11.268; p=0.0015247; adjP=0.056554","rank=88; score=1.1143; p=0.076859","rank=35; score=2.9497; p=0.0031809; direction=Activated"
"10","SMAD3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","68.333333333333329","22","5","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=30); Enrichr--Queries(rank=440); GTEx--Coexpression(rank=628); ARCHS4--Coexpression(rank=897)","116","rank=22; score=51.244; p=3.7318e-13; adjP=3.5172e-11","rank=112; score=0.7945; p=0.16051","rank=71; score=2.3683; p=0.017868; direction=Activated"
