"Dataset","Data_Type","Analysis_Name","Contrast","Samples_Used","Up","Down","Total_Significant_Genes","P_Value_Column","P_Value_Cutoff","LogFC_Cutoff","Microarray_Log2_Transformed"
"GSE310664","ngs","MVL_TOR10","MVL_TOR10_vs_CTRL","4","557","502","1059","P.Value","0.05","0.5",NA
