"Dataset","Data_Type","Analysis_Name","Analysis_Column","Contrast","Samples_Used","Experiment_Group","Control_Group","Up","Down","Total_Significant_Genes","P_Value_Column","P_Value_Cutoff","LogFC_Cutoff","Genes_Filtered_By_EdgeR","Gene_Biotype_Filter","Target_Gene","Target_Gene_LogFC","Target_Gene_P_Value","Target_Gene_adj_P_Val","Target_Gene_Significant","Target_Gene_Status"
"GSE282081","ngs","Hepatocyte_coculture","analysis_Hepatocyte_coculture","Hepatocyte_coculture_vs_No_hepatocyte_coculture","15","Hepatocyte_coculture","No_hepatocyte_coculture","112","201","313","P.Value","0.05","0.5","5969","coding","ATF3","-0.08482116910006177","0.9255492566318276326242653","0.966903443660417361016357",FALSE,"OK"
"GSE282081","ngs","3D_organoid","analysis_3D_organoid","3D_organoid_vs_2D_culture","15","3D_organoid","2D_culture","1107","1375","2482","P.Value","0.05","0.5","5969","coding","ATF3","3.31409171719269002","0.0000000232345262240766936","0.000000642394895202941781",TRUE,"OK"
"GSE282081","ngs","3D_hepatic_coculture","analysis_3D_hepatic_coculture","3D_hepatic_coculture_vs_3D_organoid_none","6","3D_hepatic_coculture","3D_organoid_none","261","291","552","P.Value","0.05","0.5","5270","coding","ATF3","-0.92201369034656455","0.0031118204621465393039381","0.042938651645284264812830",TRUE,"OK"
"GSE282081","ngs","2D_J2_coculture","analysis_2D_J2_coculture","2D_J2_coculture_vs_2D_none","6","2D_J2_coculture","2D_none","743","598","1341","P.Value","0.05","0.5","6112","coding","ATF3","-1.33081780735915967","0.0000000030907583512224357","0.000000289005975698721266",TRUE,"OK"
"GSE282081","ngs","2D_J2_hepatocyte","analysis_2D_J2_hepatocyte","2D_J2_hepatocyte_vs_2D_J2_coculture","6","2D_J2_hepatocyte","2D_J2_coculture","541","580","1121","P.Value","0.05","0.5","6146","coding","ATF3","0.10178539961880828","0.4813360971931058829298422","0.638996808201630406287563",FALSE,"OK"
"GSE282081","ngs","2D_J2_hepatocyte_vs_2D_none","analysis_2D_J2_hepatocyte_vs_2D_none","2D_J2_hepatocyte_vs_2D_none_vs_2D_none","6","2D_J2_hepatocyte_vs_2D_none","2D_none","997","965","1962","P.Value","0.05","0.5","6141","coding","ATF3","-1.23770679077516998","0.0000000001166062008074084","0.000000008784372040909402",TRUE,"OK"
