"Analysis_Name","Dataset","Analysis_Order","Design_Column","Experiment_Group","Control_Group","Contrast","Samples_Used","Experiment_N","Control_N","ATF3_Found_In_DEG_Table","GeneID","Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","ATF3_Direction","Significant_By_Primary_Cutoff","Significant_By_FDR_Cutoff","ATF3_In_Significant_Genes_Table","DEG_Total_Significant_Genes","DEG_Up","DEG_Down","DEG_Result_File"
"ALL","GSE114012",1,"analysis_ALL","ALL","BULK","ALL_vs_BULK",48,24,24,TRUE,"ENSG00000162772","ATF3",1.22685931850981,3.65107520268085,3.63517016802484,0.000673539249217337,0.257807052626895,-0.575905809763909,"Up",TRUE,FALSE,TRUE,65,65,0,"results/ngs/GSE114012/tables/ALL/DEG/all_genes.csv"
"DLD1_HCT15_SW48","GSE114012",2,"analysis_DLD1_HCT15_SW48","DLD1_HCT15_SW48","BULK","DLD1_HCT15_SW48_vs_BULK",24,12,12,TRUE,"ENSG00000162772","ATF3",1.47929162089823,3.30987044307823,4.416204079105,0.00018207513501573,0.11175945192156,0.720762300669653,"Up",TRUE,FALSE,TRUE,102,94,8,"results/ngs/GSE114012/tables/DLD1_HCT15_SW48/DEG/all_genes.csv"
"DLD1_HCT15","GSE114012",3,"analysis_DLD1_HCT15","DLD1_HCT15","BULK","DLD1_HCT15_vs_BULK",16,8,8,TRUE,"ENSG00000162772","ATF3",1.517069352514,3.43575106747675,3.6588027743366,0.00205248127004087,0.118835953005053,-1.23440914786455,"Up",TRUE,FALSE,TRUE,193,176,17,"results/ngs/GSE114012/tables/DLD1_HCT15/DEG/all_genes.csv"
"DLD1","GSE114012",4,"analysis_DLD1","DLD1","BULK","DLD1_vs_BULK",8,4,4,TRUE,"ENSG00000162772","ATF3",1.81464980017736,2.62620060872411,7.21651958865385,1.88534188536595e-05,0.00176690680642426,3.13963845879164,"Up",TRUE,TRUE,TRUE,754,541,213,"results/ngs/GSE114012/tables/DLD1/DEG/all_genes.csv"
"HCT15","GSE114012",5,"analysis_HCT15","HCT15","BULK","HCT15_vs_BULK",8,4,4,TRUE,"ENSG00000162772","ATF3",1.24338585742293,4.2450824266744,6.51804111509626,5.72245266635181e-05,0.0347154177656026,2.26133374160009,"Up",TRUE,TRUE,TRUE,523,362,161,"results/ngs/GSE114012/tables/HCT15/DEG/all_genes.csv"
"HT55","GSE114012",6,"analysis_HT55","HT55","BULK","HT55_vs_BULK",8,4,4,TRUE,"ENSG00000162772","ATF3",0.628113405684813,5.07002394576636,1.61862359236575,0.133405633927437,0.726500710652649,-4.79533926198227,"Up",FALSE,FALSE,FALSE,367,307,60,"results/ngs/GSE114012/tables/HT55/DEG/all_genes.csv"
"RKO","GSE114012",7,"analysis_RKO","RKO","BULK","RKO_vs_BULK",8,4,4,TRUE,"ENSG00000162772","ATF3",1.25750561963863,2.40053924625235,3.82570402876924,0.00156624979608158,0.0062099799038993,-1.48989773363037,"Up",TRUE,TRUE,TRUE,1879,1252,627,"results/ngs/GSE114012/tables/RKO/DEG/all_genes.csv"
"SW48","GSE114012",8,"analysis_SW48","SW48","BULK","SW48_vs_BULK",8,4,4,TRUE,"ENSG00000162772","ATF3",1.37095467194176,3.04753470366309,2.90842432378457,0.0154022092306372,0.242740373253553,-3.17942942126081,"Up",TRUE,FALSE,TRUE,449,353,96,"results/ngs/GSE114012/tables/SW48/DEG/all_genes.csv"
"SW948","GSE114012",9,"analysis_SW948","SW948","BULK","SW948_vs_BULK",8,4,4,TRUE,"ENSG00000162772","ATF3",0.90057132883377,4.48386353975869,3.25959195725106,0.00648614519877697,0.241003896378655,-2.14272305742063,"Up",TRUE,FALSE,TRUE,362,305,57,"results/ngs/GSE114012/tables/SW948/DEG/all_genes.csv"
